"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
4408,3890,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ophidian Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],566,"","",""
4409,3891,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ophidian Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],566,"","",""
4410,3892,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ophidian Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],566,"","",""
4411,3893,1,1,"grant_micro","","","Adds the Ophidian Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],566,"","",""
4412,3894,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ophidian Lord Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],566,"","",""
4413,3895,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ophidian Lord Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],566,"","",""
4414,3896,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ophidian Lord Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],566,"","",""
4415,3897,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ophidian Lord Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],566,"","",""
4416,3898,1,1,"grant_micro","","","Adds the Ophidian Lord Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],566,"","",""
4417,3910,1,1,"grant_micro","","","Adds the Phantom Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",561,"","",""
4418,3911,1,1,"modify_portal_variation","","","This character's portals use the Phantom Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],561,"","",""
4419,3912,1,1,"grant_micro","","","Your Aura becomes a Phantom Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],561,"","",""
4420,3913,1,1,"grant_micro","","","Adds the Aristocrat Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",561,"","",""
4421,3914,1,1,"modify_portal_variation","","","This character's portals use the Crowstorm Portal Effect. The portal becomes dormant if you are too far away from it, causing the crows to take to the skies.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],605,"","",""
4422,3915,1,1,"modify_portal_variation","","","This character's portals use the Azure Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],605,"","",""
4423,3916,1,1,"modify_portal_variation","","","This character's portals use the Divine Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],605,"","",""
4424,3917,1,1,"modify_portal_variation","","","This character's portals use the Demonic Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],605,"","",""
4425,3918,1,1,"modify_portal_variation","","","This character's portals use the Regal Shardbound Portal. It scans nearby players to make sure they're suitable for entry.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],605,"","",""
4426,3919,1,1,"grant_micro","","","Adds the Masquerade Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],561,"","",""
4427,3920,1,1,"grant_micro","","","Adds the Nethermancer Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],615,"","",""
4428,3921,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],366,"","",""
4429,3922,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],366,"","",""
4430,3923,1,1,"grant_micro","","","Your Aura becomes a Celestial Nova Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[37],366,"","",""
4431,3924,1,1,"grant_micro","","","Activating your Quicksilver Flask causes an explosion and applies a Searing effect to you while the flask is in effect.",[],"","Quicksilver Flask Effect","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",565,"","",""
4432,3925,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Ring of the Black Star. Displays a vast amount of power when you gain levels.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",565,"","",""
4433,3926,1,1,"grant_micro","","","Changes the appearance of your equipped ring to the Ring of the Exorcist. Critical Hits from Spells will exorcise the ghosts of your enemies.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",565,"","",""
4434,3927,1,1,"grant_micro","","","Adds the Belt of the Hive Queen skin to your character. Flasks you use cause blood-sucking insects to appear on you.",[],"","Belt Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],565,"","",""
4435,3928,1,1,"grant_micro","","","Attaches the Shavronne's Tome hip attachment to any equipped belt. Identifying items will cause exploding books to appear nearby.",[],"","Hip Attachment","",[],[],0,"",0,"",2,[],[],[],29,[33],565,"","",""
4436,3929,1,1,"grant_micro","","","Adds the Cloak of Elements back attachment to any equipped body armour, which indicates the strength of your Fire, Cold, and Lightning Resistances.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],565,"","",""
4437,3930,1,1,"grant_micro","","","Adds the Soulstunning Weapon Effect to any equipped weapon. Enemies stunned from attacks will have an out-of-body experience.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",565,"","",""
4438,3931,1,1,"grant_micro","","","Your Ice Spear becomes a Void Emperor effect.",[],"","Ice Spear Skin","",[],[],0,"",0,"","",[],[],[],17,[37],487,"","",""
4439,3932,1,1,"grant_micro","","","Your Fire Trap becomes an Oblivion Effect.",[],"","Fire Trap Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],530,"","",""
4440,3933,1,1,"grant_micro","","","Attaches the Corrupted Character Effect to your belt. This effect scales with the amount of corrupted items that you currently have equipped.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],436,"","",""
4441,3953,1,1,"grant_micro","","","Attaches the Bloodsoaked Character Effect to your belt. The more monsters you kill, the more bloodsoaked you become. Type /kills to see the number of monsters you have killed.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],606,"","",""
4442,3934,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Rogue Stalker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],589,"","",""
4443,3935,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Rogue Stalker Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],589,"","",""
4444,3936,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Rogue Stalker Gloves. Critical strikes cause blades to appear and slice at your enemies.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],589,"","",""
4445,3937,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Rogue Stalker Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4446,3938,1,1,"grant_micro","","","Adds Corpsebloom Footprints to any equipped pair of boots. Flowers spring up from the corpses of nearby slain enemies. ",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],589,"","",""
4447,3939,1,1,"modify_portal_variation","","","This character's portals use the Tentacle Apparition Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],"","","",""
4448,3940,1,1,"grant_micro","","","Adds the Undertaker's Amulet to your character. Replaces the corpses of slain enemies with gravestones.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],589,"","",""
4449,3941,1,1,"grant_micro","","","Your Mana Flask releases a burst of aetheric mana upon activation, then draws in energy from the environment as your mana refills.",[],"","Mana Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",589,"","",""
4450,3942,1,1,"grant_micro","","","Adds the Unstable Explosives Back Attachment to any equipped body armour. Becomes increasingly unstable the lower your life gets and explodes when you die.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],589,"","",""
4451,3943,1,1,"grant_micro","","","Adds the Tencent Unstable Explosives Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],355,"","",""
4452,3944,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Collector Serpent Shield. Whenever you pick up an item, the serpent darts out to grab it.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],589,"","",""
4453,3945,1,1,"grant_micro","","","Adds the Rogue Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4454,3946,1,1,"grant_micro","","","Adds the Rogue Stalker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4455,3947,1,1,"grant_micro","","","Adds the Rogue Overseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4456,3948,1,1,"grant_micro","","","Adds the Knight Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4457,3949,1,1,"grant_micro","","","Adds the Knightmaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4458,3950,1,1,"grant_micro","","","Adds the Knightlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],589,"","",""
4459,3951,1,1,"grant_micro","","","Your Darkness Enthroned becomes a mass of twisting fingers that summons eyes to watch you. Summoned eyes match the Abyss Jewels socketed in it.",[],"","Darkness Enthroned Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],562,"","",""
4460,3952,1,1,"grant_micro","","","Your Farrul's Fur is draped with the bones of a panther, which assume new life when Aspect of the Cat is active and cause your power, frenzy and endurance charges to take on a bestial appearance.",[],"","Farrul's Fur Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],562,"","",""
4461,3954,1,1,"grant_micro","","","Your Cospri's Malice transforms into a twin blade of pure ice that bristles with icicles whenever it triggers a spell, and glows with power if you trigger a spell while channelling.",[],"","Cospri's Malice Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4462,3955,1,1,"grant_micro","","","Your Cold Iron Point becomes a rough-hewn dagger of quicksilver, splashing liquid metal onto enemies you hit.",[],"","Cold Iron Point Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4463,3956,1,1,"grant_micro","","","Aukuna, the Black Sekhema takes command of your Brutal Restraint Jewel, reaving enemies when you deal a critical strike.",[],"","Brutal Restraint Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4464,3957,1,1,"grant_micro","","","Viper Napuatzi takes command of your Glorious Vanity Jewel, helping you draw in power when you recover from being on low life.",[],"","Glorious Vanity Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4465,3958,1,1,"grant_micro","","","Queen Hyrri Ngamaku takes command of your Lethal Pride Jewel, dazzling enemies when you stun them.",[],"","Lethal Pride Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4466,3959,1,1,"grant_micro","","","Cardinal Sanctus Vox takes command of your Militant Faith Jewel, providing cover when you block.",[],"","Militant Faith Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4467,3960,1,1,"grant_micro","","","General Marceus Lioneye takes command of your Elegant Hubris Jewel, firing barrages of arrows when you're on a killing spree.",[],"","Elegant Hubris Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4468,3961,1,1,"grant_micro","","","Your Legacy of Fury takes on the appearance of The Black Star's armour, and burns enemies with nebulous flames.",[],"","Legacy Of Fury Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],562,"","",""
4469,3962,1,1,"grant_micro","","","Your Gravebind is imbued with necromantic energy, summoning disembodied hands to ensnare the souls of enemies you kill.",[],"","Gravebind Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],562,"","",""
4470,3963,1,1,"grant_micro","","","Your Magna Eclipsis becomes a votive icon to the sun and moon, and its Elemental Aegis is shrouded by a solar eclipse.",[],"","Magna Eclipsis Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],562,"","",""
4471,3899,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],382,"","",""
4472,3900,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","",""
4473,3901,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","",""
4474,3902,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","",""
4475,3903,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[37],"","","",""
4476,3904,1,1,"grant_micro","","","Your Molten Shell becomes a Magmatic Effect.",[],"","Molten Shell Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],382,"","",""
4477,3905,1,1,"grant_micro","","","Your Earthshatter becomes a Molten Effect.",[],"","Earthshatter Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],569,"","",""
4478,3964,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Primal Oshabi's Headdress. Summons a Primal Harvest Apparition when you use an intelligence skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],589,"","",""
4479,3965,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vivid Oshabi's Headdress. Summons a Vivid Harvest Apparition when you use a dexterity skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],589,"","",""
4480,3966,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Oshabi's Headdress. Summons a Wild Harvest Apparition when you use a strength skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],589,"","",""
4481,3967,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Gold-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious gold.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],589,"","",""
4482,3968,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Silver-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious silver.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],589,"","",""
4483,3969,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Bronze-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious bronze.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],589,"","",""
