"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","i32","i32","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","[rid]","bool"
2037,5282,3,3571,[],[],8485,"",[1215],[-30],0,"",[],0,"","","",[],94346,0,93,[],100,0,[],[],[],[],[],""
2038,5283,1,3571,[],[],8453,"","[214,1215]","[2,300]",0,"",[],0,"","","",[],40698,0,0,[],50,0,[],[],[],[],[],""
2039,5283,3,3571,[],[],8485,"",[1215],[-30],0,"",[],0,"","","",[],94346,0,93,[],100,0,[],[],[],[],[],""
2040,4590,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2041,4590,2,279,[],[],8508,"",[2370],[1],0,"",[],0,"","","",[],94448,0,0,[],0,0,[],[],[],[],[],""
2042,4596,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-30,0,[],[],[],[],[],""
2043,4596,1,3149,[],[],8516,"",[482],[30],0,"",[],0,"","","",[],94494,0,0,[],0,0,[],[],[],[],[],""
2044,4596,4,572,[],[],8545,"",[],[],0,"",[],0,"","","",[],94528,0,0,[],0,0,[],[],[],[],[],""
2045,4637,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-50,0,[],[],[],[],[],""
2046,4637,1,2216,[],[],8453,"","[173,2513,434]","[4,10,-50]",0,2218,[],0,"","","",[],94618,0,0,[],-40,0,[],[],[],[],[],""
2047,4637,3,2216,[],[],8537,20,[434],[-50],0,2218,[],0,"","","",[],86832,0,82,[],-60,0,[],[],[],[],[],""
2048,4638,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-50,0,[],[],[],[],[],""
2049,4638,1,2216,[],[],8453,"","[173,2513,434]","[4,10,-50]",0,2218,[],0,"","","",[],94618,0,0,[],-40,0,[],[],[],[],[],""
2050,4638,3,2216,[],[],8537,20,[434],[-50],0,2218,[],0,"","","",[],86832,0,82,[],-60,0,[],[],[],[],[],""
2051,4722,2,5589,[],[],8535,28,"[173,2513]","[4,10]",0,"",[],0,"","","",[],41668,0,81,[],0,0,[],[],[],[],[],""
2052,4722,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2053,4723,3,4248,[],[],8537,28,[],[],0,"",[],0,"","","",[],15572,0,82,[],-20,0,[],[],[],[],[],""
2054,4723,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2055,4928,1,4671,[],[],8515,"","[1927,434]","[-70,50]",0,"",[],0,"","","",[],24532,0,0,[],50,0,[],[],[],[],[],""
2056,4951,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-10,0,[],[],[],[],[],""
2057,4951,2,4708,[],[],8454,"",[],[],0,"",[],0,"","","",[],49768,0,0,[],0,0,[],[],[],[],[],""
2058,4952,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-10,0,[],[],[],[],[],""
2059,5238,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2060,5239,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2061,5240,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2062,3837,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
2063,3837,2,2155,[],[],8508,"",[214],[2],0,"",[],0,"","","",[],44468,0,0,[],-20,0,[],[],[],[],[],""
2064,4835,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
2065,4835,1,5234,[],[],8516,"",[],[],0,"",[],0,"","","",[],94814,0,0,[],0,0,[],[],[],[],[],""
2066,4835,2,17,[],[],8454,"",[],[],0,"",[],0,"","","",[],94844,0,0,[],0,0,[],[],[],[],[],""
2067,4835,3,5264,[],[],8455,"",[],[],0,"",[],0,"","","",[],94876,0,0,[],0,0,[],[],[],[],[],""
2068,4835,4,5239,[],[],8474,36,[],[],0,6712,[],0,"","","",[],94916,0,49,[],0,0,[],[],[],[],[],""
2069,5241,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2070,5053,2,5518,[],[],8458,"",[],[],0,"",[],0,"","","",[20064],94960,0,0,[],0,0,[],[],[],[],[],""
2071,5053,3,5520,[],[],8561,32,[],[],0,8560,[],0,"","","",[20064],95004,0,135,[],0,0,[],[],[],[],[],""
2072,5053,4,5562,[],[],8460,"",[],[],0,"",[],0,"","","",[20064],95060,0,0,[],0,0,[],[],[],[],[],""
2073,4619,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2074,4619,1,2756,[],[],8515,"",[],[],0,"",[],0,"","","",[],49824,0,0,[],0,0,[],[],[],[],[],""
2075,4900,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2076,4900,1,4310,[],[],8453,1,"[173,1783,3223]","[3,1,20]",0,4312,[],0,"","","",[],59186,0,0,[],-60,0,[],[],[],[],[],""
2077,4901,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2078,4901,2,4310,[],[],8477,1,[],[],0,4312,[],0,"","","",[],59224,0,51,[],-60,0,[],[],[],[],[],""
2079,4902,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2080,4902,1,4310,[],[],8479,1,[],[],0,4312,[],0,"","","",[],59276,0,56,[],-60,0,[],[],[],[],[],""
2081,4903,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2082,4903,3,4310,[],[],8478,1,[],[],0,4312,[],0,"","","",[],59320,0,85,[],-20,0,[],[],[],[],[],""
2083,4911,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2084,4911,1,4310,[],[],8453,1,"[173,1783,3223]","[3,1,20]",0,4312,[],0,"","","",[],59186,0,0,[],-60,0,[],[],[],[],[],""
2085,4912,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2086,4912,2,4310,[],[],8477,1,[],[],0,4312,[],0,"","","",[],59224,0,51,[],-60,0,[],[],[],[],[],""
2087,4913,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2088,4913,1,4310,[],[],8479,1,[],[],0,4312,[],0,"","","",[],59276,0,56,[],-60,0,[],[],[],[],[],""
2089,4914,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2090,4914,3,4310,[],[],8478,1,[],[],0,4312,[],0,"","","",[],59320,0,85,[],-20,0,[],[],[],[],[],""
2091,4916,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2092,4918,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2093,4918,4,6984,[],[],8576,20,"[8772,8509]","[50,200]",0,"",[7189],0,"","","",[],95264,0,123,[],0,0,[],[],[],[],[],""
2094,4919,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2095,5865,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2096,5865,1,7005,[],[],8457,"",[6184],[1],0,"",[],0,"","","",[],95316,0,0,[],0,0,[],[],[],[],[],""
2097,5865,2,6261,[],[],8458,"",[],[],0,"","[7162,7160,5336]",0,"","","on_event_trigger1_for_EmptyActionSpell = \""TriggerSkill( VilentaGeometryAttackRight );\""\r\n\ton_event_trigger2_for_EmptyActionSpell = \""TriggerSkill( VilentaGeometryAttackLeft );\""\r\n\ton_event_fire_for_EmptyActionSpell = \""TriggerSkill( VilentaXMortar, TargetObjectLocation );\""",[],95930,0,0,[],0,0,[1],[6184],[],[],[],""
2098,5865,3,6262,[],[],8459,"",[],[],0,"",[4710],0,"","","on_event_contact_for_EmptyActionSpell2 = \""TriggerSkill( VilentaSunder, TargetObject );\""",[],96166,0,0,[],0,0,[],[],[],[],[],""
2099,7412,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2100,7413,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2101,7414,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2102,7415,2,2606,[],[],8523,"","[357,3903]","[2000,-33]",0,"",[],0,"","","",[],52592,0,83,[],0,0,[],[],[],[],[],""
2103,7415,3,2606,[],[],8493,"","[357,3903]","[2000,-33]",0,"",[],0,"","","",[],52660,0,84,[],0,0,[],[],[],[],[],""
2104,7415,4,2606,[],[],8477,"","[357,3903]","[2000,-33]",0,"",[],0,"","","",[],52700,0,51,[],0,0,[],[],[],[],[],""
2105,7416,1,2487,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],51224,0,0,[],0,0,[],[],[],[],[],""
2106,7416,4,2487,[],[],8455,"","[173,1783,347]","[6,1,10]",0,2484,[],0,"","","",[],51524,0,0,[],0,0,[],[],[],[],[],""
2107,7416,2,217,[],[],8508,"",[347],[6],0,"",[4774],0,"","","on_event_triggerground_for_NewShieldCharge = \""TriggerSkill(MetamorphosisCastBurningGround);\""",[],52402,0,0,[],0,0,[],[],[],[],[],""
2108,7417,1,2487,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],51224,0,0,[],0,0,[],[],[],[],[],""
2109,7417,4,2487,[],[],8455,"","[173,1783,347]","[6,1,10]",0,2484,[],0,"","","",[],51524,0,0,[],0,0,[],[],[],[],[],""
2110,7417,3,2396,[],[],2396,"","[5782,357]","[120,6000]",0,"",[],0,"","","",[],51652,0,0,[],0,0,[],[],[],[],[],""
2111,7418,0,338,[],[],8515,"","[2370,1927]","[1,-50]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2112,7418,1,217,[],[],8507,"",[],[],0,"",[],0,"","","",[],52402,0,0,[],0,0,[],[],[],[],[],""
2113,4,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2114,7,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2115,7,2,916,[],[],8481,1,[1927],[-50],0,"",[],0,"","","",[],67706,0,56,[],0,0,[],[],[],[],[],""
2116,7,4,4386,[],[],8460,"","[173,4743]","[20,80]",0,"",[],0,"","","",[],96574,0,0,[],0,0,[],[],[],[],[],""
2117,9,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2118,9,1,554,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],44088,0,0,[],0,0,[],[],[],[],[],""
2119,52,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2120,57,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2121,119,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2122,123,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2123,150,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2124,152,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2125,152,3,4444,[],[],8463,"","[214,216]","[3,100]",0,"",[],0,"","","",[],96660,0,0,[],0,0,[],[],[],[],[],""
2126,158,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2127,158,2,2444,[],[],8486,"",[],[],0,2445,[],0,"","","",[],96686,0,93,[],-20,0,[],[],[],[],[],""
2128,163,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2129,163,2,1295,[],[],8446,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],9790,0,0,[],60,0,[],[],[],[],[],""
2130,165,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2131,168,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2132,168,2,1608,[],[],8481,1,"[173,8453]","[4,50]",0,"",[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],96802,0,56,[],-33,0,[],[],[],[],[3742],""
2133,170,0,338,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2134,220,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2135,220,1,661,[],[],8507,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2136,256,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2137,256,2,864,[],[],8505,"","[434,1853,357]","[50,1,4000]",0,"",[],0,"","","",[],8320,0,66,[],0,0,[],[],[],[],[],""
2138,256,1,746,[],[],8496,"",[],[],0,"",[],0,"","","",[],3610,0,57,[],0,0,[],[],[],[],[],""
2139,256,4,4481,[],[],8460,"","[434,1215,7973]","[250,-50,-850]",0,"",[],0,"","","",[],10738,0,0,[],0,0,[],[],[],[],[],""
2140,280,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2141,305,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2142,305,1,1608,[],[],8516,"",[],[],0,"",[],0,"","","",[],29212,0,0,[],0,0,[],[],[],[],[],""
2143,321,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2144,331,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2145,331,1,338,[],[],8453,20,[173],[2],0,8562,[],0,"","","",[],96978,0,0,[],50,0,[],[],[],[],[],""
2146,361,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2147,361,1,285,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
2148,361,3,338,[],[],8518,13,[70],[-60],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],97038,0,0,[],0,50,[50],[434],[],[],[],""
2149,368,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2150,368,3,4575,[],[],8518,"",[1927],[-33],0,"",[],0,"","","",[],25938,0,0,[],40,0,[],[],[],[],[],""
2151,386,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2152,386,2,1822,[],[],8458,"",[],[],0,1085,[],0,"","","",[],97094,0,0,[],0,0,[],[],[],[],[],""
2153,386,3,961,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_CriticalWeakness = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],24346,0,0,[],0,0,"[5,6,0]","[887,2163,4793]",[],[],[],""
2154,417,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2155,417,2,189,[],[],8508,"",[],[],0,"",[5875],0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""",[],1762,0,0,[],0,0,[],[],[],[],[],""
2156,433,0,489,[10607],[1],8452,"","[482,173]","[100,2]",0,482,[],0,"","","",[],97506,0,0,[],100,0,[],[],[],[],[],""
2157,433,3,489,"[10607,1215]","[1,200]",8483,1,[482],[100],0,482,[],0,"","","",[],97506,0,52,[],100,0,[],[],[],[],[],""
2158,433,2,489,[10607],[1],8490,1,"[175,318,4570,482,348]","[200,400,1,100,1]",0,482,[],0,"","","",[],97694,0,53,[],250,0,[],[],[],[],[],""
2159,433,1,489,[10607],[1],8479,1,[482],[100],0,482,[],0,"","","",[],97506,0,56,[],0,0,[],[],[],[],[],""
2160,434,0,484,[10607],[1],8452,"",[173],[2],0,473,[],0,"","","",[],344,0,0,[],100,0,[],[],[],[],[],""
2161,434,3,484,"[10607,1215]","[1,200]",8483,1,[],[],0,473,[],0,"","","",[],344,0,52,[],100,0,[],[],[],[],[],""
2162,434,2,484,[10607],[1],8490,1,"[175,318,4570,348]","[200,400,1,1]",0,473,[],0,"","","",[],460,0,53,[],250,0,[],[],[],[],[],""
2163,434,1,484,[10607],[1],8479,1,[],[],0,473,[],0,"","","",[],344,0,56,[],0,0,[],[],[],[],[],""
2164,442,0,488,[10607],[1],8452,"","[484,173]","[100,2]",0,481,[],0,"","","",[],97960,0,0,[],100,0,[],[],[],[],[],""
2165,442,3,488,"[10607,1215]","[1,200]",8483,1,[484],[100],0,481,[],0,"","","",[],97960,0,52,[],100,0,[],[],[],[],[],""
2166,442,2,488,[10607],[1],8490,1,"[175,318,4570,484,348]","[200,400,1,100,1]",0,481,[],0,"","","",[],98130,0,53,[],250,0,[],[],[],[],[],""
2167,442,1,488,[10607],[1],8479,1,[484],[100],0,481,[],0,"","","",[],97960,0,56,[],0,0,[],[],[],[],[],""
2168,446,0,487,[10607],[1],8452,"","[483,173]","[100,2]",0,480,[],0,"","","",[],80472,0,0,[],100,0,[],[],[],[],[],""
2169,446,3,487,"[10607,1215]","[1,200]",8483,1,[483],[100],0,480,[],0,"","","",[],80472,0,52,[],100,0,[],[],[],[],[],""
2170,446,2,487,[10607],[1],8490,1,"[175,318,4570,483,348]","[200,400,1,100,1]",0,480,[],0,"","","",[],98382,0,53,[],250,0,[],[],[],[],[],""
2171,446,1,487,[10607],[1],8479,1,[483],[100],0,480,[],0,"","","",[],80472,0,56,[],0,0,[],[],[],[],[],""
2172,457,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
2173,457,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2174,464,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
2175,464,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2176,464,4,938,[],[],8465,"",[617],[-66],0,3422,[],0,"","","",[],17262,0,0,[],0,0,[],[],[],[],[],""
2177,464,3,1852,[],[],8504,"",[],[],0,"",[],0,"","","",[],11052,0,65,[],0,0,[],[],[],[],[],""
2178,465,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
2179,465,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2180,465,3,1003,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_Vulnerability = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],17150,0,0,[],0,0,"[6,5,0]","[887,2163,4793]",[],[],[],""
2181,471,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2182,471,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
2183,471,2,4797,[],[],8486,"",[],[],0,"",[],0,"","","",[],98536,0,93,[],-40,0,[],[],[],[],[],""
2184,480,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2185,509,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2186,509,1,306,[],[],8479,1,[],[],0,"",[],0,"","","",[],98574,0,56,[],-80,0,[],[],[],[],[],""
2187,514,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2188,514,1,552,[],[],8453,"",[173],[4],0,"",[],0,"","","",[],44088,0,0,[],0,0,[],[],[],[],[],""
2189,523,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
2190,523,3,993,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_ProjectileWeakness = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],17150,0,0,[],0,0,"[6,5,0]","[887,2163,4793]",[],[],[],""
2191,547,0,733,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],98944,0,0,[],0,0,[],[],[],[],[],""
2192,558,0,726,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],15500,0,0,[],0,0,[],[],[],[],[],""
2193,558,3,726,[],[],8576,20,"[611,10161]","[25,100]",0,"",[],0,"","","",[],15572,0,123,[],-30,0,[],[],[],[],[],""
2194,565,0,726,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],15500,0,49,[],0,0,[],[],[],[],[],""
2195,580,0,739,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],7216,0,49,[],0,0,[],[],[],[],[],""
2196,599,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2197,655,0,338,[],[],8515,"",[483],[50],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2198,655,1,338,[],[],8516,"",[1927],[-50],0,3976,[],0,"","","",[],29248,0,0,[],50,0,[],[],[],[],[],""
2199,663,0,338,[],[],8515,"",[482],[50],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2200,663,1,338,[],[],8516,"","[3903,173]","[100,3]",0,3135,[],0,"","","",[],4226,0,0,[],0,0,[],[],[],[],[],""
2201,680,0,338,[],[],8515,"",[484],[50],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2202,680,3,338,[],[],8455,"","[173,175,1927,484]","[2,50,-33,50]",0,2438,[2635],0,"","on_event_metafx_for_ThrownWeaponProjectile = \""PlayEffect( LightningSurge1 );\""","",[],20092,0,0,[],0,0,[50],[2400],[],[],[2410],""
2203,697,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
2204,697,1,246,[],[],8516,"","[214,1927,1879]","[2,-20,100]",0,"",[],0,"","","",[],22768,0,0,[],-20,0,[],[],[],[],[],""
2205,703,0,338,[],[],8515,"","[483,639]","[50,100]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2206,705,0,338,[],[],8515,"","[483,639]","[50,100]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2207,707,0,338,[],[],8515,"","[482,638,611]","[50,100,50]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2208,709,0,338,[],[],8515,"","[482,638,611]","[50,100,50]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2209,711,0,338,[],[],8515,"","[484,640,659]","[50,100,50]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2210,713,0,338,[],[],8515,"","[484,640,659]","[50,100,50]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2211,716,0,733,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],99618,0,0,[],0,0,[],[],[],[],[],""
2212,717,0,739,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],7216,0,0,[],0,0,[],[],[],[],[],""
2213,767,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2214,767,1,1608,[],[],8516,"",[],[],0,"",[],0,"","","",[],29212,0,0,[],0,0,[],[],[],[],[],""
2215,767,2,1354,[],[],8454,"","[173,485,2312]","[8,100,1]",0,"",[],0,"","","",[],11834,0,0,[],0,0,[],[],[],[],[],""
2216,792,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2217,792,1,1194,[],[],8516,"","[214,1927]","[2,100]",0,"",[],0,"","","",[],16076,0,0,[],-50,0,[],[],[],[],[],""
2218,811,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2219,811,1,1193,[],[],8516,"",[1927],[-40],0,"",[],0,"","","",[],16076,0,0,[],80,0,[],[],[],[],[],""
2220,819,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2221,819,2,1294,[],[],8458,"","[214,70,634]","[2,100,-50]",0,"",[],0,"","","",[],9790,0,0,[],0,0,[],[],[],[],[],""
2222,819,4,5187,[],[],8500,"",[357],[4000],0,"",[],0,"","","",[],99826,0,98,[],0,0,[],[],[],[],[],""
2223,820,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2224,820,1,1193,[],[],8516,"",[1927],[-40],0,"",[],0,"","","",[],16076,0,0,[],80,0,[],[],[],[],[],""
2225,820,2,3193,[],[],8486,"","[2312,3376]","[1,300]",0,"",[],0,"","","",[],99892,0,93,[],-70,0,[],[],[],[],[],""
2226,923,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2227,923,3,525,[],[],8499,"",[434],[50],0,"",[],0,"","","",[],9382,0,58,[],50,0,[],[],[],[],[],""
2228,923,4,525,[],[],8541,114,"[887,2163,4793]","[12,1,0]",0,8544,[8553],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],9664,0,129,[],0,-66,[200],[3903],[],[],[2409],""
2229,927,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2230,928,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2231,928,2,4835,[],[],8517,"","[5782,1215]","[50,-30]",0,"",[],0,"","","",[],60202,0,0,[],0,0,[],[],[],[],[],""
2232,932,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2233,934,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2234,935,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2235,935,2,4835,[],[],8517,"","[5782,1215]","[50,-30]",0,"",[],0,"","","",[],60202,0,0,[],0,0,[],[],[],[],[],""
2236,939,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
