"rownum","Id","Text","XBoxText","i32","string"
3513,"TutorialPanelCraftingAndCurrencyImage2","Art/2DArt/UIImages/InGame/TutorialPictures/Currency2","",-1787733939,""
3514,"TutorialPanelCraftingAndCurrencyImage3","Art/2DArt/UIImages/InGame/TutorialPictures/Currency3","",-1483283171,""
3515,"TutorialPanelCraftingAndCurrencyImage4","Art/2DArt/UIImages/InGame/TutorialPictures/Currency4","",1322374050,""
3516,"TutorialPanelCraftingAndCurrencyImage5","Art/2DArt/UIImages/InGame/TutorialPictures/Currency5","",-519602212,""
3517,"TutorialPanelCraftingAndCurrencyImage6","Art/2DArt/UIImages/InGame/TutorialPictures/Currency6","",-281546197,""
3518,"TutorialPanelCraftingAndCurrencyImage7","Art/2DArt/UIImages/InGame/TutorialPictures/Currency7","",-1281688556,""
3519,"TutorialPanelCraftingAndCurrencyImage8","Art/2DArt/UIImages/InGame/TutorialPictures/Currency8","",-989605860,""
3520,"TutorialPanelCraftingAndCurrencyImage9","Art/2DArt/UIImages/InGame/TutorialPictures/Currency9","",-1796049745,""
3521,"TutorialPanelCraftingAndCurrencyImage10","Art/2DArt/UIImages/InGame/TutorialPictures/Currency10","",1013275798,""
3522,"TutorialPanelCraftingAndCurrencyImage11","Art/2DArt/UIImages/InGame/TutorialPictures/Currency11","",-1715483159,""
3523,"TutorialPanelCraftingAndCurrencyVideo1","Art/Videos/Tutorial_StrongBox_PC.bk2","Art/Videos/Tutorial_StrongBox_Xbox.bk2",566072863,"Art/Videos/Tutorial_Strongbox_PS4.BK2"
3524,"TutorialPanelCraftingAndCurrencyCaption1","Even strongboxes can be modified with currency. Keeping some with you will give you a degree of control over the contents of the strongboxes you come across.","",-813062160,""
3525,"TutorialPanelHelpfulTipsTitle1","Helpful Tips and Tricks","",118297602,""
3526,"TutorialPanelHelpfulTipsContent1","There are many little tips and tricks that you will naturally pick up as you play Path of Exile, but here's a few that will make life in Wraeclast easier.","",-1910091284,""
3527,"TutorialPanelHelpfulTipsSubtitle1","Quickly Moving Items:","",-169738542,""
3528,"TutorialPanelHelpfulTipsContent2","While your stash or a vendor window is open, you can hold down 'Ctrl' and click items to quickly move them into or out of your inventory.","While your stash or a vendor window is open, you can use <<xbox_button_x>> to quickly move them into or out of your inventory.",451705810,""
3529,"TutorialPanelHelpfulTipsSubtitle2","Expanding Your Stash:","",1673030093,""
3530,"TutorialPanelHelpfulTipsContent3","If you run out of room in your stash, you can buy more stash tabs in our in-game microtransaction shop. The same is true if you run out of character slots.","",1056584020,""
3531,"TutorialPanelHelpfulTipsSubtitle3","Seeing Detailed Item Information:","",379891212,""
3532,"TutorialPanelHelpfulTipsContent4","Holding Alt while hovering over an item in your inventory will display it against what you have equipped. It will also show any extra information if the item uses some complex or obscure game terms.","Holding <<xbox_button_lstick>> while hovering over an item in your inventory will display it against what you have equipped. It will also show any extra information if the item uses some complex or obscure game terms.",449829744,""
3533,"TutorialPanelHelpfulTipsSubtitle4","Filtering Out Items:","",-1209183205,""
3534,"TutorialPanelHelpfulTipsContent5","At high levels you may find that item drops fill up your screen. In the UI tab of the Options menu you'll find an option to turn on an item filter. Item filters will limit which items are displayed and when.","",-1074447478,""
3535,"TutorialPanelHelpfulTipsSubtitle5","Shared Stash:","",1579414153,""
3536,"TutorialPanelHelpfulTipsContent6","If you pick up a cool unique item or see a skill gem you want to use but it doesn't suit your build, stick it in your stash! Remember, your stash is shared across all of your characters in that league. Don't be afraid to make a new character and try out a new build. Building new characters is a big part of what makes Path of Exile so much fun.","",1343192077,""
3537,"TutorialPanelHelpfulTipsSubtitle6","Efficiently Crafting:","",-1683867667,""
3538,"TutorialPanelHelpfulTipsContent7","Currency that enhances an item's quality works more effectively on Magic and Normal items. If you want to craft an item or need an item with a certain amount of quality, try enhancing the item before you upgrade its rarity.","",1823805974,""
3539,"TutorialPanelHelpfulTipsSubtitle7","Hybrid Mods:","",-944581884,""
3540,"TutorialPanelHelpfulTipsContent8","Some item mods, such as \""Squire's\"" on weapons and \""Beetle's\"" on armour-based body armours, can give the appearance of actually being two mods. These are hybrid mods, and are actually single mods that grant two stats at lower values. That means you may still be able to craft an extra mod onto that item! If you're unsure if you have room on an item or not, try putting it in a Master's crafting bench.","",-361727322,""
3541,"TutorialPanelHelpfulTipsSubtitle8","Needing Help:","",-330069666,""
3542,"TutorialPanelHelpfulTipsContent9","If you ever get stuck, don't be afraid to ask for help. If players in the global chat can't answer your questions, you can always visit our forums.","If you ever get stuck, don't be afraid to ask for help on our forums.",-1794842838,""
3543,"TutorialPanelHelpfulTipsVideo1","Art/Videos/Tutorial_StashSearch.bk2","Art/Videos/Tutorial_StashSearch_Xbox.BK2",-786365766,"Art/Videos/Tutorial_StashSearch_PS4.BK2"
3544,"TutorialPanelHelpfulTipsCaption1","Your stash has a field at the bottom that lets you filter out items.","",1669370676,""
3545,"TutorialPanelAurasAndHeraldsTitle","Auras and Heralds","",408628819,""
3546,"TutorialPanelAurasAndHeraldsContent1","Auras are skills that persistently affect things around you. Most auras, such as 'Hatred', affect you and your nearby allies and party members. They usually grant some sort of benefit, but reserve a portion of your mana for as long as you keep them activated.","",2138842414,""
3547,"TutorialPanelAurasAndHeraldsVideo1","Art/Videos/Tutorial_BlasphemyTempChains.bk2","",841063018,""
3548,"TutorialPanelAurasAndHeraldsContent2","Some auras instead affect your nearby enemies. The 'Blasphemy Support' turns any supported curse into an aura that reserves some mana and curses any enemy that enters its radius.","",-1797707953,""
3549,"TutorialPanelAurasAndHeraldsContent3","Reserved mana can't be used or recovered until whatever is reserving it is disabled, so consider whether you will be able to use your skills with the mana you have remaining. Things that change how skills interact with your mana (like 'Blood Magic') also apply to mana reservation.\r\n \r\nHeralds also reserve mana and grant benefits that are similar to some of the aura skills, however they only affect you. Heralds also have special behaviours that interact with ailments.\r\n\r\nSome auras don't reserve mana or don't persist indefinitely. This is true of Vaal versions of auras such as Vaal Grace.\r\n\r\nVaal auras have a limited duration but grant very powerful bonuses for the short time they are active.","",-719003681,""
3550,"TutorialPanelAurasAndHeraldsVideo2","Art/Videos/Tutorial_Heralds.bk2","",-12901059,""
3551,"TutorialPanelAurasAndHeraldsCaption1","Each Herald skill interacts in some way with its associated ailment.","",1687345639,""
3552,"TutorialPanelJewelsTitle1","Jewels","",1758462325,""
3553,"TutorialPanelJewelsContent1","Jewels are items that have mods just like your weapons and armour. However, instead of being equipped, they are socketed in the passive skill tree.\r\n\r\nJewels only work when they're socketed in a jewel socket that has been allocated with a passive point. If they are in an unallocated socket, the jewel won't do anything.","",1803575636,""
3554,"TutorialPanelJewelsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/Jewels1","",-1905917918,""
3555,"TutorialPanelJewelsContent2","Just like other items, jewels can be normal, magic, rare or unique. They can be modified with currencies like other items, though unlike your weapons and armour, a rare jewel can only have up to four mods. Some unique jewels, such as Energised Armour above, can modify the passive skills around them:","",6612020,""
3556,"TutorialPanelJewelsImage2","Art/2DArt/UIImages/InGame/TutorialPictures/Jewels2","",-1200990481,""
3557,"TutorialPanelJewelsImage3","Art/2DArt/UIImages/InGame/TutorialPictures/Jewels3","",-1245106563,""
3558,"TutorialPanelJewelsCaption3","Some unique jewels have a radius and change the behaviour of passive skills within that radius.","",-1234526846,""
3559,"TutorialPanelJewelsContent3","The colour of a jewel affects the likelihood of it having certain mods, but has no effect on your ability to socket it.\r\n\r\nSince the number of jewels you can socket is only limited by the number of jewel sockets you've allocated, some unique jewels have limits placed on them. If you have more of that type of jewel than the limit allows, the extra jewels won't have any effect.","",-1246807623,""
3560,"TutorialPanelForsakenMastersTitle1","The Forsaken Masters","",1180406759,""
3561,"TutorialPanelForsakenMastersContent1","Throughout your journeys you will encounter other exiles. The Forsaken Masters are a set of such exiles who, when found, will offer you a quest for the area you're in. Each Master has a different style of quest, and within those quests there are many randomised features, so although you might have a general idea of what your task may be, the specifics may vary greatly. Be prepared!\r\n\r\nIf you succeed in helping one of these Masters, they will gain experience and eventually level up. Whenever a master levels up, you unlock something within their realm of expertise.","",-380943289,""
3562,"TutorialPanelForsakenMastersSubtitle1","Levelled-Up Masters","",-342808212,""
3563,"TutorialPanelForsakenMastersContent2","When a Master reaches level 3, they can grant you the ability to create a Hideout -- a place all to yourself that you can decorate as you see fit. If you have a Hideout, a Master of level 2 or higher can also give you their crafting bench.","",-1543924949,""
3564,"TutorialPanelForsakenMastersContent3","Each Master's crafting bench offers different crafting options. Elreon's Blessing Font primarily works with rings and amulets, for example, while Vagan's Sharpening Wheel improves melee weapons. As you level up the associated Master, their crafting bench options grow.","",409046451,""
