"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
3082,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranscendenceShield",40,2,2,"Transcendence Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1704296667,[],[],[],[],[],264,"","",[],127,[],-16843010,-16843010,"",23,"","",""
3083,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGryffonWings",40,2,2,"Gryffon Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1805181045,[],[],[],[],[],264,"","",[],74,[],-16843010,-16843010,"",2,"","",""
3084,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkprismShield",40,2,2,"Darkprism Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-66681913,[],[],[],[],[],264,"","",[],130,[],-16843010,-16843010,"",23,"","",""
3085,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStygianHood",40,2,2,"Stygian Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-77297120,[],[],[],[],[],264,"","",[],62,[],-16843010,-16843010,"",11,"","",""
3086,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionReaperPortalEffect",40,2,2,"Reaper Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",243417683,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",16,"","",""
3087,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDoomGauntletShield",40,2,2,"Doom Gauntlet Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",189971382,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",23,"","",""
3088,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGlimmerspriteWings",40,2,2,"Glimmersprite Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1974934778,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
3089,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVerdantEarthshatterEffect",40,2,2,"Verdant Earthshatter Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-856994818,[],[],[],[],[],264,"","",[],14,[],-16843010,-16843010,"",17,"","",""
3090,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSphinxWings",40,2,2,"Sphinx Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1401388835,[],[],[],[],[],264,"","",[],78,[],-16843010,-16843010,"",2,"","",""
3091,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantCloak",40,2,2,"Verdant Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",112473076,[],[],[],[],[],264,"","",[],14,[],-16843010,-16843010,"",2,"","",""
3092,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainApparitionPortalEffect",40,2,2,"Chieftain Apparition Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",689170695,[],[],[],[],[],264,"","",[],103,[],-16843010,-16843010,"",16,"","",""
3093,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFireballEffect",40,2,2,"Stygian Fireball Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1498276188,[],[],[],[],[],264,"","",[],62,[],-16843010,-16843010,"",17,"","",""
3094,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTwistedSkullTotemSkin",40,2,2,"Twisted Skull Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",18694963,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",17,"","",""
3095,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianConsecratedPathEffect",40,2,2,"Stygian Consecrated Path Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2028353604,[],[],[],[],[],264,"","",[],62,[],-16843010,-16843010,"",17,"","",""
3096,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFistofWarEffect",40,2,2,"Stygian Fist of War Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-5359547,[],[],[],[],[],264,"","",[],62,[],-16843010,-16843010,"",17,"","",""
3097,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionValkyrieSmiteEffect",40,2,2,"Valkyrie Smite Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1843423319,[],[],[],[],[],264,"","",[],180,[],-16843010,-16843010,"",17,"","",""
3098,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMavenPortalEffect",40,2,2,"Maven Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-558481190,[],[],[],[],[],264,"","",[],186,[],-16843010,-16843010,"",16,"","",""
3099,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumHelmet",40,2,2,"Ultimatum Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-847365208,[],[],[],[],[],264,"","",[],190,[],-16843010,-16843010,"",11,"","",""
3100,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumPortalEffect",40,2,2,"Ultimatum Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-591202896,[],[],[],[],[],264,"","",[],190,[],-16843010,-16843010,"",16,"","",""
3101,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHood",40,2,2,"Lightbringer Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1277657708,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3102,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHelmet",40,2,2,"Lightbringer Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1240634794,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3103,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerBoots",40,2,2,"Lightbringer Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1737371802,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",4,"","",""
3104,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerGloves",40,2,2,"Lightbringer Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1632290959,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",9,"","",""
3105,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerBodyArmour",40,2,2,"Lightbringer Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2038322598,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",3,"","",""
3106,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWings",40,2,2,"Lightbringer Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1430668982,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3107,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerCloak",40,2,2,"Lightbringer Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1773234575,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3108,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerHelmetAttachment",40,2,2,"Lightbringer Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-483655359,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",10,"","",""
3109,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWeapon",40,2,2,"Lightbringer Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1977928820,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",22,"","",""
3110,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerWeaponEffect",40,2,2,"Lightbringer Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1162664917,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",21,"","",""
3111,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionLightbringerCharacterEffect",40,2,2,"Lightbringer Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-246310005,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",5,"","",""
3112,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerFootprintsEffect",40,2,2,"Lightbringer Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1659601943,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",8,"","",""
3113,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightbringerPortalEffect",40,2,2,"Lightbringer Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1499489262,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",16,"","",""
3114,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerAuraEffect",40,2,2,"Lightbringer Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1685336293,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3115,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerRighteousFireEffect",40,2,2,"Lightbringer Righteous Fire Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1641330242,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3116,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionLightbringerGolemSkin",40,2,2,"Lightbringer Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-781414745,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3117,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHood",40,2,2,"Darkshard Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",457493207,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3118,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHelmet",40,2,2,"Darkshard Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",753098598,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3119,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardBoots",40,2,2,"Darkshard Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",407514150,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",4,"","",""
3120,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardGloves",40,2,2,"Darkshard Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-764765938,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",9,"","",""
3121,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardBodyArmour",40,2,2,"Darkshard Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-982005515,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",3,"","",""
3122,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWings",40,2,2,"Darkshard Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-306955797,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3123,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardCloak",40,2,2,"Darkshard Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1424682617,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3124,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardHelmetAttachment",40,2,2,"Darkshard Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1630387823,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",10,"","",""
3125,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWeapon",40,2,2,"Darkshard Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2106339973,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",22,"","",""
3126,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardWeaponEffect",40,2,2,"Darkshard Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1173808170,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",21,"","",""
3127,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionDarkshardCharacterEffect",40,2,2,"Darkshard Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1939889713,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",5,"","",""
3128,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardFootprintsEffect",40,2,2,"Darkshard Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1193537319,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",8,"","",""
3129,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkshardPortalEffect",40,2,2,"Darkshard Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1258102087,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",16,"","",""
3130,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardAuraEffect",40,2,2,"Darkshard Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1657446470,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3131,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardTotemSkin",40,2,2,"Darkshard Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2096768502,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3132,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardCycloneEffect",40,2,2,"Darkshard Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-798701609,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3133,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkshardGolemSkin",40,2,2,"Darkshard Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-834213816,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",17,"","",""
3134,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonHood",40,2,2,"Apollyon Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",823590310,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3135,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonHelmet",40,2,2,"Apollyon Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1746163731,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",11,"","",""
3136,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonBoots",40,2,2,"Apollyon Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",817472671,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",4,"","",""
3137,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonGloves",40,2,2,"Apollyon Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1497031870,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",9,"","",""
3138,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonBodyArmour",40,2,2,"Apollyon Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1001179457,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",3,"","",""
3139,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonWings",40,2,2,"Apollyon Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1335085995,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3140,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonCloak",40,2,2,"Apollyon Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",242109191,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",2,"","",""
3141,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionApollyonCharacterEffect",40,2,2,"Apollyon Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1678656975,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",5,"","",""
3142,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonPortalEffect",40,2,2,"Apollyon Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-26752476,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",16,"","",""
3143,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonFootprintsEffect",40,2,2,"Apollyon Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1325626221,[],[],[],[],[],264,"","",[],191,[],-16843010,-16843010,"",8,"","",""
3144,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumBrimmedHat",40,2,2,"Ultimatum Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2135203529,[],[],[],[],[],264,"","",[],190,[],-16843010,-16843010,"",11,"","",""
3145,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionHelmet",40,2,2,"Oblivion Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-615734187,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",11,"","",""
3146,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBoots",40,2,2,"Oblivion Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-504836796,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",4,"","",""
3147,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionGloves",40,2,2,"Oblivion Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",814796607,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",9,"","",""
3148,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBodyArmour",40,2,2,"Oblivion Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1897579704,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",3,"","",""
3149,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionWings",40,2,2,"Oblivion Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-852939162,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",2,"","",""
3150,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionToxicRainEffect",40,2,2,"Oblivion Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",489844835,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",17,"","",""
3151,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionFlameWallEffect",40,2,2,"Oblivion Flame Wall Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1322386492,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",17,"","",""
3152,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionPortalEffect",40,2,2,"Oblivion Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-942535340,[],[],[],[],[],264,"","",[],187,[],-16843010,-16843010,"",16,"","",""
