"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","QuestStateCalcuationKey","i32","i32","i32","i32","rid"
872,83,4,[1301],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,181356,0,8,""
873,83,5,[1302],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,181508,0,8,""
874,83,6,[1303],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,181660,0,8,""
875,83,7,[1304],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,181812,0,8,""
876,83,8,[1305],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,181964,0,8,""
877,83,9,[1306],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,182116,0,8,""
878,83,10,[1307],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],0,0,182268,0,8,""
879,83,11,[1308],[],"Yeena needs seven Fireflies to burn open the entrance to Arakaali's temple. Search for them in the Dread Thicket.","","Search the Dread Thicket for Fireflies",[99],0,"[""Search the Dread Thicket for Fireflies""]",[],[],"",[],0,0,182686,0,8,""
880,81,0,[1309],[],"Quest Complete - You have delivered the Silver Locket to Weylam. He has rewarded you.",1,"",[],0,[],[],[],"",[],0,0,182864,0,8,""
881,81,1,[1310],[],"Quest Complete - You have delivered the Silver Locket to Weylam. Talk to him for a reward.","","Quest Complete",[89],0,[],[],[],"",[],0,0,183068,0,8,""
882,81,2,[1311],[],"You have delivered the Silver Locket to Weylam. Talk to him for a reward.","","",[89],0,"[""Talk to Weylam for your reward""]",[],[],"",[],0,0,183310,0,8,""
883,81,3,[1312],[],"You have found Weylam's Silver Locket. Deliver it to him for a reward.","","Deliver the Silver Locket to Weylam",[89],0,"[""Deliver the Silver Locket to Weylam""]",[],[],"",[],0,0,183630,0,8,""
884,81,4,[1313],[],"Weylam has asked you to find his Silver Locket, buried near the Broken Bridge.","","Find Weylam's Silver Locket",[90],0,"[""Find Weylam's Silver Locket""]",[],[],"",[],0,0,183934,0,8,""
885,82,0,[1314],[],"Quest Complete - You have found Kishara's Star and delivered it to Weylam. He has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],0,0,184150,0,0,""
886,82,1,[1315],[],"You have found Kishara's Star and delivered it to Weylam. He has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],0,0,184396,0,0,""
887,82,2,[1317],[],"You have found Kishara's Star and delivered it to Weylam. Talk to him for your reward.","","",[89],0,"[""Talk to Weylam for your reward""]",[],[],"",[],0,0,184664,0,8,""
888,82,3,[1318],[],"You have found Kishara's Star. Deliver it to Weylam for a reward.","","Deliver Kishara's Star to Weylam",[89],0,"[""Deliver Kishara's Star to Weylam""]",[],[],"",[],0,0,184962,0,8,""
889,82,4,"[1319,1267]",[],"Weylam has asked you to find Kishara's Star, an ancient Vaal relic that he wants to gift to his granddaughter, Lilly. Its last known location is the Causeway.","","Find Kishara's Star",[100],0,"[""Find Kishara's Star""]",[100],[],"",[],0,0,185414,0,8,""
890,82,5,[1319],[],"Weylam has asked you to find Kishara's Star, an ancient Vaal relic that he wants to gift to his granddaughter, Lilly. Its last known location is the Causeway.","","",[100],0,"[""Travel to the Causeway\nFind Kishara's Star""]",[],[],"",[],0,0,185530,0,8,""
891,84,0,[1377],[],"Quest Complete - You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Helena has rewarded you.",1,"",[],0,[],[],[],"",[],0,0,185786,0,8,""
892,84,1,[1378],[],"Quest Complete - You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Talk to Helena for your reward.","","Quest Complete",[89],0,[],[],[],"",[],0,0,186072,0,8,""
893,84,2,[1380],[],"You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Talk to Helena for your reward.","","Talk to Helena",[89],0,"[""Talk to Helena for your reward""]",[],[],"",[],0,0,186396,0,8,""
894,84,3,"[1381,162]",[],"You have found the Azmeri shrine in the Northern Forest. Place Greust's Necklace on the shrine for Helena.","","Place Greust's Necklace on the Azmeri shrine",[98],0,"[""Place Greust's Necklace on the Azmeri shrine""]",[98],[],"",[],0,0,186844,0,8,""
895,84,4,[1381],[],"You have received Greust's Necklace from Helena. Take it to the Azmeri shrine in the Northern Forest.","","Take Greust's Necklace to the shrine in the Northern Forest",[98],0,"[""Take Greust's Necklace to the shrine in the Northern Forest""]",[],[],"",[],0,0,187322,0,8,""
896,84,5,[1383],[],"Helena has asked you to deliver Greust's Necklace to the Azmeri shrine in the Northern Forest. Take it from her and bring it there.","","Take Greust's Necklace",[89],0,"[""Take Greust's Necklace from Helena""]",[],[],"",[],0,0,187736,0,8,""
897,84,6,[162],[],"You have found an ancient Azmeri shrine in the Northern Forest. Ask Helena about it in town.","","Ask Helena about the Azmeri Shrine",[89],0,"[""Ask Helena about the Azmeri Shrine""]",[],[],"",[],0,0,188096,0,8,""
898,85,0,[1384],[],"Quest Complete - You have killed Gruthkul, the Mother of Despair. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],0,0,188302,0,0,""
899,85,1,[1385],[],"Quest Complete - You have killed Gruthkul, the Mother of Despair. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],0,0,188572,0,0,""
900,85,2,[1387],[],"You have killed Gruthkul, the Mother of Despair. Talk to Eramir for your reward.","","Talk to Eramir",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],0,0,188828,0,8,""
901,85,3,[1388],[],"Sin has asked you to kill Gruthkul, the Mother of Despair. You have found her in the Dread Thicket, now kill her.","","Kill Gruthkul",[99],0,"[""Kill Gruthkul""]",[99],[],"",[],0,0,189162,0,8,""
902,85,4,"[1389,1266]",[],"Sin has asked you to kill Gruthkul, the Mother of Despair. She can be found in the Dread Thicket.","","",[99],0,"[""Kill Gruthkul""]",[99],[],"",[],0,0,189438,0,8,""
903,85,5,[1389],[],"Sin has asked you to kill Gruthkul, the Mother of Despair. She can be found in the Dread Thicket.","","Kill Gruthkul",[99],0,"[""Travel to the Dread Thicket\nKill Gruthkul""]",[],[],"",[],0,0,189552,0,8,""
904,86,0,[1422],[],"Quest Complete - You have killed Doedre and Sin has harvested her soul. Hargan has rewarded you.",1,"Quest Complete",[],0,[],[],[],"",[],0,0,189752,0,8,""
905,86,1,[1423],[],"Quest Complete - You have killed Doedre and Sin has harvested her soul. Talk to Hargan in town for a reward.","","",[104],0,[],[],[],"",[],0,0,189992,0,8,""
906,86,2,[1424],[],"You have killed Doedre and Sin has harvested her soul. Talk to Hargan in town for a reward.","","Talk to Hargan for your reward",[104],0,"[""Talk to Hargan for your reward""]",[],[],"",[],0,0,190334,0,8,""
907,86,3,[1425],[],"Sin wants you to kill Doedre, so he can harvest her soul. She is in the Sewers next to town. Kill her.","","Kill Doedre",[105],0,"[""Kill Doedre""]",[105],[],"",[],0,0,190638,0,8,""
908,86,4,"[1426,1331]",[],"Sin wants you to kill Doedre, so he can harvest her soul. Find her in the Sewers next to town and kill her.","","",[105],0,"[""Kill Doedre""]",[105],[],"",[],0,0,190930,0,8,""
909,86,5,[1473],[],"Sin wants you to kill Doedre, so he can harvest her soul. Find her in the Sewers next to town and kill her.","","Kill Doedre in the Sewers",[105],0,"[""Travel to the Sewers\nKill Doedre""]",[],[],"",[],0,0,191080,0,8,""
910,86,6,[1426],[],"Sin wants you to kill Doedre, so he can harvest her soul. Find someone in town who knows where she is.","","Find and kill Doedre",[104],0,"[""Find and kill Doedre""]",[],[],"",[],0,0,191404,0,8,""
911,86,7,[1374],[],"Find Sin at the Sarn Encampment and talk to him about Doedre Darktongue.","","Meet Sin at the Sarn Encampment",[104],0,"[""Meet Sin at the Sarn Encampment""]",[],[],"",[],0,0,191712,0,8,""
912,87,0,[1501],[],"Quest Complete - You have killed Lunaris and gained access to Act 9.",1,"",[],0,[],[],[],"",[],0,0,191856,0,8,""
913,87,1,[1427],[],"Quest Complete - You have killed Lunaris and gained access to Act 9.","","The exit to Act 9 is now open",[116],0,"[""The exit to Act 9 is now open""]",[116],[],"",[],0,0,192024,0,8,""
914,87,2,[1428],[],"You have used the Moon Orb to summon Lunaris. Kill her.","","Kill Solaris and Lunaris",[116],0,"[""Kill Solaris and Lunaris""]",[116],[],"",[],0,0,192286,0,8,""
915,87,3,"[1429,1433]",[],"Take the Moon Orb to the Harbour Bridge and summon Lunaris.","","Take the Sun and Moon Orbs to the Harbour Bridge",[116],0,"[""Take the Moon Orb to the Harbour Bridge""]",[],[],"",[],0,0,192622,0,8,""
916,87,4,[1429],[],"You also need to find the Sun Orb in order to summon Lunaris.","","Find the Sun Orb",[115],0,"[""Find the Sun Orb""]",[],[],"",[],0,0,192848,0,8,""
917,87,5,[1430],[],"You have killed Dusk. Take the Moon Orb.","","Take the Moon Orb",[110],0,"[""Take the Moon Orb""]",[110],[],"",[],0,0,193052,0,8,""
918,87,6,[1431],[],"Kill Dusk, who is guarding the Moon Orb.","","Kill Dusk",[110],0,"[""Kill Dusk""]",[110],[],"",[],0,0,193224,0,8,""
919,87,7,"[1486,1415]",[],"Search the Lunaris Temple for the Moon Orb and use it to summon Lunaris herself.","","",[110],0,"[""Find the Moon Orb""]",[110],[],"",[],0,0,193474,0,8,""
920,87,8,[1486],[],"Search the Lunaris Temple for the Moon Orb and use it to summon Lunaris herself.","","Find the Moon Orb",[110],0,"[""Travel to the Lunaris Temple\nFind the Moon Orb""]",[],[],"",[],0,0,193636,0,8,""
921,87,9,[1424],[],"You have found a way through the Sewers. Talk to Maramoa about the location of the Moon Orb.","","",[104],0,"[""Talk to Maramoa""]",[],[],"",[],0,0,193886,0,8,""
922,87,10,[1432],[],"Find a way through the Sewers so you can search for the Moon Orb.","","Find a way through the Sewers",[105],0,"[""Find a way through the Sewers""]",[],[],"",[],0,0,194110,0,8,""
923,88,0,[1427],[],"Quest Complete - You have killed Solaris.",1,"",[],0,[],[],[],"",[],0,0,194200,0,8,""
924,88,1,[1428],[],"You have used the Sun Orb to summon Solaris. Kill her.","","",[116],0,"[""Kill Solaris and Lunaris""]",[116],[],"",[],0,0,194408,0,8,""
925,88,2,"[1433,1429]",[],"Take the Sun Orb to the Harbour Bridge and summon Solaris.","","",[116],0,"[""Take the Sun Orb to the Harbour Bridge""]",[],[],"",[],0,0,194640,0,8,""
926,88,3,[1433],[],"You also need to find the Moon Orb in order to summon Solaris.","","Find the Moon Orb",[110],0,"[""Find the Moon Orb""]",[],[],"",[],0,0,194834,0,8,""
927,88,4,[1434],[],"You have killed Dawn. Take the Sun Orb.","","Take the Sun Orb",[115],0,"[""Take the Sun Orb""]",[115],[],"",[],0,0,195032,0,8,""
928,88,5,[1435],[],"Kill Dawn, who is guarding the Sun Orb.","","Kill Dawn",[115],0,"[""Kill Dawn""]",[115],[],"",[],0,0,195202,0,8,""
929,88,6,"[1485,1420]",[],"Search the Solaris Temple for the Sun Orb and use it to summon Solaris herself.","","",[115],0,"[""Find the Sun Orb""]",[115],[],"",[],0,0,195448,0,8,""
930,88,7,[1485],[],"Search the Solaris Temple for the Sun Orb and use it to summon Solaris herself.","","Find the Sun Orb",[115],0,"[""Travel to the Solaris Temple\nFind the Sun Orb""]",[],[],"",[],0,0,195570,0,8,""
931,88,8,[1424],[],"You have found a way through the Sewers. Talk to Maramoa about the location of the Sun Orb.","","",[104],0,"[""Talk to Maramoa""]",[],[],"",[],0,0,195818,0,8,""
932,88,9,[1432],[],"Find a way through the Sewers so you can search for the Sun Orb.","","Find a way through the Sewers",[105],0,"[""Find a way through the Sewers""]",[],[],"",[],0,0,196040,0,8,""
933,89,0,[1436],[],"Quest Complete - You have killed Yugul, Reflection of Terror. Hargan has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],0,0,196238,0,0,""
934,89,1,[1437],[],"Quest Complete - You have killed Yugul, Reflection of Terror. Hargan has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],0,0,196500,0,0,""
935,89,2,[1439],[],"You have killed Yugul, Reflection of Terror. Talk to Hargan for a reward.","","Talk to Hargan for your reward",[104],0,"[""Talk to Hargan for your reward""]",[],[],"",[],0,0,196742,0,8,""
936,89,3,[1440],[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","Kill Yugul",[107],0,"[""Kill Yugul""]",[107],[],"",[],0,0,197014,0,8,""
937,89,4,"[1441,1412]",[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","",[107],0,"[""Kill Yugul""]",[107],[],"",[],0,0,197086,0,8,""
938,89,5,[1441],[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","Kill Yugul",[107],0,"[""Travel to the High Gardens\nKill Yugul""]",[],[],"",[],0,0,197192,0,8,""
939,90,0,[1442],[],"Quest Complete - You have delivered the Wings of Vastiri to Hargan. He has rewarded you.",1,"",[],0,[],[],[],"",[],0,0,197376,0,8,""
940,90,1,[1444],[],"Quest Complete - You have delivered the Wings of Vastiri to Hargan. Talk to him for a reward.","","Quest Complete",[104],0,[],[],[],"",[],0,0,197586,0,8,""
941,90,2,[1445],[],"Deliver the Wings of Vastiri to Hargan in town for a reward.","","Deliver the Wings of Vastiri to Hargan",[104],0,"[""Deliver the Wings of Vastiri to Hargan""]",[],[],"",[],0,0,197898,0,8,""
942,90,3,[1446],[],"You have killed Hector Titucius. Take the Wings of Vastiri and deliver them to Hargan.","","Take the Wings of Vastiri",[108],0,"[""Take the Wings of Vastiri""]",[108],[],"",[],0,0,198226,0,8,""
943,90,4,[1447],[],"You have found Hector Titucius in the Bath House. Kill him and take the Wings of Vastiri.","","Kill Hector Titucius",[108],0,"[""Kill Hector Titucius""]",[108],[],"",[],0,0,198540,0,8,""
944,90,5,"[1448,1413]",[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","",[108],0,"[""Find the Wings of Vastiri""]",[108],[],"",[],0,0,198856,0,8,""
945,90,6,[1448],[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","Find the Wings of Vastiri",[108],0,"[""Travel to the Bath House\nFind the Wings of Vastiri""]",[],[],"",[],0,0,199042,0,8,""
946,91,0,[1449],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],0,0,199202,0,0,""
947,91,1,[1450],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],0,0,199426,0,0,""
948,91,2,"[1453,1466]",[],"You have killed Tolman. Talk to Clarissa in town for a reward.","","Talk to Clarissa in town",[104],0,"[""Talk to Clarissa in town for your reward""]",[],[],"",[],0,0,199722,0,8,""
949,91,3,[1453],[],"You have killed Tolman. Talk to Clarissa.","","Talk to Clarissa",[104],0,"[""Talk to Clarissa""]",[],[],"",[],0,0,199908,0,8,""
950,91,4,[1454],[],"The Ankh of Eternity has empowered Tolman, who is still a zombie, and he is attacking you. Kill him.","","Kill Tolman",[111],0,"[""Kill Tolman""]",[111],[],"",[],0,0,200208,0,8,""
951,91,5,[1455],[],"The Ankh of Eternity is summoning Zombies near Clarissa. Kill them.","","Defeat the Zombies",[111],4000,"[""Defeat the Zombies""]",[111],[],"",[],0,0,200470,0,8,""
952,91,6,[1456],[],"You have found the Ankh of Eternity. Search the Quay for Clarissa and give it to her so she can revive Tolman.","","Find Clarissa at the Quay",[111],0,"[""Find Clarissa at the Quay\nGive her the Ankh""]",[111],[],"",[],0,0,200882,0,8,""
