"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
4922,"VenariusSynthMemoryCanalsB","","Everyone had the same idea. The crowded boats aren't moving at all. The others scream and wail. Everything begins to burn. I hold my son under the water and pray his death is quicker than mine.","Audio/Dialogue/NPC/CavasNarrator/Ven_269.ogg","","","","",0,0,1,1,0,2510650,0,""
4923,"VenariusSynthMemoryCanalsC","","Such suffering and loss in this world... sometimes I wonder if I'm better off not remembering.","Audio/Dialogue/NPC/Cavas/Ven_270.ogg","","","","",0,0,1,1,0,2510990,0,""
4924,"VenariusSynthMemoryCausewayA","","We pack up our camp just before sunrise and journey towards the capital, Azala Vaal. We hear the crowd before we see them. Word of our victory spread quickly, and even the Queen has come to meet us.","Audio/Dialogue/NPC/CavasNarrator/Ven_205.ogg","","","","",0,0,1,1,0,2511158,0,""
4925,"VenariusSynthMemoryCausewayB","","My family has come to watch the ceremony. As I lay on the stone altar, I hear them chanting my name. It is the last thing I hear before the Queen's dagger is plunged into my chest.","Audio/Dialogue/NPC/CavasNarrator/Ven_206.ogg","","","","",0,0,1,1,0,2511690,0,""
4926,"VenariusSynthMemoryCausewayC",""," I could almost feel the blade. What a chilling moment from a terrible time in history. Far older than I, I'm afraid.","Audio/Dialogue/NPC/Cavas/Ven_207.ogg","","","","",0,0,1,1,0,2512080,0,""
4927,"VenariusSynthMemoryCaveMineA","","These shiny baubles we pull out of the rock are worth more than their weight in gold, yet we hardly get paid at all! We should stop work and demand our fair share.","Audio/Dialogue/NPC/CavasNarrator/Ven_241.ogg","","","","",0,0,1,1,0,2512248,0,""
4928,"VenariusSynthMemoryCaveMineB","","Don't worry! They're just sealing the entrance as a way to intimidate us! They wouldn't dare leave a thousand men down here to die.","Audio/Dialogue/NPC/CavasNarrator/Ven_242.ogg","","","","",0,0,1,1,0,2512682,0,""
4929,"VenariusSynthMemoryCaveMineC","","It seems the Empire was harsher than even its citizens knew. I doubt their bodies were ever found.","Audio/Dialogue/NPC/Cavas/Ven_243.ogg","","","","",0,0,1,1,0,2513034,0,""
4930,"VenariusSynthMemoryCellsA","","You can't just keep me locked up! I have rights you know! I deserve a fair trial! Hey! You hear me!?","Audio/Dialogue/NPC/CavasNarrator/Ven_265.ogg","","","","",0,0,1,1,0,2513196,0,""
4931,"VenariusSynthMemoryCellsB","","Hello?! Guard!? I smell smoke! Get me out of here-- please! Don't just leave me to die! Someone please help! Please!","Audio/Dialogue/NPC/CavasNarrator/Ven_266.ogg","","","","",0,0,1,1,0,2513358,0,""
4932,"VenariusSynthMemoryCellsC","","I fear that man never again saw the light of day. I'm so grateful I was never incarcerated.","Audio/Dialogue/NPC/Cavas/Ven_267.ogg","","","","",0,0,1,1,0,2513690,0,""
4933,"VenariusSynthMemoryChambersA","","The Courts are burning. Accusations fly. Sinner! Heretic! I am but an initiate, and my patron urges silence. We will keep our heads down while one High Templar supplants another. It is all about power, my patron whispers, and we have none.","Audio/Dialogue/NPC/CavasNarrator/Ven_127.ogg","","","","",0,0,1,1,0,2514340,0,""
4934,"VenariusSynthMemoryChambersB","","Should an accusation fall our way, we shall be doomed to die with the other accused. Be unseen and unheard, he whispers. This is what happens when men who seek power refuse to wait. I learned a valuable lesson that day: Trust without leverage is vulnerability.","Audio/Dialogue/NPC/CavasNarrator/Ven_128.ogg","","","","",0,0,1,1,0,2514508,0,""
4935,"VenariusSynthMemoryChambersC","","Oh, Exile, I was caught up in the memory. It felt so familiar. Was it one of mine?","Audio/Dialogue/NPC/Cavas/Ven_129.ogg","","","","",0,0,1,1,0,2514828,0,""
4936,"VenariusSynthMemoryColosseumA","","With one motion, I cleave a man in twain. A kick sends another flying, and the roar of the crowd swells. I am their idol!","Audio/Dialogue/NPC/CavasNarrator/Ven_226.ogg","","","","",0,0,1,1,0,2514998,0,""
4937,"VenariusSynthMemoryColosseumB","","I was always meant to be at the top of the pile. Nobody else can compare. And this tiny man, this new challenger, Daresso, will fall like the rest to the might of Barkhul.","Audio/Dialogue/NPC/CavasNarrator/Ven_227.ogg","","","","",0,0,1,1,0,2515168,0,""
4938,"VenariusSynthMemoryColosseumC","","From the look of the carnage around that 'Daresso' person, I think that ancient gladiator was in for quite a surprise.","Audio/Dialogue/NPC/Cavas/Ven_228.ogg","","","","",0,0,1,1,0,2515562,0,""
4939,"VenariusSynthMemoryControlBlocksA","","I wear the armor of a Templar, and I walk among the guards, but I am not one of them. My soul is Kitava's to consume.","Audio/Dialogue/NPC/CavasNarrator/Ven_229.ogg","","","","",0,0,1,1,0,2515740,0,""
4940,"VenariusSynthMemoryControlBlocksB","","The time nears. At the appointed hour, I will open the gates... all the gates.","Audio/Dialogue/NPC/CavasNarrator/Ven_230.ogg","","","","",0,0,1,1,0,2515918,0,""
4941,"VenariusSynthMemoryControlBlocksC","","I don't think I was some sort of cultist... his urge toward self-destruction was overwhelming.","Audio/Dialogue/NPC/Cavas/Ven_231.ogg","","","","",0,0,1,1,0,2516272,0,""
4942,"VenariusSynthMemoryCryptA","","He wasn't a pious man, and certainly had a gambling problem, but he didn't deserve to end up like this. I feel like somebody should say something as we cover his tomb, but nobody does.","Audio/Dialogue/NPC/CavasNarrator/Ven_247.ogg","","","","",0,0,1,1,0,2516434,0,""
4943,"VenariusSynthMemoryCryptB","","The others begin to file away while I linger by the tomb a moment. A muffled banging sounds from within, and I consider rushing to get help... but then I remember, and leave without another word.","Audio/Dialogue/NPC/CavasNarrator/Ven_248.ogg","","","","",0,0,1,1,0,2516596,0,""
4944,"VenariusSynthMemoryCryptC","","Exile... the sensation... that man recalled another memory while I was in his memory... but I couldn't see that one! Why did he leave, I wonder?","Audio/Dialogue/NPC/Cavas/Ven_249.ogg","","","","",0,0,1,1,0,2517034,0,""
4945,"VenariusSynthMemoryDarkForestA","","Farrul, lend us your eyes, that we may see past the darkness in our hearts. Fenumus, lend us your web, that we may bind our tribes together.","Audio/Dialogue/NPC/CavasNarrator/Ven_196.ogg","","","","",0,0,1,1,0,2517206,0,""
4946,"VenariusSynthMemoryDarkForestB","","Craiceann, lend us your shell, that we may hold out against our oppressors. Saqawal, lend us your feathers, that we may be carried to a better future. We call out in your name!","Audio/Dialogue/NPC/CavasNarrator/Ven_197.ogg","","","","",0,0,1,1,0,2517378,0,""
4947,"VenariusSynthMemoryDarkForestC","","Hmm... a ritual of some sort. I do not recognise the names, though they sound Ezomyte to my ear. Silly superstitions, if you ask me.","Audio/Dialogue/NPC/Cavas/Ven_198.ogg","","","","",0,0,1,1,0,2517802,0,""
4948,"VenariusSynthMemoryDriedLakeA","","Six moons have passed since the earth supped the rain. The riverbed is dry, and the lake is but a puddle. The beasts here have become desperate and dangerous.","Audio/Dialogue/NPC/CavasNarrator/Ven_208.ogg","","","","",0,0,1,1,0,2517972,0,""
4949,"VenariusSynthMemoryDriedLakeB","","There are rumours that Lord Yriel's blood-fed crops have swelled, but the fruit they bear can send a man mad. We look to our children for the answer. A child cannot hunt, but it can still provide. The taste is hard to forget.","Audio/Dialogue/NPC/CavasNarrator/Ven_209.ogg","","","","",0,0,1,1,0,2518142,0,""
4950,"VenariusSynthMemoryDriedLakeC","","Exile... this is a memory I would rather not have experienced. How nauseating.","Audio/Dialogue/NPC/Cavas/Ven_210.ogg","","","","",0,0,1,1,0,2518456,0,""
4951,"VenariusSynthMemoryDungeonA","","Lioneye's failure against Kaom comes as no surprise. He was always more arrogant than skilled. It is time a real man showed the Karui the might of the Eternal Empire.","Audio/Dialogue/NPC/CavasNarrator/Ven_130.ogg","","","","",0,0,1,1,0,2518958,0,""
4952,"VenariusSynthMemoryDungeonB","","Shavronne assures me the process will be relatively painless and that my duties as warden can continue unhindered, but as my flesh swells and ruptures I realise I am just another test subject. At least I can fulfill my duties to the Empire before my mind--","Audio/Dialogue/NPC/CavasNarrator/Ven_131.ogg","","","","",0,0,1,1,0,2519640,0,""
4953,"VenariusSynthMemoryDungeonC","","Ohh, such might, Exile. I felt so strong, yet I felt I was losing control. Another memory that felt too ancient to be mine, however.","Audio/Dialogue/NPC/Cavas/Ven_132.ogg","","","","",0,0,1,1,0,2520058,0,""
4954,"VenariusSynthMemoryFieldsA","","I come here on sunny days to get away from the squalor of the streets and alleyways around my home. It is not the cutpurses that bother me. It's the city guard. Even so, a legionnaire approaches me and asks my intent in the fields.","Audio/Dialogue/NPC/CavasNarrator/Ven_253.ogg","","","","",0,0,1,1,0,2520688,0,""
4955,"VenariusSynthMemoryFieldsB","","I do not answer him, instead shaking my head and holding a finger over my lips. Better to act mute than risk being clapped in irons for the sin of being born Ezomyte.","Audio/Dialogue/NPC/CavasNarrator/Ven_254.ogg","","","","",0,0,1,1,0,2520852,0,""
4956,"VenariusSynthMemoryFieldsC","","Thank the Gods I'm no Ezomyte, Exile. I'd not stand for such treatment.","Audio/Dialogue/NPC/Cavas/Ven_255.ogg","","","","",0,0,1,1,0,2521146,0,""
4957,"VenariusSynthMemoryFissureA","","Master's orders were clear. I am to wait here until his return. I cast my eyes to the horizon and see smoke billowing from Sarn. The city burns, and I fear my master burns with it.","Audio/Dialogue/NPC/CavasNarrator/Ven_133.ogg","","","","",0,0,1,1,0,2521676,0,""
4958,"VenariusSynthMemoryFissureB","","The sky grows red. I hear screaming from the village by the Crossroads, but I will not abandon my post. Master will return, and I will await him. No matter how long, I will wait for Maligaro's return.","Audio/Dialogue/NPC/CavasNarrator/Ven_134.ogg","","","","",0,0,1,1,0,2522246,0,""
4959,"VenariusSynthMemoryFissureC","","Maligaro... that name rings a bell... was it mine? No... this memory feels too old.","Audio/Dialogue/NPC/Cavas/Ven_135.ogg","","","","",0,0,1,1,0,2522566,0,""
4960,"VenariusSynthMemoryForestA","","Another child was taken last night, so tonight we wait, praying the demon does not return, but it does. We catch only glimpses of its grey skin beneath the moonlight. We pursue the demon on foot to the edge of the woods. The child it carries does not cry out.","Audio/Dialogue/NPC/CavasNarrator/Ven_136.ogg","","","","",0,0,1,1,0,2523252,0,""
4961,"VenariusSynthMemoryForestB","","Anaris follows closely, but I hesitate. I gather my will and leap into the shadows, tracking the demon. But I am too late. The demon and child are gone, and Anaris stands frozen, pale as the moon. He whispers something I do not hear and falls, dead. I fear we will be hunted to extinction.","Audio/Dialogue/NPC/CavasNarrator/Ven_137.ogg","","","","",0,0,1,1,0,2523998,0,""
4962,"VenariusSynthMemoryForestC","","Can such a horrible tale be true? I pray not. It is no memory of mine, of that I am certain.","Audio/Dialogue/NPC/Cavas/Ven_138.ogg","","","","",0,0,1,1,0,2524334,0,""
4963,"VenariusSynthMemoryForestCaveA","","The world is changing in dark and subtle ways around us as I run. My arms burn from the weight of my young children. The sun is turning blood red, and there's only one place of safety I can imagine.","Audio/Dialogue/NPC/CavasNarrator/Ven_235.ogg","","","","",0,0,1,1,0,2524506,0,""
4964,"VenariusSynthMemoryForestCaveB","","The walls of the cave we huddle in tremble, but the screaming outside keeps us from fleeing into the open air. Life itself has gone mad, and the sky is burning. The children cry out for their mother, but I haven't the heart to tell them what she became in front of my eyes.","Audio/Dialogue/NPC/CavasNarrator/Ven_236.ogg","","","","",0,0,1,1,0,2525228,0,""
4965,"VenariusSynthMemoryForestCaveC","","Oh, my friend, these memories are sometimes too much to bear.","Audio/Dialogue/NPC/Cavas/Ven_237.ogg","","","","",0,0,1,1,0,2525510,0,""
4966,"VenariusSynthMemoryGardenA","","A man in uniform visits. He is from the Courts. He says the Templar have alms for widows like my mother, but she must collect it in person. We go to the church, and I wait outside in the gardens. The sun is setting. I don't know how long I've been sitting here.","Audio/Dialogue/NPC/CavasNarrator/Ven_139.ogg","","","","",0,0,1,1,0,2526200,0,""
4967,"VenariusSynthMemoryGardenB","","When mother returns, she looks pale. Her eyes are red, and her clothes are torn. She grabs my hand, and we walk home in silence. I lie awake in bed. I hear her crying. The man comes over often after that, with toys and food, but I don't like him...","Audio/Dialogue/NPC/CavasNarrator/Ven_140.ogg","","","","",0,0,1,1,0,2526864,0,""
4968,"VenariusSynthMemoryGardenC","","Oh, I remember this... Mother was never the same after that day. I wish I had understood at the time... I might have been able to do something.","Audio/Dialogue/NPC/Cavas/Ven_141.ogg","","","","",0,0,1,1,0,2527302,0,""
4969,"VenariusSynthMemoryGlacierA","","Rami waits at the cavern entrance for the passing aspirants. One at a time he pulls them in from the snowstorm and covers their mouth as I slice their throats. Blood stains the cavern floor.","Audio/Dialogue/NPC/CavasNarrator/Ven_199.ogg","","","","",0,0,1,1,0,2527468,0,""
4970,"VenariusSynthMemoryGlacierB","","Rami pulls in the last straggler and we make quick work of her. Just we two remain. Before Rami makes this realisation, I plunge my blade into his eye. I alone will lead the Mutewind.","Audio/Dialogue/NPC/CavasNarrator/Ven_200.ogg","","","","",0,0,1,1,0,2528004,0,""
4971,"VenariusSynthMemoryGlacierC","","What a barbaric memory. Were all Mutewind this vicious? I certainly hope I was not one of them.","Audio/Dialogue/NPC/Cavas/Ven_201.ogg","","","","",0,0,1,1,0,2528348,0,""
4972,"VenariusSynthMemoryGraveYardA","","As I kneel over her grave, the night sky joins my tears. The earth becomes scattershot, stained by sputtering torchlight. She reaches out to me, and I smile...","Audio/Dialogue/NPC/CavasNarrator/Ven_250.ogg","","","","",0,0,1,1,0,2528518,0,""
4973,"VenariusSynthMemoryGraveYardB","","...until I see other lost loved ones reaching up through dirt. The rain smells like leather-grease, and my torch goes out as the first of the dead bursts free.","Audio/Dialogue/NPC/CavasNarrator/Ven_251.ogg","","","","",0,0,1,1,0,2529010,0,""
4974,"VenariusSynthMemoryGraveYardC","","Why is Wraeclast beset by such evils? My friend, we must find a way to protect the people.","Audio/Dialogue/NPC/Cavas/Ven_252.ogg","","","","",0,0,1,1,0,2529348,0,""
4975,"VenariusSynthMemoryHauntA","","I know I have no voice as a servant, but there is something deeply troubling here. This manor holds a dreadful presence which permeates the very air.","Audio/Dialogue/NPC/CavasNarrator/Ven_166.ogg","","","","",0,0,1,1,0,2529510,0,""
4976,"VenariusSynthMemoryHauntB","","When they find the third dead and disemboweled maid, I speak up, but the master of the household doesn't listen. He refuses to even look at me. It is then that I realize... I am already dead.","Audio/Dialogue/NPC/CavasNarrator/Ven_167.ogg","","","","",0,0,1,1,0,2530058,0,""
4977,"VenariusSynthMemoryHauntC","","Quite the twist on that memory, Exile, but I was never a servant, nor a manor-bound spirit. At least, as far as I know...","Audio/Dialogue/NPC/Cavas/Ven_168.ogg","","","","",0,0,1,1,0,2530450,0,""
4978,"VenariusSynthMemoryIcebergA","","Nineteen more days in the mountains... I'll never survive, never earn my Mutewind name... I'm already starving and dying after ten... and is that... a wolf?!","Audio/Dialogue/NPC/CavasNarrator/Ven_169.ogg","","","","",0,0,1,1,0,2530616,0,""
4979,"VenariusSynthMemoryIcebergB","","Kindest friend, kindred wolf. You kept me warm for nineteen days. I will return one day, when I am old, and let your descendants feast upon my remains.","Audio/Dialogue/NPC/CavasNarrator/Ven_170.ogg","","","","",0,0,1,1,0,2530782,0,""
