"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
1053,"additional_spell_block_if_have_cast_spell_recently","You are being granted Spell Block Chance by a Guardian","","","Bastion of Hope",[7696],"",3,"","","","",18,833,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7696],[],0,""
1054,"capture_monster_trapped","",1,"","","[6945,398,982,3204]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6945,398,982,3204]",[],0,""
1055,"capture_monster_enraged","",1,"","","[24,70,216,177,477]",1,3,"","","","",18,336,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,70,216,177,477]",[],0,""
1056,"capture_monster_captured","",1,"","","[864,1307,2575]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[864,1307,2575]",[],0,""
1057,"capture_monster_disappearing","",1,"","",[],"",3,"","","","",18,810,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1058,"cold_beam_retaliation","","","","",[],1,2,"","","","",18,852,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1059,"cold_beam_retaliation_large","","","","",[],1,2,"","","","",18,852,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1060,"juggernaut_phys_damage_prevented_as_life_regen","",1,"","",[],"",3,"","","","",18,0,1,"",15,"","","","",0,"","PhysDamagePreventedLifeRegen","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1061,"animated_guardian_defence_tracking","",1,"","","[7607,7608,7609,14431,14432]",1,3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7607,7608,7609,14431,14432]",[],0,""
1062,"recent_rage_tracker","",1,"","",[7617],1,9,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7617],[],0,""
1063,"cannot_evade_attacks","",1,"","",[696],"",2,"","","","",18,0,"","",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[696],[],0,""
1064,"adrenaline","You deal increased Damage, and have increased Attack, Cast and Movement Speed and additional Physical Damage Reduction.","","","Adrenaline","[7637,24,70,216,177,1038]",1,3,"","","","",18,826,1,"",1,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7637,24,70,216,177,1038]",[],0,""
1065,"malediction","","","","Malediction","[24,477]",1,3,"","","","",18,1327,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,477]",[],0,""
1066,"spider_aspect_webs_resistance_and_damage","",1,"","","[24,7675]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,7675]",[],0,""
1067,"bestiary_boss_growing_damage_aoe","",1,"","","[634,3903]","",1,"","","","",18,0,1,"",15,"",1,1,"",3,"","","","","","","",4,"","",0,[],"","","","",[],[],"[634,3903]",[],0,""
1068,"tailwind","You are being granted Tailwind, increasing your Action Speed","","","Tailwind",[346],"",3,"","","","",18,835,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[7683],[346],[],0,""
1069,"gathering_winds_stacking_buff","Winds gather around you.","","","Gale Force",[],"",1,1,"","","",18,1431,1,1,15,"",1,"","",10,"","","","","","","",3,"","",0,[],"","","","",[],[13418],[],[],0,""
1070,"block_chance_per_hit_blocked_past_10_sec","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1071,"blinding_aura","You are blinded by an enemy Blinding Aura","","","Blinding Aura",[973],"",3,"","","","",18,175,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[973],[],0,""
1072,"assassin_poison_duration","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1073,"bestiary_cocoon","You can break free from the web","","","Trapped in cocoon","[6945,140,7334]","",3,"","","","",18,830,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6945,140,7334]",[],0,""
1074,"bestiary_spider_hallucinate","You are Hallucinating","","","Hallucination",[],"",3,"","","","",18,834,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1075,"monster_menagerie_buff","",1,"","","[398,140,891,1307,2677]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140,891,1307,2677]",[],0,""
1076,"bestiary_agile_rhex_alternator","",1,"","","[1938,1939,177]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[1938,1939,177]",[],0,""
1077,"bestiary_agile_rhex_aura1","Allies have a chance to dodge attacks and spells.","","","Saqawine Presence","[1938,1939]",1,3,"","","","",18,836,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1938,1939]",[],0,""
1078,"bestiary_agile_rhex_aura2","Allies have increased movement speed.","","","Saqawine Presence",[177],1,3,"","","","",18,837,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,""
1079,"bestiary_regen_ursa_alternator","",1,"","","[3398,702,24]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[3398,702,24]",[],0,""
1080,"bestiary_regen_ursa_aura1","Allies cannot be slowed or stunned.","","","Fertile Presence","[3398,702]",1,3,"","","","",18,838,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3398,702]",[],0,""
1081,"bestiary_regen_ursa_aura2","Allies deal increased damage.","","","Fertile Presence",[24],1,3,"","","","",18,839,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
1082,"bestiary_fast_lynx_alternator","",1,"","","[70,84,554]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[70,84,554]",[],0,""
1083,"bestiary_fast_lynx_aura1","Allies have increased attack speed.","","","Farric Presence",[70],1,3,"","","","",18,840,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,""
1084,"bestiary_fast_lynx_aura2","Allies have increased accuracy and critical strike chance.","","","Farric Presence","[84,554]",1,3,"","","","",18,841,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[84,554]",[],0,""
1085,"bestiary_tank_crab_aura","Allies take reduced damage and chill enemies when hit.","","","Craicic Presence","[477,448]",1,3,"","","","",18,842,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,448]",[],0,""
1086,"bestiary_cold_squid_aura","Allies deal extra cold damage and have a chance to blind on hit.","","","Deep One's Presence","[449,977]",1,3,"","","","",18,843,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,977]",[],0,""
1087,"bestiary_poison_spider_aura","Allies poison on hit and deal extra chaos damage.","","","Fenumal Presence","[2312,7156]",1,3,"","","","",18,844,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2312,7156]",[],0,""
1088,"bestiary_tiger_boss_aura1","","","","","[70,84,554,95]",1,3,"","","","",18,840,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,84,554,95]",[],0,""
1089,"elemental_warding_buff","You are immune to Curses","",1,"Elemental Warding",[746],1,3,"","","","",18,831,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[746],[],0,""
1090,"bestiary_legendary_enrage","",1,"","","[24,70,216,177,477]",1,3,"","","","",18,336,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,70,216,177,477]",[],0,""
1091,"royale_pain","You are dying from being outside of the active Royale combat zone. Follow the pointer underneath your character.","","","Death",[7746],1,1,"","","","",18,336,1,"",2,"",1,1,"",0,"","RoyalePain","","","","","",4,"","",0,[],"","","","",[],[],[7746],[],0,""
1092,"cold_snap_degen","You are taking cold damage over time from a Cold Snap","","","Cold Snap",[4956],1,3,"","","","",18,884,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[4956],[8003],0,""
1093,"vaal_cold_snap_degen","You are taking cold damage over time from a Vaal Cold Snap","","","Vaal Cold Snap",[4956],"",3,"","","","",18,884,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[4956],[8003],0,""
1094,"disable_vaal_souls","",1,"","",[3141],"",3,"","","",1,18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3141],[],0,""
1095,"ice_siphon_trap_debuff","You are taking Cold Damage over Time from a Siphoning Trap","","","Siphoning Trap","[4956,4956,1986,3909]",1,3,"","","","",18,853,1,"",2,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[4956,4956,1986,3909]",[],0,""
1096,"ice_siphon_trap_regen_buff","You are regenerating Life and Mana from a Siphoning Trap","","","Siphoning Trap","[4956,4956,125,477,131,1413]",1,1,"","","","",18,854,1,"",1,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[4956,4956,125,477,131,1413]",[],0,""
1097,"keystone_vaal_attack_cooldown","",1,"","",[],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1098,"keystone_vaal_spell_cooldown","",1,"","",[],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1099,"soul_regeneration","","","","",[],"",1,1,"","","",18,847,1,1,15,"",1,1,"",4,1,"SoulRegeneration","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,""
1100,"charged_dash_damage","Your Charged Dash has more Damage when released.","","","Charged Dash",[7791],"",1,1,"","","",18,848,1,1,1,"",1,1,"",15,"","","","","","","",2,"","",0,[],"","","","",[],[],[7791],[],0,""
1101,"ignore_enemy_fire_resistance","Hits ignore your Fire Resistance","","","Impurity of Fire",[7796],"",3,"","","","",18,861,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7796],[],0,""
1102,"ignore_enemy_cold_resistance","Hits ignore your Cold Resistance","","","Impurity of Ice",[7797],"",3,"","","","",18,862,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7797],[],0,""
1103,"ignore_enemy_lightning_resistance","Hits ignore your Lightning Resistance","","","Impurity of Lightning",[7798],"",3,"","","","",18,863,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7798],[],0,""
1104,"physical_projectile_retaliation_large","","","","Physical Projectile Retaliation",[],1,2,"","","","",18,849,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1105,"infernal_blow_new_debuff","You will explode if killed, dealing fire damage based on your maximum life. If this debuff has charges, it will deal attack damage in an area around you when it expires or has 6 charges.","","","Infernal Blow",[2006],1,4,"","","","",18,868,1,"",2,"",1,1,"",6,"","","","","","","",4,"","",0,[],"","","","",[],[],[2006],[],0,""
1106,"infernal_blow_debuff_visual2","",1,"","",[],1,3,"","","","",18,869,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1107,"infernal_blow_debuff_visual3","",1,"","",[],1,3,"","","","",18,870,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1108,"life_regen_aura_from_corpse_consumption","",1,"","",[451],1,3,"","","","",18,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
1109,"vaal_lightning_strike_debuff","",1,"","",[1901],"",9,"","","","",18,855,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1901],[],0,""
1110,"cannot_gain_souls","",1,"","",[8740],1,3,"","","","",18,0,1,"",2,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8740],[],0,""
1111,"cannot_gain_vaal_souls_at_life_thresholds","",1,"","",[7834],1,9,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7834],[],0,""
1112,"fire_resistance_from_ignite","",1,"","",[144],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,""
1113,"unique_flask_no_recovery_and_soul_gain","",1,"","","[7841,2656]","",3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7841,2656]",[],0,""
1114,"number_of_enemies_killed_recently","",1,"","",[4956],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1115,"have_used_a_vaal_skill_recently","",1,"","",[7876],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7876],[],0,""
1116,"ground_vaal_cold_snap","WIP","","","WIP","[1986,8003]","",3,"","","","",18,599,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1986,8003]",[],0,""
1117,"architect_healing_totem_buff","",1,"","",[451],"",1,"","","","",18,860,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
1118,"number_of_frostbolts_destroyed_recently","",1,"","",[4956],1,1,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1119,"elemental_hit_last_damage_type","",1,"","",[],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1120,"wild_strike_last_damage_type","",1,"","",[],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1121,"prismatic_rain_last_damage_type","",1,"","",[],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1122,"architect_ground_blood","You are taking Physical Damage over time","","","Boiling Blood",[354],"",3,"","","","",18,864,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,""
1123,"vaal_righteous_fire_duration_aura","You are taking burning damage from being near an enemy using Vaal Righteous Fire","","","Vaal Righteous Fire","[1984,4956]","",3,"","","","",18,19,"","",2,"",1,1,"",0,"","VaalRighteousFireDurationBuff",1,"","","","",4,1,"",0,[],"","","","",[],[],"[1984,4956]",[],0,""
1124,"vaal_novasoul_immune","",1,"","","[398,140]","",3,"","","","",18,866,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140]",[],0,""
1125,"burning_damage_per_shocked_enemy","",1,"","",[4956],"",3,"","","",1,18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1126,"incursion_demon_sacrifice_buff","",1,"","",[],1,3,"","","","",18,867,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1127,"arc_enhanced_behaviour","Your Arc Damage is Lucky","","","Lucky Arc",[8009],1,2,"","","","",18,882,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8009],[],0,""
1128,"incursion_construct_enrage","",1,"","",[],1,3,"","","","",18,871,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1129,"cold_snap_expanding_chilled_ground","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8444],1,3,"","","","",1,1603,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[8444],"[3249,14615]",16842752,""
1130,"vaal_earthquake_display_buff","With each step, the earth trembles","","","Vaal Earthquake",[],1,3,1,"","","",18,872,1,"",15,"",1,"","",0,"","VaalEarthquakeDisplayBuff","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,""
1131,"vaal_earthquake_stationary","",1,"","",[],1,3,"","","","",18,873,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1132,"master_buff_alva","You have increased Quantity and Rarity of Items found","",1,"Alva's Gift","[151,153]",1,3,"","","","",18,791,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[151,153]",[],0,""
1133,"unique_flask_soul_catcher","",1,"","Soul Catcher","[2938,6180,8037,2954]",1,3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2938,6180,8037,2954]",[],0,""
1134,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8055,8038,8041]",1,3,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8055,8038,8041]",[],0,""
1135,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8045,25,14185]",1,2,"","","",1,18,15,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8045,25,14185]",[],0,""
1136,"cannot_recover_life","",1,"","",[1897],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1897],[],0,""
1137,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8052],1,2,1,"","","",18,885,1,"",2,"",1,1,"",100,"","","","","","","",4,"","",0,[],"","","","",[],[],[8052],[],0,""
1138,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[56,42]",[],0,""
1139,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Lightning Exposure","[6902,3640]",1,1,"","","","",18,886,1,"",2,"",1,1,"",4,"","","","","","","",2,"","",0,[],"","","","",[],[],"[6902,3640]",[],0,""
1140,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4956,4956]","",3,"","","","",18,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","","",4,"","",0,[],"","","","",[],[],"[4956,4956]",[],0,""
1141,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8081],"",3,"","","","",18,0,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","","","",[],[],[8081],[],0,""
1142,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8370,8371,8784]","",4,1,8351,8350,"",18,891,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","","",2,"","",0,[],"","","","",[],[],"[8370,8371,8784]",[],0,""
1143,"essence_stats","",1,"","",[],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1144,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",18,0,"","",1,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","",1,"","",4,"","",0,[],"","","","",[],[],[],[],0,""
1145,"delve_monster_light_weakness_buff","",1,"","",[8107],"",1,"","","","",18,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8107],[],0,""
1146,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[659,57,58,1910,1038,24,1910,451]",1,3,"","","","",18,896,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,57,58,1910,1038,24,1910,451]",[],0,""
1147,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",18,908,1,"",6,"",1,1,"",3,"","","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,""
1148,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity","[12096,8439]",1,3,"","","",1,18,917,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[12096,8439]",[],0,""
