"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
1536,"Metadata/Chests/SynthesisChests/SynthesisChestPropheciesMaps",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,28,"","",75,[12],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[323077],"",0,0,1,"","","","",[],"",[]
1537,"Metadata/Chests/SynthesisChests/SynthesisChestDivinationCards",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1538,"Metadata/Chests/SynthesisChests/SynthesisChestGeneric",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,60,"","",75,[],"","","[8073,8076]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1539,"Metadata/Chests/SynthesisChests/SynthesisChestGenericCurrency",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,28,"","",100,"[12,23]","","","[7541,8799]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[323077,141538]","",0,0,1,"","","","",[],"",[]
1540,"Metadata/Chests/SynthesisChests/SynthesisChestGenericMap",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,5,"","",100,[19],"","",[8799],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[27560],"",0,0,"","","","","",[],"",[]
1541,"Metadata/Chests/SynthesisChests/SynthesisChestGenericTrinkets",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",100,"[7,6,8,24]","","","[8106,7542]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[]
1542,"Metadata/Chests/SynthesisChests/SynthesisChestGenericGems",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",100,"[15,16]","","","[8113,7541,8799]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[55919,19081]","",0,0,"","","","","",[],"",[]
1543,"Metadata/Chests/SynthesisChests/SynthesisChestGenericArmour",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",100,"[1,2,3,4,5]","","","[8106,7542]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1544,"Metadata/Chests/SynthesisChests/SynthesisChestGenericWeapon",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",100,"[0,9]","","","[8106,7542]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1545,"Metadata/Chests/SynthesisChests/SynthesisChestBestiary",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1546,"Metadata/Chests/SynthesisChests/SynthesisChestBestiaryHigh",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1547,"Metadata/Chests/SynthesisChests/SynthesisChestTalismans",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[7],"","",[8073],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[62000],"",0,0,"","","","","",[],"",[]
1548,"Metadata/Chests/SynthesisChests/SynthesisChestLabyrinth",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1549,"Metadata/Chests/SynthesisChests/SynthesisChestPoisonLarge",1,2,"Synthesised Bloom","Efflorescence synthétisée","Synthetisierte Blüte","シンセシスの花","결합물 꽃","Flores Sintetizadas","Синтезированное соцветие","Floración Sintetizada","ดอกเห็ดสังเคราะห์","追憶盛開","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,60,[],"","",[7520],[],"",0,"","F","F","","","FP","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1550,"Metadata/Chests/SynthesisChests/SynthesisChestPoisonMedium",1,2,"Synthesised Bloom","Efflorescence synthétisée","Synthetisierte Blüte","シンセシスの花","결합물 꽃","Flores Sintetizadas","Синтезированное соцветие","Floración Sintetizada","ดอกเห็ดสังเคราะห์","追憶盛開","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,55,[],"","",[7520],[],"",0,"","F","F","","","FP","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1551,"Metadata/Chests/SynthesisChests/SynthesisChestPoisonSmall",1,2,"Synthesised Bloom","Efflorescence synthétisée","Synthetisierte Blüte","シンセシスの花","결합물 꽃","Flores Sintetizadas","Синтезированное соцветие","Floración Sintetizada","ดอกเห็ดสังเคราะห์","追憶盛開","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,45,[],"","",[7520],[],"",0,"","F","F","","","FP","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1552,"Metadata/Chests/SynthesisChests/SynthesisChestSkeleton",1,3,"Synthesised Bones","Ossements synthétisés","Synthetisierte Knochen","シンセシスの花","결합물 뼈","Ossos Sintetizados","Синтезированные кости","Huesos Sintetizados","กระดูกสังเคราะห์","追憶之骨","[""Metadata/Chests/BonePiles/AbyssBonePile.ao""]",1,"",2,"",1,100,[],"","",[],[],"",0,"","MP","MP","","","MP","","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
1553,"Metadata/Chests/SynthesisChests/SynthesisChestExplosive",1,3,"Synthesised Explosives","Explosifs synthétisés","Synthetisierter Sprengstoff","シンセシスの爆発物","결합물 폭발물","Explosivos Sintetizados","Синтезированная взрывчатка","Explosivos Sintetizados","ระเบิดสังเคราะห์","追憶爆裂","[""Metadata/Chests/Barrels/Barrel1Red.ao""]",1,"",10,"",1,100,[],"","",[12854],[],"",0,"","MP","M","","","MP","","MP","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1554,"Metadata/Chests/SynthesisChests/SynthesisChestBloodworm",1,3,"Synthesised Cairn","Cairn synthétisé","Synthetisierter Steinhaufen","シンセシスの石塚","결합물 돌무덤","Lápide Sintetizada","Синтезированный каменный столбик","Hito de Piedras Sintetizado","กองหินสังเคราะห์","追憶石堆","[""Metadata/Chests/Cairns/Cairn1.ao""]",1,"",1,"",1,100,[],"","",[12856],[],"",0,"","M","M","","","F","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1555,"Metadata/Chests/SynthesisChests/SynthesisChestParasiteLarge",1,2,"Synthesised Nest","Nid synthétisé","Synthetisiertes Nest","シンセシスの巣","결합물 둥지","Ninho Sintetizado ","Синтезированное гнездо","Nido Sintetizado","รังสังเคราะห์","追憶之巢","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",70,[],"","",[12857],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1556,"Metadata/Chests/SynthesisChests/SynthesisChestParasiteMedium",1,2,"Synthesised Nest","Nid synthétisé","Synthetisiertes Nest","シンセシスの巣","결합물 둥지","Ninho Sintetizado ","Синтезированное гнездо","Nido Sintetizado","รังสังเคราะห์","追憶之巢","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",100,[],"","",[12857],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1557,"Metadata/Chests/SynthesisChests/SynthesisChestParasiteSmall",1,2,"Synthesised Nest","Nid synthétisé","Synthetisiertes Nest","シンセシスの巣","결합물 둥지","Ninho Sintetizado ","Синтезированное гнездо","Nido Sintetizado","รังสังเคราะห์","追憶之巢","[""Metadata/Monsters/SpiderlingEgg/RyslathaEgg.ao""]","","",1,"","",50,[],"","",[12857],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1558,"Metadata/Chests/SynthesisChests/SynthesisChestCursed",1,2,"Synthesised Cursed Pot","Vase maudit synthétisé","Synthetisiertes verfluchtes Gefäß","シンセシスの呪われた壺","결합물 저주 항아리","Vaso Amaldiçoado Sintetizado ","Синтезированный проклятый кувшин","Olla Maldita Sintetizada","ไหสังเคราะห์ที่ถูกสาป","追憶之咒皿","[""Metadata/Chests/AmphoraChests/AmphoraChest1.ao""]",1,1,10,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1559,"Metadata/Chests/SynthesisChests/SynthesisChestSarcophagus","",5,"Synthesised Sarcophagus","Sarcophage synthétisé","Synthetisierter Sarkophag","シンセシスのサルコファガス","결합물 석관","Sarcófago Sintetizado","Синтезированный саркофаг","Sarcófago Sintetizado","โลงหินสังเคราะห์","追憶石棺","[""Metadata/Chests/LeagueDelve/delve_sarcophagus_01.ao""]","",1,10,"","",100,[],"","",[12871],[],27,0,"","M","M","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1560,"Metadata/Chests/SynthesisChests/SynthesisChestScrollRack","",5,"Synthesised Scribe's Rack","Pupitre de scribe synthétisé","Synthetisiertes Schreibpult","シンセシスの書記官の棚","결합물 서기의 선반","Mesa do Escriba Sintetizada","Синтезированная стойка писца","Mesa del Escriba Sintetizada","แท่นของอาลักษณ์สังเคราะห์","追憶之抄寫員的書架","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,10,"","",100,"[11,10]","","",[],[],"",0,"","M","N","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest","","","[260000,600000]","",0,0,"","","","","",[],"",[]
1561,"Metadata/Chests/SynthesisChests/SynthesisChestAmbushNormal","",2,"Synthesised Stash","Réserve synthétisée","Synthetisierte Schatztruhe","シンセシスチェスト","결합물 보관함","Baú Sintetizado","Синтезированный сундук","Alijo Sintetizado","คลังเก็บของสังเคราะห์","追憶之倉","[""Metadata/Chests/SynthesisChests/SynthesisChestSmall.ao""]","",1,50,"","",100,[],"","",[7538],[],28,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1562,"Metadata/Chests/SynthesisChests/SynthesisChestAmbushMagic","",2,"Synthesised Stash","Réserve synthétisée","Synthetisierte Schatztruhe","シンセシスチェスト","결합물 보관함","Baú Sintetizado","Синтезированный сундук","Alijo Sintetizado","คลังเก็บของสังเคราะห์","追憶之倉","[""Metadata/Chests/SynthesisChests/SynthesisChestSmall.ao""]","",1,50,"","",100,[],"","",[7539],[],28,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
1563,"Metadata/Chests/SynthesisChests/SynthesisChestAmbushRare","",2,"Synthesised Stash","Réserve synthétisée","Synthetisierte Schatztruhe","シンセシスチェスト","결합물 보관함","Baú Sintetizado","Синтезированный сундук","Alijo Sintetizado","คลังเก็บของสังเคราะห์","追憶之倉","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,50,"","",100,[],"","",[7540],[],28,0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
