"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
4466,"Int4_Gameplay_A3_53","Witches like her give the sisterhood a bad name.","Les sorcières de son genre nuisent à la réputation de nos sabbats.","Hexen wie sie bescheren der Schwesternschaft einen schlechten Ruf.","ああいう魔女は私たちの評判が悪くなるのよ。","그런 마녀 때문에 우리 자매들이 오명을 쓴다.","Bruxas como ela mancham a fama à irmandade.","Такие ведьмы, как она, позорят сестринство.","Las brujas como ella le dan un mal nombre a la hermandad.","แม่มดแบบมันทำให้สหายร่วมสมาคมเสียชื่อ","像她這樣的女巫會讓姐妹會蒙羞。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_53.ogg","",10000,0
4467,"Int4_Gameplay_A3_54","Utzaal, wretched and drowned. I'm sure I'd prefer you this way.","Utzaal, miséreuse et noyée. Une beauté à l'état brut.","Utzaal, elendig und ertrunken. Ich bin sicher, dass du mir so lieber wärst.","惨めで水没したウトザール。そっちのほうが好みだわ。","이런 꼴로 물에 잠긴 웃자알. 나는 너의 이런 모습이 더 좋구나.","Utzaal, miserável e afogada. Eu preferiria você assim.","Утцааль, затонувший и обездоленный. Уверена, эти перемены тебе к лицу.","Utzaal, maldita y ahogada. Sin duda te prefiero de este modo.","อุทซาล์ ทั้งทุเรศทั้งจมน้ำ ข้าคงชอบให้อยู่ในสภาพนี้กระมัง","被淹沒的悲慘奧札爾。我比較希望你得到這樣的稱號。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_54.ogg","",10000,0
4468,"Int4_Gameplay_A3_55","I suppose it could be worth a look.","Voyons ça de plus près.","Es könnte sich lohnen, einen Blick darauf zu werfen.","見てみる価値はあるかもしれないわね。","한번 둘러볼 만할지도.","Acho que vale a pena dar uma olhada.","Пожалуй, стоит взглянуть.","Supongo que merece la pena echar un vistazo.","ก็น่าลองเข้าไปดูนะ","我相信這值得看看。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_55.ogg","",10000,0
4469,"Int4_Gameplay_A3_56","Seems this place has long been forgotten... but is not without life.","Ce lieu semble avoir été depuis longtemps oublié… Mais quelque chose vit encore en son sein.","Es scheint, dieser Ort ist schon lange vergessen … Aber er ist nicht ohne Leben.","長い間忘れ去られていたみたい……でも生き物がいるわ。","이곳은 기억에서 사라진 지 오래인 듯하군... 그런데 생명이 아주 없진 않아.","Parece que esse lugar foi esquecido há muito tempo... Mas ainda tem vida aqui.","Похоже, это место давно заброшено... но даже тут есть жизнь.","Parece que este lugar fue olvidado hace mucho… pero aún hay vida.","ที่นี่ถูกลืมเลือนมาเนิ่นนาน... แต่ก็ยังมีสิ่งมีชีวิตอยู่","這地方長年為人們所遺忘……但其中還是有生命。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_56.ogg","",10000,0
4470,"Int4_Gameplay_A3_57","Knock knock...","Toc toc…","Klopf, klopf ...","コンコン…","똑똑...","Toc toc...","Тук-тук...","Toc, toc...","ก๊อกก๊อก...","有人在嘛……","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_57.ogg","",10000,0
4471,"Int4_Gameplay_A3_58","Someone is home it seems.","On dirait qu'il y a quelqu'un.","Jemand ist zu Hause, wie es scheint.","誰かいるみたい。","누가 집에 있나 본데.","Parece que tem alguém em casa.","Похоже, кое-кто дома.","Parece que hay alguien en casa.","เหมือนจะมีคนอยู่บ้านด้วย","看來有人在家呢。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_58.ogg","",10000,0
4472,"Int4_Gameplay_A3_59","I see you down there!","Je vous vois !","Ich sehe dich da unten!","見えてるわよ！","네가 아래 있는 것, 다 보인다!","Estou te vendo aí!","Эй, внизу! Я тебя вижу!","¡Te veo ahí abajo!","ข้าเห็นแกข้างล่างนั่น!","我看到你在下面！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_59.ogg","",10000,0
4473,"Int4_Gameplay_A3_60","This should be fun.","Voilà qui devrait être divertissant.","Das wird bestimmt lustig.","楽しそうね。","재미있겠군.","Isso vai ser divertido.","Наверное, будет весело.","Esto será divertido.","น่าจะสนุกเอาเรื่องนะ","這應該會很有趣。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_60.ogg","",10000,0
4474,"Int4_Gameplay_A3_61","Come on, then.","Eh bien, allons-y.","Na, dann komm schon.","じゃ、行きましょう。","그럼 덤벼라.","Vamos lá.","Что ж, вперёд.","Vamos, entonces.","ก็มาสิ","那就來吧。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_61.ogg","",10000,0
4475,"Int4_Gameplay_A3_65","Wealth has never inspired me. But it was a fun fight.","Je n'ai que faire de l'or… mais ce combat était divertissant.","Reichtum hat mich noch nie begeistert. Aber es war ein lustiger Kampf.","財宝には興味がないのよね。でも楽しかったわ。","보물은 내 의욕을 자극한 적이 없었어. 그래도 재미있는 전투였다.","Nunca fui muito chegada em riquezas. Mas a luta foi divertida.","Золото меня никогда не вдохновляло. Но битва была интересная.","Las riquezas jamás me han inspirado. Pero fue un vuelo divertido.","สมบัติไม่ช่วยจูงใจข้าดอก แต่เป็นการต่อสู้ที่สนุกนัก","財富一向對我沒有什麼吸引力，不過這場戰鬥蠻有意思的。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_65.ogg","",10000,0
4476,"Int4_Gameplay_A3_66","Not a total waste after all.","Tout cela n'aura finalement pas été vain.","Also doch keine totale Verschwendung.","まったくの無駄じゃなかったみたいね。","완전한 낭비는 아니었군.","Não é um desperdício total, afinal.","Всё-таки не зря это было.","No ha sido una pérdida total de tiempo después de todo.","ในที่สุดก็พอมีประโยชน์บ้างนะ","看來也不完全是在浪費時間。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_66.ogg","",10000,0
4477,"Int4_Gameplay_A3_67","While I do admire darkness, filth I cannot abide.","J'admire les ténèbres, mais abhorre l'immondice.","Ich bewundere zwar die Dunkelheit, aber den Schmutz kann ich nicht ausstehen.","暗闇は大好きだけれど、汚物は許せないわ。","내가 어둠은 동경해도, 오물은 참아 줄 수 없지.","Eu admiro a escuridão, mas não suporto imundice.","Я, конечно, люблю тьму, но грязь на дух не выношу.","Aunque admiro la oscuridad, no soporto la suciedad.","ถึงแม้ข้าจะชอบความมืด แต่ข้าไม่ทนต่อความโสโครก","我確實尊崇黑暗之道，但我無法忍受汙穢。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_67.ogg","",10000,0
4478,"Int4_Gameplay_A3_68","Atziri failed to grasp immortality. I will not make the same mistake.","Atziri a échoué dans sa quête d'immortalité. Je ne ferai pas la même erreur.","Atziri hat es nicht geschafft, die Unsterblichkeit zu erlangen. Ich werde ihre Fehler nicht wiederholen.","アッツィリは不死を達成できなかった。私は同じ過ちは犯さないわ。","앗지리는 불멸을 손에 넣는 데 실패했다. 나는 같은 실수를 하지 않겠어.","Atziri falhou em compreender a imortalidade. Não cometerei o mesmo erro.","Атзири не удалось обрести бессмертие. Я не повторю эту ошибку.","Atziri no logró comprender la inmortalidad. No cometeré el mismo error.","อัถสิริเข้าไม่ถึงความอมตะ ข้าจะไม่ทำพลาดเช่นเดียวกันแน่","阿茲里沒有成功掌握永生不死。我不會重蹈他的覆轍。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_68.ogg","",10000,0
4479,"Int4_Gameplay_A3_69","She eats her young? Vile!","Elle dévore ses rejetons ? Quelle infamie !","Sie isst ihre Kinder? Widerlich!","自分の子らを食べているの？邪悪ね！","자기 자식을 먹는다니? 끔찍하군!","Ela come as crianças? Que cruel!","Она пожирает собственное потомство? Низость!","¿Se come a sus crías? ¡Qué asqueroso!","มันกินลูกหลานตัวเองเรอะ? ชั่วช้านัก!","她竟然吃了自己的幼子？真是惡毒！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_69.ogg","",10000,0
4480,"Int4_Gameplay_A3_70","I've seen it all now!","J'aurais tout vu !","Jetzt habe ich alles gesehen!","これ以上おかしなことはないでしょうね！","내가 별것을 다 보는구나!","Agora eu já vi de tudo!","Теперь я видела всё!","¡Ahora sí que lo he visto todo!","ตอนนี้ข้าก็ได้เห็นมาทุกอย่างแล้ว!","現在已經沒有什麼能嚇到我了！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_70.ogg","",10000,0
4481,"Int4_Gameplay_A3_72","What a disgusting pig of a woman.","Quelle femme répugnante.","Was für ein abscheuliches Tier von einer Frau.","なんて汚らわしい豚のような女なの。","역겨운 돼지 같은 여자야.","Que mulherzinha mais nojenta.","Не женщина, а омерзительная свиноматка.","Qué mujer más nauseabunda.","นังนี่เป็นหมูโสมมที่น่าขยะแขยงสิ้นดี","真是噁心的貪食女！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_72.ogg","",10000,0
4482,"Int4_Gameplay_A3_73","One golden idol for the optimist.","Et une idole dorée pour l'optimiste.","Ein goldenes Bildnis für den Optimisten.","あのお花畑にあげる黄金像ね。","낙천주의자에게 가져갈 황금 우상을 하나 손에 넣었다.","Um ídolo dourado para a Sra. Otimista.","Золотой идол. Вот оптимистка обрадуется.","Un ídolo dorado para el optimista.","เทวรูปทองอีกรูปให้กับพ่อคนโลกสวย","一尊給樂天派的黃金魔偶。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_73.ogg","",10000,0
4483,"Int4_Gameplay_A3_74","Something of immense power resides within. I... shall harness it.","Un immense pouvoir se cache dans les profondeurs. Je saurai le manipuler…","Etwas von immenser Macht wohnt in ihr. Ich … werde sie mir zunutze machen.","この中に何か圧倒的な力がある。私が……手に入れるわ。","어마어마한 힘을 지닌 것이 이 안에 있다. 내가... 그 힘을 손에 넣겠어.","Tem algo muito poderoso ali... Eu... preciso desse poder.","Внутри заключена невероятная сила... Я... должна ею завладеть.","Adentro reside algo de inmenso poder. Yo… lo dominaré.","มีพลังมากมายเร้นอยู่ภายใน ข้า... จะนำมันมาใช้","其中蘊含著強勁的力量。我……應該善用它。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_74.ogg","",10000,0
4484,"Int4_Gameplay_A3_75","Blinding... Ugh.","C'est si… lumineux. Argh.","Blendend ... Argh.","眩しい……うっ。","눈부시군... 으.","Cegante... Ugh.","Ничего не видно...","Cegador… uf…","แสบตา... อึ้ก","看不見了……嘖。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_75.ogg","",10000,0
4485,"Int4_Gameplay_A3_77","The Vaal were smarter than they had any right to be. This is proof of that.","Les Vaals étaient tout simplement prodigieux. Cette création en est la preuve.","Die Vaal waren schlauer, als sie eigentlich sein sollten. Das ist der Beweis dafür.","ヴァールは身の程に合わないほど賢かった。これがその証明よ。","바알의 지식은 분에 넘치는 것이었다. 이것이 그 증거야.","Os Vaal eram mais espertos do que tinham o direito de ser. Essa é a prova disso.","Ваал были умнее, чем следовало. И это — наглядное тому подтверждение.","Los vaal no tenían derecho a ser tan inteligentes. Esto es prueba de ello.","นี่เป็นเครื่องพิสูจน์ว่าพวกวาล์มันฉลาดเกินควรจริงๆ","瓦爾人很聰明，但無德善用之。這就是證明。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_77.ogg","",10000,0
4486,"Int4_Gameplay_A3_78","This fellow has been here far too long.","Vous êtes resté enfermé bien trop longtemps, mon ami.","Dieser Kerl ist schon viel zu lange hier.","この人、ここに長く居すぎね。","이 녀석은 여기 너무 오래 있었군.","Essa pessoa tá aqui há tempo demais.","Он пробыл здесь слишком долго.","Este se ha ido hace demasiado tiempo.","ไอ้หมอนี่อยู่ที่นี่มานานเกินไป","這傢伙在這裡待得太久了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_78.ogg","",10000,0
