"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32","bool"
584,"G_Endgame_G3_4_Underground",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts (Present)","The remains of the Temple of Yaomac play host to countless deadly guests.",[3808],9,[72],[],3808,"",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePitUnderground","","","","",4205,4205,""
585,"G_Endgame_G3_5",190,0,0,0,[],"Chimeral Wetlands (Present)","Beautiful, but deadly.",[3808],9,[72],[],3808,"",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChimeralWetlands","","","","",4205,4205,""
586,"G_Endgame_G3_6_1",191,0,0,0,[],"Jiquani's Machinarium (Present)","Stone men move in the dark.",[3808],9,[72],[],3808,"",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinarium","","","","",4205,4205,""
587,"G_Endgame_G3_6_2",192,0,0,0,[],"Jiquani's Sanctum (Present)","Remnants of Vaal artifice still remain.",[3808],9,[72],[],3808,"",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinarium","","","",1,4205,4205,""
588,"G_Endgame_G3_6_2_Underground",192,0,0,0,[],"Jiquani's Sanctum (Present)","Remnants of Vaal artifice still remain.",[3808],9,[72],[],3808,"",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinariumUnderground","","","","",4205,4205,""
589,"G_Endgame_G3_7",193,0,0,0,[],"The Azak Bog (Present)","Death wears a mostly human face.",[3808],9,[72],[],3808,"",537,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCarverBog","","","","",4205,4205,""
590,"G_Endgame_G3_8",194,0,0,0,[],"The Drowned City (Present)","A waterlogged corpse, ripe for the looting.",[3808],9,[72],[],3808,"",540,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4205,4205,""
591,"G_Endgame_G3_9",195,0,0,0,[],"The Molten Vault (Present)","The cult of Kamasa exploited Utzaal long before its fall.",[3808],9,[72],[],3808,"",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVault","","","",1,4205,4205,""
592,"G_Endgame_G3_9_Underground",195,0,0,0,[],"The Molten Vault (Present)","The cult of Kamasa exploited Utzaal long before its fall.",[3808],9,[72],[],3808,"",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVaultUnderground","","","","",4205,4205,""
593,"G_Endgame_G3_10",196,0,0,0,[],"The Trial of Chaos (Present)","Here, all challengers were welcome, regardless of wealth or station.",[3808],9,[72],[],3808,"",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGod","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.",1,4205,4205,""
594,"G_Endgame_G3_10_Underground",196,0,0,0,[],"The Trial of Chaos (Present)","Here, all challengers were welcome, regardless of wealth or station.",[3808],9,[72],[],3808,"",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGodUnderground","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.","",4205,4205,""
595,"G_Endgame_G3_11",197,0,0,0,[],"Apex of Filth (Present)","An ascent into squalor and madness.",[3808],9,[72],[],3808,"",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4205,4205,""
596,"G_Endgame_G3_12",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec (Present)","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3808],9,[72],[],3808,"",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","",3807,"The last great work of the Vaal Empire still shines within.",1,4205,4205,""
597,"G_Endgame_G3_12_Underground",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec (Present)","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3808],9,[72],[],3808,"",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZigguratUnderground","",3807,"The last great work of the Vaal Empire still shines within.","",4205,4205,""
598,"G_Endgame_G3_14",199,0,0,0,[],"Utzaal (Past)","A doomed city, full of life, unaware what is soon to come.",[3808],9,[72],[],3808,"",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4205,4205,""
599,"G_Endgame_G3_16",201,0,0,0,[],"Aggorat (Past)","The Vaal warred not with their neighbours, but with death itself.",[3808],9,[72],[],3808,"",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4205,4205,""
600,"G_Endgame_G3_17",202,0,0,0,[],"The Black Chambers (Past)","They scream not in agony, but in ecstasy.",[3808],9,[72],[],3808,"",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctum","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.",1,4205,4205,""
601,"G_Endgame_G3_17_Underground",202,0,0,0,[],"The Black Chambers (Past)","They scream not in agony, but in ecstasy.",[3808],9,[72],[],3808,"",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctumUnderground","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.","",4205,4205,""
602,"G_Endgame_1_Rootdredge",185,0,0,0,[],"Rootdredge","...the trees move, you best move as well...",[3640],9,[72],[4824],3808,"WorldMapContentBoss",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4205,4205,""
603,"G_Endgame_1_RootdredgeSlain",185,0,0,0,[],"Rootdredge","...chopped down a tree, did you?...",[4824],9,[72],[],3808,"WorldMapContentBossDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4205,4205,1
604,"G_Endgame_1_Corpse",185,0,0,0,[],"Hanging Tree","...we give sites like that plenty of space...",[3640],9,[72],[4834],3808,"WorldMapContentBag",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4205,4205,""
605,"G_Endgame_1_CorpseDone",185,0,0,0,[],"Hanging Tree","...never can be sure what killed them...",[4834],9,[72],[],3808,"WorldMapContentBagDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4205,4205,1
606,"G_Endgame_1_CannibalDuo",185,0,0,0,[],"Orok Campfire","...don't be stirring up the Orok!...",[3640],9,[72],[4872],3808,"WorldMapContentRareMonster",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4205,4205,""
607,"G_Endgame_1_CannibalDuoDone",185,0,0,0,[],"Orok Campfire","...the Orok will be out for blood now...",[4872],9,[72],[],3808,"WorldMapContentRareMonsterDone",491,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4205,4205,1
608,"G_Endgame_2_1_ExplorerCamp",186,0,0,0,[],"Troubled Camp","...haven't seen them in weeks...",[3642],9,[72],[],3808,"WorldMapContentCamp",499,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4205,4205,""
609,"G_Endgame_2_1_ExplorerCampDone",186,0,0,0,[],"Troubled Camp","...well, now their silence makes sense...",[],9,[72],[],3808,"WorldMapContentCampDone",499,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4205,4205,1
610,"G_Endgame_2_2_WaterwaysMechanism",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...they had control. The question is, where?...",[3804],9,[72],[3765],3808,"Act3/WorldMapContentWaterwaysMechanism",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4205,4205,""
611,"G_Endgame_2_2_WaterwaysMechanismDone",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...now we can finally see what lies beneath...",[3765],9,[72],[],3808,"Act3/WorldMapContentWaterwaysMechanismDone",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4205,4205,1
612,"G_Endgame_2_2_Shaman",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...that one has a foul tongue indeed...",[3804],9,[72],[4897],3808,"WorldMapContentRareMonster",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4205,4205,""
613,"G_Endgame_2_2_ShamanDone",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...she won't be speaking much now...",[4897],9,[72],[],3808,"WorldMapContentRareMonsterDone",502,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4205,4205,1
614,"G_Endgame_3_Silverback",188,0,0,0,[],"Mighty Silverfist","...a wise old ape, bigger than you've ever seen...",[3750],9,[72],[4682],3808,"WorldMapContentBossUpgrade",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4205,4205,""
615,"G_Endgame_3_SilverbackSlain",188,0,0,0,[],"Mighty Silverfist","...a loss for the jungle, indeed...",[4682],9,[72],[],3808,"WorldMapContentBossUpgradeDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4205,4205,1
616,"G_Endgame_3_FinalRest",188,0,0,0,[],"Jungle Grave","...we're all still keeping an eye out for Servi's son...",[3750],9,[72],[4869],3808,"Act3/WorldMapContentFinalRest",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4205,4205,""
617,"G_Endgame_3_FinalRestDone",188,0,0,0,[],"Jungle Grave","...oh... that's terrible...",[4869],9,[72],[],3808,"Act3/WorldMapContentFinalRestDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4205,4205,1
618,"G_Endgame_3_ExplorerCamp",188,0,0,0,[],"Troubled Camp","...a few days overdue reporting back...",[3750],9,[72],[],3808,"WorldMapContentCamp",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4205,4205,""
619,"G_Endgame_3_ExplorerCampDone",188,0,0,0,[],"Troubled Camp","...I'll add it to my log...",[],9,[72],[],3808,"WorldMapContentCampDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4205,4205,1
620,"G_Endgame_4_DenOfSnakes",-16843010,-16843010,-16843010,-16843010,[],"Orok Poison","...the source of their vile rot...",[3751],9,[72],"[2808,2809,2810]",3808,"Act3/WorldMapContentSnakePotion",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,""
621,"G_Endgame_4_DenOfSnakesDoneReward1",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2808],9,[72],[],3808,"Act3/WorldMapContentSnakePotionRed",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
622,"G_Endgame_4_DenOfSnakesDoneReward2",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2809],9,[72],[],3808,"Act3/WorldMapContentSnakePotionGreen",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
623,"G_Endgame_4_DenOfSnakesDoneReward3",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...",[2810],9,[72],[],3808,"Act3/WorldMapContentSnakePotionBlue",514,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4205,4205,1
624,"G_Endgame_5_Xyclucian",190,0,0,0,[],"Xyclucian, the Chimera","...hunting grounds of an ancient beast...",[3752],9,[72],[4826],3808,"WorldMapContentBossUltimatum",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4205,4205,""
625,"G_Endgame_5_XyclucianSlain",190,0,0,0,[],"Xyclucian, the Chimera","...truly, the beast is felled? Impressive...",[4826],9,[72],[],3808,"WorldMapContentBossUltimatumDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4205,4205,1
626,"G_Endgame_5_DeadExplorerCamp",190,0,0,0,[],"Ravaged Camp","...been gone over a month...",[3752],9,[72],[4894],3808,"WorldMapContentChest",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4205,4205,""
627,"G_Endgame_5_DeadExplorerCampDone",190,0,0,0,[],"Ravaged Camp","...as I expected. I'll add it to the log...",[4894],9,[72],[],3808,"WorldMapContentChestDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4205,4205,1
628,"G_Endgame_5_FlowerGauntlet",190,0,0,0,[],"Toxic Bloom","...a place of gasping death...",[3752],9,[72],[4899],3808,"WorldMapContentRareMonster",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4205,4205,""
629,"G_Endgame_G3_5_FlowerGauntletDone",190,0,0,0,[],"Toxic Bloom","...a lucky fool. Lucky, but foolish...",[4899],9,[72],[],3808,"WorldMapContentRareMonsterDone",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4205,4205,1
630,"G_Endgame_G3_6_1_Blackjaw",191,0,0,0,[],"Blackjaw, the Remnant","...locked away, undying, for his horrific crimes...",[3753],9,[72],[3785],3808,"WorldMapContentBossUpgrade",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4205,4205,""
631,"G_Endgame_G3_6_1_BlackjawSlain",191,0,0,0,[],"Blackjaw, the Remnant","...should have left him to suffer...",[3785],9,[72],[],3808,"WorldMapContentBossUpgradeDone",527,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4205,4205,1
632,"G_Endgame_G3_6_2_Zicoatl",192,0,0,0,[],"Zicoatl, Warden of the Core","...well that's ominous...",[3754],9,[72],[4827],3808,"WorldMapContentBoss",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4205,4205,""
633,"G_Endgame_G3_6_2_ZicoatlSlain",192,0,0,0,[],"Zicoatl, Warden of the Core","...of course it was a trap!...",[4827],9,[72],[],3808,"WorldMapContentBossDone",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4205,4205,1
634,"G_Endgame_G3_6_2_CorruptionAltar",192,0,0,0,[],"Paquate's Mechanism","...it's risky, but it's up to you...",[3754],9,[72],[4873],3808,"Act3/WorldMapContentCorruptionAltar",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4205,4205,""
635,"G_Endgame_G3_6_2_CorruptionAltarDone",192,0,0,0,[],"Paquate's Mechanism","...was it worth it?...",[4873],9,[72],[],3808,"Act3/WorldMapContentCorruptionAltarDone",531,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4205,4205,1
636,"G_Endgame_G3_7_Ignagduk",193,0,0,0,[],"Ignagduk, the Bog Witch","...beware the blood moon...",[3767],9,[72],[4757],3808,"WorldMapContentBossUpgrade",537,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4205,4205,""
637,"G_Endgame_G3_7_IgnagdukSlain",193,0,0,0,[],"Ignagduk, the Bog Witch","...a good day in the jungle, indeed.\r\n\r\n<white>{+40 to Spirit}",[4757],9,[72],[],3808,"WorldMapContentBossUpgradeDone",537,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4205,4205,1
638,"G_Endgame_G3_9_Mektul",195,0,0,0,[],"Mektul, the Forgemaster","...infernal hammering at all hours, echoing from the city!...",[3769],9,[72],[4677],3808,"WorldMapContentBoss",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4205,4205,""
639,"G_Endgame_G3_9_MektulSlain",195,0,0,0,[],"Mektul, the Forgemaster","...finally, silence!...",[4677],9,[72],[],3808,"WorldMapContentBossDone",541,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4205,4205,1
640,"G_Endgame_G3_10_Ultimatum",196,0,0,0,[],"Ultimatum","...where peasants and High Priests alike could face the challenge...",[3770],9,[72],[2691],3808,"Act3/WorldMapContentUltimatum",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4205,4205,""
641,"G_Endgame_G3_10_UltimatumDone",196,0,0,0,[],"Ultimatum","...impressive work!...",[2691],9,[72],[],3808,"Act3/WorldMapContentUltimatumDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4205,4205,1
642,"G_Endgame_G3_11_TheQueenOfFilth",197,0,0,0,[],"The Queen of Filth","...I can't even describe what I saw through the spyglass...",[3806],9,[72],[4644],3808,"WorldMapContentBoss",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4205,4205,""
643,"G_Endgame_G3_11_TheQueenOfFilthSlain",197,0,0,0,[],"The Queen of Filth","...let's never speak of this again...",[4644],9,[72],[],3808,"WorldMapContentBossDone",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4205,4205,1
644,"G_Endgame_G3_11_CroneVendor",197,0,0,0,[],"Bubbling Respite","...a kind one? I'll believe it when I see it...",[3806],9,[72],[],3808,"WorldMapContentCamp",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4205,4205,""
645,"G_Endgame_G3_11_CroneVendorDone",197,0,0,0,[],"Bubbling Respite","...oh, well that was nice...",[],9,[72],[],3808,"WorldMapContentCampDone",549,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4205,4205,1
646,"G_Endgame_G3_12_Ketzuli",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...been trapped down there, all this time...",[3807],9,[72],[4830],3808,"WorldMapContentBoss",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4205,4205,""
647,"G_Endgame_G3_12_KetzuliSlain",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...good to put them out of their endless misery...",[4830],9,[72],[],3808,"WorldMapContentBossDone",554,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4205,4205,1
648,"G_Endgame_G3_14_ViperNapuatzi",199,0,0,0,[],"Viper Napuatzi","...the Fang of the Vaal will defend her city...",[3809],9,[72],[4829],3808,"WorldMapContentBoss",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4205,4205,""
649,"G_Endgame_G3_14_ViperNapuatziSlain",199,0,0,0,[],"Viper Napuatzi","...disappeared just before her death...",[4829],9,[72],[],3808,"WorldMapContentBossDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4205,4205,1
650,"G_Endgame_G3_14_TrialmasterStatue",199,0,0,0,[],"Chaos Statue","...for those willing to face a challenge...",[3809],9,[72],[2164],3808,"WorldMapContentQuestionMark",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4205,4205,""
651,"G_Endgame_G3_14_TrialmasterStatueDone",199,0,0,0,[],"Chaos Statue","...you know where to find it...",[2164],9,[72],[],3808,"WorldMapContentQuestionMarkDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4205,4205,1
652,"G_Endgame_G3_14_Artefacts",199,0,0,0,[],"Peculiar Fortunes","...golden idols abound...",[3809],9,[72],"[4875,4877,4879]",3808,"WorldMapContentBag",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4205,4205,""
653,"G_Endgame_G3_14_ArtefactsDone",199,0,0,0,[],"Peculiar Fortunes","...just imagine Oswald's glee...","[4875,4877,4879]",9,[72],[],3808,"WorldMapContentBagDone",558,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4205,4205,1
654,"G_Endgame_G3_16_BloodSacrifice",201,0,0,0,[],"Blood Sacrifice","...a simple stab to a heart is all it took...",[3811],9,[72],[4831],3808,"WorldMapContentQuestionMarkUpgrade",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4205,4205,""
655,"G_Endgame_G3_16_BloodSacrificeDone",201,0,0,0,[],"Blood Sacrifice","...a strange power, but worth the price?...",[4831],9,[72],[],3808,"WorldMapContentQuestionMarkUpgradeDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4205,4205,1
656,"G_Endgame_G3_16_GoliathSoulCore",201,0,0,0,[],"Undamaged Core","...the use of Soul Cores, to be expected...",[3811],9,[72],[4919],3808,"WorldMapContentBag",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4205,4205,""
657,"G_Endgame_G3_16_GoliathSoulCoreDone",201,0,0,0,[],"Undamaged Core","...what is the morality of using these Cores, anyway?...",[4919],9,[72],[],3808,"WorldMapContentBagDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4205,4205,1
658,"G_Endgame_G3_16_Artefacts",201,0,0,0,[],"Peculiar Fortunes","...they're all about to die, what use do they have for it?...",[3811],9,[72],"[4972,4974,4976]",3808,"WorldMapContentBag",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4205,4205,""
659,"G_Endgame_G3_16_ArtefactsDone",201,0,0,0,[],"Peculiar Fortunes","...that fetched a pretty penny...","[4972,4974,4976]",9,[72],[],3808,"WorldMapContentBagDone",565,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4205,4205,1
660,"G_Endgame_G3_17_Doryani",202,0,0,0,[],"Doryani, Royal Thaumaturge","...he would likely be in the depths of the Black Chambers...",[3812],9,[72],[3907],3808,"WorldMapContentActBoss",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4205,4205,""
661,"G_Endgame_G3_17_DoryaniSlain",202,0,0,0,[],"Doryani, Royal Thaumaturge","...we'll see how this strange new alliance goes...",[3907],9,[72],[],3808,"WorldMapContentActBossDone",572,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4205,4205,1
662,"G_Endgame_G3_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Historical Utzaal, draft #1\r\nest. year 400bic\r\npreliminary survey\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3808],9,[72],[],3808,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4205,4205,""
