"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool_23","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_41","HASH32","BelongsActiveSkills","Category","bool_78","bool_79","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
13121,"map_additional_rogue_exile_chance_%","","","",1,"","","","","","","","","","","","","","",1,697782236,[],"","","",1,[],[],""
13122,"map_master_mission_zana_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3526866675,[],"","","",1,[],[],""
13123,"map_master_mission_einhar_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3321861069,[],"","","",1,[],[],""
13124,"map_master_mission_niko_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3608801269,[],"","","",1,[],[],""
13125,"map_master_mission_jun_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3592095826,[],"","","",1,[],[],""
13126,"map_master_mission_alva_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1788088632,[],"","","",1,[],[],""
13127,"map_creation_data1","","","",3,"","","","","","","","","","","","","","",1,4057569747,[],"","","","",[],[],""
13128,"map_creation_data2","","","",3,"","","","","","","","","","","","","","",1,323973807,[],"","","","",[],[],""
13129,"map_creation_data3","","","",3,"","","","","","","","","","","","","","",1,1431364726,[],"","","","",[],[],""
13130,"map_creation_data4","","","",3,"","","","","","","","","","","","","","",1,2601575943,[],"","","","",[],[],""
13131,"map_creation_data5","","","",3,"","","","","","","","","","","","","","",1,233862701,[],"","","","",[],[],""
13132,"map_creation_data6","","","",3,"","","","","","","","","","","","","","",1,2032979123,[],"","","","",[],[],""
13133,"map_creation_data7","","","",3,"","","","","","","","","","","","","","",1,3769371940,[],"","","","",[],[],""
13134,"monster_damage_+%_final_vs_monsters","","","",1,"","","","","","","","","","","","","","",1,2689550396,[],"","","",1,[],[],""
13135,"map_zana_mission_extra_options","","","",3,"","","","","","","","","","","","","","",1,2470515655,[],"","","",1,[],[],""
13136,"map_sulphite_veins_are_guarded_by_additional_pack_chance_%","","","",1,"","","","","","","","","","","","","","",1,1357181061,[],"","","",1,[],[],""
13137,"map_strongboxes_chance_to_be_unique_+%","","","",1,"","","","","","","","","","","","","","",1,782366152,[],"","","",1,[],[],""
13138,"map_incursion_architects_are_possessed_chance_%","","","",1,"","","","","","","","","","","","","","",1,1861152086,[],"","","",1,[],[],""
13139,"map_duplicate_captured_beasts_chance_%","","","",1,"","","","","","","","","","","","","","",1,2510045707,[],"","","",1,[],[],""
13140,"map_red_beasts_are_lucky_chance_%","","","",1,"","","","","","","","","","","","","","",1,1412874221,[],"","","",1,[],[],""
13141,"map_harbinger_additional_currency_shard_stack_chance_%","","","",1,"","","","","","","","","","","","","","",1,722960164,[],"","","",1,[],[],""
13142,"monster_slain_double_experience_chance_%","","","",1,"","","","","","","","","","","","","","",1,2344677034,[],"","","",1,[],[],""
13143,"minion_is_being_replaced",1,"","",4,"","","","","","","","","","","","","","",1,136434332,[],"","","",1,[],[],""
13144,"animation_cancelling_lockout_time_+%","","","",1,"","","","","","","","","","",1,"","","",1,3975457049,[],"","","",1,[],[],""
13145,"spear_wall_cm_per_spear","","","",3,"","","","","","","","","","","","","","",1,706334777,[],"","","",1,[],[],""
13146,"sandstorm_swipe_nova_radius_+_per_stage","","","",3,"","","","","","","","","","",1,"","","",1,876115439,[],"","","",1,[],[],""
13147,"combo_spear_explosion_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,2832380539,[],"","","",1,[],[],""
13148,"combo_spear_recall_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,1869018904,[],"","","",1,[],[],""
13149,"combo_spear_maximum_spears","","","",3,"","","","","","","","","","",1,"","","",1,1479792944,[],"","","",1,[],[],""
13150,"combo_spear_recall_maximum_spears",1,"","",3,"","","","","","","","","","",1,"","","",1,310063620,[],"","","",1,[],[],""
13151,"combo_spear_explode_maximum_spears","","","",3,"","","","","","","","","","",1,"","","",1,2191131541,[],"","","",1,[],[],""
13152,"combo_spear_break_additional_projectiles_+","","","",3,"","","","","","","","","","",1,"","","",1,1971766918,[],"","","",1,[],[],""
13153,"number_of_additional_projectiles_if_last_movement_skill_was_retreating_throw","","","",3,"","","","","","","","","","",1,"","","",1,2904259571,[],"","","",1,[],[],""
13154,"attacks_inflict_bleeding_if_last_movement_skill_was_advancing_strike","","","",3,"","","","","","","","","","",1,"","","",1,1532985845,[],"","","",1,[],[],""
13155,"track_last_movement_skill","","","",4,"","","","","","","","","","",1,1,"","",1,3888888377,[],"","","",1,[36],[],""
13156,"movement_speed_+%_while_off_hand_is_empty","","","",1,"","","","","","","","","","","","","","",1,3036915361,[],"","","",1,[],[],""
13157,"last_movement_skill_index","","","",3,"","","","","","","","","","","","","","",1,1917036803,[],"","","",1,[],[],""
13158,"virtual_life_recovery_rate_+%_final","","","",1,"","","","","","","","","","","",1,"","","",222229710,[],"","","",1,[0],[],""
13159,"virtual_mana_recovery_rate_+%_final","","","",1,"","","","","","","","","","","",1,"","","",936911349,[],"","","",1,[0],[],""
13160,"virtual_energy_shield_recovery_rate_+%_final","","","",1,"","","","","","","","","","","",1,"","","",1498625757,[],"","","",1,[0],[],""
13161,"total_energy_shield_recovery_per_minute_from_other","","","",3,"","","","","","","","","","","",1,"","","",2869999468,[],"","","",1,[0],[],""
13162,"ultimatum_max_ruin",1,"","",3,"","","","","","","","","","",1,"","","",1,985779996,[],"","","",1,[],[],""
13163,"virtual_additional_withered_chance_%","","","",1,"","","","","","","","","","","",1,"","","",1756181675,[],"","","",1,[1],[],""
13164,"map_strongboxes_at_least_rare","","","",4,"","","","","","","","","","","","","","",1,197675391,[],"","","",1,[],[],""
13165,"is_in_enemy_frost_globe","","","",4,"","","","","","","","","","","","","","",1,247070200,[],"","","",1,[],[],""
13166,"phasing_with_visual",1,"","",4,"","","","","","","","","","",1,1,"","",1,316472225,[],"","","",1,[0],[],""
13167,"base_phasing_without_visual","","","",4,"","","","","","","","","","",1,"","","",1,4122246092,[],18,"","",1,[],[],""
13168,"apply_ultimatum_ruin_on_hit","","","",4,"","","","","","","","","","","","","","",1,292439693,[],"","","",1,[],[],""
13169,"blood_tendrils_beam_count","","","",3,"","","","","","","","","","",1,"","","",1,3889056266,[],"","","",1,[],[],""
13170,"map_contains_citadel",1,"","",3,"","","","","","","","","","",1,"","","",1,3707677203,[],"","","","",[],[],""
13171,"chain_grab_number_of_targets","","","",3,"","","","","","","","","","",1,"","","",1,1298814894,[],"","","",1,[],[],""
13172,"petrified_blood_%_life_loss_below_half_from_hit_to_prevent","","","",1,"","","","","","","","","","","","","","",1,2471007897,[],"","","",1,[],[],""
13173,"blood_surge_refresh_on_total_life_spent","","","",3,"","","","","","","","","","","","","","",1,3723569867,[],"","","",1,[],[],""
13174,"blood_price_added_physical_damage_with_weapons_from_%_maximum_life_while_on_low_life","","","",1,"","","","","","","","","","","",1,"","","",3532314125,[],"","","",1,[1],[],""
13175,"blood_price_gain_%_maximum_life_as_added_physical_damage_with_weapons_while_on_low_life","","","",1,"","","","","","","","","","","","","","",1,1966299157,[],"","","",1,[],[],""
13176,"display_item_generation_can_roll_totem_affixes",1,"","",4,"","","","","","","","","","","","","","",1,3339207934,[],"","","","",[],[],""
13177,"atziri_unique_staff_storm_call_number_of_markers_to_place","","","",3,"","","","","","","","","","",1,"","","",1,2403012063,[],"","","",1,[],[],""
13178,"local_display_trigger_level_X_atziri_storm_call","",1,"",3,"","","","","","","","","","","","","","",1,1300673623,[],"","","","",[],[],""
13179,"local_display_trigger_level_X_atziri_flameblast","",1,"",3,"","","","","","","","","","","","","","",1,3469129766,[],"","","","",[],[],""
13180,"base_track_mana_spent_recently_from_skill","","","",4,"","","","","","","","","","","","","","",1,963861442,[],"","","",1,[],[],""
13181,"virtual_damage_cannot_be_reflected","","","",4,"","","","","","","","","","","",1,"","","",1847815391,[],"","","",1,[],[],""
13182,"damage_cannot_be_reflected_or_leech_if_used_by_other_object","","","",4,"","","","","","","","","","","","","","",1,2853480129,[],"","","",1,[],[],""
13183,"firestorm_initial_hit_placement_radius_+%_final","","","",1,"","","","","","","","","","",1,"","","",1,3585922440,[],"","","",1,[],[],""
13184,"map_abyssal_troves_contain_additional_abyssal_jewel_%_chance","","","",1,"","","","","","","","","","","","","","",1,2965541535,[],"","","",1,[],[],""
13185,"ultimatum_ruin_count_applied_when_hit","","","",3,"","","","","","","","","","","","","","",1,1664812960,[],"","","",1,[],[],""
13186,"local_display_socketed_vaal_skills_damage_+%_final","",1,"",1,"","","","","","","","","","","","","","",1,4266002509,[],"","","",1,[],[],""
13187,"local_display_socketed_vaal_skills_soul_requirement_+%_final","",1,"",1,"","","","","","","","","","","","","","",1,3900807550,[],"","","",1,[],[],""
13188,"local_display_socketed_vaal_skills_store_uses_+","",1,"",3,"","","","","","","","","","","","","","",1,2595028049,[],"","","",1,[],[],""
13189,"local_display_socketed_vaal_skills_ignore_monster_resistances","",1,"",4,"","","","","","","","","","","","","","",1,285695441,[],"","","",1,[],[],""
13190,"local_display_socketed_vaal_skills_ignore_monster_phys_reduction","",1,"",4,"","","","","","","","","","","","","","",1,515216317,[],"","","",1,[],[],""
13191,"local_display_socketed_vaal_skills_elusive_on_use","",1,"",4,"","","","","","","","","","","","","","",1,894627391,[],"","","",1,[],[],""
13192,"local_display_tailwind_if_socketed_vaal_skill_used_recently","",1,"",4,"","","","","","","","","","","","","","",1,640384685,[],"","","",1,[],[],""
13193,"local_display_socketed_vaal_skills_area_of_effect_+%","",1,"",1,"","","","","","","","","","","","","","",1,1460308517,[],"","","",1,[],[],""
13194,"local_display_socketed_vaal_skills_projectile_speed_+%","",1,"",1,"","","","","","","","","","","","","","",1,3661383413,[],"","","",1,[],[],""
13195,"local_display_socketed_vaal_skills_effect_duration_+%","",1,"",1,"","","","","","","","","","","","","","",1,779052773,[],"","","",1,[],[],""
13196,"local_display_socketed_vaal_skills_soul_gain_prevention_duration_+%","",1,"",1,"","","","","","","","","","","","","","",1,2024391314,[],"","","",1,[],[],""
13197,"local_display_socketed_vaal_skills_extra_damage_rolls","",1,"",3,"","","","","","","","","","","","","","",1,3920517996,[],"","","",1,[],[],""
13198,"local_display_socketed_vaal_skills_aura_effect_+%","",1,"",1,"","","","","","","","","","","","","","",1,59707205,[],"","","",1,[],[],""
13199,"unique_ring_support_effect_damage_+%_final","","","",1,"","","","","","","","","","","","","","",1,2947695974,[],"","","",1,[],[],""
13200,"unique_ring_support_effect_vaal_skill_soul_requirement_+%_final","","","",1,"","","","","","","","","","","","","","",1,3606785377,[],"","","",1,[],[],""
13201,"support_only_vaal_skill_store_uses_+","","","",3,"","","","","","","","","","","","","","",1,3230942629,[],"","","",1,[],[],""
13202,"hits_ignore_enemy_monster_physical_damage_reduction","","","",4,"","","","","","","","","","","","","","",1,759407699,[],"","","",1,[],[],""
13203,"hits_ignore_all_enemy_monster_resistances","","","",4,"","","","","","","","","","","","","","",1,2816101198,[],"","","",1,[],[],""
13204,"skill_grant_elusive_when_used","","","",4,"","","","","","","","","","","","","","",1,3723659514,[],"","","",1,[],[],""
13205,"self_tailwind_if_used_this_skill_recently","","","",4,"","","","","","","","","","","","","","",1,2034886939,[],"","","",1,[],[],""
13206,"travel_skills_poison_reflected_to_self_up_to_5_poisons","","","",4,"","","","","","","","","","","","","","",1,2673479994,[],"","","",1,[],[],""
13207,"virtual_poison_reflected_to_self_if_fewer_than_x_poisons_on_you","","","",3,"","","","","","","","","","","",1,"","","",4263259956,[],"","","",1,[],[],""
13208,"immune_to_elemental_ailments","","","",4,"","","","","","","","","","","",1,"","","",2339335700,[],"","","",1,[],[],""
13209,"unaffected_by_ignite_and_shock_while_max_life_mana_within_500","","","",4,"","","","","","","","","","","","","","",1,2419184971,[],"","","",1,[],[],""
13210,"minimum_added_fire_damage_per_100_lowest_of_max_life_mana","","","",3,"","","","","","","","","","","","","","",1,1431133932,[],"","","",1,[],[],""
13211,"maximum_added_fire_damage_per_100_lowest_of_max_life_mana","","","",3,"","","","","","","","","","","","","","",1,1015989945,[],"","","",1,[],[],""
13212,"lowest_max_life_mana_divided_by_100","","","",3,"","","","","","","","","","","",1,"","","",773988677,[],"","","",1,[],[],""
13213,"projectile_chance_to_be_able_to_chain_from_terrain_%_per_ranged_abyss_jewel_up_to_20%","","","",1,"","","","","","","","","","","","","","",1,2937820055,[],"","","",1,[],[],""
13214,"main_hand_critical_strike_chance_+%_per_melee_abyss_jewel_up_to_+200%","","","",1,"","","","","","","","","","","","","","",1,958491984,[],"","","",1,[],[],""
13215,"off_hand_critical_strike_multiplier_+_per_melee_abyss_jewel_up_to_+100","","","",3,"","","","","","","","","","","","","","",1,2911848431,[],"","","",1,[],[],""
13216,"minion_damage_over_time_multiplier_+_per_minion_abyss_jewel_up_to_+30","","","",3,"","","","","","","","","","","","","","",1,1255281590,[],"","","",1,[],[],""
13217,"arcane_surge_effect_on_self_+%_per_caster_abyss_jewel_up_to_+40%","","","",1,"","","","","","","","","","","","","","",1,155872830,[],"","","",1,[],[],""
13218,"projectile_chance_to_be_able_to_chain_from_terrain_%","","","",1,"","","","","","","","","","",1,1,"","",1,3331312969,[],"","","",1,[],[],""
13219,"minion_damage_over_time_multiplier_+",1,"","",3,"","","","","","","","","","","",1,"","","",2147954480,[],"","","",1,[],[],""
13220,"veiled_mod_seed","","","",3,"","","","","","","","","","","","","","",1,312866260,[],"","","","",[],[],""
13221,"life_regeneration_%_per_minute_if_stunned_an_enemy_recently","","","",1,"","","","","","","","","","","","","","",1,3317925423,[],7,"","",1,[],[],""
13222,"crush_on_hit_ms_vs_full_life_enemies","","","",3,"","","","","","","","","","","","","","",1,518042595,[],6,"","",1,[],[],""
13223,"track_life_spent_recently","","","",4,"","","","","","","","","","","",1,"","","",1627720018,[],"","","",1,[],[],""
13224,"life_spent_recently","","","",4,"","","","","","","","","","","","","","",1,3174991771,[],"","","",1,[],[],""
13225,"life_%_gained_on_kill_if_spent_life_recently","","","",3,"","","","","","","","","","","","","","",1,1282726365,[],7,"","",1,[],[],""
13226,"physical_dot_multiplier_+_if_spent_life_recently","","","",3,"","","","","","","","","","","","","","",1,4072652176,[],1,"","",1,[],[],""
13227,"physical_dot_multiplier_+_if_crit_recently","","","",3,"","","","","","","","","","","","","","",1,3415262656,[],1,"","",1,[],[],""
13228,"chaos_damage_over_time_+%","","","",1,"","","","","","","","","","","","","","",1,380440767,[],1,"","",1,[],[],""
13229,"local_poison_effect_+%","",1,1,3,"","","","","","","","","","","","",13230,13231,1,1917365604,[],"","","",1,[],[],""
13230,"main_hand_poison_effect_+%","","","",3,"","","","","","","","","","","","","","",1,3915800079,[],"","","",1,[],[],1
13231,"off_hand_poison_effect_+%","","","",3,"","","","","","","","","","","","","","",1,3384143102,[],"","","",1,[],[],1
13232,"movement_speed_+%_per_poison_up_to_50%","","","",1,"","","","","","","","","","","","","","",1,591897687,[],"","","",1,[],[],""
13233,"damage_+%_per_poison_up_to_75%","","","",1,"","","","","","","","","","","","","","",1,3773538438,[],"","","",1,[],[],""
13234,"life_%_gained_on_kill","","","",1,"","","","","","","","","","","",1,"","","",4063205422,[],"","","",1,[],[],""
