"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","QuestFlags","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","Act","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","ShopSet","Gender","bool_166","string_167","NPCType"
643,"Metadata/NPC/Four_Endgame/WanderingCaster","The Breaker of Oaths","Le Briseur de Serments","Der Eidbrecher","誓いを破る者","서약 파기자","O Quebrador de Promessas","Клятвопреступник","El rompejuramentos","ผู้ตระบัดสัตย์","破誓者","Metadata/NPC/NPC","","","The Breaker of Oaths","Le Briseur de Serments","Der Eidbrecher","誓いを破る者","서약 파기자","O Quebrador de Promessas","Клятвопреступник","El rompejuramentos","ผู้ตระบัดสัตย์","破誓者",0,[],[],21347,"","",6,38,"",1,"",""
644,"Metadata/NPC/Four_Endgame/WanderingBlacksmith","Wandering Blacksmith","Forgeron errant","Wandernder Schmied","放浪の鍛冶師","방랑 대장장이","Ferreiro Errante","Странствующий кузнец","Herrero ambulante","ช่างเหล็กพเนจร","流浪鐵匠","Metadata/NPC/NPC","","","Wandering Blacksmith","Forgeron errant","Wandernder Schmied","放浪の鍛冶師","방랑 대장장이","Ferreiro Errante","Странствующий кузнец","Herrero ambulante","ช่างเหล็กพเนจร","流浪鐵匠",0,[],[],62307,"","",6,39,"",1,"",""
645,"Metadata/NPC/Four_Endgame/WanderingUniques","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominável","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知","Metadata/NPC/Four_Endgame/NamelessSeer","","","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominável","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知",0,[300],[301],38213,"","",6,41,"",1,"",""
646,"Metadata/NPC/Four_Endgame/WanderingJeweler","Wandering Jeweller","Joaillier errant","Wandernder Juwelier","放浪の宝飾職人","방랑 보석상","Joalheiro Errante","Странствующий ювелир","Joyero ambulante","ช่างเพชรพเนจร","流浪工匠","Metadata/NPC/NPC","","","Wandering Jeweller","Joaillier errant","Wandernder Juwelier","放浪の宝飾職人","방랑 보석상","Joalheiro Errante","Странствующий ювелир","Joyero ambulante","ช่างเพชรพเนจร","流浪工匠",0,[],[],26466,"","",6,40,"",1,"",""
647,"Metadata/Terrain/Missions/Hideouts/Objects/HillockStatue","Statue of Hillock","Statue d'Hillock","Statue von Hillock","ヒロックの像","힐록의 조각상","Estátua de Hillock","Статуя Хиллока","Estatua de Hillock","รูปปั้นฮิลล็อค","西拉克雕像","Metadata/NPC/NPC","","","Statue of Hillock","Statue d'Hillock","Statue von Hillock","ヒロックの像","힐록의 조각상","Estátua de Hillock","Статуя Хиллока","Estatua de Hillock","รูปปั้นฮิลล็อค","西拉克雕像",0,[],[],3555,"","",6,"","",1,"",""
648,"Metadata/Terrain/Missions/Hideouts/Objects/VaalOversoulStatue","Statue of the Vaal Oversoul","Statue de l'Âme souveraine vaal","Statue der Vaal-Überseele","ヴァールオーバーソウルの像","바알 신령의 조각상","Estátua da Supralma Vaal","Статуя Вседуши ваал","Estatua del Alma suprema vaal","รูปปั้นมหาวิญญาณแห่งวาล์","瓦爾超靈雕像","Metadata/NPC/NPC","","","Statue of the Vaal Oversoul","Statue de l'Âme souveraine vaal","Statue der Vaal-Überseele","ヴァールオーバーソウルの像","바알 신령의 조각상","Estátua da Supralma Vaal","Статуя Вседуши ваал","Estatua del Alma suprema vaal","รูปปั้นมหาวิญญาณแห่งวาล์","瓦爾超靈雕像",0,[],[],6114,"","",6,"","",1,"",""
649,"Metadata/Terrain/Missions/Hideouts/Objects/DominusStatue","Statue of Dominus","Statue de Dominus","Statue von Dominus","ドミナスの像","도미누스의 조각상","Estátua de Dominus","Статуя Владыки","Estatua de Dóminus","รูปปั้นโดมินัส","神主雕像","Metadata/NPC/NPC","","","Statue of Dominus","Statue de Dominus","Statue von Dominus","ドミナスの像","도미누스의 조각상","Estátua de Dominus","Статуя Владыки","Estatua de Dóminus","รูปปั้นโดมินัส","神主雕像",0,[],[],127,"","",6,"","",1,"",""
650,"Metadata/Terrain/Missions/Hideouts/Objects/MalachaiStatue","Statue of Malachai","Statue de Malachai","Statue von Malachai","マラカイの像","말라카이의 조각상","Estátua de Malachai","Статуя Малахая","Estatua de Malachai","รูปปั้นมาลาไค","瑪拉凱雕像","Metadata/NPC/NPC","","","Statue of Malachai","Statue de Malachai","Statue von Malachai","マラカイの像","말라카이의 조각상","Estátua de Malachai","Статуя Малахая","Estatua de Malachai","รูปปั้นมาลาไค","瑪拉凱雕像",0,[],[],57695,"","",6,"","",1,"",""
651,"Metadata/Terrain/Missions/Hideouts/Objects/KitavaStatue","Statue of Kitava","Statue de Kitava","Statue von Kitava","キタヴァの像","키타바의 조각상","Estátua de Kitava","Статуя Китавы","Estatua de Kitava","รูปปั้นคิทาวา","奇塔弗雕像","Metadata/NPC/NPC","","","Statue of Kitava","Statue de Kitava","Statue von Kitava","キタヴァの像","키타바의 조각상","Estátua de Kitava","Статуя Китавы","Estatua de Kitava","รูปปั้นคิทาวา","奇塔弗雕像",0,[],[],58623,"","",6,"","",1,"",""
652,"Metadata/Monsters/Breach/BreachOverseerBoss/ItThatReturned","Xesht, We That Are One","Xesht, Nous qui ne formons qu'un","Xesht, Wir sind eins","一つの我ら、ゼシュト","하나인 우리, 제쉬트","Xesht, Somos Um","Ксешт, Мы-Те-Кто-Один","Xesht, Nosotros que somos uno","เซ็ชท์ เราผู้เป็นหนึ่ง","萬眾歸一．烈許","Metadata/Monsters/Breach/BreachOverseerBoss/ItThatReturned","","","Xesht","Xesht","Xesht, Wir sind eins","ゼシュト","제쉬트","Xesht","Ксешт","Xesht","เซ็ชท์","烈許",0,[],[],28527,"","","","","",1,"",""
653,"Metadata/Monsters/HusbandMonster/Apparition/HusbandMonsterApparition","","","","","","","","","","","Metadata/Monsters/HusbandMonster/Apparition/HusbandMonsterApparition","","","","","","","","","","","","",1,[],[],7187,"","","","","",1,"",""
654,"Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition","","","","","","","","","","","Metadata/Monsters/WifeMonster/Apparition/WifeMonsterApparition","","","","","","","","","","","","",0,[],[],28625,"","","","","",1,"",""
655,"Metadata/Terrain/Hideouts/BeaconOfSalvation/Objects/FirstMate","First Mate","Second capitaine","Erster Offizier","一等航海士","일등 항해사","Imediato","Первый помощник","Primer oficial","ต้นเรือ","大副","Metadata/NPC/NPC","","","First Mate","Second capitaine","Erster Offizier","一等航海士","일등 항해사","Imediato","Первый помощник","Primer oficial","ต้นเรือ","大副",0,[],[],64943,"","","","","",1,"",""
656,"Metadata/MapDevices/LumeriusMapDevice/LumeriusMapDeviceHighPriest","High Priest","Haut prêtre","Hohepriester","大祭司","고위 사제","Sumo Sacerdote","Верховный жрец","Alto sacerdote","นักบวชระดับสูง","神聖主教","Metadata/NPC/NPC","","","High Priest","Haut prêtre","Hohepriester","大祭司","고위 사제","Sumo Sacerdote","Верховный жрец","Alto sacerdote","นักบวชระดับสูง","神聖主教",0,[],[],7136,"","","","","",1,"",""
657,"Metadata/Terrain/Gallows/Act1/1_1/Objects/TutorialNPCZombie","Wounded Man","Homme blessé","Verwundeter Mann","負傷した男","다친 남자","Homem Ferido","Раненый мужчина","Hombre herido","ชายที่บาดเจ็บ","受傷的男人","Metadata/Terrain/Gallows/Act1/1_1/Objects/TutorialNPCZombie","","","Wounded Man","Homme blessé","Verwundeter Mann","負傷した男","다친 남자","Homem Ferido","Раненый мужчина","Hombre herido","ชายที่บาดเจ็บ","受傷的男人",1,[],[],13290,"",70,6,"","",1,"",""
658,"Metadata/Monsters/SwollenMiller/SwollenMillerBossMAP","Tierney, the Hateful","Tierney, le Détestable","Tierney, der Hasserfüllte","憎む者、ティアニー","증오에 찬 자 티어니","Tierney, o Odioso","Тьерни Возненавидевший","Tierney, el Odioso","เทียร์นีย์ ผู้เกลียดชัง","憎恨之靈．提爾尼","Metadata/Monsters/SwollenMiller/SwollenMillerMAP","","","Tierney, the Hateful","Tierney, le Détestable","Tierney, der Hasserfüllte","憎む者、ティアニー","증오에 찬 자 티어니","Tierney, o Odioso","Тьерни Возненавидевший","Tierney, el Odioso","เทียร์นีย์ ผู้เกลียดชัง","憎恨之靈．提爾尼",0,[],[],1698,"","","","","M",1,"",""
659,"Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss","Zarokh, the Temporal","Zarokh, le Temporel","Zarokh, Meister der Zeit","時のザロク","시간의 자로크","Zarokh, o Temporal","Зарок, Вечный","Zarokh, el Temporal","ซาร็อกห์ ผู้รู้กาล","時空之靈．澤洛克","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss","","","Zarokh, the Temporal","Zarokh, le Temporel","Zarokh, Meister der Zeit","時のザロク","시간의 자로크","Zarokh, o Temporal","Зарок, Вечный","Zarokh, el Temporal","ซาร็อกห์ ผู้รู้กาล","時空之靈．澤洛克",0,[],[],29180,"","","","","",1,"",""
660,"Metadata/Monsters/AtlasBosses/DemonClawBoss/DemonClawBoss","The Arbiter of Ash","L'Arbitre de la Cendre","Der Richter der Asche","灰のアービター","재의 중재자","O Árbitro das Cinzas","Арбитр пепла","El árbitro de ceniza","ตุลาการเถ้าธุลี","灰燼仲裁者","Metadata/Monsters/AtlasBosses/DemonClawBoss/DemonClawBoss","","","The Arbiter of Ash","L'Arbitre de la Cendre","Der Richter der Asche","灰のアービター","재의 중재자","O Árbitro das Cinzas","Арбитр пепла","El árbitro de ceniza","ตุลาการเถ้าธุลี","灰燼仲裁者",0,[],[],21601,"","","","","",1,"",""
661,"Metadata/NPC/Four_Endgame/MonolithEntranceGlyph","Mysterious Obelisk","Obélisque mystérieux","Mysteriöser Obelisk","謎のオベリスク","수수께끼의 오벨리스크","Obelisco Misterioso","Загадочный обелиск","Obelisco misterioso","เสาหินปริศนา","神秘石碑","Metadata/NPC/NPC","","","Mysterious Obelisk","Obélisque mystérieux","Mysteriöser Obelisk","謎のオベリスク","수수께끼의 오벨리스크","Obelisco Misterioso","Загадочный обелиск","Obelisco misterioso","เสาหินปริศนา","神秘石碑",10,[],[],25885,"","",6,"","","","",""
662,"Metadata/Monsters/VaalMonsters/Zealots/Dagger/VaalZealotDagger","Disciple of Atziri","Disciple d'Atziri","Schüler von Atziri","アッツィリの弟子","앗지리의 신봉자","Discípulo de Atziri","Поборник Атзири","Discípulo de Atziri","ศิษย์อัถสิริ","阿茲里門徒","Metadata/Monsters/VaalMonsters/Zealots/Dagger/VaalZealotDagger","","","Disciple of Atziri","Disciple d'Atziri","Schüler von Atziri","アッツィリの弟子","앗지리의 신봉자","Discípulo de Atziri","Поборник Атзири","Discípulo de Atziri","ศิษย์อัถสิริ","阿茲里門徒",3,[],[],56255,"","","","","",1,"",""
663,"Metadata/Monsters/VoodooKing/VoodooKingBoss2MAP","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/VoodooKing/VoodooKingBoss2","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],12816,"","","","","M",1,"",""
664,"Metadata/Monsters/VoodooKing/VoodooKingBoss3MAP","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/VoodooKing/VoodooKingBoss3","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],25174,"","","","","M",1,"",""
665,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersColdSacrificeWorship","","","","","","","","","","","","","","","","","","","","","","","",0,[],[],34582,"","","","","",1,"",""
666,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph1","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻",2,[],[],4055,"","",6,"","",1,"",""
667,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph2","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻",2,[],[],23271,"","",6,"","",1,"",""
668,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph3","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻",2,[],[],60258,"","",6,"","",1,"",""
669,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph4","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻",2,[],[],33280,"","",6,"","",1,"",""
670,"Metadata/NPC/Four_Act2/VarashtaSanctumGlyph5","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻","Metadata/NPC/Info/StoryGlyphBase","","","Etchings of Varashta","Gravures de Varashta","Gravur von Varashta","ヴァラシュタの食刻","바라시타의 식각","Gravuras de Varashta","Письмена Варашты","Grabados de Varashta","จารึกของวาราชตา","瓦拉什塔蝕刻",2,[],[],41257,"","",6,"","",1,"",""
671,"Metadata/NPC/Four_Act1/HusbandEntranceGlyph","Draven's Dictum","Dictum de Draven","Dravens Dekret","ドレイヴンの言明","드레이븐의 격언","Ditado de Draven","Заявление Дрейвена","Dictamen de Draven","คำประกาศของเดรเวน","德雷文的格言","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",1,[],[],12804,"","",6,"","",1,"",""
