"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
4428,"GSCorruptionProcessorChaosPreSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11713,0,0,"",4535,[],"",[],1,[],-1,[],"","",0,0,0
4429,"GSCorruptionProcessorMuzzleSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11714,0,0,"",4536,[],"",[],1,[],-1,[],"","",0,0,0
4430,"GSExpeditionPrimordialBossFeedChannel","",[],"",[],[],"",0,"",2,1000,472,"","",[],33,"","","","",11715,0,0,"",4537,[],"",[],1,[],-1,[],"","",0,0,0
4431,"GARitualWendigoP2_SlamMeteorImpactSolarisSeed","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11716,0,0,"",4527,[],"",[],1,[],-1,[],"","",0,0,0
4432,"GSRitualWendigoP2_CorruptLunarisSeedPulse","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11717,0,0,"",4538,[],"",[],1,[],-1,[],"","",0,0,0
4433,"GSExpeditionBaneSaplingImpactMidair","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11719,0,0,"",4539,[],"",[],1,[],-1,[],"","",0,0,0
4434,"GSExpeditionBaneSaplingImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11720,0,0,"",4540,[],"",[],1,[],-1,[],"","",0,0,0
4435,"GAExpeditionMedvedSecondGroundSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11721,0,0,"",4541,[],"",[],1,[],-1,[],"","",0,0,0
4436,"GSExpeditionMedvedDetonateDead","",[],"",[],[],"",0,"",2,1000,322,"","",[],33,"","","","",11723,0,0,"",4542,[],"",[],1,[],-1,[],"","",0,0,0
4437,"GSExpeditionMedvedDetonateDeadTrigger","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11724,0,0,"",4543,[],"",[],1,[],-1,[],"","",0,0,0
4438,"GAExpedition2OctopusSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11725,0,0,"",4544,[],"",[],1,[],-1,[],"","",0,0,0
4439,"GADeliriumEliteFuryLeapImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11726,0,0,"",4545,[],"",[],1,[],-1,[],"","",0,0,0
4440,"GADeliriumEliteFuryBurrowSlamUpwardImpactRats","",[],"",[],[],"",0,"",2,1000,321,"","",[],33,"","","","",11730,0,0,"",4546,[],"",[],1,[],-1,[],"","",0,0,0
4441,"GSDrudgeBedrockBlasterRunemarkedClusterBombExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11744,0,0,"",4547,[],"",[],1,[],-1,[],"","",0,0,0
4442,"GSDrudgeBedrockBlasterRunemarkedSmallBombExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11745,0,0,"",4548,[],"",[],1,[],-1,[],"","",0,0,0
4443,"GSFarudinWarlockRunemarkedLocustSwarm","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11746,0,0,"",4549,[],"",[],1,[],-1,[],"","",0,0,0
4444,"GSTangmazuFrostShard","",[],"",[],[],"",0,"",2,1000,322,"","",[],49,"","","","",11747,0,0,"",4550,[],"",[],1,[],-1,[],"","",0,0,0
4445,"GSTangmazuFrostShardFinal","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11749,0,0,"",4551,[],"",[],1,[],-1,[],"","",0,0,0
4446,"GSTangmazuFrostShard2","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11748,0,0,"",4552,[],"",[],1,[],-1,[],"","",0,0,0
4447,"EASTangmazuFrostShard","",[],"",[],[],"",0,"",2,1000,322,"","",[],49,"","","","",0,0,0,"",4553,[],"",[],1,[],-1,[],"","",0,0,0
4448,"GACyclopsSpiderBossTrampleComboSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11750,0,0,"",4554,[],"",[],1,[],-1,[],"","",0,0,0
4449,"GACyclopsSpiderBossTrampleComboBodyImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11751,0,0,"",4555,[],"",[],1,[],-1,[],"","",0,0,0
4450,"GSCyclopsSpiderBossComboBeamDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11752,0,0,"",4556,[],"",[],1,[],-1,[],"","",0,0,0
4451,"GADeliriumMinionDisgustTentacleSlamDamage","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11760,0,0,"",4557,[],"",[],1,[],-1,[],"","",0,0,0
4452,"GADeliriumEliteDisgustTentacleSlamDamage","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11760,0,0,"",4558,[],"",[],1,[],-1,[],"","",0,0,0
4453,"GSBreachEssenceIceShower","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11475,0,0,"",4559,[],"",[],1,[],-1,[],"","",0,0,0
4454,"GAExpeditionAntCarrierCharge","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11761,0,0,"",4560,[],"",[],1,[],-1,[],"","",0,0,0
4455,"GACentipedeTrainImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11762,0,0,"",4561,[],"",[],1,[],-1,[],"","",0,0,0
4456,"GAExpeditionAntCarrierLeapImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11765,0,0,"",4562,[],"",[],1,[],-1,[],"","",0,0,0
4457,"GARitualWendigoBossShadowArmVacuumKnockdown","",[],"",[],[],"",0,"",2,1000,321,"","",[],33,"","","","",11766,0,0,"",4563,[],"",[],1,[],-1,[],"","",0,0,0
4458,"GSCentipedeReactorGuardianFireProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11773,0,0,"",4564,[],"",[],1,[],-1,[],"","",0,0,0
4459,"GSCentipedeReactorGuardianLightningProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11774,0,0,"",4565,[],"",[],1,[],-1,[],"","",0,0,0
4460,"GSExpedition2BondRune","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11775,0,0,"",4566,[],"",[],1,[],-1,[],"","",0,0,0
4461,"GAAoDP2_BlinkSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],110,"","","","",11778,0,0,"",4567,[],"",[],1,[],-1,[],"","",0,0,0
4462,"GAAoDP2_ExtendoSpearComboCleave1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11779,0,0,"",4568,[],"",[],1,[],-1,[],"","",0,0,0
4463,"GAAoDP2_ExtendoSpearComboCleave2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11780,0,0,"",4569,[],"",[],1,[],-1,[],"","",0,0,0
4464,"GAAoDP2_ExtendoSpearComboCleave3","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11781,0,0,"",4570,[],"",[],1,[],-1,[],"","",0,0,0
4465,"GAAoDP2_SpearTossImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11782,0,0,"",4571,[],"",[],1,[],-1,[],"","",0,0,0
4466,"GAAoDP2_SpearTossCleave","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11783,0,0,"",4572,[],"",[],1,[],-1,[],"","",0,0,0
4467,"GAAoDP2_SpellComboStab","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11784,0,0,"",4573,[],"",[],1,[],-1,[],"","",0,0,0
4468,"GAAoDP2_SpellComboCleave","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11785,0,0,"",4574,[],"",[],1,[],-1,[],"","",0,0,0
4469,"GSAoDP2_StormBlinkBolt","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11786,0,0,"",4575,[],"",[],1,[],-1,[],"","",0,0,0
4470,"GSAoDP2_StormBlinkBoltChain","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11787,0,0,"",4576,[],"",[],1,[],-1,[],"","",0,0,0
4471,"GAAoDP2_BasicMeleeRectSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11788,0,0,"",4577,[],"",[],1,[],-1,[],"","",0,0,0
4472,"GSAoDP2_SoulReleaseProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11789,0,0,"",4578,[],"",[],1,[],-1,[],"","",0,0,0
4473,"GSTangmazuPhaseChangeBlast","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11791,0,0,"",4579,[],"",[],1,[],-1,[],"","",0,0,0
4474,"GSCorruptionProcessorChaosBeamProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11793,0,0,"",4580,[],"",[],1,[],-1,[],"","",0,0,0
4475,"GAExpeditionMedvedComboAttackImpactEchoDelayed","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11795,0,0,"",4581,[],"",[],1,[],-1,[],"","",0,0,0
4476,"GSGeneticsScientistFemaleGravitySlamImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11797,0,0,"",4582,[],"",[],1,[],-1,[],"","",0,0,0
4477,"GSExpedition2MoonRuneMoonbeams","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11798,0,0,"",4583,[],"",[],1,[],-1,[],"","",0,0,0
4478,"GSCentipedeReactorGuardianFireMeleeExplosion","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11811,0,0,"",4584,[],"",[],1,[],-1,[],"","",0,0,0
4479,"GSCentipedeReactorGuardianFireMeleeFlameWave","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11799,0,0,"",4585,[],"",[],1,[],-1,[],"","",0,0,0
4480,"GACyclopsSpiderDontBeUnderMe","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11800,0,0,"",4586,[],"",[],1,[],-1,[],"","",0,0,0
4481,"GSToxicRuneVolatileExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11801,0,0,"",4587,[],"",[],1,[],-1,[],"","",0,0,0
4482,"GAAoDP1_SwoopSlamDashStab","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11802,0,0,"",4588,[],"",[],1,[],-1,[],"","",0,0,0
4483,"GAAoDP1_CloneBoltDetonate","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11803,0,0,"",4589,[],"",[],1,[],-1,[],"","",0,0,0
4484,"GSExpeditionApparitionStormCall","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11804,0,0,"",4590,[],"",[],1,[],-1,[],"","",0,0,0
4485,"GSUhtredMirrorCentreHugeBlast","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11805,0,0,"",4591,[],"",[],1,[],-1,[],"","",0,0,0
4486,"GAAoDP2_TriangulateCloneDash","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11809,0,0,"",4592,[],"",[],1,[],-1,[],"","",0,0,0
4487,"GATheBeastPhase3SplitRibsImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11812,0,0,"",4593,[],"",[],1,[],-1,[],"","",0,0,0
4488,"GSTheBeastPhase3PustulesExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11813,0,0,"",4594,[],"",[],1,[],-1,[],"","",0,0,0
4489,"GSTheBeastPhase3HeartBeam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11814,0,0,"",4595,[],"",[],1,[],-1,[],"","",0,0,0
4490,"GSTheBeastPhase3BlastBeam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11815,0,0,"",4596,[],"",[],1,[],-1,[],"","",0,0,0
4491,"GAAoDP2_TriangulateSplitRect","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11816,0,0,"",4597,[],"",[],1,[],-1,[],"","",0,0,0
4492,"GSAoDP2_TriangulateSplitSidewaysRect","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11817,0,0,"",4598,[],"",[],1,[],-1,[],"","",0,0,0
4493,"GSRitualWendigoBossBasicProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",0,0,0,"",4599,[],"",[],1,[],-1,[],"","",0,0,0
4494,"GARitualWendigoBossShadowArmIntroSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11825,0,0,"",4600,[],"",[],1,[],-1,[],"","",0,0,0
4495,"GARitualWendigoBossShadowArmOuterRingSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11826,0,0,"",4601,[],"",[],1,[],-1,[],"","",0,0,0
4496,"GAKalguuranManifestation","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11827,0,0,"",4602,[],"",[],1,[],-1,[],"","",0,0,0
4497,"GACyclopsSpiderBossRipSlamLeft","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11828,0,0,"",4603,[],"",[],1,[],-1,[],"","",0,0,0
4498,"GACyclopsSpiderBossRipSlamRight","",[],"",[],[],"",0,"",2,1000,321,"","",[],48,"","","","",11829,0,0,"",4604,[],"",[],1,[],-1,[],"","",0,0,0
4499,"GACyclopsSpiderBossRipSlamUpward","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11830,0,0,"",4605,[],"",[],1,[],-1,[],"","",0,0,0
4500,"GACyclopsSpiderDontBeUnderMeSpider","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11800,0,0,"",4606,[],"",[],1,[],-1,[],"","",0,0,0
4501,"GACyclopsSpiderBladeDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11831,0,0,"",4607,[],"",[],1,[],-1,[],"","",0,0,0
4502,"GSWardboundMinionBlast","",[],"",[],[],"",0,"",2,1000,322,"","",[],31,"","","","",11833,0,1020,"",4608,[],"",[],1,[],-1,[],"","",0,0,0
4503,"GARitualWendigoBossRemoteFistLeft","",[],"",[],[],"",0,"",2,1000,321,"","",[],1018,"","","","",11835,0,0,"",4609,[],"",[],1,[],-1,[],"","",0,0,0
4504,"GARitualWendigoBossRemoteFistRight","",[],"",[],[],"",0,"",2,1000,321,"","",[],1019,"","","","",11836,0,0,"",4610,[],"",[],1,[],-1,[],"","",0,0,0
4505,"GACyclopsSpiderFloatingMeleeImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11842,0,0,"",4611,[],"",[],1,[],-1,[],"","",0,0,0
4506,"GSqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",0,0,0,"",4612,[],"",[],1,[],-1,[],"","",0,0,0
4507,"GAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",0,0,0,"",4614,[],"",[],1,[],-1,[],"","",0,0,0
4508,"GraveyardSpookyGhostExplodeTime","",[],"",[],[],"",0,"",2,2500,322,"","",[],33,"","","","",11167,0,0,"",4616,[],"",[],1,[],-1,[],"","",0,0,0
4509,"GraveyardSpookyGhostExplode","",[],"",[],[],"",0,"",2,2500,322,"","",[],33,"","","","",10043,0,0,"",4617,[],"",[],1,[],-1,[],"","",0,0,0
4510,"GASaltGolemMelee","",[],"",[],[],"",0,"",2,1000,321,"","",[],1,"","","","",10089,0,0,"",4618,[],"",[],1,[],-1,[],"","",0,0,0
4511,"GARattleCageMelee","",[],"",[],[],"",0,"",2,1000,321,"","",[],1,"","","","",10089,0,0,"",4619,[],"",[],1,[],-1,[],"","",0,0,0
4512,"GAVolcanicMinibossMelee","",[],"",[],[],"",0,"",2,1000,321,"","",[],1,"","","","",11191,0,0,"",4620,[],"",[],1,[],-1,[],"","",0,0,0
4513,"GASulphiteMinibossMelee","",[],"",[],[],"",0,"",2,1000,321,"","",[],1,"","","","",11184,0,0,"",4621,[],"",[],1,[],-1,[],"","",0,0,0
4514,"GASaltGolemEarthquakeSmallImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10097,0,0,"",4622,[],"",[],1,[],-1,[],"","",0,0,0
4515,"GARattleCageEarthquakeSmallImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10153,0,0,"",4623,[],"",[],1,[],-1,[],"","",0,0,0
4516,"GAVolcanicMinibossEarthquakeSmallImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11192,0,0,"",4624,[],"",[],1,[],-1,[],"","",0,0,0
4517,"GASulphiteMinibossEarthquakeSmallImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11185,0,0,"",4625,[],"",[],1,[],-1,[],"","",0,0,0
4518,"GASaltGolemEarthquakeLargeImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10098,0,0,"",4626,[],"",[],1,[],-1,[],"","",0,0,0
4519,"GARattleCageEarthquakeLargeImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10154,0,0,"",4627,[],"",[],1,[],-1,[],"","",0,0,0
4520,"GAVolcanicMinibossEarthquakeLargeImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11193,0,0,"",4628,[],"",[],1,[],-1,[],"","",0,0,0
4521,"GASulphiteMinibossEarthquakeLargeImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11186,0,0,"",4629,[],"",[],1,[],-1,[],"","",0,0,0
4522,"GAMutewindWomanSpearStab1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10126,0,0,"",4630,[],"",[],1,[],-1,[],"","",0,0,0
4523,"GAMutewindWomanSpearStab2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10127,0,0,"",4631,[],"",[],1,[],-1,[],"","",0,0,0
4524,"GSPrimordialFungusReleaseFirefliesPoEM","",[],"",[],[],"",0,"",2,1000,362,"","",[],33,"","","","",1078,0,0,"",4632,[],"",[],1,[],-1,[],"","",0,0,0
4525,"DelayedLightningSpark","",[],"",[],[],"",0,"",2,1200,301,"","",[],"","","","","",0,1,0,"",4633,[],"",[],1,[],-1,[],"","",0,0,0
4526,"DelayedLightningSparkTriggerCascade","",[],"",[],[],"",0,"",2,1200,301,"","",[],"","","","","",0,2,0,"",4634,[],"",[],1,[],-1,[],"","",0,0,0
4527,"SummonedSparkDaemonLightning","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",4635,[],"",[],1,[],-1,[],"","",0,0,0
4528,"SummonedSparkDaemonLightningEpic","",[],"",[],[],"",0,"",2,1000,181,"","",[],"","","","","",0,0,0,"",4636,[],"",[],1,[],-1,[],"","",0,0,0
4529,"LightningIncursionSpark","",[],"",[],[],"",0,"",2,1000,52,"","",[],"","","","","",0,8,0,"",4637,[],"",[],1,[],-1,[],"","",0,0,0
4530,"DelveDwellerSpark","",[],"",[],[],"",0,"",2,1000,52,"","",[],"","","","","",0,11,0,"",4638,[],"",[],1,[],-1,[],"","",0,0,0
4531,"LightningIncursionSparkEpic","",[],"",[],[],"",0,"",2,1000,52,"","",[],"","","","","",0,10,0,"",4639,[],"",[],1,[],-1,[],"","",0,0,0
4532,"EASSanctumPurifierSwordStorm","",[],"",[],[],"",0,"",2,8000,302,"","",[],43,"","","","",0,0,0,"",4640,[],"",[],1,[],-1,[],"","",0,0,0
4533,"EmptyActionSpellVaalArchitect2","",[],"",[],[],"",0,"",2,1070,302,"","",[],55,"","","","",0,0,0,"",4641,[],"",[],1,[],-1,[],"","",0,0,0
4534,"EmptyActionIncursionWeaponStorm","",[],"",[],[],"",0,"",2,5000,302,"","",[],54,"","","","",0,0,0,"",4642,[],"",[],1,[],-1,[],"","",0,0,0
4535,"EmptyActionTriggerTriggerCascade","",[],"",[],[],"",0,"",2,3430,302,"","",[],44,"","","","",0,0,0,"",4643,[],"",[],1,[],-1,[],"","",0,0,0
4536,"EmptyActionAttackArchitectCombo","",[],"",[],[],"",0,"",2,3000,339,"","",[],37,"","","","",0,0,0,"",4644,[],"",[],1,[],-1,[],"","",0,0,0
4537,"EmptyActionSpellArchitectCombo","",[],"",[],[],"",0,"",2,3000,302,"","",[],37,"","","","",0,0,0,"",4645,[],"",[],1,[],-1,[],"","",0,0,0
4538,"EmptyActionDemonSacrificialHeal","",[],"",[],[],"",0,"",2,1000,302,"","",[],34,"","","","",0,0,0,"",4646,[],"",[],1,[],-1,[],"","",0,0,0
4539,"EmptyActionIncursionProjectileRuckus","",[],"",[],[],"",0,"",2,8130,323,"","",[],54,"","","","",0,0,0,"",4647,[],"",[],1,[],-1,[],"","",0,0,0
4540,"EmptyActionQiongqiSpiked","",[],"",[],[],"",0,"",2,4000,339,"","",[],33,"","","","",0,0,0,"",4648,[],"",[],1,[],-1,[],"","",0,0,0
4541,"EmptyActionAttackArbalestMultiShot","",[],"",[],[],"",0,"",2,2330,339,"","",[],45,"","","","",0,0,0,"",4649,[],"",[],1,[],-1,[],"","",0,0,0
4542,"EmptyActionDashWraith","",[],"",[],[],"",0,"",2,1330,302,"","",[],35,"","","","",0,0,0,"",4650,[],"",[],1,[],-1,[],"","",0,0,0
4543,"EmptyActionDashWraith2","",[],"",[],[],"",0,"",2,1330,302,"","",[],37,"","","","",0,0,0,"",4651,[],"",[],1,[],-1,[],"","",0,0,0
4544,"EmptyActionArmourFirestorm","",[],"",[],[],"",0,"",2,3500,323,"","",[],43,"","","","",0,0,0,"",4652,[],"",[],1,[],-1,[],"","",0,0,0
4545,"EmptyActionSonicPulse","",[],"",[],[],"",0,"",2,4000,302,"","",[],45,"","","","",0,0,0,"",4653,[],"",[],1,[],-1,[],"","",0,0,0
4546,"EmptyActionDelveDweller","",[],"",[],[],"",0,"",2,4000,323,"","",[],37,"","","","",0,0,0,"",4654,[],"",[],1,[],-1,[],"","",0,0,0
4547,"EmptyActionBetrayalSkeletonCannonBombard","",[],"",[],[],"",0,"",2,5530,302,"","",[],31,"","","","",0,0,0,"",4655,[],"",[],1,[],-1,[],"","",0,0,0
4548,"EmptyActionAttackOssuaryWitchLance","",[],"",[],[],"",0,"",2,2000,339,"","",[],43,"","","","",0,0,0,"",4656,[],"",[],1,[],-1,[],"","",0,0,0
4549,"EmptyActionLegionKaruiSnipeRain","",[],"",[],[],"",0,"",2,3830,339,"","",[],36,"","","","",0,0,0,"",4657,[],"",[],1,[],-1,[],"","",0,0,0
4550,"EmptyActionLegionHyrrisFishRocketJump","",[],"",[],[],"",0,"",2,5000,302,"","",[],71,"","","","",0,0,0,"",4658,[],"",[],1,[],-1,[],"","",0,0,0
4551,"EmptyActionSanctumLioneyeAttackLeft","",[],"",[],[],"",0,"",2,1500,339,"","",[],43,"","","","",0,0,0,"",4659,[],"",[],1,[],-1,[],"","",0,0,0
4552,"EmptyActionSanctumLioneyeAttackRight","",[],"",[],[],"",0,"",2,1500,339,"","",[],44,"","","","",0,0,0,"",4660,[],"",[],1,[],-1,[],"","",0,0,0
4553,"EmptyActionSanctumLioneyeAttackBack","",[],"",[],[],"",0,"",2,1500,339,"","",[],45,"","","","",0,0,0,"",4661,[],"",[],1,[],-1,[],"","",0,0,0
4554,"EmptyActionSanctumLioneyeFlareStorm","",[],"",[],[],"",0,"",2,3000,340,"","",[],46,"","","","",0,0,0,"",4662,[],"",[],1,[],-1,[],"","",0,0,0
4555,"EmptyActionAttackBrutusMultiSlam","",[],"",[],[],"",0,"",2,3500,339,"","",[],71,"","","","",0,0,0,"",4663,[],"",[],1,[],-1,[],"","",0,0,0
4556,"EmptyActionAttackDeliriumPhysBossSweepCleave","",[],"",[],[],"",0,"",2,1830,339,"","",[],9,"","","","",0,0,0,"",4664,[],"",[],1,[],-1,[],"","",0,0,0
4557,"EmptyActionAttackDeliriumPhysBossMultiSlam","",[],"",[],[],"",0,"",2,3500,339,"","",[],71,"","","","",0,0,0,"",4665,[],"",[],1,[],-1,[],"","",0,0,0
4558,"EmptyActionAttackDeliriumPhysBossGroundSlam","",[],"",[],[],"",0,"",2,3170,339,"","",[],13,"","","","",0,0,0,"",4666,[],"",[],1,[],-1,[],"","",0,0,0
4559,"EmptyActionSpellDeliriumDemonColdGroundSpear","",[],"",[],[],"",0,"",2,4500,302,"","",[],56,"","","","",0,0,0,"",4667,[],"",[],1,[],-1,[],"","",0,0,0
4560,"EmptyActionSpellDeliriumDemonColdSpearToss","",[],"",[],[],"",0,"",2,4500,302,"","",[],63,"","","","",0,0,0,"",4668,[],"",[],1,[],-1,[],"","",0,0,0
4561,"EmptyActionSpellDeliriumSkillDaemon","",[],"",[],[],"",0,"",2,1050,302,"","",[],33,"","","","",0,0,0,"",4669,[],"",[],1,[],-1,[],"","",0,0,0
4562,"EmptyActionSpellDeliriumSkillDaemonFire","",[],"",[],[],"",0,"",2,1050,302,"","",[],43,"","","","",0,0,0,"",4670,[],"",[],1,[],-1,[],"","",0,0,0
4563,"EmptyActionSpellDeliriumSkillDaemonCold","",[],"",[],[],"",0,"",2,1050,302,"","",[],44,"","","","",0,0,0,"",4671,[],"",[],1,[],-1,[],"","",0,0,0
4564,"EmptyActionSpellDeliriumSkillDaemonLightning","",[],"",[],[],"",0,"",2,1050,302,"","",[],45,"","","","",0,0,0,"",4672,[],"",[],1,[],-1,[],"","",0,0,0
4565,"EmptyActionSpellDeliriumDemonPhysWeaponToss","",[],"",[],[],"",0,"",2,4000,302,"","",[],63,"","","","",0,0,0,"",4673,[],"",[],1,[],-1,[],"","",0,0,0
4566,"EmptyActionAttackDeliriumMinionTripleSlam","",[],"",[],[],"",0,"",2,4000,339,"","",[],13,"","","","",0,0,0,"",4674,[],"",[],1,[],-1,[],"","",0,0,0
4567,"EASDeliriumLightningModDemon","",[],"",[],[],"",0,"",2,2500,302,"","",[],45,"","","","",0,0,0,"",4675,[],"",[],1,[],-1,[],"","",0,0,0
4568,"EmptyActionSpellGigaBall","",[],"",[],[],"",0,"",2,7200,302,"","",[],37,"","","","",0,0,0,"",4676,[],"",[],1,[],-1,[],"","",0,0,0
4569,"EASDeliriumSoulMortarDaemon","",[],"",[],[],"",0,"",2,2000,302,"","",[],31,"","","","",0,0,0,"",4677,[],"",[],1,[],-1,[],"","",0,0,0
4570,"EASDeliriumCascadeDaemon","",[],"",[],[],"",0,"",2,1050,302,"","",[],33,"","","","",0,0,0,"",4678,[],"",[],1,[],-1,[],"","",0,0,0
4571,"EASDeliriumLightningBallBombard","",[],"",[],[],"",0,"",2,5500,323,"","",[],41,"","","","",0,0,0,"",4679,[],"",[],1,[],-1,[],"","",0,0,0
4572,"EASDeliriumSlamma","",[],"",[],[],"",0,"",2,2170,323,"","",[],13,"","","","",0,0,0,"",4680,[],"",[],1,[],-1,[],"","",0,0,0
4573,"EASDeliriumNoodleBeams","",[],"",[],[],"",0,"",2,2500,302,"","",[],33,"","","","",0,0,0,"",4681,[],"",[],1,[],-1,[],"","",0,0,0
4574,"EAAHarvestSpiderLacerate","",[],"",[],[],"",0,"",2,2130,339,"","",[],27,"","","","",0,0,0,"",4682,[],"",[],1,[],-1,[],"","",0,0,0
