"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
13419,"off_hand_attack_damage_penetrates_fire_resist_%","","","",1,"",1,"","",1,2934353796,[],"","","",1,[],[],""
13420,"off_hand_attack_damage_penetrates_cold_resist_%","","","",1,"",1,"","",1,1766750219,[],"","","",1,[],[],""
13421,"off_hand_attack_damage_penetrates_lightning_resist_%","","","",1,"",1,"","",1,878051711,[],"","","",1,[],[],""
13422,"base_attack_damage_penetrates_fire_resist_%","","","",1,"","","","",1,3830890351,[],"","","",1,[],[],""
13423,"base_attack_damage_penetrates_cold_resist_%","","","",1,"","","","",1,1257302595,[],"","","",1,[],[],""
13424,"base_attack_damage_penetrates_lightning_resist_%","","","",1,"","","","",1,259501166,[],"","","",1,[],[],""
13425,"base_attack_damage_penetrates_elemental_resist_%","","","",1,"","","","",1,310816269,[],1,"","",1,[],[],""
13426,"main_hand_attack_damage_penetrates_chaos_resist_%","","","",1,"",1,"","",1,2943036321,[],"","","",1,[],[],""
13427,"off_hand_attack_damage_penetrates_chaos_resist_%","","","",1,"",1,"","",1,3345509366,[],"","","",1,[],[],""
13428,"base_attack_damage_penetrates_chaos_resist_%","","","",1,"","","","",1,1019894105,[],"","","",1,[],[],""
13429,"banner_taunt_duration_+%",1,"","",1,"","","","",1,1933577196,[],"","","",1,[],[],""
13430,"ambush_additional_critical_strike_chance_permyriad","","","",7,"","","","",1,1366297125,[],"","","",1,[],[],""
13431,"vanishing_ambush_critical_strike_multiplier_+","","","",3,"","","","",1,3089635401,[],"","","",1,[],[],""
13432,"vanishing_ambush_prevent_other_exerted_effects","","","",4,1,"","","",1,3621479420,[],"","","",1,[],[],""
13433,"skill_is_random_element_skill","","","",4,"","","","",1,2417113564,[],"","","",1,[],[],""
13434,"support_focused_ballista_totem_attack_speed_+%_final","","","",1,"","","","",1,188711715,[],"",1,"",1,[],[],""
13435,"support_focused_ballista_totem_damage_+%_final","","","",1,"","","","",1,1522006014,[],"",1,"",1,[],[],""
13436,"base_number_of_reapers_allowed","","","",3,"","","","",1,833184882,[],"","","",1,[],[],""
13437,"map_expedition_faction","","","",3,"","","","",1,3556326381,[],"","","","",[],[],""
13438,"support_executioner_damage_vs_enemies_on_low_life_+%_final","","","",1,"","","","",1,480792011,[],"","","",1,[],[],""
13439,"support_executioner_gain_one_rare_monster_mod_on_kill_ms","","","",3,1,"","","",1,2678028012,[],"","","",1,[],[],""
13440,"support_executioner_refresh_stolen_mod_on_hitting_rare_or_unique_monster_chance_%","","","",1,"","","","",1,1809069370,[],"","","",1,[],[],""
13441,"support_executioner_buff_duration_ms",1,"","",3,"",1,"","",1,3021342018,[],"","","",1,[34],[],""
13442,"lightning_burst_display","","","",4,"","","","",1,3954972967,[],"","","",1,[],[],""
13443,"is_demon","","","",4,1,"","","",1,249604311,[],"","","",1,[],[],""
13444,"minion_undead_minions_are_demons_instead","","","",4,1,"","","",1,529377354,[],"","","",1,[],[],""
13445,"infernal_familiar_nearby_enemies_fire_damage_taken_+%","","","",1,"","","","",1,2229961708,[],"","","",1,[],[],""
13446,"infernal_familiar_revive_if_killed_by_enemies_ms","","","",3,"","","","",1,2966033415,[],12,"","",1,[],[],""
13447,"local_display_trigger_summon_infernal_familiar_when_allocated","","","",4,"","","","",1,2606616917,[],"","","",1,[],[],""
13448,"virtual_maximum_fury_charges","","","",3,"",1,"","",1,1872161444,[],"","","",1,[],[],""
13449,"current_fury_charges","","","",3,"","","","",1,3470167127,[],"","","",1,[],[],""
13450,"minimum_fury_charges","","","",3,"","","","",1,1415986908,[],"","","",1,[],[],""
13451,"damage_+%_final_per_fury_charge","","","",1,"","","","",1,1130380006,[],"","","",1,[],[],""
13452,"attack_speed_+%_per_fury_charge","","","",1,"","","","",1,3482410599,[],"","","",1,[],[],""
13453,"life_loss_%_per_minute_per_fury_charge","","","",1,1,"","","",1,1724945799,[],"","","",1,[],[],""
13454,"minion_demon_maximum_fury_charges","","","",3,"","","","",1,166242920,[],"","","",1,[],[],""
13455,"minion_demon_damage_+%_final_per_fury_charge","","","",1,"","","","",1,1136229901,[],"","","",1,[],[],""
13456,"minion_demon_attack_speed_+%_per_fury_charge","","","",1,"","","","",1,1904232266,[],"","","",1,[],[],""
13457,"minion_demon_life_loss_%_per_minute_per_fury_charge","","","",1,"","","","",1,2827867243,[],"","","",1,[],[],""
13458,"meta_demon_caster_supported_skills_damage_+%_final",1,"","",1,"","","","",1,456944663,[],"","","",1,[],[],""
13459,"meta_demon_caster_supported_skills_damage_+%_final_per_linked_active_skill","","","",1,"","","","",1,531780717,[],"","","",1,[],[],""
13460,"base_maximum_fury_charges","","","",3,"","","","",1,1722095207,[],"","","",1,[],[],""
13461,"add_fury_charge_on_hit_%","","","",1,"","","","",1,2205627190,[],"","","",1,[],[],""
13462,"minion_demon_add_fury_charge_on_hit_%","","","",1,"","","","",1,645242885,[],"","","",1,[],[],""
13463,"number_of_infernal_familiars_allowed","","","",3,"","","","",1,3145447920,[],12,"","",1,[],[],""
13464,"number_of_active_infernal_familiars","","","",3,"","","","",1,3101414195,[],"","","",1,[],[],""
13465,"minion_demon_gain_fury_charge_when_allied_minion_dies_in_x_range","","","",3,"","","","",1,783088098,[],"","","",1,[],[],""
13466,"triggered_by_meta_minion","","","",4,1,"","","",1,3678177813,[],"","","",1,[],[],""
13467,"damage_+%_final_for_meta_minion","","","",1,"","","","",1,1239425319,[],"","","",1,[],[],""
13468,"minion_fire_damage_+%","","","",1,"","","","",1,3430386449,[],"","","",1,[],[],""
13469,"skill_is_crossbow_ammo_skill","","","",4,1,"","","",1,1261955310,[],"","","",1,[],[],""
13470,"spear_wall_maximum_active_spears","","","",3,1,"","","",1,3736084626,[],"","","",1,[],[],""
13471,"projectile_angle_variance_+%","","","",1,1,"","","",1,1954021958,[],"","","",1,[],[],""
13472,"support_crossbow_ammunition_damage_+%_final","","","",1,"","","","",1,3298300861,[],"","","",1,[],[],""
13473,"no_additional_projectiles","","","",4,"","","","",1,37506647,[],"","","",1,[],[],""
13474,"monster_mortar_bounce_angle_variance","","","",3,1,"","","",1,2040774755,[],"","","",1,[],[],""
13475,"projectile_speed_+%_per_chain","","","",1,1,"","","",1,145574070,[],"","","",1,[],[],""
13476,"reaper_debuff_damage_+%_final",1,"","",1,"","","","",1,4045485123,[],"","","",1,[],[],""
13477,"reaper_debuff_maximum_life_+%_final",1,"","",1,"","","","",1,3441016674,[],"","","",1,[],[],""
13478,"non_reaper_minion_damage_+%_final",1,"","",1,"","","","",1,3767599961,[],"","","",1,[],[],""
13479,"non_reaper_minion_maximum_life_+%_final",1,"","",1,"","","","",1,1631461197,[],"","","",1,[],[],""
13480,"trauma_strike_shockwave_area_of_effect_+%_per_100ms_stun_duration_up_to_400%","","","",1,"","","","",1,4064727705,[],"","","",1,[],[],""
13481,"trauma_strike_self_damage_per_trauma","","","",3,"","","","",1,1769398811,[],"","","",1,[],[],""
13482,"trauma_base_duration_ms","","","",3,"","","","",1,1418768124,[],"","","",1,[],[],""
13483,"trauma_strike_damage_+%_final_per_trauma","","","",1,"","","","",1,1580103257,[],"","","",1,[],[],""
13484,"current_trauma","","","",3,1,"","","",1,2358824587,[],"","","",1,[],[],""
13485,"trauma_duration_ms","","","",3,"",1,"","",1,1502993320,[],"","","",1,[],[],""
13486,"base_weapon_trap_total_rotation_%","","","",1,"","","","",1,2713255312,[],"","","",1,[],[],""
13487,"primary_projectile_chains_+","","","",3,"","","","",1,84145712,[],"","","",1,[],[],""
13488,"primary_projectile_chain_num","","","",3,1,1,"","",1,1954123810,[],"","","",1,[],[],""
13489,"incinerate_alternative_fire_damage_per_minute","","","",3,"","","","",1,3042280925,[],"","","",1,[],[],""
13490,"incinerate_alternative_dot_duration_ms","","","",3,"","","","",1,1207517193,[],"","","",1,[],[],""
13491,"test_league_flags","","","",3,"","","","",1,812971992,[],"","","","",[],[],""
13492,"glacial_hammer_shatter_frozen_enemies_at_33%_life","","","",4,"","","","",1,649497714,[],"","","",1,[],[],""
13493,"flask_throw_ruby_flask_ignite_effect_+%","","","",1,"","","","",1,943833676,[],"","","",1,[],[],""
13494,"flask_throw_sapphire_flask_ignites_also_chill_duration_ms","","","",3,"","","","",1,2228204369,[],"","","",1,[],[],""
13495,"flask_throw_topaz_flask_ignites_also_shock_duration_ms","","","",3,"","","","",1,3197485303,[],"","","",1,[],[],""
13496,"ignites_also_chill_duration_ms","","","",3,"","","","",1,2289123381,[],"","","",1,[],[],""
13497,"ignites_also_shock_duration_ms","","","",3,"","","","",1,625351609,[],"","","",1,[],[],""
13498,"flask_throw_base_charges_used","","","",3,"","","","",1,4039061983,[],"","","",1,[],[],""
13499,"flask_throw_damage_+%_final_per_charge_used","","","",1,"","","","",1,1966515480,[],"","","",1,[],[],""
13500,"active_skill_targeting_range_+%","","","",1,1,"","","",1,2964126306,[],"","","",1,[],[],""
13501,"local_display_socketed_gems_supported_by_level_x_focussed_ballista","",1,"",3,"","","","",1,3197696038,[],"","","","",[],[],""
13502,"local_display_socketed_gems_supported_by_level_x_earthbreaker","",1,"",3,"","","","",1,2704611774,[],"","","","",[],[],""
13503,"weapon_trap_total_rotation_%_if_dual_wielding","","","",1,"","","","",1,1817167792,[],"","","",1,[],[],""
13504,"weapon_trap_rotation_speed_+%_if_dual_wielding","","","",1,"","","","",1,4053150244,[],"","","",1,[],[],""
13505,"warcry_empowers_next_x_melee_attacks",1,"","",3,"","","","",1,2805693978,[],18,"","",1,[],[],""
13506,"virtual_skill_empowers_next_x_melee_attacks","","","",3,1,1,"","",1,3072953095,[],"","","",1,[],[],""
13507,"map_is_expedition_saga","","","",4,"","","","",1,1928593761,[],"","","",1,[],[],""
13508,"molten_shell_expire_after_x_hits","","","",3,"","","","",1,2627039963,[],"","","",1,[],[],""
13509,"flask_throw_minimum_lightning_damage_if_used_topaz_flask","","","",3,"","","","",1,2693394862,[],"","","",1,[],[],""
13510,"flask_throw_maximum_lightning_damage_if_used_topaz_flask","","","",3,"","","","",1,2038377626,[],"","","",1,[],[],""
13511,"flask_throw_minimum_cold_damage_if_used_sapphire_flask","","","",3,"","","","",1,2724704395,[],"","","",1,[],[],""
13512,"flask_throw_maximum_cold_damage_if_used_sapphire_flask","","","",3,"","","","",1,571055437,[],"","","",1,[],[],""
13513,"map_expedition_relics_+%","","","",1,"","","","",1,4161384998,[],"","","",1,[],[],""
13514,"map_expedition_explosion_radius_+%","","","",1,"","","","",1,171645208,[],"","","",1,[],[],""
13515,"map_expedition_explosives_+%","","","",1,"","","","",1,1036280920,[],"","","",1,[],[],""
13516,"specific_skills_pvp_dot_scaling_time_override_ms","","","",3,"","","","",1,1541560284,[],"","","",1,[],[],""
13517,"cannot_gain_corrupted_blood_while_you_have_at_least_5_stacks","","","",4,"","","","",1,2671191994,[],11,"","",1,[],[],""
13518,"base_ward","","","",3,"","","","",1,3807110136,[],"","","",1,[],[],""
13519,"ward","","","",3,1,1,"","",1,32708564,[],"","","",1,[],[],""
13520,"ward_+%","","","",1,"","","","",1,1169028562,[],"","","",1,[],[],""
13521,"local_ward","",1,"",3,"","","","",1,424650318,[],"","","",1,[],[],""
13522,"local_ward_+%","",1,"",1,"","","","",1,3756776243,[],"","","",1,[],[],""
13523,"ward_broken","","","",4,1,"","","",1,2601453646,[],"","","",1,[],[],""
13524,"ward_delay","","","",3,"",1,"","",1,2410931641,[],"","","",1,[0],[],""
13525,"ward_delay_recovery_+%","","","",1,"","","","",1,773183286,[],"","","",1,[],[],""
13526,"max_adaptations",1,"","",3,1,1,"","",1,1131829002,[],"","","",1,[0],[],""
13527,"max_adaptations_+","","","",3,"","","","",1,4113668385,[],"","","",1,[],[],""
13528,"num_fire_adaptations","","","",3,1,"","","",1,1786475712,[],"","","",1,[],[],""
13529,"num_cold_adaptations","","","",3,1,"","","",1,1817119339,[],"","","",1,[],[],""
13530,"num_lightning_adaptations","","","",3,1,"","","",1,2046122952,[],"","","",1,[],[],""
13531,"num_adaptations","","","",3,"",1,"","",1,21915053,[],"","","",1,[0],[],""
13532,"adaptation_duration","","","",3,"",1,"","",1,3456749995,[],"","","",1,[0],[],""
13533,"adaptation_duration_+%","","","",1,"","","","",1,955549406,[],"","","",1,[],[],""
13534,"base_damage_bypass_ward_%","","","",1,"","","","",1,1805796,[],"","","",1,[],[],""
13535,"base_physical_damage_bypass_ward_%","","","",1,"","","","",1,3290928388,[],"","","",1,[],[],""
13536,"base_fire_damage_bypass_ward_%","","","",1,"","","","",1,31073806,[],"","","",1,[],[],""
13537,"base_cold_damage_bypass_ward_%","","","",1,"","","","",1,2526238638,[],"","","",1,[],[],""
13538,"base_lightning_damage_bypass_ward_%","","","",1,"","","","",1,3233898695,[],"","","",1,[],[],""
13539,"base_chaos_damage_bypass_ward_%","","","",1,"","","","",1,2986247487,[],"","","",1,[],[],""
13540,"physical_damage_bypass_ward_%","","","",1,"",1,"","","",3393097831,[],"","","",1,[0],[],""
13541,"fire_damage_bypass_ward_%","","","",1,"",1,"","","",2788516337,[],"","","",1,[0],[],""
13542,"cold_damage_bypass_ward_%","","","",1,"",1,"","","",2050600404,[],"","","",1,[0],[],""
13543,"lightning_damage_bypass_ward_%","","","",1,"",1,"","","",2661602615,[],"","","",1,[0],[],""
13544,"chaos_damage_bypass_ward_%","","","",1,"",1,"","","",2581543273,[],"","","",1,[0],[],""
13545,"base_ward_delay_override","","","",3,"","","","",1,2294415734,[],"","","",1,[],[],""
13546,"total_ward_of_animated_guardians_items","","","",3,"","","","",1,4032900007,[],"","","",1,[],[],""
13547,"total_adaptation_rating_of_animated_guardians_items","","","",3,"","","","",1,4029630283,[],"","","",1,[],[],""
13548,"animated_weapon_ward","","","",3,"",1,"","","",1749626275,[],"","","",1,[0],[],""
13549,"animated_weapon_adaptation_rating","","","",3,"",1,"","","",1910428091,[],"","","",1,[0],[],""
13550,"base_shield_ward","","","",3,"","","","",1,3760009425,[],"","","",1,[],[],""
13551,"ancestor_totem_weapon_epk_variation","","","",3,1,"","","",1,4056345527,[],"","","",1,[],[],""
13552,"soulfeast_chaos_damage_to_self","","","",3,"",1,"","",1,756075811,[],"","","",1,[1],[],""
13553,"dispel_bleed_on_guard_skill_use","","","",4,"","","","",1,2366517981,[],2,"","",1,[],[],""
13554,"dispel_corrupted_blood_on_guard_skill_use","","","",4,"","","","",1,3893346523,[],11,"","",1,[],[],""
13555,"flask_charges_gained_+%_if_crit_recently","","","",1,"","","","",1,3047037698,[],17,"","",1,[],[],""
13556,"remove_maim_and_hinder_on_flask_use","","","",4,"","","","",1,3712884594,[],17,"","",1,[],[],""
13557,"single_primary_projectile","","","",4,"","","","",1,3648170017,[],"","","",1,[],[],""
13558,"eye_of_winter_base_explosion_shards","","","",3,1,"","","",1,50247199,[],"","","",1,[],[],""
13559,"eye_of_winter_display_number_of_explosion_shards","","","",3,"",1,"","",1,609812189,[],"","","",1,[],[],""
13560,"eye_of_winter_first_hit_damage_+%_final","","","",1,"","","","",1,1111139397,[],"","","",1,[],[],""
13561,"unaffected_by_corrupted_blood_while_leeching","","","",4,"","","","",1,3422375755,[],"","","",1,[],[],""
13562,"unaffected_by_corrupted_blood","","","",4,"",1,"","","",635645582,[],"","","",1,[0],[],""
13563,"off_hand_critical_strike_chance_+_per_10_es_on_shield","","","",3,"","","","",1,3455025931,[],"","","",1,[],[],""
13564,"off_hand_critical_strike_multiplier_+_per_10_es_on_shield","","","",3,"","","","",1,1891436087,[],"","","",1,[],[],""
13565,"stibnite_flask_evasion_rating_+%_final","","","",1,"","","","",1,167370652,[],"","","",1,[],[],""
13566,"basalt_flask_armour_+%_final","","","",1,"","","","",1,496878756,[],"","","",1,[],[],""
13567,"local_flask_taunt_enemies_on_use_radius","",1,"",3,"","","","",1,1148708152,[],"","","",1,[],[],""
13568,"frozen_effect_on_self_+%",1,"","",1,"",1,"","","",1919664603,[],"","","",1,[0],[],""
13569,"base_frozen_effect_on_self_+%","","","",1,"","","","",1,1752848217,[],"","","",1,[],[],""
13570,"local_flask_accuracy_rating_+%_during_effect","",1,"",1,"","","","",1,4117263515,[],"","","",1,[],[],""
13571,"local_flask_ward_+%_during_effect","",1,"",1,"","","","",1,461723867,[],"","","",1,[],[],""
13572,"energy_shield_additive_modifiers_instead_apply_to_ward","","","",4,"","","","",1,2599547488,[],"","","",1,[],[],""
13573,"ward_delay_paused","","","",4,"","","","",1,3020112961,[],"","","",1,[],[],""
13574,"cannot_adapt_to_fire","","","",4,"","","","",1,2451334860,[],"","","",1,[],[],""
13575,"cannot_adapt_to_cold","","","",4,"","","","",1,1349257748,[],"","","",1,[],[],""
13576,"cannot_adapt_to_lightning","","","",4,"","","","",1,3262478596,[],"","","",1,[],[],""
13577,"skill_maximum_travel_distance",1,"","",3,1,"","","",1,4272997398,[],"","","",1,[],[],""
13578,"local_flask_restore_ward","",1,"",4,"","","","",1,379009135,[],"","","",1,[],[],""
13579,"prismatic_rain_beam_base_frequency_ms","","","",3,"","","","",1,1561081083,[],"","","",1,[],[],""
13580,"shield_charge_end_slide_speed",1,"","",3,1,"","","",1,3039310240,[],"","","",1,[],[],""
13581,"map_minimap_main_area_revealed","","","",4,"","","","",1,908072582,[],"","","",1,[],[],""
13582,"ward_does_not_break","","","",4,"","","","",1,3062054078,[],"","","",1,[],[],""
13583,"local_flask_ward_does_not_break_during_effect","",1,"",1,"","","","",1,3904274481,[],"","","",1,[],[],""
13584,"adaptations_apply_to_all_elements","","","",4,"","","","",1,2963305993,[],"","","",1,[],[],""
13585,"local_flask_adaptations_apply_to_all_elements_during_effect","",1,"",4,"","","","",1,1749744791,[],"","","",1,[],[],""
13586,"damage_+%_per_fire_adaptation","","","",1,"","","","",1,2256820041,[],"","","",1,[],[],""
13587,"attack_and_cast_speed_+%_per_cold_adaptation","","","",1,"","","","",1,3699881754,[],"","","",1,[],[],""
13588,"critical_strike_chance_+%_per_lightning_adaptation","","","",1,"","","","",1,2071112499,[],"","","",1,[],[],""
13589,"global_added_chaos_damage_%_of_ward","","","",1,"","","","",1,3502136179,[],"","","",1,[],[],""
13590,"has_stun_prevention_flask","","","",4,1,"","","",1,1660602545,[],"","","",1,[],[],""
13591,"storm_rain_pulse_count","","","",3,"","","","",1,1342199285,[],"","","",1,[],[],""
13592,"summon_arbalist_number_of_additional_projectiles",1,"","",3,"","","","",1,2443914670,[],"","","",1,[],[],""
13593,"summon_arbalist_attack_speed_+%",1,"","",1,"","","","",1,2634081474,[],"","","",1,[],[],""
13594,"summon_arbalist_targets_to_pierce",1,"","",3,"","","","",1,2165881437,[],"","","",1,[],[],""
13595,"summon_arbalist_projectiles_fork",1,"","",4,"","","","",1,3117553349,[],"","","",1,[],[],""
13596,"summon_arbalist_chains_+",1,"","",3,"","","","",1,2767607385,[],"","","",1,[],[],""
13597,"summon_arbalist_number_of_splits",1,"","",3,"","","","",1,1024293586,[],"","","",1,[],[],""
13598,"summon_arbalist_chance_to_deal_double_damage_%",1,"","",1,"","","","",1,299776724,[],"","","",1,[],[],""
