"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
512,"Metadata/Chests/GoblinRockPile02",1,5,"Stacked Rocks","Rochers empilés","Aufgestapelte Felsen","積まれた石","쌓아 올린 바위","Pedras Empilhadas","Сложенные камни","Rocas apiladas","กองหินซ้อน","堆疊石頭","[""Metadata/Chests/GoblinChests/GobRockPile02.ao""]",1,6,"",1,100,[],"","",[],[],"",0,"","MP","FP","","","FP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
513,"Metadata/Chests/GoblinRockPile03",1,5,"Stacked Rocks","Rochers empilés","Aufgestapelte Felsen","積まれた石","쌓아 올린 바위","Pedras Empilhadas","Сложенные камни","Rocas apiladas","กองหินซ้อน","堆疊石頭","[""Metadata/Chests/GoblinChests/GobRockPile03.ao""]",1,5,"",1,100,[],"","",[],[],"",0,"","MP","FP","","","FP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,500,"",1,[],[],[]
514,"Metadata/Chests/GoblinRockPile04",1,3,"Stacked Rocks","Rochers empilés","Aufgestapelte Felsen","積まれた石","쌓아 올린 바위","Pedras Empilhadas","Сложенные камни","Rocas apiladas","กองหินซ้อน","堆疊石頭","[""Metadata/Chests/GoblinChests/GobRockPile04.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","MP","FP","","","FP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
515,"Metadata/Chests/SirenCoralChest01",1,3,"Pod","Cosse","Kapsel","ポッド","주머니","Cápsula","Кокон","Rocas apiladas","รังไหม","容器","[""Metadata/Chests/SirenCoralChest/SirenCoralChest.ao""]","",4,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","MS","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
516,"Metadata/Chests/KaruiChest_01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_01.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
517,"Metadata/Chests/KaruiChest_02",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_02.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"",1,[],[],[]
518,"Metadata/Chests/KaruiChest_03",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_03.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
519,"Metadata/Chests/KaruiChest_04",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_04.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
520,"Metadata/Chests/KaruiChest_05",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_05.ao""]",1,6,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
521,"Metadata/Chests/KaruiChest_06",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_06.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"",1,[],[],[]
522,"Metadata/Chests/KaruiChest_07",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_07.ao""]",1,6,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
523,"Metadata/Chests/KaruiChest_08",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_07.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"",1,[],[],[]
524,"Metadata/Chests/KaruiChest_09",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KaruiChests/KaruiChest_09.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
525,"Metadata/Chests/TwilightOrderChest01",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/TwilightOrder/TwilightChest01.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
526,"Metadata/Chests/TwilightOrderChest02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/TwilightOrder/TwilightChest02.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
527,"Metadata/Chests/TwilightOrderChest03",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/TwilightOrder/TwilightChest03.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
528,"Metadata/Chests/TwilightOrderChest04",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/TwilightOrder/TwilightChest04.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
529,"Metadata/Chests/QuestChests/SnakePit/SnakeLadyPotionChest",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/CrazySnakeLady/CrazySnakeLadyChest.ao""]",1,2,"","",100,[],3676,"",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",3,200,"",1,[],[],[]
530,"Metadata/Chests/KaruiBasket_01",1,4,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/KaruiBaskets/KaruiBasket04.ao""]",1,6,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
531,"Metadata/Chests/KaruiBasket_02",1,4,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/KaruiBaskets/KaruiBasket05.ao""]",1,6,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
532,"Metadata/Chests/KaruiPot_01",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KaruiPots/KaruiPot01.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
533,"Metadata/Chests/KaruiPot_02",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KaruiPots/KaruiPot02.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
534,"Metadata/Chests/KaruiPot_03",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KaruiPots/KaruiPot03.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
535,"Metadata/Chests/KaruiPot_04",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KaruiPots/KaruiPot04.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
536,"Metadata/Chests/KaruiStash_01",1,4,"Stash","Cachette","Versteck","スタッシュ","보관함","Baú","Тайник","Alijo","ที่เก็บของ","藏匿處","[""Metadata/Chests/KaruiStash/KaruiStash01.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","F","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
537,"Metadata/Chests/KaruiStash_02",1,4,"Stash","Cachette","Versteck","スタッシュ","보관함","Baú","Тайник","Alijo","ที่เก็บของ","藏匿處","[""Metadata/Chests/KaruiStash/KaruiStash02.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","F","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
538,"Metadata/Chests/KaruiStash_03",1,4,"Stash","Cachette","Versteck","スタッシュ","보관함","Baú","Тайник","Alijo","ที่เก็บของ","藏匿處","[""Metadata/Chests/KaruiStash/KaruiStash03.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","F","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
539,"Metadata/Chests/KaruiStash_04",1,4,"Stash","Cachette","Versteck","スタッシュ","보관함","Baú","Тайник","Alijo","ที่เก็บของ","藏匿處","[""Metadata/Chests/KaruiStash/KaruiStash04.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","F","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
540,"Metadata/Chests/EzomyteChest_01",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/EzomyteChest_01.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
541,"Metadata/Chests/EzomyteChest_02",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/EzomyteChest_02.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
542,"Metadata/Chests/EzomyteChest_03",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/EzomyteChest_03.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
543,"Metadata/Chests/EzomyteChest_04",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/EzomyteChest_04.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
544,"Metadata/Chests/EzomyteChest_05",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/EzomyteChests/EzomyteChest_05.ao""]","",2,"",1,100,[],"","",[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
545,"Metadata/Chests/EzomyteChest_06",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/EzomyteChests/EzomyteChest_06.ao""]","",2,"",1,100,[],"","",[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
546,"Metadata/Chests/DoryaniFloorChest_01","",4,"Cadavers","Cadavres","Kadaver","献体","사체","Cadáveres","Изуродованные тела","Cadáveres","ซากศพ","死屍","[""Metadata/Chests/DoryaniFloorChests/FloorChest_Small_01_Floorpanel_01.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","MP","FP","","","MP","NP","MP","","",100,"","",[],"","Metadata/Chests/DoryaniFloorChests/DoryaniFloorChest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,1000,"",1,[],[],[]
547,"Metadata/Chests/DoryaniFloorChest_02","",4,"Cadavers","Cadavres","Kadaver","献体","사체","Cadáveres","Изуродованные тела","Cadáveres","ซากศพ","死屍","[""Metadata/Chests/DoryaniFloorChests/FloorChest_Medium_01_Floorpanel_02.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","MP","FP","","","MP","NP","MP","","",100,"","",[],"","Metadata/Chests/DoryaniFloorChests/DoryaniFloorChest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,1000,"",1,[],[],[]
548,"Metadata/Chests/DoryaniFloorChest_03","",4,"Cadavers","Cadavres","Kadaver","献体","사체","Cadáveres","Изуродованные тела","Cadáveres","ซากศพ","死屍","[""Metadata/Chests/DoryaniFloorChests/FloorChest_Large_01_Floorpanel_03.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","MP","FP","","","MP","NP","MP","","",100,"","",[],"","Metadata/Chests/DoryaniFloorChests/DoryaniFloorChest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,1000,"",1,[],[],[]
549,"Metadata/Chests/DoryaniWallChest",1,4,"Cadaver","Cadavre","Kadaver","献体","사체","Cadáver","Изуродованное тело","Cadáver","ซากศพ","死屍","[""Metadata/Chests/DoryaniWallChest/DoryaniWallChest.ao""]",1,4,"","",100,[],"","",[],[],"",0,"","M","FP","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/DoryaniWallChest/DoryaniWallChest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",0,400,"",1,[],[],[]
550,"Metadata/Chests/TwilightChest_01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest01.ao""]",1,7,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,"",1,700,"",1,[],[],[]
551,"Metadata/Chests/TwilightChest_02",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest02.ao""]",1,7,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,"",1,700,"",1,[],[],[]
552,"Metadata/Chests/TwilightChest_03",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest03.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
553,"Metadata/Chests/TwilightChest_04",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest04.ao""]",1,7,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,"",1,700,"",1,[],[],[]
554,"Metadata/Chests/TwilightChest_05",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest05.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
555,"Metadata/Chests/TwilightChest_06",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest06.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
556,"Metadata/Chests/TwilightChest_07",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest07.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
557,"Metadata/Chests/TwilightChest_08",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest08.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
558,"Metadata/Chests/DoryanisDreamCannister_03_Small",1,2,"Canister","Bidon","Kanister","缶","용기","Vasilhame","Шкатулка","Contenedor","ภาชนะบรรจุ","罐子","[""Metadata/Chests/DoryanisDreamCannisters/Cannister03.ao""]","",2,"",1,70,[],"","",[],[],"",0,"","M","M","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
559,"Metadata/Chests/DoryanisDreamCannister_04_Small",1,2,"Canister","Bidon","Kanister","缶","용기","Vasilhame","Шкатулка","Contenedor","ภาชนะบรรจุ","罐子","[""Metadata/Chests/DoryanisDreamCannisters/Cannister04.ao""]","",2,"",1,70,[],"","",[],[],"",0,"","M","M","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
560,"Metadata/Chests/DoryanisDreamCannister_05_Small",1,2,"Canister","Bidon","Kanister","缶","용기","Vasilhame","Шкатулка","Contenedor","ภาชนะบรรจุ","罐子","[""Metadata/Chests/DoryanisDreamCannisters/Cannister05.ao""]","",2,"",1,70,[],"","",[],[],"",0,"","M","M","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
561,"Metadata/Chests/GenericBarrel_01",1,4,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,6,"",1,70,[],"","",[],[],61,0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
562,"Metadata/Chests/ScarecrowChest_01","",4,"Scarecrow","Épouvantail","Vogelscheuche","かかし","허수아비","Espantalho","Пугало","Espantapájaros","หุ่นไล่กา","稻草人","[""Metadata/Chests/Village/Scarecrows/Scarecrow_A_01.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_A_02.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_A_03.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_B_01.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_B_02.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_B_03.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_C_01.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_C_02.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_D_02.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_D_01.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_C_03.ao"",""Metadata/Chests/Village/Scarecrows/Scarecrow_D_03.ao""]",1,6,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
563,"Metadata/Terrain/Gallows/Act1/1_5/Objects/T2_WeaponDrop",1,4,"Refined Arms","Armes améliorées","Veredelte Waffen","洗練された武器","제련된 병기","Armas Refinadas","Готовое оружие","Armamentos refinados","สรรพาวุธ","精製武器","[""Metadata/Chests/RedVale/redvalechestweapons_01.ao""]",1,1,"","",100,[],"","",[],[],"",0,"","FP","FP","","","MP","NS","MP","","",100,"","",[],"","Metadata/Terrain/Gallows/Act1/1_5/Objects/T2_WeaponDrop",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
