"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool_80","i32_81","BuffVisual","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Implementation","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","rid_256","[i32]_272","string_288","string_288 (French)","string_288 (German)","string_288 (Japanese)","string_288 (Korean)","string_288 (Portuguese)","string_288 (Russian)","string_288 (Spanish)","string_288 (Thai)","string_288 (Traditional Chinese)","[rid]_296","[i32]_312","i32_328","PreloadGroup","bool_348","bool_349","bool_350"
1436,"ancestral_slam_big_hit_counter","","","","","","","","","","",1,"","","","","","","","","","","",[],"",1,"","","","",31,0,1,"",18,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1437,"fragile_regrowth","You regenerate life based on how much Fragile Regrowth you have.","Votre Vie de Régénère selon le cumul de Repousse fragile que vous avez.","Ihr regeneriert Leben basierend auf dem Zarten Wachstum, über das Ihr verfügt.","受けている儚い再生の数に基づいて、ライフが自動回復。","캐릭터가 보유하는 불안정한 재성장에 비례하여 생명력을 재생합니다.","Você regenera vida com base na sua quantidade de Regeneração Frágil.","Вы регенерируете здоровье в зависимости от того, сколько у вас зарядов Хрупкого восстановления.","Regeneras vida en función de la cantidad de Rebrote frágil que tengas.","คุณ ฟื้นฟูพลังชีวิต ต่อจำนวนสถานะ ต้นอ่อนฟื้นคืน ที่คุณมี","你的生命回復根據你有多少脆弱再生。","","","Fragile Regrowth","Repousse fragile ","Zartes Wachstum","儚い再生","불안정한 재성장","Regeneração Frágil","Хрупкое восстановление","Rebrote frágil","ต้นอ่อนฟื้นคืน","脆弱再生",[],1,4,1,11108,11109,1,31,1365,1,"",6,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1438,"fragile_regrowth_generation","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,31,0,1,"",18,"",1,1,"",0,"","FragileRegrowthGeneration","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1439,"unique_boots_shocked_ground_while_moving","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","","",31,0,1,"",18,"","","","",0,"","AilmentGroundWhileMoving","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1440,"unique_boots_ignited_ground_while_moving","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","","",31,0,1,"",18,"","","","",0,"","AilmentGroundWhileMoving","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1441,"lightning_resistance_override","","","","","","","","","","",1,"","","","","","","","","","","","[11121,11122]",1,3,"","","","",31,0,"","",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[11121,11122]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1442,"instant_warcry_skill_delay","","","","","","","","","","",1,"","","","","","","","","","","",[],1,2,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1443,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","Vos Loups spectraux octroient des Dégâts physiques supplémentaires à vos attaques.","Eure Spektralwölfe gewähren Euch zusätzlichen physischen Schaden mit Angriffen.","スペクトラルウルフから追加の物理アタックダメージを獲得。","영체 늑대에게서 공격에 추가 물리 피해를 부여받는 중","Seus Lobos Espectrais lhe concedem dano físico adicional com ataques.","Ваши призрачные волки даруют вам дополнительный физический урон от атак","Tus lobos espectrales te otorgan daño físico adicional con ataques","หมาป่าวิญญาณของคุณ ทำให้คุณได้รับ: สร้างความเสียหาย กายภาพ เพิ่มเติมด้วยการโจมตี","你的幽魂狼給予你攻擊額外物理傷害","","","Spectral Pack","Meute spectrale ","Spektrales Rudel","幽体の群れ","영체 무리","Matilha Espectral","Призрачная стая","Manada espectral","ฝูงหมาป่าวิญญาณ","魂群","[30,31]",1,1,"","","","",31,1395,1,"",1,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[30,31]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1444,"chaos_resistance","","","","","","","","","","",1,"","","","","","","","","","","",[145],"",3,"","","","",31,0,1,"",18,"","","","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[145],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1445,"have_cast_dash_recently","","","","","","","","","","",1,"","","","","","","","","","","",[11187],"",9,"","","",1,31,0,1,"",18,"","","","",0,1,"","","","","",8,"","",0,[],"","",[],"",[],[],[11187],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1446,"harvest_crab_screech_buff","","","","","","","","","","","","","","","","","","","","","","","[1892,172,24]",1,2,"","","","",31,1370,1,"",1,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[1892,172,24]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1447,"harvest_crab_screech_debuff","You take increased Cold Damage.","Vous subissez plus de Dégâts de froid.","Ihr erleidet erhöhten Kälteschaden.","受ける冷気ダメージが増加。","받는 냉기 피해가 증가합니다.","Você sofre mais dano de frio.","Вы получаете увеличенный урон от холода","Recibes daño de hielo aumentado.","คุณได้รับความเสียหายน้ำแข็งมากขึ้น","你增加承受冰冷傷害。","","","Frigid Roar","Rugissement glacial ","Eisiges Getöse","冷たい咆哮","차디찬 포효","Rugido Frígido","Морозный рёв","Rugido glacial","คำรามเยือกเย็น","寒嘯",[3481],1,2,"","","","",31,1371,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[3481],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1448,"replenishing_presence_passive_aura","","","","","","","","","","",1,"","","","","","","","","","","",[440],1,1,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1449,"harvest_plague_spider_slow","You are slowed.","Vous êtes Ralenti.","Ihr seid verlangsamt.","減速している。","움직임이 느려집니다.","Você sofre de desaceleração.","Вы замедлены.","Estás ralentizado.","คุณถูกทำให้เชื่องช้า","你被緩速。","","","Noxious Fumes","Vapeurs nauséabondes ","Schädliche Dämpfe","有毒ガス","유독성 연기","Vapores Nocivos","Вредные газы","Vapores tóxicos","ไอพิษร้าย","毒性迷霧",[337],1,2,"","","","",31,1372,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[337],[],"","","","","",[],"","","","","","","","","","",[],[3],1,[],"","",""
1450,"harvest_hulk_enrage","","","","","","","","","","",1,"","","","","","","","","","","","[424,732,70,213]","",1,"","","","",31,1375,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[424,732,70,213]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1451,"generic_buff_aura_not_removed_on_death","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",31,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1452,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","Vos Résistances sont réduites et vous êtes plus susceptible de subir un Coup critique, car vous vous trouvez sur un Sol sacrilège de l'ennemi.","Ihr befindet Euch auf gegnerischem Profanen Boden, was Eure Widerstände verringert und Euch anfälliger für kritische Treffer macht.","敵の不浄領域上にいるため、耐性が下がり、クリティカルヒットを受けやすくなっている。","적이 만든 부정 지대 안에 있어, 저항이 감소하고 치명타를 당하기 쉬워집니다.","Você tem menos resistências e tem mais chance de sofrer golpes críticos por estar no chão profano de um inimigo.","Вы находитесь на вражеской нечестивой земле, уменьшающей ваши сопротивления и позволяющей чаще наносить критические удары по вам.","Estás sobre el Suelo profano de un enemigo. Esto reduce tus resistencias y hace que sea más fácil que recibas impactos críticos.","คุณยืนอยู่บน พื้นนอกรีต ของศัตรู ซึ่งทำให้มีค่าต้านทาน ทุกชนิด ลดลง และมีโอกาสถูกปะทะคริติคอล ง่ายขึ้น","你站在敵人的褻瀆地面上，減少你的抗性和使你更容易受到暴擊。","","","Profane Ground","Sol sacrilège ","Profaner Boden","不浄領域","부정 지대","Chão Profano","Нечестивая земля","Suelo profano","พื้นนอกรีต","褻瀆地面","[11247,8486,7169]",1,3,"","","","",31,223,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","",8,"","",0,[],"","",[],"",[],[],"[11247,8486,7169]",[],"","","","","",[],"","","","","","","","","","",[],[4],1,[],"","",""
1453,"profane_ground_debuff","You are much more likely to be Critically Hit and your resistances are lowered","Vous êtes davantage susceptible de subir des Touches critiques et vos résistances sont diminuées.","Es ist viel wahrscheinlicher, dass Ihr kritische Treffer erleidet und Eure Widerstände sind verringert.","クリティカルヒットを受ける可能性が非常に高くなり、耐性が低くなっている。","치명타로 피격될 가능성이 크게 증폭되고, 저항이 감소합니다.","Você tem considerável chance de sofrer golpes críticos e menos resistências.","Вы с гораздо большей вероятностью можете получить критический удар и ваши сопротивления снижены.","Es mucho más probable que recibas impactos críticos y tus resistencias están reducidas","คุณมีโอกาสถูกปะทะคริติคอล เพิ่มขึ้น อีก เป็นอย่างมาก และค่าต้านทานของคุณ ลดลง","你的暴擊率大幅提升，但你的抗性降低","","","Profane Flame","Flamme sacrilège","Profane Flamme","不浄な炎","부정한 화염","Chama Profana","Нечестивое пламя","Llama profana","เพลิงนอกรีต","褻瀆烈焰","[8486,7169]",1,3,"","","","",31,223,"","",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[8486,7169]",[],"","","","","",[],"","","","","","","","","","",[],[4],1,[],"","",""
1454,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","Les effets de Flacons sont augmentés sur vous. Vous gagnez une quantité plus importante de Charges de Flacons.","Fläschchen haben auf Euch erhöhte Wirkung und Ihr erhaltet eine erhöhte Anzahl an Fläschchenfüllungen.","フラスコの効果およびフラスコチャージ獲得量が増加。","플라스크로부터 받는 효과가 증가하고, 플라스크 충전 수가 증가합니다.","Frascos têm mais efeito em você e você ganha uma quantidade maior de cargas de frasco.","Флаконы имеют усиление эффекта на вас и вы получаете увеличенное количество зарядов флакона.","Los frascos tienen un efecto aumentado sobre ti y obtienes un mayor número de cargas de frascos.","ขวดยามีผลต่อคุณ เพิ่มขึ้น และคุณได้รับจำนวนชาร์จขวดยา เพิ่มขึ้น","增加你身上的藥劑效果，並藥劑充能增加數量。","","","Alchemist's Genius","Génie de l'alchimiste","Genie des Alchemisten","錬金術師の天才","연금술사의 천재성","Genialidade do Alquimista","Гениальность алхимика","Talento del alquimista","อัจฉริยภาพของนักแปรธาตุ","鍊金之材","[11289,450]",1,3,"","","",1,31,1386,1,"",1,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[11289,450]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
1455,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","L'effet et la durée des Électrocutions qui vous affectent sont augmentés, et peuvent augmenter les dégâts subis à une valeur plus élevée que la normale.","Schocks auf Euch haben erhöhte Wirkung und Dauer und können den erlittenen Schaden mehr als üblich erhöhen.","感電の効果と持続時間が増加。受けるダメージが通常の感電よりも増加。","자신에게 부여된 감전의 효과와 지속시간이 증가하고, 받는 피해가 일반적인 수준보다 높은 값으로 증가할 수 있습니다.","Eletrificações em você têm efeito e duração aumentados, e podem aumentar o dano sofrido além do normal.","Эффекты шока на вас имеют усиленный эффект и увеличенную длительность и могут увеличить получаемый урон на большее значение, чем обычно","Las electrocuciones tienen una duración y un efecto aumentados sobre ti, y pueden aumentar el daño recibido a un valor más alto de lo normal.","เพิ่มผลและระยะเวลาของสถานะ ช็อค ที่คุณได้รับ และจะเพิ่มความเสียหายที่คุณได้รับมากขึ้นกว่าปกติ","增加你身上的感電效果和持續時間，且可以增加承受比平常還要高的傷害。","","","Shrill Screech","Piaillement strident ","Gellendes Kreischen","けたたましい金切り声","날카로운 비명","Guinchado Estridente","Пронзительный скрежет","Chirrido estridente","เสียงกรีดร้องอันโหยหวน","尖銳嘶喊","[3445,202,11338]",1,4,1,"","","",31,1380,1,"",2,"",1,1,"",20,"","","","","","",8,"","",0,[],"","",[],"",[],[],"[3445,202,11338]",[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
