"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
6068,"AddedEffectSirenLargeBackAttachment","Art/2DItems/Effects/Wings/SirenWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13664,"Metadata/Effects/Microtransactions/BodyArmours/Wings/AtlantisSirenWings/AtlantisSirenWingsHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6069,"AddedEffectSirenSmallBackAttachment_","Art/2DItems/Effects/Wings/SirenBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4822,"Metadata/Items/Armours/Capes/SirenCloak/SirenCloakHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6070,"AddedEffectSirenWeapon","Art/2DItems/Effects/Weapon/SirenWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,22919,"",[],[],[],[],[],[],[],"","","","","","","",1,17,[],[],[],"",[],"","","","","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSirenDagger.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSirenDagger.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSirenwand.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren1hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren1hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren2hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSirenMaul.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSirenStaff.fmt","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/AtlantisSirenbowHeld.ao","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren1hAxe.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren1hMace.fmt","Art/Models/Items/Weapons/Microtransactions/AtlantisSirenWeapons/AtlantisSiren2hAxe.fmt","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6071,"AddedEffectSirenCharacterEffect","Art/2DItems/Effects/Character/SirenCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62371,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"Metadata/Effects/Microtransactions/Character_FX/atlantis_siren/chafx_siren.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6072,"AddedEffectDeepwaterHood","Art/2DItems/Effects/Hats/DeepwaterHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,796,"","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltIntB.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetAltDexInt.ao""]","","","","","","","","","","","","",""
6073,"AddedEffectDeepwaterHelmet","Art/2DItems/Effects/Hats/DeepwaterHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7058,"","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetIntB.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisDeepwater/AtlantisDeepwaterHelmetDexInt.ao""]","","","","","","","","","","","","",""
6074,"AddedEffectDeepwaterBoots","Art/2DItems/Effects/shoes/DeepwaterBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4506,"","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsIntB.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisDeepwater/AtlantisDeepwaterBootsDexIntB.ao""]","","","","","","","","","","","","",""
6075,"AddedEffectDeepwaterGloves_","Art/2DItems/Effects/gloves/DeepwaterGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,56495,"","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisDeepwater/AtlantisDeepwaterGlovesDexInt.ao""]","","","","","","","","","","","","",""
6076,"AddedEffectDeepwaterBodyArmour","Art/2DItems/Effects/BodyArmour/DeepwaterBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,37644,"","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDexInt.ao""]",[],"","","","","","","","",10,[],"[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDexB.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisDeepwater/AtlantisDeepwaterBodyDexInt.ao""]","","","","","","","","","","","","",""
6077,"AddedEffectDeepwaterLargeBackAttachment","Art/2DItems/Effects/Wings/DeepwaterWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,24941,"Metadata/Items/Armours/Capes/DeepwaterGrandBackAttachment/DeepwaterGrandBackAttachmentHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6078,"AddedEffectDeepwaterSmallBackAttachment","Art/2DItems/Effects/Wings/DeepwaterBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,21226,"Metadata/Items/Armours/Capes/DeepwaterSmallBackAttachment/DeepwaterSmallBackAttachmentHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6079,"AddedEffectDeepwaterWeapon","Art/2DItems/Effects/Weapon/DeepwaterWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12213,"",[],[],[],[],[],[],[],"","","","","","","",1,17,[],[],[],"",[],"","","","","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterClaw.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSceptre.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSceptre.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSword1H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSword1H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSword2H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterHammer2H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterSpearStaff.ao","","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterHammer1H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterHammer1H.ao","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/MysteryBox/deepwater/AtlantisDeepwaterHammer2H.ao","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6080,"AddedEffectDeepwaterCharacterEffect","Art/2DItems/Effects/Character/DeepwaterCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26018,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"Metadata/Effects/Microtransactions/Character_FX/atlantis_deepwater/chafx_deepwater.epk",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6081,"AddedEffectAtlantisHood","Art/2DItems/Effects/Hats/AtlantisHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,24948,"","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStr.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStr.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHoodDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6082,"AddedEffectAtlantisHelmet","Art/2DItems/Effects/Hats/AtlantisHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,43689,"","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Atlantis/AtlantisHelmetDexInt.ao""]","","","","","","","","","","","","",""
6083,"AddedEffectAtlantisBoots","Art/2DItems/Effects/shoes/AtlantisBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,56438,"","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Atlantis/AtlantisBootsDexInt.ao""]","","","","","","","","","","","","",""
6084,"AddedEffectAtlantisGloves","Art/2DItems/Effects/gloves/AtlantisGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17029,"","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Atlantis/AtlantisGlovesDexInt.ao""]","","","","","","","","","","","","",""
