"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","StatsKeys4","bool_133","StatsKeys5","bool_150","StatsKeys6","i32_167"
455,"Spell_FreezeBuildup_Chaos","","","","","","","","","","",[23049],14,"[425,6555]","[19992,1198,1633,8140]",7,1,[],0,"[249,251]",1,[],1,[],0
456,"Secondary_FreezeBuildup_Phys","","","","","","","","","","",[22271],14,"[1633,6551]","[19992,1198,8140,8140]",7,1,[],0,"[719,720]",1,[],1,[],0
457,"Secondary_FreezeBuildup_Fire","","","","","","","","","","",[23038],14,"[1633,6552]","[19992,1198,8140,8140]",7,1,[],0,"[723,724]",1,[],1,[],0
458,"Secondary_FreezeBuildup_Cold","","","","","","","","","","",[23042],14,[1633],"[19992,1198,8140,8140,6553]",7,1,[],0,"[721,722]",1,[],1,[],0
459,"Secondary_FreezeBuildup_Lightning","","","","","","","","","","",[23046],14,"[1633,6554]","[19992,1198,8140,8140]",7,1,[],0,"[725,726]",1,[],1,[],0
460,"Secondary_FreezeBuildup_Chaos","","","","","","","","","","",[23050],14,"[1633,6555]","[19992,1198,8140,8140]",7,1,[],0,"[727,728]",1,[],1,[],0
461,"LightningElectrocutes","","","","","","","","","","",[17373],14,[],"[19992,1198]",7,1,[],0,[],1,[],1,[],0
462,"ElectrocutePrimed","","","","","","","","","","",[18387],14,[],[19992],7,1,[],0,[],1,[],1,[],0
463,"IgniteProliferation","","","","","","","","","","",[5731],14,[],[10201],7,1,[],0,[],1,[],1,[],0
464,"FireExposureOnIgnite","","","","","","","","","","",[18949],14,[],[10201],7,1,[],0,[],1,[],1,[],0
465,"LightningExposureOnShock","","","","","","","","","","",[18950],14,[],[10202],7,1,[],0,[],1,[],1,[],0
466,"ArmourBreakFromPoison","","","","","","","","","","",[18398],14,[],[17718],7,1,[],0,[],1,[],1,[],0
467,"ColdExposureOnCrit","","","","","","","","","","",[18951],14,[],[2742],8,1,[],0,[],1,[],1,[],0
468,"MH_LifeLeech","Main Hand Life Leech from Physical Damage","Drain de Vie issu des Dégâts physiques (Main principale)","Haupthand: Lebensraub durch physischen Schaden","物理ダメージからのメインハンドライフリーチ","주 무기의 물리 피해 시 생명력 흡수","Roubo de Vida do Dano Físico da Mão Principal","Похищение здоровья от физических атак правой рукой","Absorción de vida del daño físico con la mano principal ","ดูดพลังชีวิต จากความเสียหาย กายภาพ ของมือหลัก","主手物理傷害生命偷取",[293],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,[],1,[],1,[],0
469,"MH_LifeLeech_Fire","Main Hand Life Leech from Fire Damage","Drain de Vie issu des Dégâts de feu (Main principale)","Haupthand: Lebensraub durch Feuerschaden","火ダメージからのメインハンドライフリーチ","주 무기의 화염 피해 시 생명력 흡수","Roubo de Vida do Dano de Fogo da Mão Principal","Похищение здоровья от атак огнём правой рукой","Absorción de vida del daño de fuego con la mano principal","ดูดพลังชีวิต จากความเสียหาย ไฟ ของมือหลัก","主手火焰傷害生命偷取",[18878],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[258,259]",1,[],1,[],0
470,"MH_LifeLeech_Lightning","Main Hand Life Leech from Lightning Damage","Drain de Vie issu des Dégâts de foudre (Main principale)","Haupthand: Lebensraub durch Blitzschaden","雷ダメージからのメインハンドライフリーチ","주 무기의 번개 피해 시 생명력 흡수","Roubo de Vida do Dano Elétrico da Mão Principal","Похищение здоровья от атак молнией правой рукой","Absorción de vida del daño de rayo con la mano principal","ดูดพลังชีวิต จากความเสียหาย สายฟ้า ของมือหลัก","主手閃電傷害生命偷取",[18882],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[262,263]",1,[],1,[],0
471,"MH_LifeLeech_Cold","Main Hand Life Leech from Cold Damage","Drain de Vie issu des Dégâts de froid (Main principale)","Haupthand: Lebensraub durch Kälteschaden","冷気ダメージからのメインハンドライフリーチ","주 무기의 냉기 피해 시 생명력 흡수","Roubo de Vida do Dano de Frio da Mão Principal","Похищение здоровья от атак холодом правой рукой","Absorción de vida del daño de hielo con la mano principal","ดูดพลังชีวิต จากความเสียหาย น้ำแข็ง ของมือหลัก","主手冰冷傷害生命偷取",[18880],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[254,255]",1,[],1,[],0
472,"MH_LifeLeech_Chaos","Main Hand Life Leech from Chaos Damage","Drain de Vie issu des Dégâts de chaos (Main principale)","Haupthand: Lebensraub durch Chaosschaden","混沌ダメージからのメインハンドライフリーチ","주 무기의 카오스 피해 시 생명력 흡수","Roubo de Vida do Dano de Caos da Mão Principal","Похищение здоровья от атак хаосом правой рукой","Absorción de vida del daño de caos con la mano principal","ดูดพลังชีวิต จากความเสียหาย เคออส ของมือหลัก","主手混沌傷害生命偷取",[18884],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[266,267]",1,[],1,[],0
473,"OH_LifeLeech","Off Hand Life Leech from Physical Damage","Drain de Vie issu des Dégâts physiques (Main secondaire)","Nebenhand: Lebensraub durch physischen Schaden","物理ダメージからのオフハンドライフリーチ","보조 장비의 물리 피해 시 생명력 흡수","Roubo de Vida do Dano Físico da Mão Secundária","Похищение здоровья от физических атак левой рукой","Absorción de vida del daño físico con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย กายภาพ ของมือรอง","副手物理傷害生命偷取",[294],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,[],1,[],1,[],0
474,"OH_LifeLeech_Fire","Off Hand Life Leech from Fire Damage","Drain de Vie issu des Dégâts de feu (Main secondaire)","Nebenhand: Lebensraub durch Feuerschaden","火ダメージからのオフハンドライフリーチ","보조 장비의 화염 피해 시 생명력 흡수","Roubo de Vida do Dano de Fogo da Mão Secundária","Похищение здоровья от атак огнём левой рукой","Absorción de vida del daño de fuego con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย ไฟ ของมือรอง","副手火焰傷害生命偷取",[18879],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[260,261]",1,[],1,[],0
475,"OH_LifeLeech_Lightning","Off Hand Life Leech from Lightning Damage","Drain de Vie issu des Dégâts de foudre (Main secondaire)","Nebenhand: Lebensraub durch Blitzschaden","雷ダメージからのオフハンドライフリーチ","보조 장비의 번개 피해 시 생명력 흡수","Roubo de Vida do Dano Elétrico da Mão Secundária","Похищение здоровья от атак молнией левой рукой","Absorción de vida del daño de rayo con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย สายฟ้า ของมือรอง","副手閃電傷害生命偷取",[18883],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[264,265]",1,[],1,[],0
476,"OH_LifeLeech_Cold","Off Hand Life Leech from Cold Damage","Drain de Vie issu des Dégâts de froid (Main secondaire)","Nebenhand: Lebensraub durch Kälteschaden","冷気ダメージからのオフハンドライフリーチ","보조 장비의 냉기 피해 시 생명력 흡수","Roubo de Vida do Dano de Frio da Mão Secundária","Похищение здоровья от атак холодом левой рукой","Absorción de vida del daño de hielo con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย น้ำแข็ง ของมือรอง","副手冰冷傷害生命偷取",[18881],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[256,257]",1,[],1,[],0
477,"OH_LifeLeech_Chaos","Off Hand Life Leech from Chaos Damage","Drain de Vie issu des Dégâts de chaos (Main secondaire)","Nebenhand: Lebensraub durch Chaosschaden","混沌ダメージからのオフハンドライフリーチ","보조 장비의 카오스 피해 시 생명력 흡수","Roubo de Vida do Dano de Caos da Mão Secundária","Похищение здоровья от атак хаосом левой рукой","Absorción de vida del daño de caos con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย เคออส ของมือรอง","副手混沌傷害生命偷取",[18885],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[268,269]",1,[],1,[],0
478,"MH_ManaLeech","Main Hand Mana Leech from Physical Damage","Drain de Mana issu des Dégâts physiques (Main principale)","Haupthand: Manaraub durch physischen Schaden","物理ダメージからのメインハンドマナリーチ","주 무기의 물리 피해 시 마나 흡수","Roubo de Mana do Dano Físico da Mão Principal","Похищение маны от физических атак правой рукой","Absorción de maná del daño físico con la mano principal ","ดูดมานา จากความเสียหาย กายภาพ ของมือหลัก","主手物理傷害魔力偷取",[295],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,[],1,[],1,[],0
479,"MH_ManaLeech_Fire","Main Hand Mana Leech from Fire Damage","Drain de Mana issu des Dégâts de feu (Main principale)","Haupthand: Manaraub durch Feuerschaden","火ダメージからのメインハンドマナリーチ","주 무기의 화염 피해 시 마나 흡수","Roubo de Mana do Dano de Fogo da Mão Principal","Похищение маны от атак огнём правой рукой","Absorción de maná del daño de fuego con la mano principal","ดูดมานา จากความเสียหาย ไฟ ของมือหลัก","主手火焰傷害魔力偷取",[22033],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[258,259]",1,[],1,[],0
480,"MH_ManaLeech_Lightning","Main Hand Mana Leech from Lightning Damage","Drain de Mana issu des Dégâts de foudre (Main principale)","Haupthand: Manaraub durch Blitzschaden","雷ダメージからのメインハンドマナリーチ","주 무기의 번개 피해 시 마나 흡수","Roubo de Mana do Dano Elétrico da Mão Principal","Похищение маны от атак молнией правой рукой","Absorción de maná del daño de rayo con la mano principal","ดูดมานา จากความเสียหาย สายฟ้า ของมือหลัก","主手閃電傷害魔力偷取",[22043],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[262,263]",1,[],1,[],0
481,"MH_ManaLeech_Cold","Main Hand Mana Leech from Cold Damage","Drain de Mana issu des Dégâts de froid (Main principale)","Haupthand: Manaraub durch Kälteschaden","冷気ダメージからのメインハンドマナリーチ","주 무기의 냉기 피해 시 마나 흡수","Roubo de Mana do Dano de Frio da Mão Principal","Похищение маны от атак холодом правой рукой","Absorción de maná del daño de hielo con la mano principal","ดูดมานา จากความเสียหาย น้ำแข็ง ของมือหลัก","主手冰冷傷害魔力偷取",[22038],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[254,255]",1,[],1,[],0
482,"MH_ManaLeech_Chaos","Main Hand Mana Leech from Chaos Damage","Drain de Mana issu des Dégâts de chaos (Main principale)","Haupthand: Manaraub durch Chaosschaden","混沌ダメージからのメインハンドマナリーチ","주 무기의 카오스 피해 시 마나 흡수","Roubo de Mana do Dano de Caos da Mão Principal","Похищение маны от атак хаосом правой рукой","Absorción de maná del daño de caos con la mano principal","ดูดมานา จากความเสียหาย เคออส ของมือหลัก","主手混沌傷害魔力偷取",[22048],1,"[7180,2849]","[425,1633,19992,1672]",8,1,[14],0,"[266,267]",1,[],1,[],0
483,"OH_ManaLeech","Off Hand Mana Leech from Physical Damage","Drain de Mana issu des Dégâts physiques (Main secondaire)","Nebenhand: Manaraub durch physischen Schaden","物理ダメージからのオフハンドマナリーチ","보조 장비의 물리 피해 시 마나 흡수","Roubo de Mana do Dano Físico da Mão Secundária","Похищение маны от физических атак левой рукой","Absorción de maná del daño físico con la mano secundaria","ดูดมานา จากความเสียหาย กายภาพ ของมือรอง","副手物理傷害魔力偷取",[296],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,[],1,[],1,[],0
484,"OH_ManaLeech_Fire","Off Hand Mana Leech from Fire Damage","Drain de Mana issu des Dégâts de feu (Main secondaire)","Nebenhand: Manaraub durch Feuerschaden","火ダメージからのオフハンドマナリーチ","보조 장비의 화염 피해 시 마나 흡수","Roubo de Mana do Dano de Fogo da Mão Secundária","Похищение маны от атак огнём левой рукой","Absorción de maná del daño de fuego con la mano secundaria","ดูดมานา จากความเสียหาย ไฟ ของมือรอง","副手火焰傷害魔力偷取",[22034],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[260,261]",1,[],1,[],0
485,"OH_ManaLeech_Lightning","Off Hand Mana Leech from Lightning Damage","Drain de Mana issu des Dégâts de foudre (Main secondaire)","Nebenhand: Manaraub durch Blitzschaden","雷ダメージからのオフハンドマナリーチ","보조 장비의 번개 피해 시 마나 흡수","Roubo de Mana do Dano Elétrico da Mão Secundária","Похищение маны от атак молнией левой рукой","Absorción de maná del daño de rayo con la mano secundaria","ดูดมานา จากความเสียหาย สายฟ้า ของมือรอง","副手閃電傷害魔力偷取",[22044],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[264,265]",1,[],1,[],0
486,"OH_ManaLeech_Cold","Off Hand Mana Leech from Cold Damage","Drain de Mana issu des Dégâts de froid (Main secondaire)","Nebenhand: Manaraub durch Kälteschaden","冷気ダメージからのオフハンドマナリーチ","보조 장비의 냉기 피해 시 마나 흡수","Roubo de Mana do Dano de Frio da Mão Secundária","Похищение маны от атак холодом левой рукой","Absorción de maná del daño de hielo con la mano secundaria","ดูดมานา จากความเสียหาย น้ำแข็ง ของมือรอง","副手冰冷傷害魔力偷取",[22039],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[256,257]",1,[],1,[],0
487,"OH_ManaLeech_Chaos","Off Hand Mana Leech from Chaos Damage","Drain de Mana issu des Dégâts de chaos (Main secondaire)","Nebenhand: Manaraub durch Chaosschaden","混沌ダメージからのオフハンドマナリーチ","보조 장비의 카오스 피해 시 마나 흡수","Roubo de Mana do Dano de Caos da Mão Secundária","Похищение маны от атак хаосом левой рукой","Absorción de maná del daño de caos con la mano secundaria","ดูดมานา จากความเสียหาย เคออส ของมือรอง","副手混沌傷害魔力偷取",[22049],1,"[7181,2849]","[425,1633,19992,1673]",8,1,[14],0,"[268,269]",1,[],1,[],0
