"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
7786,"DamageRemovedFromManaBeforeLifeTestMod",50488,1536,1,1911,"","","",1,"","","","","","","","","","",3,[760],30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318,325]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",655221301,[],0,[],3,"",0,[]
7787,"OffHandVisualIdentityOverrideUniqueTwoHandAxe6",50344,1537,1,1665,"","","",1,"","","","","","","","","","",3,[761],14664,14664,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1654957580,[],0,[],3,"",0,[]
7788,"ChanceToShockUniqueBow10",16578,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",369186499,[],0,[],3,"",0,[]
7789,"ChanceToShockUniqueOneHandSword7",17082,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],15,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1775971169,[],0,[],3,"",0,[]
7790,"ChanceToShockUniqueDescentTwoHandSword1",23474,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],9,9,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4143557963,[],0,[],3,"",0,[]
7791,"ChanceToShockUniqueStaff8",58378,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],15,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4117565799,[],0,[],3,"",0,[]
7792,"ChanceToShockUniqueRing29",33544,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],25,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",94209685,[],0,[],3,"",0,[]
7793,"ChanceToShockUniqueGlovesStr4",42400,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2471507696,[],0,[],3,"",0,[]
7794,"ChanceToShockUnique__1",46935,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",962498057,[],0,[],3,"",0,[]
7795,"ChanceToShockUnique__2_",4607,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1737455216,[],0,[],3,"",0,[]
7796,"ChanceToShockUnique__3",2956,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],5,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3129651462,[],0,[],3,"",0,[]
7797,"ChanceToShockUnique__4_",43070,1538,1,651,"","","",1,"","","","","","","","","","",3,[762],10,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1023710522,[],0,[],3,"",0,[]
7798,"FishingLineStrength",43860,1540,1,1732,"","","",1,"Filigree","en Filigrane","<if:MS>{Filigraner}<elif:FS>{Filigrane}<elif:NS>{Filigranes}<elif:MP>{Filigrane}<elif:FP>{Filigrane}<elif:NP>{Filigrane}","細金細工の","선조 세공","<if:MS>{Filigrana}<elif:FS>{Filigrana}<elif:NS>{Filigrana}<elif:MP>{Filigranas}<elif:FP>{Filigranas}<elif:NP>{Filigranas}","<if:MS>{Изящный}<elif:FS>{Изящная}<elif:NS>{Изящное}<elif:MP>{Изящные}<elif:FP>{Изящные}<elif:NP>{Изящные}","<if:MS>{afiligranado}<elif:FS>{afiligranada}<elif:MP>{afiligranados}<elif:FP>{afiligranadas}","Filigree","金屬絲的",1,[764],20,40,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1005293759,[],0,[],3,"",0,"[1,0]"
7799,"FishingLineStrengthUnique__1",48819,1540,1,1732,"","","",1,"","","","","","","","","","",3,[764],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3644483465,[],0,[],3,"",0,[]
7800,"FishingPoolConsumption",48598,1543,1,1735,"","","",1,"Calming","<if:MS>{Apaisant}<elif:FS>{Apaisante}<elif:MP>{Apaisants}<elif:FP>{Apaisantes}","<if:MS>{Beruhigender}<elif:FS>{Beruhigende}<elif:NS>{Beruhigendes}<elif:MP>{Beruhigende}<elif:FP>{Beruhigende}<elif:NP>{Beruhigende}","落ち着ける","진정시키는","<if:MS>{Calmante}<elif:FS>{Calmante}<elif:NS>{Calmante}<elif:MP>{Calmantes}<elif:FP>{Calmantes}<elif:NP>{Calmantes}","<if:MS>{Успокаивающий}<elif:FS>{Успокаивающая}<elif:NS>{Успокаивающее}<elif:MP>{Успокаивающие}<elif:FP>{Успокаивающие}<elif:NP>{Успокаивающие}","<if:MS>{calmante}<elif:MP>{calmantes}","Calming","平靜的",1,[767],-30,-15,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",839225299,[],0,[],3,"",0,"[1,0]"
7801,"FishingPoolConsumptionUnique__1__",2466,1543,1,1735,"","","",1,"","","","","","","","","","",3,[767],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",827996408,[],0,[],3,"",0,[]
7802,"FishingLureType",59389,1544,1,1736,"","","",1,"Alluring","<if:MS>{Appâtant}<elif:FS>{Appâtante}<elif:MP>{Appâtants}<elif:FP>{Appâtantes}","<if:MS>{Verlockender}<elif:FS>{Verlockende}<elif:NS>{Verlockendes}<elif:MP>{Verlockende}<elif:FP>{Verlockende}<elif:NP>{Verlockende}","誘惑する","유혹하는","<if:MS>{Tentador}<elif:FS>{Tentadora}<elif:NS>{Tentador}<elif:MP>{Tentadores}<elif:FP>{Tentadoras}<elif:NP>{Tentadores}","<if:MS>{Манящий}<elif:FS>{Манящая}<elif:NS>{Манящее}<elif:MP>{Манящие}<elif:FP>{Манящие}<elif:NP>{Манящие}","<if:MS>{atractivo}<elif:FS>{atractiva}<elif:MP>{atractivos}<elif:FP>{atractivas}","Alluring","誘人的",1,[768],1,3,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4178124532,[],0,[],3,"",0,"[1,0]"
7803,"FishingLureTypeUniqueFishingRod1",50237,1544,1,1736,"","","",1,"","","","","","","","","","",3,[768],2,2,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3830063223,[],0,[],3,"",0,[]
7804,"FishingLureTypeUnique__1__",44980,1544,1,1736,"","","",1,"","","","","","","","","","",3,[768],4,4,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3714675421,[],0,[],3,"",0,[]
7805,"FishingHookType",14147,1545,1,1737,"","","",1,"of Snaring","de la Prise","der Schlinge","捕獲の","- 올가미","da Captura","наживки","de caza","of Snaring","之挖掘",2,[769],1,4,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",117583937,[],0,[],3,"",0,"[1,0]"
7806,"FishingCastDistance",38407,1539,1,1731,"","","",1,"of Flight","du Lancer","des Fliegens","飛行の","- 비행","do Voo","полёта","de huida","of Flight","之飛行",2,[763],30,50,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3630321253,[],0,[],3,"",0,"[1,0]"
7807,"FishingCastDistanceUnique__1__",41081,1539,1,1731,"","","",1,"","","","","","","","","","",3,[763],20,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2259887818,[],0,[],3,"",0,[]
7808,"FishingQuantity",11768,1541,1,1733,"","","",1,"of Fascination","de la Fascination","der Faszination","魅惑の","- 매혹","da Fascinação","увлечённости","de fascinación","of Fascination","之魅力",2,[765],15,20,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",21245116,[],0,[],3,"",0,"[1,0]"
7809,"FishingQuantityUniqueFishingRod1",36276,1541,1,1733,"","","",1,"","","","","","","","","","",3,[765],-50,-40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1502401592,[],0,[],3,"",0,[]
7810,"FishingQuantityUnique__2",47900,1541,1,1733,"","","",1,"","","","","","","","","","",3,[765],20,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1731583017,[],0,[],3,"",0,[]
7811,"FishingQuantityUnique__1",42656,1541,1,1733,"","","",1,"","","","","","","","","","",3,[765],10,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",184134745,[],0,[],3,"",0,[]
7812,"FishingRarity",55700,1542,1,1734,"","","",1,"of Bounty","de la Profusion","der Großzügigkeit","恵みの","- 하사품","da Recompensa","улова","de recompensa","of Bounty","之獵者",2,[766],25,40,0,0,0,0,0,0,"[80,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",651099994,[],0,[],3,"",0,"[1,0]"
7813,"FishingRarityUniqueFishingRod1",36066,1542,1,1734,"","","",1,"","","","","","","","","","",3,[766],50,60,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3260567226,[],0,[],3,"",0,[]
7814,"FishingRarityUnique__1",31445,1542,1,1734,"","","",1,"","","","","","","","","","",3,[766],40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",718426119,[],0,[],3,"",0,[]
7815,"FishingRarityUnique__2_",49873,1542,1,1734,"","","",1,"","","","","","","","","","",3,[766],20,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1908192109,[],0,[],3,"",0,[]
7816,"IncreasedSpellDamagePerBlockChanceUniqueClaw7",21569,1546,1,1727,"","","",1,"","","","","","","","","","",3,[770],8,8,0,0,0,0,0,0,[],[],[1009],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[614,582,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3463944758,[],0,[],3,"",0,[]
7817,"LifeGainedOnSpellHitUniqueClaw7",34493,1547,1,1728,"","","",1,"","","","","","","","","","",3,[771],15,20,0,0,0,0,0,0,[],[],[1009],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",241535192,[],0,[],3,"",0,[]
7818,"LifeGainedOnSpellHitUniqueDescentClaw1",51062,1547,1,1728,"","","",1,"","","","","","","","","","",3,[771],3,3,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1653122558,[],0,[],3,"",0,[]
7819,"LifeGainedOnSpellHitUnique__1",45407,1547,1,1728,"","","",1,"","","","","","","","","","",3,[771],4,4,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2719290186,[],0,[],3,"",0,[]
7820,"LoseLifeOnSpellHitUnique__1",40099,1547,1,1728,"","","",1,"","","","","","","","","","",3,[771],-15,-10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318,34]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3907810383,[],0,[],3,"",0,[]
7821,"AttackSpeedPerGreenSocketUniqueOneHandSword5",60860,1549,1,1724,"","","",1,"","","","","","","","","","",3,[773],12,12,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[321,326]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",342555094,[],0,[],3,"",0,[]
7822,"PhysicalDamgePerRedSocketUniqueOneHandSword5",9606,1550,1,1725,"","","",1,"","","","","","","","","","",3,[774],25,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[612,582,315,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2385882035,[],0,[],3,"",0,[]
7823,"ManaLeechFromPhysicalDamagePerBlueSocketUniqueOneHandSword5",29161,1551,1,452,"","","",1,"","","","","","","","","","",3,[775],2,2,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,325,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1945698832,[],0,[],3,"",0,[]
7824,"ManaLeechPermyriadFromPhysicalDamagePerBlueSocketUniqueOneHandSword5",54767,1552,1,3008,"","","",1,"","","","","","","","","","",3,[775],40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,325,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3231454579,[],0,[],3,"",0,[]
7825,"ManaLeechPermyriadFromPhysicalDamagePerBlueSocketUnique",49219,1552,1,3008,"","","",1,"","","","","","","","","","",3,[775],30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,325,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",725281657,[],0,[],3,"",0,[]
7826,"MeleeRangePerWhiteSocketUniqueOneHandSword5",33561,1553,1,1726,"","","",1,"","","","","","","","","","",3,[776],2,2,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1856892340,[],0,[],3,"",0,[]
7827,"MeleeDamageTakenUniqueAmulet12",11379,1554,1,1358,"","","",1,"","","","","","","","","","",3,[777],60,60,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4174042297,[],0,[],3,"",0,[]
7828,"ArmourAsLifeRegnerationOnBlockUniqueShieldStrInt6",46769,1561,1,2337,"","","",1,"","","","","","","","","","",3,[783],2,2,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[588,613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",791255448,[],0,[],3,"",0,[]
7829,"LoseEnergyShieldOnBlockUniqueShieldStrInt6",31219,1562,1,1729,"","","",1,"","","","","","","","","","",3,[784],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[588,319,578]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4232742329,[],0,[],3,"",0,[]
7830,"ChaosDamageAsPortionOfDamageUniqueRing16",53702,1563,87,439,"","","",1,"","","","","","","","","","",3,[221],40,60,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,612,582,315,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1965991144,[],0,[],3,"",0,[]
7831,"ChaosDamageAsPortionOfDamageUnique__1",24737,1563,1,439,"","","",1,"","","","","","","","","","",3,[221],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,612,582,315,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",650003999,[],0,[],3,"",0,[]
7832,"ChaosDamageAsPortionOfFireDamageUnique__1",15779,1564,1,1494,"","","",11,"","","","","","","","","","",3,[222],6,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,611,582,320,311,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1665621732,[],0,[],3,"",0,[]
7833,"ChaosDamageAsPortionOfColdDamageUnique__1",24675,1565,1,1496,"","","",11,"","","","","","","","","","",3,[223],6,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,611,582,320,312,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2059344604,[],0,[],3,"",0,[]
7834,"ChaosDamageAsPortionOfLightningDamageUnique__1",57474,1566,1,1499,"","","",11,"","","","","","","","","","",3,[224],6,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,611,582,320,313,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2620030120,[],0,[],3,"",0,[]
7835,"PhysicalDamageTakenAsLightningPercentUniqueBodyStrDex2",30881,1567,1,1056,"","","",1,"","","","","","","","","","",3,[2824],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,320,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",278882366,[],0,[],3,"",0,[]
7836,"MainHandChanceToIgniteUniqueOneHandAxe2",37136,1572,1,1754,"","","",1,"","","","","","","","","","",3,[790],25,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,311,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3669314469,[],0,[],3,"",0,[]
7837,"OffHandChillDurationUniqueOneHandAxe2",36099,1573,1,1755,"","","",1,"","","","","","","","","","",3,[791],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,312,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1968896089,[],0,[],3,"",0,[]
7838,"BurningDamageToChilledEnemiesUniqueOneHandAxe2",25648,1574,1,452,"","","",1,"","","","","","","","","","",3,[792],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",301561289,[],0,[],3,"",0,[]
7839,"TrapThrowSpeedUniqueBootsDex6",62059,1575,1,304,"","","",1,"","","","","","","","","","",3,[794],14,18,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3351852450,[],0,[],3,"",0,[]
7840,"TrapThrowSpeedUnique__1_",19683,1575,1,304,"","","",1,"","","","","","","","","","",3,[794],-30,-20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3944196084,[],0,[],3,"",0,[]
7841,"MonsterTrapThrowSpeedSideAreaBoss",21818,1575,1,304,"","","",3,"","","","","","","","","","",3,[794],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2333466159,[],0,[],3,"",0,[]
7842,"BloodlineBloodElementalTrapThrowSpeed",19236,1575,1,304,"","","",3,"","","","","","","","","","",3,[794],40,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",799368321,[],0,[],3,"",0,[]
7843,"DarkExileTrapThrowSpeed",24438,1575,1,304,"","","",3,"","","","","","","","","","",3,[794],15,15,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2515651207,[],0,[],3,"",0,[]
7844,"ProphecyBossTrapThrowSpeed",9735,1575,1,304,"","","",3,"","","","","","","","","","",3,[794],-50,-50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[326],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",149892840,[],0,[],3,"",0,[]
