"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
5301,"StrDex4b_Keystone_CrimsonAssault","Perfect. I'm already aggravatin' by nature.","Perfect. I'm already aggravatin' by nature.","Perfekt. Ich bin von Natur aus aggressiv.","いいね。俺は元々嫌な奴なんだ。","난 원래 열 받게 하는 성격인데, 딱 어울리네.","Perfeito. Já sou irritante por natureza.","Perfect. I'm already aggravatin' by nature.","Perfecto. Ya soy fastidioso por naturaleza.","เยี่ยม ปกติข้าก็รุนแรงอยู่แล้ว","完美。我天生就很惱人。","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Keystone_CrimsonAssault.ogg","",10000,50000
5302,"StrDex4b_Keystone_Bulwark","Bulky ol' armour'll do that.","Bulky ol' armour'll do that.","Das ist die Eigenschaft von alten, klobigen Rüstungen.","ごっつい鎧だからな。","무거운 갑옷을 걸치면 되겠지.","É o que dá usar uma armadura tão velha e pesada.","Bulky ol' armour'll do that.","Una armadura pesadota servirá.","เกราะดีๆ ช่วยได้แน่","笨重的舊盔甲就是會這樣。","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Keystone_Bulwark.ogg","",10000,50000
5303,"StrDex4b_EngageConstruct_01","Freak!","Monstruosité !","Monstrosität!","ゴミクズめ！","이 괴물!","Aberração!","Урод ходячий!","¡Engendro!","ไอ้ตัวประหลาด!","怪胎！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_01_01.ogg","",10000,0
5304,"StrDex4b_EngageConstruct_02","Freak!","Monstruosité !","Monstrosität!","ゴミクズめ！","이 괴물!","Aberração!","Урод ходячий!","¡Engendro!","ไอ้ตัวประหลาด!","怪胎！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_01_02.ogg","",10000,0
5305,"StrDex4b_EngageConstruct_03","Freak!","Monstruosité !","Monstrosität!","ゴミクズめ！","이 괴물!","Aberração!","Урод ходячий!","¡Engendro!","ไอ้ตัวประหลาด!","怪胎！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_01_03.ogg","",10000,0
5306,"StrDex4b_EngageConstruct_04","Freak!","Monstruosité !","Monstrosität!","ゴミクズめ！","이 괴물!","Aberração!","Урод ходячий!","¡Engendro!","ไอ้ตัวประหลาด!","怪胎！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_01_04.ogg","",10000,0
5307,"StrDex4b_EngageConstruct_05","Daft machine!","Machine idiote !","Dumme Maschine!","間抜けな機械め！","멍청한 기계 같으니!","Máquina maluca!","Полоумная машина!","¡Máquina tonta!","จักรกลแสนเขลา!","愚蠢的機器！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_02_01.ogg","",10000,0
5308,"StrDex4b_EngageConstruct_06","Daft machine!","Machine idiote !","Dumme Maschine!","間抜けな機械め！","멍청한 기계 같으니!","Máquina maluca!","Полоумная машина!","¡Máquina tonta!","จักรกลแสนเขลา!","愚蠢的機器！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_02_02.ogg","",10000,0
5309,"StrDex4b_EngageConstruct_07","Daft machine!","Machine idiote !","Dumme Maschine!","間抜けな機械め！","멍청한 기계 같으니!","Máquina maluca!","Полоумная машина!","¡Máquina tonta!","จักรกลแสนเขลา!","愚蠢的機器！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_02_03.ogg","",10000,0
5310,"StrDex4b_EngageConstruct_08","Daft machine!","Machine idiote !","Dumme Maschine!","間抜けな機械め！","멍청한 기계 같으니!","Máquina maluca!","Полоумная машина!","¡Máquina tonta!","จักรกลแสนเขลา!","愚蠢的機器！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Automaton_02_04.ogg","",10000,0
5311,"StrDex4b_EngageBeast_01","Down!","Couché !","Platz!","ひれ伏せ！","쓰러져라!","Abaixa!","Лежать!","¡Abajo!","นั่งลง!","倒下！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_01_01.ogg","",10000,0
5312,"StrDex4b_EngageBeast_02","Down!","Couché !","Platz!","ひれ伏せ！","쓰러져라!","Abaixa!","Лежать!","¡Abajo!","นั่งลง!","倒下！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_01_02.ogg","",10000,0
5313,"StrDex4b_EngageBeast_03","Weak animal!","Faible animal !","Schwächliches Getier!","弱い動物め！","약한 동물아!","Animal fraco!","Жалкое животное!","¡Animal débil!","ไอ้สัตว์อ่อนแอ!","弱小的畜生！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_02_01.ogg","",10000,0
5314,"StrDex4b_EngageBeast_04","Weak animal!","Faible animal !","Schwächliches Getier!","弱い動物め！","약한 동물아!","Animal fraco!","Жалкое животное!","¡Animal débil!","ไอ้สัตว์อ่อนแอ!","弱小的畜生！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_02_02.ogg","",10000,0
5315,"StrDex4b_EngageBeast_05","Weak animal!","Faible animal !","Schwächliches Getier!","弱い動物め！","약한 동물아!","Animal fraco!","Жалкое животное!","¡Animal débil!","ไอ้สัตว์อ่อนแอ!","弱小的畜生！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_02_03.ogg","",10000,0
5316,"StrDex4b_EngageBeast_06","Back, beast!","Recule, sale bête !","Zurück, Bestie!","下がれ、獣め！","물러나라, 짐승!","Pra trás, besta!","Назад, зверьё!","¡Atrás, bestia!","ถอยไปไอ้สัตว์ร้าย!","退後，害獸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_03_01.ogg","",10000,0
5317,"StrDex4b_EngageBeast_07","Back, beast!","Recule, sale bête !","Zurück, Bestie!","下がれ、獣め！","물러나라, 짐승!","Pra trás, besta!","Назад, зверьё!","¡Atrás, bestia!","ถอยไปไอ้สัตว์ร้าย!","退後，害獸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_03_02.ogg","",10000,0
5318,"StrDex4b_EngageBeast_08","Back, beast!","Recule, sale bête !","Zurück, Bestie!","下がれ、獣め！","물러나라, 짐승!","Pra trás, besta!","Назад, зверьё!","¡Atrás, bestia!","ถอยไปไอ้สัตว์ร้าย!","退後，害獸！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Beast_03_03.ogg","",10000,0
5319,"StrDex4b_EngageBug_01","Stupid bug!","Stupide bestiole !","Dummes Insekt!","愚かな虫め！","멍청한 벌레 같으니!","Inseto idiota!","Назойливая гнусь!","¡Insecto estúpido!","แมลงหน้าโง่!","討厭的蟲子！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_01_01.ogg","",10000,0
5320,"StrDex4b_EngageBug_02","Stupid bug!","Stupide bestiole !","Dummes Insekt!","愚かな虫め！","멍청한 벌레 같으니!","Inseto idiota!","Назойливая гнусь!","¡Insecto estúpido!","แมลงหน้าโง่!","討厭的蟲子！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_01_02.ogg","",10000,0
5321,"StrDex4b_EngageBug_03","Stupid bug!","Stupide bestiole !","Dummes Insekt!","愚かな虫め！","멍청한 벌레 같으니!","Inseto idiota!","Назойливая гнусь!","¡Insecto estúpido!","แมลงหน้าโง่!","討厭的蟲子！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_01_03.ogg","",10000,0
5322,"StrDex4b_EngageBug_04","Horrid insect!","Horrible insecte !","Scheußliches Insekt!","忌まわしい昆虫め！","진저리 나는 곤충 같으니!","Inseto horroroso!","Гадкое насекомое!","¡Insecto horroroso!","ไอ้แมลงชวนสะเอียน!","噁心的昆蟲！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_02_01.ogg","",10000,0
5323,"StrDex4b_EngageBug_05","Horrid insect!","Horrible insecte !","Scheußliches Insekt!","忌まわしい昆虫め！","진저리 나는 곤충 같으니!","Inseto horroroso!","Гадкое насекомое!","¡Insecto horroroso!","ไอ้แมลงชวนสะเอียน!","噁心的昆蟲！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_02_02.ogg","",10000,0
5324,"StrDex4b_EngageBug_06","Horrid insect!","Horrible insecte !","Scheußliches Insekt!","忌まわしい昆虫め！","진저리 나는 곤충 같으니!","Inseto horroroso!","Гадкое насекомое!","¡Insecto horroroso!","ไอ้แมลงชวนสะเอียน!","噁心的昆蟲！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_02_03.ogg","",10000,0
5325,"StrDex4b_EngageBug_07","Horrid insect!","Horrible insecte !","Scheußliches Insekt!","忌まわしい昆虫め！","진저리 나는 곤충 같으니!","Inseto horroroso!","Гадкое насекомое!","¡Insecto horroroso!","ไอ้แมลงชวนสะเอียน!","噁心的昆蟲！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Bug_02_04.ogg","",10000,0
5326,"StrDex4b_EngageElemental_01","Foul magic!","Magie immonde !","Unreine Magie!","汚らわしい魔法め！","삿된 마법이군!","Magia nojenta!","Грязная магия!","¡Magia repugnante!","มนต์โสโครก!","邪惡魔法！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_01_01.ogg","",10000,0
5327,"StrDex4b_EngageElemental_02","Foul magic!","Magie immonde !","Unreine Magie!","汚らわしい魔法め！","삿된 마법이군!","Magia nojenta!","Грязная магия!","¡Magia repugnante!","มนต์โสโครก!","邪惡魔法！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_01_02.ogg","",10000,0
5328,"StrDex4b_EngageElemental_03","Foul magic!","Magie immonde !","Unreine Magie!","汚らわしい魔法め！","삿된 마법이군!","Magia nojenta!","Грязная магия!","¡Magia repugnante!","มนต์โสโครก!","邪惡魔法！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_01_03.ogg","",10000,0
5329,"StrDex4b_EngageElemental_04","Arcane misery!","Misère arcanique !","Arkanes Elend!","魔術の悲惨さめ！","비전의 고통!","Sofrimento arcano!","Колдовское убожество!","¡Miseria arcana!","อาคมกาลกิณี!","秘法苦痛！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_02_01.ogg","",10000,0
5330,"StrDex4b_EngageElemental_05","Arcane misery!","Misère arcanique !","Arkanes Elend!","魔術の悲惨さめ！","비전의 고통!","Sofrimento arcano!","Колдовское убожество!","¡Miseria arcana!","อาคมกาลกิณี!","秘法苦痛！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_02_02.ogg","",10000,0
5331,"StrDex4b_EngageElemental_06","Arcane misery!","Misère arcanique !","Arkanes Elend!","魔術の悲惨さめ！","비전의 고통!","Sofrimento arcano!","Колдовское убожество!","¡Miseria arcana!","อาคมกาลกิณี!","秘法苦痛！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_02_03.ogg","",10000,0
5332,"StrDex4b_EngageElemental_07","Arcane misery!","Misère arcanique !","Arkanes Elend!","魔術の悲惨さめ！","비전의 고통!","Sofrimento arcano!","Колдовское убожество!","¡Miseria arcana!","อาคมกาลกิณี!","秘法苦痛！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Elemental_02_04.ogg","",10000,0
5333,"StrDex4b_EngageHuman_01","You're dead!","Vous êtes mort !","Du bist tot!","お前は死ぬ！","넌 죽은 목숨이다!","Você vai morrer!","Ты труп!","¡Estás muerto!","แกตายแน่!","你死定了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Human_01_01.ogg","",10000,0
5334,"StrDex4b_EngageHuman_02","You're dead!","Vous êtes mort !","Du bist tot!","お前は死ぬ！","넌 죽은 목숨이다!","Você vai morrer!","Ты труп!","¡Estás muerto!","แกตายแน่!","你死定了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Human_01_02.ogg","",10000,0
5335,"StrDex4b_EngageHuman_03","You're dead!","Vous êtes mort !","Du bist tot!","お前は死ぬ！","넌 죽은 목숨이다!","Você vai morrer!","Ты труп!","¡Estás muerto!","แกตายแน่!","你死定了！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Human_01_03.ogg","",10000,0
5336,"StrDex4b_EngageHuman_04","Idiot!","Crétin !","Idiot!","愚か者め！","멍청하긴!","Idiota!","Идиот!","¡Idiota!","ไอ้โง่!","白癡！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Human_02_01.ogg","",10000,0
5337,"StrDex4b_EngageHuman_05","Moron!","Crétin !","Schwachkopf!","間抜けめ！","어리석은 것!","Imbecil!","Болван!","¡Imbécil!","ไอ้ขี้เท่อ!","智障！","Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Wild/Mercenary_Wild_Engage_Human_02_02.ogg","",10000,0
