"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","[i32]_76","[i32]_92"
261,"Cedrus1","[""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_01_06.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_02_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Greeting_03_05.ogg""]",[],100,[],[],[],[]
262,"Cedrus2","[""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_02_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Cedrus_Greeting/Cedrus_Farewell_04_05.ogg""]",[],100,[],[],[],[]
263,"TullinaFour1","[""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_01_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_03_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_05_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Greeting_05_04.ogg""]",[],100,[],[],[],[]
264,"TullinaFour2","[""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_02_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03A_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03A_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03A_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03A_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03B_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03B_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03B_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_03B_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_04_05.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_05_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act5/Tullina_Greeting/Tullina_Farewell_05_04.ogg""]",[],100,[],[],[],[]
265,"Leitis1","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_01A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_01B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_01C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_01D.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_02A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_02B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_02C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Greeting_02D.ogg""]",[],100,[],[],[],[]
266,"Leitis2","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_01A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_01B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_01C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_01D.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_02A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_02B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_02C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_02D.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_03A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_03B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_03C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_03D.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_04A.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_04B.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_04C.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis_Greeting/Leitis_Farewell_04D.ogg""]",[],100,[],[],[],[]
267,"DoryaniA3_1","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Greeting_04_04.ogg""]",[],100,[],[],[],[]
268,"DoryaniA3_2","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Doryani_Greeting/Doryani_A3_Farewell_04_03.ogg""]",[],100,[],[],[],[]
269,"Crone1","[""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Greetings_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Greetings_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Greetings_03.ogg""]",[],100,[],[],[],[]
270,"Crone2","[""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Goodbye_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Goodbye_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/FriendlyCauldronCron_Greeting/VendorCauldronCron_Dialogue_Goodbye_03.ogg""]",[],100,[],[],[],[]
271,"BalbalaHellos","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Greeting_04_02.ogg""]",[],100,[],[],[],[]
272,"BalbalaGoodbyes","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_Farewell_04_02.ogg""]",[],100,[],[],[],[]
273,"BalbalaMerchantHellos","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_GreetingMerchant_04_02.ogg""]",[],100,[],[],[],[]
274,"BalbalaMerchantPurchaseGoodbyes","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantPurchase_03_02.ogg""]",[],100,[],[],[],[]
275,"BalbalaMerchantNoPurchaseGoodbyes","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Balbala_Greeting/Balbala_FarewellMerchantNoPurchase_03_02.ogg""]",[],100,[],[],[],[]
276,"TrialmasterGreetings","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Greeting_04_04.ogg""]",[],100,[],[],[],[]
277,"TrialmasterFarewells","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Greeting/TriG3_Farewell_04_04.ogg""]",[],100,[],[],[],[]
278,"KetzuliGreeting","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_05.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_06.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_08.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_09.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_10.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Greeting_11.ogg""]",[],100,[],[],[],[]
279,"KetzuliFindStoneGreeting","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Endgame_Greeting_CollectSplinters_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Endgame_Greeting_CollectSplinters_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Endgame_Greeting_CollectSplinters_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Endgame_Greeting_CollectSplinters_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Zolin_Greeting/Zolin_Endgame_Greeting_CollectSplinters_05.ogg""]",[],100,[],[],[4120],[4201]
