"rownum","Id","ItemClass","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool_225","UncutGemSoundEffect","rid_242","bool_258","Unmodifiable","Achievement","ShopTag","rid_292","i32_308","[rid]_312","[rid]_328","[rid]_344"
2272,"Metadata/Items/Armours/BodyArmours/FourBodyInt2",24,2,3,"Feathered Robe","Robe à plumes","Gefiederte Robe","羽根飾りのローブ","깃털 로브","Traje Emplumado","Наряд из перьев","Túnica con plumas","Feathered Robe","羽毛長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",5,"",[],3,"","[40,1082]",1,14817,900444547,[],"","F","F","","","M","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2273,"Metadata/Items/Armours/BodyArmours/FourBodyInt3",24,2,3,"Hexer's Robe","Robe de maudisseur","Hexerrobe","呪術師のローブ","사술사의 로브","Traje do Macumbeiro","Ведьмино облачение","Túnica del conjurador","Hexer's Robe","咒術師長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",11,"",[],3,"","[40,1082]",1,14818,3324975041,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2274,"Metadata/Items/Armours/BodyArmours/FourBodyInt4",24,2,3,"Bone Raiment","Vêtement d'os","Knochengewand","骨の装束","뼈 의복","Indumentária de Ossos","Костяное облачение","Atuendo de hueso","Bone Raiment","骸骨之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",16,"",[],3,"","[40,1083]",1,14819,646001958,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2275,"Metadata/Items/Armours/BodyArmours/FourBodyInt5",24,2,3,"Silk Robe","Robe en soie","Seidenrobe","絹のローブ","실크 로브","Traje de Seda","Шёлковое платье","Toga de seda","Silk Robe","絲質之袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",22,"",[],3,"","[40,1083]",1,14820,3512470103,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2276,"Metadata/Items/Armours/BodyArmours/FourBodyInt6",24,2,3,"Keth Raiment","Vêtement de Keth","Keth-Gewand","ケスの装束","케스 의복","Indumentária Keth","Кетское одеяние","Atuendo de Keth","Keth Raiment","凱斯之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",28,"",[],3,"","[40,1083]",1,14821,1796979586,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2277,"Metadata/Items/Armours/BodyArmours/FourBodyInt7",24,2,3,"Votive Raiment","Vêtement votif","Weihgewand","奉献の装束","봉헌된 의복","Indumentária Devocional","Обетное одеяние","Atuendo votivo","Votive Raiment","還願之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",33,"",[],3,"","[40,1084]",1,14822,2407286662,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2278,"Metadata/Items/Armours/BodyArmours/FourBodyInt8",24,2,3,"Altar Robe","Robe de cérémonie","Altarrobe","祭壇のローブ","제단 로브","Traje do Altar","Алтарное одеяние","Túnica de altar","Altar Robe","祭壇長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",40,"",[],3,"","[40,1084]",1,14823,4234648136,[],"","F","F","","","M","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2279,"Metadata/Items/Armours/BodyArmours/FourBodyInt9",24,2,3,"Elementalist Robe","Robe d'élémentaliste","Elementaristenrobe","エレメンタリストのローブ","엘리멘탈리스트 로브","Traje de Elementalista","Камзол мага стихий","Túnica de elementalista","Elementalist Robe","元素使長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"","[40,1179]",1,14824,3579401469,[],"","F","F","","","M","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2280,"Metadata/Items/Armours/BodyArmours/FourBodyInt10",24,2,3,"Mystic Raiment","Vêtement mystique","Mystisches Gewand","神秘の装束","신비한 의복","Indumentária Mística","Наряд мистика","Atuendo místico","Mystic Raiment","神秘之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",49,"",[],3,"","[40,1179]",1,14825,953492086,[],"","M","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2281,"Metadata/Items/Armours/BodyArmours/FourBodyInt11",24,2,3,"Imperial Robe","Robe impériale","Kaiserliches Gewand","帝国のローブ","제국 로브","Traje Imperial","Имперское одеяние","Túnica imperial","Imperial Robe","帝國長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",52,"",[],3,"",[40],1,14826,694912731,[],"","F","N","","","M","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2282,"Metadata/Items/Armours/BodyArmours/FourBodyInt12",24,2,3,"Plated Raiment","Vêtement plaqué","Plattiertes Gewand","装甲の装束","판금 의복","Indumentária de Placas","Окованное одеяние","Atuendo blindado","Plated Raiment","鎧甲之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",58,"",[],3,"",[40],1,14827,152283652,[],"","M","N","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2283,"Metadata/Items/Armours/BodyArmours/FourBodyInt13",24,2,3,"Havoc Raiment","Vêtement dévastateur","Zerzaustes Gewand","破壊の装束","혼란의 의복","Indumentária do Caos","Одежды хаоса","Atuendo caótico","Havoc Raiment","禍害之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",65,"",[],3,"",[40],1,14828,3325712003,[],"","M","N","","","F","FP","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2284,"Metadata/Items/Armours/BodyArmours/FourBodyInt14",24,2,3,"Enlightened Robe","Robe éclairée","Erleuchtete Robe","覚者のローブ","계몽의 로브","Traje Iluminado","Наряд просвещённого","Túnica iluminada","Enlightened Robe","啟蒙長袍","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",68,"",[1650],3,"",[40],1,14829,106918246,[],"","F","F","","","M","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2285,"Metadata/Items/Armours/BodyArmours/FourBodyInt15",24,2,3,"Arcane Raiment","Vêtement arcanique","Arkanes Gewand","神秘の装束","비전 의복","Indumentária Arcana","Колдовские одежды","Atuendo arcano","Arcane Raiment","奧術之衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",73,"",[1649],3,"",[40],1,14830,1351780015,[],"","F","N","","","F","FP","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2286,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex1",24,2,3,"Chain Mail","Cotte de mailles","Kettenpanzer","チェインメイル","사슬 갑옷","Cota de Malha","Кольчуга","Cota de malla","Chain Mail","鎖鍊鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",1,"",[],3,"","[41,1082]",1,14831,3052651200,[],"","F","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2287,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex2",24,2,3,"Rogue Armour","Armure de malfaiteur","Barbaren-Rüstung","盗賊の鎧","악한 방어구","Armadura do Ladino","Доспех изгоя","Armadura de pícaro","Rogue Armour","盜賊護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",11,"",[],3,"","[41,1082]",1,14832,532338716,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2288,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex3",24,2,3,"Vagabond Armour","Armure de vagabond","Vagabunden-Rüstung","放浪者の鎧","방랑자 방어구","Armadura do Vagabundo","Доспех бродяги","Armadura de vagabundo","Vagabond Armour","流浪者護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",16,"",[],3,"","[41,1083]",1,14833,1460327244,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2289,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex4",24,2,3,"Cloaked Mail","Cotte de mailles dissimulée","Verhüllter Panzer","クロークメイル","은폐 사슬옷","Malha Coberta","Доспех с кольцами","Cota de malla cubierta","Cloaked Mail","斗篷鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",26,"",[],3,"","[41,1083]",1,14834,862256846,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2290,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex5",24,2,3,"Explorer Armour","Armure d'explorateur","Entdecker-Rüstung","探検家の鎧","탐험가 방어구","Armadura do Explorador","Броня исследователя","Armadura de explorador","Explorer Armour","探索者護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",33,"",[],3,"","[41,1084]",1,14835,810755373,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2291,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex6",24,2,3,"Scale Mail","Cotte d'écailles","Schuppenpanzer","スケイルメイル","미늘 갑옷","Malha de Escamas","Чешуйчатый доспех","Cota de malla de escamas","Scale Mail","鱗片鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",37,"",[],3,"","[41,1084]",1,14836,2741488375,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2292,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex7",24,2,3,"Knight Armour","Armure de chevalier","Ritterrüstung","騎士の鎧","기사 방어구","Armadura do Cavaleiro","Рыцарский доспех","Armadura de caballero","Knight Armour","騎士護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"","[41,1179]",1,14837,2056877018,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2293,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex8",24,2,3,"Ancestral Mail","Cotte de mailles ancestrale","Ahnenpanzer","先祖のメイル","선대의 사슬옷","Malha Ancestral","Фамильный доспех","Cota de malla ancestral","Ancestral Mail","先祖鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",50,"",[],3,"","[41,1179]",1,14838,3661992887,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2294,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex9",24,2,3,"Lamellar Mail","Cotte de mailles lamellaire","Lamellenpanzer","ラメラーメイル","라멜라 사슬옷","Malha Lamelar","Ламеллярный доспех","Cota de malla lamelar","Lamellar Mail","分層鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",52,"",[],3,"",[41],1,14839,941595409,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2295,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex10",24,2,3,"Gladiator Armour","Armure de gladiateur","Gladiatorrüstung","剣闘士の鎧","검투사 방어구","Armadura do Gladiador","Броня гладиатора","Armadura de gladiador","Gladiator Armour","衛士護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",58,"",[],3,"",[41],1,14840,2933000043,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2296,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex11",24,2,3,"Heroic Armour","Armure héroïque","Heroische Rüstung","英雄の鎧","영웅의 방어구","Armadura Heroica","Доспех героя","Armadura heroica","Heroic Armour","英雄護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",65,"",[1651],3,"",[41],1,14841,184480696,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2297,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex12a",24,2,3,"Tournament Mail","Cotte de mailles de tournoi","Turnierpanzer","トーナメントメイル","토너먼트 사슬옷","Malha de Torneio","Турнирный доспех","Cota de malla de torneo","Tournament Mail","競技鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",68,"",[1652],3,"",[41],1,14842,1492601768,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2298,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex12b",24,2,3,"Tournament Mail","Cotte de mailles de tournoi","Turnierpanzer","トーナメントメイル","토너먼트 사슬옷","Malha de Torneio","Турнирный доспех","Cota de malla de torneo","Tournament Mail","競技鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",68,"",[1653],3,"",[41],1,14843,1348180684,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2299,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex12c",24,2,3,"Tournament Mail","Cotte de mailles de tournoi","Turnierpanzer","トーナメントメイル","토너먼트 사슬옷","Malha de Torneio","Турнирный доспех","Cota de malla de torneo","Tournament Mail","競技鎖甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",68,"",[1654],3,"",[41],1,14844,822873819,[],"","F","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2300,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex13",24,2,3,"Slayer Armour","Armure de pourfendeur","Schlächter-Rüstung","殺戮者の鎧","처형자 방어구","Armadura do Matador","Доспех рубаки","Armadura de verdugo","Slayer Armour","處刑者護甲","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",73,"",[],3,"",[41],1,14845,1892650891,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2301,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt1",24,2,3,"Pilgrim Vestments","Habits de pèlerin","Pilgergewand","巡礼者の祭服","순례자 법의","Vestimentas do Peregrino","Облачение пилигрима","Vestimenta de peregrino","Pilgrim Vestments","朝聖者法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",1,"",[],3,"","[42,1082]",1,14846,3953422335,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2302,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt2",24,2,3,"Pelt Mantle","Manteau en peau","Pelzmantel","生皮の外套","털가죽 외투","Manto de Pele","Покров из шкур","Manto de piel","Pelt Mantle","堅皮披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",10,"",[],3,"","[42,1082]",1,14847,3092398476,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2303,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt3",24,2,3,"Mail Vestments","Habits en mailles","Panzergewand","鎖帷子の祭服","사슬 법의","Vestimentas de Malha","Кольчатое одеяние","Vestimenta de malla","Mail Vestments","鎖甲法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",16,"",[],3,"","[42,1083]",1,14848,4070492399,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2304,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt4",24,2,3,"Shaman Mantle","Manteau de chaman","Schamanen-Mantel","シャーマンの外套","주술사 외투","Manto do Xamã","Наряд шамана","Manto de chamán","Shaman Mantle","薩滿披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",28,"",[],3,"","[42,1083]",1,14849,3721015665,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2305,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt5",24,2,3,"Ironclad Vestments","Habits cuirassés","Gepanzertes Gewand","甲鉄の祭服","철갑 법의","Vestimentas Couraçadas","Ратное облачение","Vestimenta de hierro","Ironclad Vestments","鐵甲法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",33,"",[],3,"","[42,1084]",1,14850,1028258494,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2306,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt6",24,2,3,"Sacrificial Mantle","Manteau sacrificiel","Opfermantel","生贄の外套","희생의 외투","Manto Sacrificial","Жертвенная мантия","Manto sacrificial","Sacrificial Mantle","獻祭披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",36,"",[],3,"","[42,1084]",1,14851,1726306152,[],"","M","M","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2307,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt7",24,2,3,"Cleric Vestments","Habits de clerc","Klerikergewand","聖職者の祭服","성직자 법의","Vestimentas de Clérigo","Одеяние клирика","Vestimenta de clérigo","Cleric Vestments","教士法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"","[42,1179]",1,14852,2172202074,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2308,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt8",24,2,3,"Tideseer Mantle","Manteau de clairvoyant","Gezeitenseher-Mantel","潮読みの外套","파도예견자 외투","Manto do Vidente das Marés","Наряд провидца волн","Manto de marevidente","Tideseer Mantle","潮汐先知披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"","[42,1179]",1,14853,792640115,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2309,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt9",24,2,3,"Gilded Vestments","Habits dorés","Vergoldetes Gewand","金装の祭服","도금된 법의","Vestimentas Áureas","Золочёное облачение","Vestimenta dorada","Gilded Vestments","鍍金法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",52,"",[],3,"",[42],1,14854,883881800,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2310,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt10",24,2,3,"Venerated Mantle","Manteau vénéré","Ehrenmantel","尊者の外套","공경받는 외투","Manto Venerado","Мантия почёта","Manto venerado","Venerated Mantle","崇敬披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",54,"",[],3,"",[42],1,14855,1899216430,[],"","M","M","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2311,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt11",24,2,3,"Revered Vestments","Habits révérés","Ehrengewand","畏敬の祭服","존경받는 법의","Vestimentas Reverenciadas","Одеяние досточтимого","Vestimenta reverenciada","Revered Vestments","尊敬法衣","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",65,"",[1655],3,"",[42],1,14856,1665461512,[],"","MP","N","","","FP","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
2312,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt12",24,2,3,"Corvus Mantle","Manteau de corbeau","Rabenmantel","鴉の外套","까마귀 외투","Manto de Corvus","Вороново облачение","Manto de corvus","Corvus Mantle","烏鴉披肩","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",68,"",[1656],3,"",[42],1,14857,366897348,[],"","M","M","","","M","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
