"rownum","NPCKey","i32_16","DialogueOption","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[rid]_28","[rid]_44","[rid]_60","Script","QuestFlags1","Category","QuestRewardOffersKey","QuestFlag2","NPCTextAudioKeys","Script2","bool_172","bool_173","[i32]_174","[i32]_190","i32_206","[i32]_210","[i32]_226","bool_242","BaseItemTypes","[i32]_259","bool_275","DialogueOption2","ConsoleQuickAction","Music1","i32_316","[rid]_320","i32_336","Music2","i32_356","QuestFlag3","bool_376","i32_377","row_381","TalkDialogue","bool_405","Ascendancy","bool_422"
1403,191,3,"Maraketh Values","Valeurs des Marakeths   ","Werte der Maraketh","マラケスの価値観","마라케스의 가치","Valores Maraketh","Ценности маракетов","Valores maraketh","ค่านิยมมาราเค็ท","馬拉克斯價值觀",[4562],[],[1443],"",[],3,"",1443,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[714],"",[],""
1404,194,0,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio místico","ที่ลี้ภัยลี้ลับ","神秘避難所","[1383,1384,1385]",[1685],[],"triggerer.FinishNPCChat(); \r\ntriggerer.SetQuestFlag( ExpeditionFarrowAct3DungeonRevealSeen );\r\ntriggerer.SendOpenScreen( WaypointScreen ); \r\nDelayIgnoringPause( 3, { triggerer.ForceInteractWithNPC( this ); } );",[1452],6,"",1452,[],"triggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Expedition/Stingers/FarrowRunestoneFinal', 0.5 );","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
1405,194,1,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio de místicos","ที่ลี้ภัยลี้ลับ","神秘避難所",[1452],[],[1685],"triggerer.FinishNPCChat(); ",[1685],6,"",1685,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[675],"",[],""
1406,194,2,"All These Apes","Tous ces singes","All diese Affen","こんなにも多くの猿","이 많은 유인원","Esses Símios Todos","Все эти обезьяны","Todos estos simios","วานรพวกนี้","如此多的猿猴",[],[],[5683],"",[5683],3,"",5683,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[939],"",[],1
1407,194,3,"Vaal Artefacts","Artéfacts vaal","Vaal-Artefakte","ヴァールのアーティファクト","바알 유물","Artefatos Vaal","Артефакты ваал","Artefactos vaal","โบราณวัตถุวาล์","瓦爾古物","[3781,3859,3822]",[],[1446],"",[],3,"",1446,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[715],"",[],""
1408,195,0,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio místico","ที่ลี้ภัยลี้ลับ","神秘避難所","[1383,1384,1385]",[1685],[],"triggerer.FinishNPCChat(); \r\ntriggerer.SetQuestFlag( ExpeditionFarrowAct3DungeonRevealSeen );\r\ntriggerer.SendOpenScreen( WaypointScreen ); \r\nDelayIgnoringPause( 3, { triggerer.ForceInteractWithNPC( this ); } );",[1452],6,"",1452,[],"triggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Expedition/Stingers/FarrowRunestoneFinal', 0.5 );","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
1409,195,1,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio de místicos","ที่ลี้ภัยลี้ลับ","神秘避難所",[1452],[],[1685],"triggerer.FinishNPCChat(); ",[1685],6,"",1685,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[675],"",[],""
1410,195,2,"All These Snakes","Tous ces serpents","All diese Schlangen","こんなにも多くの蛇","이 많은 뱀","Essas Cobras Todas","Все эти змеи","Todas estas serpientes","งูพวกนี้","如此多的毒蛇",[],[],[5685],"",[5685],3,"",5685,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[941],"",[],1
1411,195,3,"Vaal Artefacts","Artéfacts vaal","Vaal-Artefakte","ヴァールのアーティファクト","바알 유물","Artefatos Vaal","Артефакты ваал","Artefactos vaal","โบราณวัตถุวาล์","瓦爾古物","[3781,3859,3822]",[],[1446],"",[],3,"",1446,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[715],"",[],""
1412,196,0,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio místico","ที่ลี้ภัยลี้ลับ","神秘避難所","[1383,1384,1385]",[1685],[],"triggerer.FinishNPCChat(); \r\ntriggerer.SetQuestFlag( ExpeditionFarrowAct3DungeonRevealSeen );\r\ntriggerer.SendOpenScreen( WaypointScreen ); \r\nDelayIgnoringPause( 3, { triggerer.ForceInteractWithNPC( this ); } );",[1452],6,"",1452,[],"triggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Expedition/Stingers/FarrowRunestoneFinal', 0.5 );","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
1413,196,1,"Mystic Refuge","Refuge mystique","Mystische Zuflucht","神秘的な避難所","신비한 피난처","Refúgio Místico","Убежище мистика","Refugio de místicos","ที่ลี้ภัยลี้ลับ","神秘避難所",[1452],[],[1685],"",[1685],6,"",1685,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[675],"",[],""
1414,196,2,"All This Tribal Warfare","Toutes ces guerres tribales","All diese Stammeskriege","こんなにも多くの部族抗争","이 심한 부족 전쟁","Esses Conflitos Tribais Todos","Вся эта племенная борьба","Toda esta guerra tribal","สงครามเผ่าพวกนี้","如此多的部落戰爭",[],[],[5684],"",[5684],3,"",5684,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[940],"",[],1
1415,196,3,"Vaal Artefacts","Artéfacts vaal","Vaal-Artefakte","ヴァールのアーティファクト","바알 유물","Artefatos Vaal","Артефакты ваал","Artefactos vaal","โบราณวัตถุวาล์","瓦爾古物","[3781,3859,3822]",[],[1446],"",[],3,"",1446,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[715],"",[],""
1416,198,0,"[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench","[DNT] Crafting Bench",[1365],[],[],"\t\t\ttriggerer.FinishNPCChat();\r\n\t\t\tDirtyStateMachine();\r\n\t\t\tDelay( 1.2, { globals.craftingbenchexpedition.DirtyStateMachine(); } );\r\n\t\t\tDelay( 4.67, { triggerer.ForceInteractWithNPC( this ); } );",[],6,"","",[],"triggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Expedition/Stingers/ExpeditionUnlock', 0.5 );","","",[4419],[],4419,[4419],[4419],"","",[],"","","","",54,[],57,182,0,"",1,0,"",[682],"",[],""
1417,198,1,"[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1","[DNT] Crafting Cont 1",[1429],[1422],[1422],"",[1422],6,"",1422,[],"","","",[],[],4839,[],[],"","",[],"","","","",54,[],57,182,0,"",1,0,"",[683],"",[],""
1418,198,2,"The Runeseeker Reward","Le Chercheur de Runes (récompense)","Belohnung: Der Runensucher","ルーンシーカー報酬","룬 탐구자 보상","Recompensa de Caça-runas","Искатель рун (награда)","Recompensa de El buscador de runas","รางวัลเควสต์ นักแสวงอักขระ","符文探求者獎勵",[1422],[1365],[1423],"",[1423],7,117,1423,[],"","","",[],[],4839,[],[],"","",[],"","","","",54,[],57,182,0,"",1,0,"",[],"",[],""
1419,198,3,"[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2","[DNT] Crafting Cont 2",[1365],[1424],[1424],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen( VerisiumSmithingWindow );",[1424],6,"",1424,[],"","","",[],[],4839,[],[],"","",[],"","","","",54,[],57,182,0,"",1,0,"",[684],"",[],""
1420,198,4,"[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3","[DNT] Crafting Cont 3",[1430],[1386],[1386],"",[1386],6,"",1386,[],"","","",[],[],4839,[],[],"","",[],"","","","",54,[],57,182,0,"",1,0,"",[685],"",[],""
1421,198,5,"Ancient Remnants","Vestiges antiques","Alte Relikte","古代のレムナント","고대 잔류물","Vestígios Antigos","Древние реликты","Remanentes antiguos","ซากอารยธรรมโบราณ","遠古遺物",[],[],[1439],"",[],3,"",1439,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[709],"",[],""
1422,198,6,"Ezomyte Runes","Runes ézomytes","Ezomytische Runen","エゾマイトのルーン","에조미어 룬","Runas Ezomytas","Эзомитские руны","Runas ezomitas","อักขระเอโซไมต์","艾茲麥符文",[1439],[],[1440],"",[],3,"",1440,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[710],"",[],""
1423,198,7,"Celestial Shapes","Formes célestes","Himmlische Formen","天上の形","천공의 형체","Formas Celestiais","Небесные формы","Formas celestiales","รูปดวงดารา","星象形體",[1440],[],[1441],"",[],3,"",1441,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[711],"",[],""
1424,198,8,"Ezomyr","Ézomyr","Ezomyr","エゾミア","에조미어","Ezomyr","Эзомир","Ezomyr","เอโซเมียร์","艾茲麥",[1441],[],[1442],"",[],3,"",1442,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[712],"",[],""
1425,198,9,"Counts and Thanes","Comtes et Thanes","Grafen und Lehnsmänner","伯爵と族長","백작과 테인","Condes e Thanes","Графы и таны","Condes y thanes","เคานต์กับเธน","伯爵與領主",[3353],[],[1444],"",[],3,"",1444,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[713],"",[],""
1426,198,10,"Rallying Allies","Ralliement des alliés","Verbündete mobilisieren","味方を招集する","집결하는 동지들","Reunindo Aliados","Сплочение союзников","Movilizar a los aliados","รวบรวมพันธมิตร","號召友軍",[386],[3808],[1445],"",[],3,"",1445,[],"","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"","",0,"",[716],"",[],""
1427,198,11,"Runeseeker's Pursuit","La poursuite du Chercheur de Runes","Verfolgung des Runensuchers","ルーンシーカーの追跡","룬 탐구자의 추구","Profissão de Caça-runas","Цель искателя рун","La misión del buscador de runas","การเสาะแสวงของนักแสวงอักขระ","符文探求者的追尋",[5583],[5584],[5588],"",[],6,"",5588,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[737],"",[],""
1428,198,12,"Runeseeker's Pursuit","La poursuite du Chercheur de Runes","Verfolgung des Runensuchers","ルーンシーカーの追跡","룬 탐구자의 추구","Profissão de Caça-runas","Цель искателя рун","La misión del buscador de runas","การเสาะแสวงของนักแสวงอักขระ","符文探求者的追尋",[5584],[],"[5585,5587]","",[],6,"",5587,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[738],"",[],""
1429,198,13,"Farrow's Gift","Don de Farrow","Farrows Geschenk","ファロウの贈り物","패로우의 선물","Dádiva de Farrow","Дар Фарроу","El regalo de Farrow","พรสวรรค์ของแฟร์โรว์","法羅的禮物",[5585],[5586],[5589],"",[5589],7,136,5589,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
1430,198,14,"Dannig on Aldur","Dannig sur Aldur","Dannig über Aldur","アルダーについて語るダニグ","알두르에 대한 대닉의 의견","Dannig sobre Aldur","Дэнниг об Альдуре","Dannig sobre Aldur","แดนนิกพูดถึงอัลเดอร์","丹尼格對阿德爾",[1826],[],[1707],"triggerer.SetSessionQuestFlag( DannigFarrowBanterAvailable ); DirtyStateMachine();",[],3,"",1707,[],"Delay( 0.2, { globals.farrow_sitting.SetStateTo( conversation, 1 ); } );","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"","",0,"",[694],"",[],""
1431,198,15,"Dannig on Middengard","Dannig sur Middengard","Dannig über Middengard","ミデンガルドについて語るダニグ","미덴가르드에 대한 대닉의 의견","Dannig sobre Middengard","Дэнниг о Мидденгарде","Dannig sobre Middengard","แดนนิกพูดถึงมิดเดนการ์ด","丹尼格對密登加德",[1827],[],[1708],"triggerer.SetSessionQuestFlag( DannigFarrowBanterAvailable ); DirtyStateMachine();",[],3,"",1708,[],"Delay( 0.2, { globals.farrow_sitting.SetStateTo( conversation, 2 ); } );","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"","",0,"",[695],"",[],""
1432,198,16,"Dannig on the Triskelion","Dannig sur le Triskèle","Dannig über das Triskelion","トリスケリオンについて語るダニグ","트리스켈리온에 대한 대닉의 의견","Dannig sobre a Triskelion","Дэнниг о Трискелионе","Dannig sobre el Trisquel","แดนนิกพูดถึงทริสเกียล","丹尼格對三曲",[1828],[],[1709],"triggerer.SetSessionQuestFlag( DannigFarrowBanterAvailable ); DirtyStateMachine();",[],3,"",1709,[],"Delay( 0.2, { globals.farrow_sitting.SetStateTo( conversation, 3 ); } );","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"","",0,"",[696],"",[],""
1433,198,17,"Dannig on Cadigan","Dannig sur Cadigan","Dannig über Cadigan","カディガンについて語るダニグ","캐디건에 대한 대닉의 의견","Dannig sobre Cadigan","Дэнниг о Кадигане","Dannig sobre Cadigan","แดนนิกพูดถึงแคดิแกน","丹尼格對卡迪根",[1684],[],[1710],"triggerer.SetSessionQuestFlag( DannigFarrowBanterAvailable ); DirtyStateMachine();",[],3,"",1710,[],"Delay( 0.2, { globals.farrow_sitting.SetStateTo( conversation, 4 ); } );","","",[],[],4839,[],[],"","",[],"","","",182,57,[],57,"",0,"","",0,"",[697],"",[],""
1434,198,18,"Aldur","Aldur","Aldur","アルダー","알두르","Aldur","Альдур","Aldur","อัลเดอร์","阿德爾",[1494],[],[1826],"",[],3,"",1826,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[717],"",[],""
1435,198,19,"The Runefathers","Les Pères des Runes","Die Runenväter","ルーンファーザー","룬 아버지","Os Pais das Runas","Рунные Отцы","Los padres de las runas","อักขรบิดา","符文之父",[1495],[],[1827],"",[],3,"",1827,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[718],"",[],""
1436,198,20,"Forging the Triskelion","Forger le Triskèle","Das Schmieden des Triskelions","トリスケリオンを鍛造する","트리스켈리온의 탄생","Forjando a Triskelion","Перековка Трискелиона","Forjando el Trisquel","การหลอมเพลิงทริสเกียล","鍛造三曲",[1496],[],[1828],"",[],3,"",1828,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[719],"",[],""
1437,198,21,"The Unlikely King","Le Roi inattendu","Der unerwartete König","王になるはずのない者","뜻밖의 왕","O Rei Improvável","Маловероятный Король","El rey improbable","ผู้ที่ไม่น่าได้เป็นกษัตริย์","意料之外的帝王",[1497],[],[1684],"",[],3,"",1684,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[720],"",[],""
1438,198,22,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買する","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販售物品",[],[],[],"",[],12,"",72,[],"","","",[],[4412],4839,[],[],"","","[2,1]","","",0,"",57,[],57,"",0,"","",0,"",[],"",[],""
1439,198,23,"Beyond Ezomyr","Par-delà Ézomyr","Jenseits von Ezomyr","エゾミアを超えて","에조미어 너머","Além de Ezomyr","За Эзомиром","Más allá de Ezomyr","เลยไปจากเอโซเมียร์","艾茲麥之外","[3000,1494]",[],[5664],"",[5664],3,"",5664,[],"","","",[],[],4839,[],[],"","",[],"","","",107,57,[],57,"",0,"","",0,"",[922],"",[],""
1440,198,24,"The Vastiri Plains","Les Plaines de la Vastiri","Die Vastiri-Ebenen","ヴァスティリ平原","바스티리 평야","As Planícies do Vastiri","Равнины Вастири","Las Llanuras del Vastiri","ที่ราบวาสตีรี","瓦斯堤里平原",[],[],[5665],"",[5665],3,"",5665,[],"","","",[],[],4839,[],[],"","",[],"","","",125,57,[],57,"",0,"","",0,"",[923],"",[],""
1441,198,25,"The Caravan","La Caravane","Die Karawane","キャラバン","카라반","A Caravana","Караван","La caravana","กองคาราวาน","商隊",[],[],[5666],"",[5666],3,"",5666,[],"","","",[],[],4839,[],[],"","",[],"","","",124,57,[],57,"",0,"","",0,"",[924],"",[],""
1442,198,26,"The Swamp","Le Marais","Der Sumpf","沼","늪","O Pântano","Болото","El pantano","หนองน้ำ","沼澤",[],[],[5667],"",[5667],3,"",5667,[],"","","",[],[],4839,[],[],"","",[],"","","",163,57,[],57,"",0,"","",0,"",[925],"",[],""
1443,198,27,"The Ziggurat","La Ziggourat","Die Zikkurat","ジッグラト","지구라트","O Zigurate","Зиккурат","El zigurat","ซิกกุรัต","高地神塔",[],[],[5668],"",[5668],3,"",5668,[],"","","",[],[],4839,[],[],"","",[],"","","",162,57,[],57,"",0,"","",0,"",[926],"",[],""
1444,198,28,"Returning To Ogham","Retourner à Ogham","Rückkehr nach Ogham","オガム村に戻る","오검으로 돌아가기","De volta a Ogham","Возвращение в Огам","Regreso a Ogham","การกลับมายังอ็อกแฮม","返回奧格姆",[],[],[5669],"",[5669],3,"",5669,[],"","","",[],[],4839,[],[],"","",[],"","","",207,57,[],57,"",0,"","",0,"",[927],"",[],""
1445,198,29,"The Desert Sands","Les Sables du désert","Die Wüstensande","砂漠の砂","사막의 모래","As Areias do Deserto","Пустынные пески","La arena del desierto","ทรายในทะเลทราย","沙漠之沙",[],[],[5670],"",[5670],3,"",5670,[],"","","",[],[],4839,[],[],"","",[],"","","",214,57,[],57,"",0,"","",0,"",[928],"",[],""
