"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
4013,"slowed_enemies25","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,19298]",4,20,0,0,26629,"Slow Effect and Hinder Duration","Effet des Ralentissements et Durée de l'Entrave","Verlangsamungswirkung und Lähmungsdauer","減速効果および阻害持続時間","감속 효과 및 이동 방해 지속시간","Efeito de Desaceleração e Duração do Tolhimento","Эффект замедления и длительность Скованности","Efecto de la ralentización y duración del entumecimiento","เชื่องช้า - ผลและระยะเวลาขัดขวาง","緩速效果和阻礙持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4014,"slowed_enemies26","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,19298]",4,20,0,0,19951,"Slow Effect and Hinder Duration","Effet des Ralentissements et Durée de l'Entrave","Verlangsamungswirkung und Lähmungsdauer","減速効果および阻害持続時間","감속 효과 및 이동 방해 지속시간","Efeito de Desaceleração e Duração do Tolhimento","Эффект замедления и длительность Скованности","Efecto de la ralentización y duración del entumecimiento","เชื่องช้า - ผลและระยะเวลาขัดขวาง","緩速效果和阻礙持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4015,"slowed_enemies27","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,19298]",4,20,0,0,47470,"Slow Effect and Hinder Duration","Effet des Ralentissements et Durée de l'Entrave","Verlangsamungswirkung und Lähmungsdauer","減速効果および阻害持続時間","감속 효과 및 이동 방해 지속시간","Efeito de Desaceleração e Duração do Tolhimento","Эффект замедления и длительность Скованности","Efecto de la ralentización y duración del entumecimiento","เชื่องช้า - ผลและระยะเวลาขัดขวาง","緩速效果和阻礙持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4016,"slowed_enemies28","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[20297,19043]",7,7,0,0,17867,"Exposure Effect and Slow Effect","Effet de l'Exposition et Effet des Ralentissements","Anfälligkeits- und Verlangsamungswirkung","曝露効果および減速効果","노출 효과 및 감속 효과","Efeito de Exposição e de Desaceleração","Эффект восприимчивости и замедления","Efecto de la exposición y efecto de la ralentización","ผลพ่ายแก่ธาตุและเชื่องช้า","曝曬效果與緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4017,"slowed_enemies29","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[20297,19043]",7,7,0,0,37092,"Exposure Effect and Slow Effect","Effet de l'Exposition et Effet des Ralentissements","Anfälligkeits- und Verlangsamungswirkung","曝露効果および減速効果","노출 효과 및 감속 효과","Efeito de Exposição e de Desaceleração","Эффект восприимчивости и замедления","Efecto de la exposición y efecto de la ralentización","ผลพ่ายแก่ธาตุและเชื่องช้า","曝曬效果與緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4018,"slowed_enemies30","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[20297],30,0,0,0,55817,"Alchemical Oil","Huile alchimique","Alchemistisches Öl","錬金術のオイル","연금술 기름","Óleo Alquímico","Алхимическое масло","Aceite alquímico","Alchemical Oil","煉金之油",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4019,"weapon_swapping1","Art/2DArt/SkillIcons/passives/life1.dds",[3340],12,0,0,0,38003,"Stun Threshold","Seuil d'Étourdissement","Betäubungsschwelle","スタン閾値","기절 한계치","Resistência-limite a Atordoamento","Порог оглушения","Umbral de aturdimiento","ความยากในการติดสตัน","暈眩門檻",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4020,"weapon_swapping2","Art/2DArt/SkillIcons/passives/life1.dds",[3340],12,0,0,0,28361,"Stun Threshold","Seuil d'Étourdissement","Betäubungsschwelle","スタン閾値","기절 한계치","Resistência-limite a Atordoamento","Порог оглушения","Umbral de aturdimiento","ความยากในการติดสตัน","暈眩門檻",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4021,"weapon_swapping3","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,12262,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4022,"weapon_swapping4","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,16171,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4023,"weapon_swapping5","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,40517,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4024,"weapon_swapping6","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,40902,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4025,"weapon_swapping7","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,58910,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4026,"weapon_swapping8","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],20,0,0,0,60445,"Weapon Swap Speed","Vitesse de Permutation d'armes","Waffenwechsel-Geschwindigkeit","武器スワップスピード","무기 교체 속도","Velocidade de Troca de Armas","Скорость смены оружия","Velocidad de cambio de armas","ความเร็วในการสลับอาวุธ","武器切換速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4027,"weapon_swapping9","Art/2DArt/SkillIcons/passives/life1.dds","[3340,18309]",40,20,0,0,47782,"Steady Footing","Appuis solides","Felsenfest","確かな足取り","안정적인 자세","Passos Firmes","Твёрдая походка","Pies firmes","Steady Footing","穩固立足",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4028,"weapon_swapping10_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],0,0,0,0,54523,"[DNT-UNUSED] Weapon Swapping Notable","WIP","[DNT-UNUSED] Weapon Swapping Notable","武器スワップノータブル","WIP","WIP","[DNT-UNUSED] Weapon Swapping Notable","Notable de cambio de armas","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4029,"weapon_swapping11","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],0,0,0,0,23717,"[DNT-UNUSED] Weapon Swapping Notable","WIP","[DNT-UNUSED] Weapon Swapping Notable","武器スワップノータブル","WIP","WIP","[DNT-UNUSED] Weapon Swapping Notable","Notable de cambio de armas","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4030,"weapon_swapping12_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19574],0,0,0,0,13371,"[DNT-UNUSED] Weapon Swapping Notable","WIP","[DNT-UNUSED] Weapon Swapping Notable","武器スワップノータブル","WIP","WIP","[DNT-UNUSED] Weapon Swapping Notable","Notable de cambio de armas","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4031,"elemental_attacks1","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,62510,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4032,"elemental_attacks2","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,8697,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4033,"elemental_attacks3","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,30905,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4034,"elemental_attacks4","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,64140,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4035,"elemental_attacks5","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,51336,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4036,"elemental_attacks6","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,42794,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4037,"elemental_attacks7","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5686],12,0,0,0,56818,"Elemental Attack Damage","Dégâts d'attaque élémentaires","Elementarer Angriffsschaden","元素アタックダメージ","원소 공격 피해","Dano de Ataque Elemental","Урон стихийными атаками","Daño de ataques elementales","โจมตี  - ความเสียหายธาตุ","元素攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4038,"elemental_attacks8","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds","[5686,7934]",20,5,0,0,31433,"Catalysis","Catalyse","Katalyse","触媒作用","촉매 작용","Catálise","Катализ","Catálisis","Catalysis","催化",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4039,"elemental_attacks9","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5711],40,0,0,0,38895,"Crystal Elixir","Élixir de cristal","Kristall-Elixier","クリスタルエリクサー","수정 영액","Elixir de Cristal","Кристаллический Эликсир","Elixir de cristal","Crystal Elixir","水晶靈藥",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4040,"elemental_attacks10","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[13382],15,0,0,0,3985,"Forces of Nature","Forces de la nature","Naturgewalten","自然の力","자연의 힘","Forças da Natureza","Силы природы","Fuerzas de la naturaleza","Forces of Nature","自然之力",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
