"rownum","Id","TargetCharacter","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","OGGFiles","NPC1","rid_64","TargetCharacters","i32_96","i32_100","[rid]_104","NPC2","NPC3","QuestFlag1","QuestFlag2","QuestFlag3","QuestFlag4","QuestFlag5","Video","Script"
8923,"Farrow_OnMystics_A2_Dex4b",8,"Strange is right. They weren't exactly scientists, that's for sure.","Étrange, c'est le mot. Ils n'avaient rien de scientifiques, aucun doute là-dessus.","Merkwürdig, das stimmt. Sie waren jedenfalls keine richtigen Wissenschaflter, soviel steht fest.","本当に妙だね。科学者だったわけじゃないのは間違いなさそうだ。","별나다는 말이 맞네. 과학자가 아니었던 건 확실해.","Estranho mesmo. Cientistas eles não eram, isso é certo.","Странная — не то слово. Они точно не были учёными.","Raro es una buena palabra. No eran científicos, eso es seguro.","พิกลแน่ พวกเขาย่อมมิใช่นักวิทยาศาสตร์เป็นแน่","奇怪是沒錯。他們肯定不算是科學家。","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Farrow_Convo_Exp2_34_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8924,"Farrow_OnMystics_A2_StrDex4b",9,"Dunno, but it all seems more... <i>{mystical} than I expected.","Aucune idée, mais tout ça me semble plus… <i>{mystique} que je m'y attendais.","Ich weiß nicht, aber all das erscheint mir weit ... <i>{mystischer}, als erwartet. ","さあな、だがこれは予想以上に……神秘的だな。","글쎄, 이건 다... 내가 예상했던 것보다 <i>{신비주의적}이군.","Não sei, mas isso tudo parece mais... <i>{místico} do que eu esperava.","Не знаю, но в этой истории больше... <i>{мистического}, чем я ожидал.","No sé, pero esto es mucho más... <i>{místico} de lo que esperaba.","ไม่รู้สิ เรื่องพวกนี้ดูจะ... <i>{ลี้ลับ}มากกว่าที่ข้าคิด​","不知道，但這一切比我預期的更加……<i>{神祕}。","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8925,"Farrow_OnMystics_A2_DexInt4b",10,"I imagine they were mystics, based on what we see here.","J'imagine que c'était des mystiques, à en juger par ce que je vois là.","Nach dem, was wir hier sehen, würde ich annehmen, dass sie Mystiker waren.","ここにあるものから考えると、神秘家だったようだ。","눈에 보이는 것에 따르면, 신비학자였던 것이 아닐까.","Pelo que vemos aqui, imagino que eles eram místicos.","Судя по тому, что мы здесь увидели, они были мистиками.","Imagino que eran místicos, según lo que podemos ver aquí.","ข้าคิดว่าพวกเขาจะเป็นผู้ครองมนต์ ดูจากที่เราเห็นตรงนี้","根據我們在這裡看到的，我想他們是神秘主義者。","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Farrow_Convo_Exp2_34_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8926,"Farrow_OnMystics_A2_StrInt4b",11,"Cannae talk specifics... but I know mysticism when I see it.","Je n'en connais pas les ficelles… mais je sais reconnaître du mysticisme quand j'en vois.","Ich kann nich' in 's Detail geh'n ... aber ich erkenn' Mystiker, wenn ich 'se seh'.","具体的にはわからんが、見れば神秘主義だとはわかる。 ","구체적인 얘기는 못 하겠지만... 신비주의는 내가 알아볼 수 있지.","Não sei explicar direito... mas isso é misticismo, sem dúvida.","Точно не знаю... но мистицизм я узнаю везде.","No puedo decirlo con exactitud... pero reconozco el misticismo cuando lo veo.","ข้าพูดละเอียดมิได้... แต่ข้าเห็นเรื่องลี้ลับก็ดูออก​","說不上具體是什麼……但我一看就知道這是神秘主義。","[""Audio/Dialogue/4.0/Characters/StrInt/Druid/Druid_Convo/Druid_Farrow_Convo_Exp2_33_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8927,"Farrow_OnMystics_A2_StrDex4",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8928,"Farrow_OnMystics_A2_DexInt4",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8929,"Farrow_OnMystics_A2_StrInt4",5,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8930,"Farrow_OnMystics_A2_Str4",0,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8931,"Farrow_OnMystics_B1","","Yes, I'm surprised to see that. The Kalguurans seemed very practical to me. This suggests there's more to it.","Oui, je suis surpris de voir ça… Les Kalguuriens me semblaient être un peuple très pragmatique. Ceci laisse supposer que les choses sont plus compliquées qu'il n'y paraît.","Ja. Ich bin überascht, das zu sehen. Die Kalguur erschienen mir sehr praktisch veranlagt zu sein. Das deutet darauf hin, dass noch mehr dahinter steckt. ","ああ。それには驚いた。カルグール人たちは現実的な連中なように見えたからな。きっと何か裏があるんだろう。","그래. 나도 그건 의외였어. 칼구르인들은 아주 실용적인 줄 알았는데. 이건 그게 다가 아니라는 뜻이야.","Sim. É estranho ver isso. Os kalguuranos sempre me pareceram bem pragmáticos. Isso indica que tem algo mais.","Да. Меня это тоже удивляет... Калгууранцы всегда казались мне очень практичными. Но, похоже, за этим скрывалось что-то ещё.","Sí. Me sorprende. Bueno, los kalguranos me parecían muy prácticos. Esto sugiere que hay más por saber.","ใช่ ข้าแปลกใจกับเรื่องที่เห็นเหมือนกัน... พวกคาลเกอร์ดูจะเน้นการปฏิบัติเป็นหลักเสียมากกว่า เรื่องนี้คงมีอะไรมากกว่านั้น","是的。我很訝異看到這一點……卡爾葛人在我看來非常務實。這暗示了背後還有更多隱情。","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_43_02.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8932,"Farrow_KingsmarchRuins_A1","","It's... unreal to see it like this. <continue>When I first laid eyes on Kingsmarch, I felt like I saw my future in front of me. Another new beginning... <continue>And now... it's all rubble.","C'est… irréel de le voir ainsi. <continue>Lorsque j'ai découvert Marcheroi pour la première fois, j'ai eu l'impression de voir mon avenir devant mes yeux. Un autre nouveau départ… <continue>Et maintenant… tout est en ruines.","Es ist ... nicht zu fassen, es in diesem Zustand zu sehen.\r\n<continue>Als ich Königsmark zu ersten Mal erblickte, fühlte es sich an, als würde ich in meine Zukunft sehen. Ein weiterer Neubeginn ...\r\n<continue>Und jetzt ... ist alles Schutt und Asche.","こんな……こんなことになるなんて。<continue>俺が最初にキングズマーチを見た時、目の前で未来が輝いてるような気がしたんだ。新たな始まりみたいに……<continue>それが……全部瓦礫になっちまった。","이렇게 보니... 믿기지가 않아. <continue>처음 킹스마치를 봤을 때, 내 미래가 눈앞에서 스쳐 가는 느낌이었지. 또 한 번의 새로운 시작이라고... <continue>그런데 이제... 전부 잿더미가 돼 버렸어.","É... surreal ver isso assim. <continue>Quando vi Kingsmarch pela primeira vez, parecia que eu tava vendo meu futuro diante de mim. Um novo começo... <continue>E agora... tá tudo em ruínas.","Я не верю своим глазам... <continue>Когда я впервые увидел Кингсмарш, мне показалось, что вот оно — моё будущее. Новое начало. <continue>А теперь... оно рассыпалось в прах.","Es surreal verlo de este modo. <continue>Cuando vi Marca del rey por primera vez, sentí que vi mi futuro pasar frente a mis ojos. Un nuevo comienzo. <continue>Y ahora… solo quedan escombros.","ข้า... ไม่อยากจะเชื่อนักที่เห็นมันเป็นแบบนี้<continue>พอข้าได้เห็นคิงส์มาร์ชเป็นครั้งแรก เหมือนข้าได้เห็นอนาคตของข้าอยู่กับตา เป็นจุดเริ่มต้นใหม่อีกครั้ง<continue>แล้ว... มันก็เป็นซากไปหมดแล้ว","看到它變成這樣……簡直不真實。<continue>當我第一次看見金司馬區時，我覺得自己彷彿看見了眼前的未來。又一次全新的開始……<continue>而現在……一切都成了瓦礫。","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_46_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_46_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow/FarrowRev_Convo_Exp2_46_03.ogg""]","[180,197,198]","",[],0,100,[],[],[],[],[],[],[],[],"",""
8933,"Farrow_KingsmarchRuins_A2_Str4b",6,"Buildings can be rebuilt. It's no reason to give up on your dreams.","Les bâtisses peuvent être reconstruites. Ce n'est pas une raison pour abandonner vos rêves.","Häuser kann man wieder aufbauen. Es gibt keinen Grund, Eure Träume aufzugeben.","建物は作り直せる。夢を諦める理由にはならない。 ","건물은 재건하면 되지. 이게 꿈을 포기할 이유는 안 돼.","Prédios podem ser reconstruídos. Isso não é motivo pra desistir dos seus sonhos.","Здания можно отстроить. Это не повод отказываться от мечты.","Los edificios se pueden reconstruir. No es motivo para abandonar tus sueños.","สิ่งก่อสร้างย่อมสร้างขึ้นมาใหม่ได้ มันไม่ใช่เหตุผลให้เจ้าทิ้งความฝันของตัวเอง​","建築可以重建。這不是放棄夢想的理由。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Farrow_Convo_Exp2_36_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8934,"Farrow_KingsmarchRuins_A2_Int4",1,"You're annoyingly enthusiastic at the best of times, and well... dare I say, we likely need some of that now.","Où est passé votre enthousiasme si agaçant ? Oserais-je le dire ? Nous en aurions… bien besoin là…","Ihr seid normalerweise nervtötend enthusiastisch und tja ... wenn ich das sagen darf, genau das brauchen wir jetzt.","あなたはいつでも鬱陶しいくらい元気いっぱいじゃない。その……こんなこと言って大丈夫かしら、きっと今こそそれが必要なのよ。","분위기 좋을 때는 거슬릴 만큼 열정이 넘치더니만... 이런 말 해도 되는지 모르겠지만, 지금은 그런 면이 필요해.","Você sempre foi muito animado, até nos dias mais tranquilos, e... ouso dizer que precisamos de um pouco dessa energia agora.","Обычно ты невыносимо жизнерадостен... и, смею сказать, сейчас нам нужно именно это.","Eres fastidiosamente entusiasta en momentos como este, y bueno... me atrevo a decir que eso nos hace falta ahora.","โธ่เอ๊ยแฟร์โรว์ ปกติในช่วงเวลาดีๆ แกก็กระตือรือร้นจนน่ารำคาญ แล้ว... ข้าไม่อยากพูดแบบนี้นา แต่ตอนนี้เราต้องการอะไรแบบนั้น","你就算在最好的時候也熱心得煩人，而且……我敢說，我們現在可能正需要一點那樣的熱情……","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Farrow_Convo_Exp2_35_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
8935,"Farrow_KingsmarchRuins_A2_Int4b",7,"Kingsmarch has been devastated, yes... but you are still here. Your quest remains the same.","Marcheroi est en ruines, oui… mais vous êtes toujours là. Votre quête n'a pas changé.","Königsmark wurde verwüstet, ja ... aber Ihr seid noch immer hier. Eure Aufgabe ist die Gleiche geblieben. ","確かにキングズマーチは破壊された……だがあなたはまだここにいる。あなたの使命は変わってはいない。 ","그래, 킹스마치는 초토화됐지만... 당신은 아직 여기 있지 않나. 당신의 임무는 변하지 않아.","Kingsmarch foi destruída, é verdade... mas você ainda está aqui. Sua missão não mudou.","Да, Кингсмарш разрушен... но ты ещё здесь. Твоя миссия остаётся неизменной.","Marca del Rey ha sido devastada, sí... pero tú sigues aquí. Tu misión no ha cambiado.","จริงอยู่ที่คิงส์มาร์ชถูกทำลายล้าง... แต่เจ้ายังอยู่ที่นี่ ภารกิจของเจ้ายังเหมือนเดิม","金司馬區確實遭受重創……但你還在這裡。你的使命依舊不變。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Farrow_Convo_Exp2_34_01.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
