"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958","[rid]_974","[i32]_990","[rid]_1006","string_1022"
1132,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearFireBloodied",648,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Fire/BloodyVaalZealotSpearFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,225,760,720,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[6146,7525,6507,1211]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Fiery Zealot","Zélote ardent","Feuriger Eiferer","灼熱の狂信者","불타는 맹신자","Fanático Ardente","Огненный подвижник","Entusiasta ardiente","Fiery Zealot","熾炎狂熱者",115,115,1245,[16198],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,4147,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1133,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearLightning",649,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/VaalZealotSpearLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1027,728,729,34,225,760,71,48,722,718,29,118,761]",115,[],105,105,700,500,0,"[1221,7523,6147,7524,3060,5925]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Powered Zealot","Zélote chargé","Angetriebener Eiferer","電動の狂信者","강화된 맹신자","Fanático Potencializado","Заряженный подвижник","Entusiasta energizado","Powered Zealot","強化狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,56740,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1134,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearLightningBloodied",649,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/BloodyVaalZealotSpearLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1027,728,729,34,225,760,71,48,722,718,29,118,761]",115,[],105,105,700,500,0,"[1221,7523,6147,7524,3060,5925]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Powered Zealot","Zélote chargé","Angetriebener Eiferer","電動の狂信者","강화된 맹신자","Fanático Potencializado","Заряженный подвижник","Entusiasta energizado","Powered Zealot","強化狂熱者",115,115,1245,[16198],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,34427,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1135,"Metadata/Monsters/VaalMonsters/Living/VaalGuardClawsLiving",607,11,2,3,11,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardClawsLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws",[],1,"","",100,2,6,4,10,0,"[1029,71,48,718,31,29,719,118,757]",105,[],105,135,700,500,0,"[1195,6615,4681,4682,3042]","Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws.ais","[6836,6756]","stance2",0,"Vaal Excoriator","Écorcheur vaal","Vaal-Hautschürfer","ヴァールエクスコリエーター","바알 피박자","Escoriador Vaal","Сдиратель ваал","Excoriador vaal","Vaal Excoriator","瓦爾責難者",116,105,1500,[9829],[9829],"",7,7,"",0,[],[],[],1,1,6,135,0,0,135,13214,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersGuardBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,103,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1136,"Metadata/Monsters/VaalMonsters/Living/VaalGuardMortarLiving",608,11,2,3,10,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardMortarLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar",[14042],1,"","",100,2,6,5,10,0,"[728,729,720,71,48,31,29,32,118,1030,757]",100,[],105,135,700,500,0,"[1195,2410,2412,2411,2413]","Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar.ais","[6837,6756]","stance2",0,"Vaal Guard","Garde vaal","Vaal-Wache","ヴァール・ガード","바알 수호병","Guarda Vaal","Стражник ваал","Guardia vaal","Vaal Guard","瓦爾守衛",100,100,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,5705,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersPatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,100,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1137,"Metadata/Monsters/VaalMonsters/Living/VaalGuardSpearLiving",609,11,2,3,20,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardSpearLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear",[],1,"","",100,2,6,0,10,0,"[1025,71,48,718,31,29,719,118,757]",110,[],105,135,700,500,0,"[1195,6614,3041]","Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear.ais","[6838,6756]","stance2",0,"Vaal Guard","Garde vaal","Vaal-Wache","ヴァール・ガード","바알 수호병","Guarda Vaal","Стражник ваал","Guardia vaal","Vaal Guard","瓦爾守衛",121,110,1500,[14275],[],"",57,"","",0,[],[],[],1,1,6,135,0,0,135,47545,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersPatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,105,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1138,"Metadata/Monsters/VaalMonsters/Living/VaalGuardSpearLivingSacrificeGuide",609,11,2,3,20,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardSpearLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear",[],1,"","",100,2,6,0,10,0,"[1025,71,48,718,31,29,719,118,757]",110,[],105,135,700,500,0,"[1195,6614,3041]","Metadata/Monsters/VaalMonsters/Living/VaalGuardSpear.ais","[6838,6756]","stance2",0,"Vaal Guard","Garde vaal","Vaal-Wache","ヴァール・ガード","바알 수호병","Guarda Vaal","Стражник ваал","Guardia vaal","Vaal Guard","瓦爾守衛",121,110,1500,[14275],[],"",57,"","",0,[],[],[],1,1,6,135,0,0,135,25291,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersGuardBase""]",-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],[51],4,105,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1139,"Metadata/Monsters/VaalMonsters/Living/VaalGuardBowLiving",611,11,2,3,45,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardBowLiving.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardBowLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardBow",[],1,"","",100,2,6,6,10,0,"[728,1031,720,71,48,31,29,719,32,118,757]",110,[],105,135,700,500,0,"[1271,1941,1951]","Metadata/Monsters/VaalMonsters/Living/VaalGuardBowLiving.ais","[6839,6756]","stance2",0,"Vaal Guard","Garde vaal","Vaal-Wache","ヴァール・ガード","바알 수호병","Guarda Vaal","Стражник ваал","Guardia vaal","Vaal Guard","瓦爾守衛",110,110,1005,[8400],[14276],"",13,"","",0,[],[],[],1,1,6,135,0,0,135,859,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersPatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,105,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1140,"Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving_",612,46,4,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving.act""]","[""Metadata/Monsters/VaalMonsters/VaalOverseer/VaalOverseerLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving",[],1,"","",100,2,6,1,5,0,"[1026,729,760,71,48,718,31,719,118]",180,[],105,135,700,500,0,"[1204,1308]","Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving.ais","[6840,6756]","stance2",0,"Vaal Overseer","Superviseur vaal","Vaal-Aufseher","ヴァール・オーバーシーアー","바알 감독관","Supervisor Vaal","Надзиратель ваал","Líder vaal","Vaal Overseer","瓦爾監督者",180,180,2250,[16453],[],"",15,"","",0,[],[],[],"",1,6,135,0,0,135,38387,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],6,140,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
1141,"Metadata/Monsters/VaalMonsters/Living/VaalOverseerLivingSacrificeGuard",612,46,4,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving.act""]","[""Metadata/Monsters/VaalMonsters/VaalOverseer/VaalOverseerLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving",[],1,"","",100,2,6,1,5,0,"[1026,729,760,71,48,718,31,719,118]",180,[],105,135,700,500,0,"[1204,1308]","Metadata/Monsters/VaalMonsters/Living/VaalOverseerLiving.ais","[6840,6756]","stance2",0,"Vaal Overseer","Superviseur vaal","Vaal-Aufseher","ヴァール・オーバーシーアー","바알 감독관","Supervisor Vaal","Надзиратель ваал","Líder vaal","Vaal Overseer","瓦爾監督者",180,180,2250,[16453],[],"",15,"","",0,[],[],[],"",1,6,135,0,0,135,22409,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],[51],6,140,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
1142,"Metadata/Monsters/VaalMonsters/Living/Runemarked/VaalOverseerRunemarked",612,46,4,4,14,"[""Metadata/Monsters/VaalMonsters/Living/Runemarked/VaalOverseerLivingRunemarked.act""]","[""Metadata/Monsters/VaalMonsters/Living/Runemarked/VaalOverseerLivingRunemarked.ao""]","Metadata/Monsters/VaalMonsters/Living/Runemarked/VaalOverseerLivingRunemarked",[],1,"","",100,2,6,1,5,0,"[1026,729,760,71,48,718,31,719,118]",180,[],105,135,700,500,0,"[1204,1308]","Metadata/Monsters/VaalMonsters/Living/Runemarked/VaalOverseerLivingRunemarked.ais","[6840,6756]","stance2",0,"Vaal Overseer","Superviseur vaal","Vaal-Aufseher","ヴァール・オーバーシーアー","바알 감독관","Supervisor Vaal","Надзиратель ваал","Líder vaal","Vaal Overseer","瓦爾監督者",180,180,2250,[16453],[],"",15,"","",0,[],[],[],"",1,6,135,0,0,135,54438,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],6,140,0.05,0,1,0,"",60,5,"",0,"","",[],[],[],[],""
1143,"Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving_",613,14,4,5,18,"[""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving",[],1,"","",100,2,6,5,1,0,"[729,71,48,718,30,31,719,118,1030,757]",250,[],105,105,700,500,0,"[1195,1196,1197,3056,3057,4683,3058,2576]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.ais",[],"",0,"Vaal Goliath","Goliath vaal","Vaal-Goliath","ヴァール・ゴライアス","바알 골리앗","Gigante Vaal","Гигант ваал","Goliat vaal","Vaal Goliath","瓦爾巨獸",250,250,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27751,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],7,175,0.05,0,1,0,"",70,5,"",0,"","",[],[],[],[],""
1144,"Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingPatrol_",613,14,4,5,18,"[""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving",[],1,"","",100,2,6,5,1,0,"[729,176,71,48,718,30,31,719,118,1030,757]",250,[],105,105,700,500,0,"[1195,1196,1197,3056,3057,4683,3058,2576]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLiving.ais","[6756,6922]","stance2",0,"Vaal Goliath","Goliath vaal","Vaal-Goliath","ヴァール・ゴライアス","바알 골리앗","Gigante Vaal","Гигант ваал","Goliat vaal","Vaal Goliath","瓦爾巨獸",250,250,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,4212,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],7,175,0.05,0,1,0,"",70,5,"",0,"","",[],[],[],[],""
1145,"Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrower",614,14,4,4,12,"[""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrow.act""]","[""Metadata/Monsters/VaalMonsters/Living/BloodyVaalGoliathLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrow",[14042],1,"","",100,2,6,5,1,0,"[729,720,71,48,718,1100,30,31,719,118,1030,757]",180,[],105,105,700,500,0,"[1195,1196,3628,2128,3067]","Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrow.ais",[],"",0,"Vaal Goliath","Goliath vaal","Vaal-Goliath","ヴァール・ゴライアス","바알 골리앗","Gigante Vaal","Гигант ваал","Goliat vaal","Vaal Goliath","瓦爾巨獸",180,180,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15951,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],7,140,0.05,0,1,0,"",70,5,"",0,"","",[],[],[],[],""
1146,"Metadata/Monsters/VaalMonsters/Living/VaalStormcaller",721,13,2,4,12,"[""Metadata/Monsters/VaalMonsters/Living/VaalStormcaller.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalCasterLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalStormcaller",[],1,"","",100,2,6,1,1,0,"[1026,728,729,34,225,71,48,722,29,118,757]",200,[],105,105,700,500,0,"[1195,1707,2122]","Metadata/Monsters/VaalMonsters/Living/VaalStormcaller.ais",[],"",0,"Surgical Experimentalist","Expérimentateur chirurgical","Chirurgischer Experimentator","外科実験者","수술 실험주의자","Experimentalista Cirúrgico","Хирург-экспериментатор","Experimentador quirúrgico","Surgical Experimentalist","外科實驗專家",200,200,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1784,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,150,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1147,"Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter_",722,33,3,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalCasterLivingShapeshifter.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter",[],1,"","",100,2,6,1,1,0,"[1026,34,225,71,48,759,718,719,118]",150,[],105,105,700,500,0,"[1195,1956,4693,7540,7541,6619]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.ais",[],"",0,"Vaal Formshifter","Métamorphe vaal","Vaal-Gestaltwandler","ヴァール・フォームシフター","바알 형태변형자","Mutaforma Vaal","Обращенец ваал","Cambiaformas vaal","Vaal Formshifter","瓦爾變形者",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,16206,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[51],4,125,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1148,"Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterBloodied__",722,33,3,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.act""]","[""Metadata/Monsters/VaalMonsters/Living/BloodyVaalCasterLivingShapeshifter.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter",[],1,"","",100,2,6,1,1,0,"[1026,34,225,71,48,759,718,719,118]",150,[],105,105,700,500,0,"[1195,1956,4693,7540,7541,6619]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.ais",[],"",0,"Vaal Formshifter","Métamorphe vaal","Vaal-Gestaltwandler","ヴァール・フォームシフター","바알 형태변형자","Mutaforma Vaal","Обращенец ваал","Cambiaformas vaal","Vaal Formshifter","瓦爾變形者",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,59074,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[51],4,125,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1149,"Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterPatrol",722,33,3,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalCasterLivingShapeshifter.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter",[],1,"","",100,2,6,1,1,0,"[1026,176,34,225,71,48,759,718,719,118]",150,[],105,105,700,500,0,"[1195,1956,4693,7540,7541,6619]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter.ais","[6756,6933]","stance2",0,"Vaal Formshifter","Métamorphe vaal","Vaal-Gestaltwandler","ヴァール・フォームシフター","바알 형태변형자","Mutaforma Vaal","Обращенец ваал","Cambiaformas vaal","Vaal Formshifter","瓦爾變形者",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35024,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase"",""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[51],4,125,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1150,"Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterJaguarForm",722,33,3,4,14,"[""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterJaguar.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterJaguar.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter",[],1,"","",100,2,6,1,1,0,"[1026,34,225,71,48,759,718,719,118]",150,[],105,105,700,500,0,[],"Metadata/Monsters/VaalMonsters/Living/VaalShapeshifterJaguar.ais",[],"",0,"Vaal Formshifter","Métamorphe vaal","Vaal-Gestaltwandler","ヴァール・フォームシフター","바알 형태변형자","Mutaforma Vaal","Обращенец ваал","Cambiaformas vaal","Vaal Formshifter","瓦爾變形者",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,24158,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[51],4,125,0.05,0,1,0,"",40,5,"",0,"","",[],[],[],[],""
1151,"Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestFemale",729,38,3,4,12,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriest.act""]","[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/BloodyVaalBloodPriestFemale.ao""]","Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriest",[],1,"","",120,2,6,1,1,0,"[1026,728,729,34,225,760,71,48,31,29,719,32,118]",300,[],105,105,700,500,0,"[1195,7535,5812,1957,5813,4701]","Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriest.ais",[],"",0,"Blood Priestess","Prêtresse du sang","Blutpriesterin","ブラッドプリーステス","피의 여사제","Sacerdotisa Sangrenta","Жрица крови","Sacerdotisa de sangre","Blood Priestess","鮮血女祭司",300,198,1500,[16214],[],"",7,"","",0,[],[],[],"",1,6,135,0,0,135,31477,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],5,149,0.05,0,1,0,"",50,5,"",0,"","",[],[],[],[],""
