"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
176,"Weapon_SavageEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/staff.epk",60179,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/staff.epk"
177,"Weapon_EnragedEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/staff.epk",20307,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/staff.epk"
178,"Weapon_TranquilEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/staff.epk",45344,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/staff.epk"
179,"Weapon_ChaoticEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/staff.epk",27957,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/staff.epk"
180,"Weapon_Temple","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/staff.epk",27177,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/staff.epk"
181,"Weapon_Darkwood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/staff.epk",33738,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/c.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/staff.epk"
182,"Footprint_Darkwood","","","","","","","",14475,"","","","","","","","","","","","","","","",""
183,"Weapon_GoddessBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/staff.epk",25234,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/staff.epk"
184,"Footprint_GoddessBlue","","","","","","","",60262,"","","","","","","","","","","","","","","",""
185,"Weapon_Ritual","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/staff.epk",46791,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/staff.epk"
186,"Weapon_Misery","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/staff.epk",31675,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/staff.epk"
187,"Footprint_Misery","","","","","","","",6335,"","","","","","","","","","","","","","","",""
188,"Weapon_Suffering","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/staff.epk",40980,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/staff.epk"
189,"Footprint_Suffering","","","","","","","",19502,"","","","","","","","","","","","","","","",""
190,"Footprint_Despair","","","","","","","",36947,"","","","","","","","","","","","","","","",""
191,"Weapon_Faithsworn","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/staff.epk",34898,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/staff.epk"
192,"Weapon_Renegade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/staff.epk",59121,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/staff.epk"
193,"Weapon_CoreDelve","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/staff.epk",877,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/staff.epk"
194,"Weapon_CoreBreach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/staff.epk",61144,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/staff.epk"
195,"Weapon_CoreAbyss","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/staff.epk",46679,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/staff.epk"
