"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1304,"Metadata/Chests/BlightLegionIncubatorsT1",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-578682880,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2113929216,733,0,0,-2113929216,733,704643072,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,733,-33554432,-16843010,-16843010,-16843010,822017790,679,0,194,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1305,"Metadata/Chests/BlightLegionIncubatorsT2",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-572653568,2,-16908288,-16843010,-16843010,-16843010,65278,0,-570425344,733,0,0,-570425344,733,704643072,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,733,-33554432,-16843010,-16843010,-16843010,822017790,679,0,194,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1306,"Metadata/Chests/BlightLegionIncubatorsT3",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-566624256,2,-16908288,-16843010,-16843010,-16843010,65278,0,973078528,734,0,0,973078528,734,704643072,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,734,-33554432,-16843010,-16843010,-16843010,822017790,679,0,194,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1307,"Metadata/Chests/BlightLegionIncubatorsT4",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-560594944,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,734,0,0,-1778384896,734,704643072,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,734,-33554432,-16843010,-16843010,-16843010,822017790,679,0,194,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1308,"Metadata/Chests/BlightMushrunes",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-555745280,2,-16908288,-16843010,-16843010,-16843010,65278,0,-536870912,734,0,0,-536870912,734,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,734,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1309,"Metadata/Chests/BlightMushrunesUber",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-550371328,2,-16908288,-16843010,-16843010,-16843010,65278,0,838860800,735,0,0,838860800,735,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,735,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1310,"Metadata/Chests/BlightMushrunesBlightRavaged",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-543817728,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,735,0,0,-1778384896,735,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,735,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1311,"Metadata/Chests/BlightInfectedMapsT1",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-538312704,2,-16908288,-16843010,-16843010,-16843010,65278,0,-369098752,735,0,0,-369098752,735,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,735,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1312,"Metadata/Chests/BlightInfectedMapsT2",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-532807680,2,-16908288,-16843010,-16843010,-16843010,65278,0,1040187392,736,0,0,1040187392,736,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,736,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1313,"Metadata/Chests/BlightInfectedMapsT3",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-527302656,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,736,0,0,-1845493760,736,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,736,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1314,"Metadata/Chests/BlightInfectedMapsT4",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-521797632,2,-16908288,-16843010,-16843010,-16843010,65278,0,-436207616,736,0,0,-436207616,736,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,736,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1315,"Metadata/Chests/BlightInfectedMapsT5",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-516292608,2,-16908288,-16843010,-16843010,-16843010,65278,0,973078528,737,0,0,973078528,737,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,737,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1316,"Metadata/Chests/BlightInfectedMapsT6",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-510787584,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1912602624,737,0,0,-1912602624,737,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,737,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1317,"Metadata/Chests/BlightInfectedMapsT7",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-505282560,2,-16908288,-16843010,-16843010,-16843010,65278,0,-503316480,737,0,0,-503316480,737,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,737,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1318,"Metadata/Chests/BlightInfectedMapsT8",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-499777536,2,-16908288,-16843010,-16843010,-16843010,65278,0,905969664,738,0,0,905969664,738,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,905969664,738,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1319,"Metadata/Chests/BlightInfectedMapsT9",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-494272512,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1979711488,738,0,0,-1979711488,738,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1979711488,738,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1320,"Metadata/Chests/BlightInfectedMapsT10",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-488636416,2,-16908288,-16843010,-16843010,-16843010,65278,0,-536870912,738,0,0,-536870912,738,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,738,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1321,"Metadata/Chests/BlightInfectedMapsT11",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-483000320,2,-16908288,-16843010,-16843010,-16843010,65278,0,905969664,739,0,0,905969664,739,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,905969664,739,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1322,"Metadata/Chests/BlightInfectedMapsT12",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-477364224,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1946157056,739,0,0,-1946157056,739,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,739,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1323,"Metadata/Chests/BlightInfectedMapsT13",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-471728128,2,-16908288,-16843010,-16843010,-16843010,65278,0,-503316480,739,0,0,-503316480,739,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,739,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1324,"Metadata/Chests/BlightInfectedMapsT14",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-466092032,2,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,740,0,0,939524096,740,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,740,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1325,"Metadata/Chests/BlightInfectedMapsT15",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-460455936,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1912602624,740,0,0,-1912602624,740,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,740,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1326,"Metadata/Chests/BlightInfectedMapsT16",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-454819840,2,-16908288,-16843010,-16843010,-16843010,65278,0,-469762048,740,0,0,-469762048,740,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,740,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1327,"Metadata/Chests/BlightChestHardModeOil",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,35,-449052672,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1006632960,741,0,0,1275068416,741,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,741,-33554432,-16843010,-16843010,-16843010,822017790,679,0,"",[],"",0,0,"",4,"","","",[],"",[],"","","",1,3500,"",1
1328,"Metadata/Chests/BlightChestHardModeBase",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-442105856,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1509949440,741,0,0,-1241513984,741,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,741,-33554432,-16843010,-16843010,-16843010,822017790,679,0,"",[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1329,"Metadata/Chests/BlightChestHardModeGeneric",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-434765824,2,-16908288,-16843010,-16843010,-16843010,16842494,0,369098752,742,0,0,637534208,742,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,742,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1330,"Metadata/Chests/BlightChestHardModeArmour",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-427556864,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-2080374784,742,0,0,-1811939328,742,503316480,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,742,-33554432,-16843010,-16843010,-16843010,822017790,679,0,174,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1331,"Metadata/Chests/BlightChestHardModeWeapon",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-420347904,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-234881024,742,0,0,33554432,743,822083584,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,743,-33554432,-16843010,-16843010,-16843010,822017790,679,0,193,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1332,"Metadata/Chests/BlightChestHardModeTrinkets",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-412876800,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1677721600,743,0,0,1946157056,743,788529152,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1946157056,743,-33554432,-16843010,-16843010,-16843010,822017790,679,0,191,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1333,"Metadata/Chests/BlightChestHardModeMaps",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-405929984,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-838860800,743,0,0,-301989888,743,721420288,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-301989888,743,-33554432,-16843010,-16843010,-16843010,822017790,679,0,186,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1334,"Metadata/Chests/BlightChestHardModeCurrency",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-397410304,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1342177280,744,0,0,1610612736,744,553648128,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,744,-33554432,-16843010,-16843010,-16843010,822017790,679,0,177,[],"",0,0,"",4,"","","",[],1,[],"","","",1,3000,"",1
1335,"Metadata/Chests/BlightChestHardModeGems",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-390463488,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,744,0,0,-905969664,744,637534208,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,744,-33554432,-16843010,-16843010,-16843010,822017790,679,0,182,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1336,"Metadata/Chests/BlightChestHardModeBlight",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,35,-383254528,2,-16908288,-16843010,-16843010,-16843010,16842494,0,671088640,745,0,0,939524096,745,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,745,-33554432,-16843010,-16843010,-16843010,822017790,679,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3500,"",1
1337,"Metadata/Terrain/Leagues/Harvest/Objects/HarvestFeatureChest",1,2,"Seed Cache","[""Metadata/MiscellaneousObjects/Harvest/SeedCache.ao""]",1,0,-365166592,2,-16908288,-16843010,-16843010,-16843010,65278,0,1006632960,746,0,0,1006632960,746,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,746,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1338,"Metadata/Chests/LeaguesHeist/HeistChestSafe","",4,"Safe","[""Metadata/Chests/LeagueHeist/HeistSafe/HeistSafe.ao""]",1,60,-351141888,2,-16908288,-16843010,-16843010,-16843010,16842494,0,301989888,747,0,0,570425344,747,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,570425344,747,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,1,"","","","",[],1,[],"","","",1,6000,"",1
1339,"Metadata/Chests/LeagueHellscape/HellscapeChest01",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest01.ao""]",1,10,-336068608,2,-16908288,-16843010,-16843010,-16843010,65278,0,-134217728,747,0,0,-134217728,747,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,747,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1340,"Metadata/Chests/LeagueHellscape/HellscapeChest02",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest02.ao""]",1,10,-322043904,2,-16908288,-16843010,-16843010,-16843010,65278,0,-838860800,748,0,0,-838860800,748,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,748,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1341,"Metadata/Chests/LeagueHellscape/HellscapeChest03",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest03.ao""]",1,10,-308019200,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1543503872,749,0,0,-1543503872,749,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,749,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1342,"Metadata/Chests/LeagueHellscape/HellscapeChest04",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest04.ao""]",1,10,-293994496,2,-16908288,-16843010,-16843010,-16843010,65278,0,2046820352,750,0,0,2046820352,750,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,750,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1343,"Metadata/Chests/LeagueHellscape/HellscapeChest05",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest05.ao""]",1,10,-279969792,2,-16908288,-16843010,-16843010,-16843010,65278,0,1342177280,751,0,0,1342177280,751,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,751,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1344,"Metadata/Chests/LeagueHellscape/HellscapeChest06",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest06.ao""]",1,10,-265945088,2,-16908288,-16843010,-16843010,-16843010,65278,0,637534208,752,0,0,637534208,752,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,752,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1345,"Metadata/Chests/LeagueHellscape/HellscapeChest07",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest07.ao""]",1,10,-251920384,2,-16908288,-16843010,-16843010,-16843010,65278,0,-67108864,752,0,0,-67108864,752,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,752,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1346,"Metadata/Chests/LeagueArchnemesis/WealthUrn",1,2,"Cursed Urn","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/mechanics/wealthyUrn.ao""]","",40,-232783872,2,-16908288,-16843010,-16843010,-16843010,33619710,0,536870912,754,0,0,1073741824,754,956301312,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,754,-33554432,-16843010,-16843010,-16843010,-50397442,752,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4000,"",1
1347,"Metadata/Chests/LeagueArchnemesis/WealthUrnEmpty",1,2,"Cursed Urn","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/mechanics/wealthyUrn.ao""]","",0,-223608832,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,754,0,0,-1140850688,754,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,754,-33554432,-16843010,-16843010,-16843010,-50397442,752,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1348,"Metadata/Chests/LeagueSentinel/SentinelCache",1,4,"Sentinel Cache","[""Metadata/Chests/LeagueSentinel/SentinelChest.ao""]",1,0,-207486976,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,755,0,0,-1577058304,755,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,755,-33554432,-16843010,-16843010,-16843010,-1124139266,754,0,595,[],"",0,0,1,6,7,"","",[],"",[],"","","",1,0,"",1
1349,"Metadata/Chests/LeagueSentinel/SentinelCacheQuest",1,4,"Sentinel Cache","[""Metadata/Chests/LeagueSentinel/SentinelChest.ao""]",1,0,-200278016,2,24903680,0,0,0,0,0,268435456,756,0,0,268435456,756,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,756,-33554432,-16843010,-16843010,-16843010,-1560346882,755,0,595,[],"",0,0,1,6,7,"","",[],"",[],"","","",3,0,"",1
