"rownum","i32","i32","MiscAnimated","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","[rid]","bool","i32","i32","i32","i32","i32","bool","string","bool","i32","bool","i32","i32","bool","i32","[string]","string","[i32]","string","string","i32","bool","[i32]","bool","i32","bool","rid","bool"
263,85748,0,[8718],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 );  } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
264,86172,0,[8725],13000,1,2,300,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Monsters/FungusZombie/ExplodingPlants/PlantBurstSpawner""]","triggerer.SetStateTo(dead, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
265,86272,0,[8738],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",1,"",1,4,"",4,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
266,86300,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/MarakethSanctumTrial/Boss/Objects/IceSpike""]","triggerer.StartStateTimer( thrust, 0.1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
267,86530,0,[],0,1,4,30,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuffTemplate( AncestralJadeEncaseEnemy);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
268,86652,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Projectiles/DemonClawBossPulsingBall""]","If( triggerer.TypeContains( PulsingBall ), (){ triggerer.CallOnBoth( explode ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",3,1,[4391028],"",0,"",0,""
269,86938,0,[],0,1,2,7,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","If( GetCurrentMoveSpeed() > 65, (){  triggerer.SetStateTo( explode, 1 ); }, (){  triggerer.SetStateTo( explode, 3 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
270,86966,0,[],1000,1,2,80,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueRitual/DemonFaction/BloodBall""]"," triggerer. SetStateTo( explode,\t1 );this.TriggerSkill( GSRitualCaveDwellerExplodeBlood, triggerer);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
271,87300,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","/* the 50 in here is the Length of the GA skill using this ExecuteGEAL */\r\ntriggerer.vac_suck_dir = Mod( EvalIf( Eval( CalculateOrientation( this ) - GetOrientation() ) < 0.0, Eval( CalculateOrientation( this ) - GetOrientation() ) + 360, CalculateOrientation( this ) - GetOrientation() ), 360 );\r\nIf( Or( vac_suck_dir <= 45.0, vac_suck_dir > 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitBackward ); } );\r\nIf( And( vac_suck_dir > 45.0, vac_suck_dir <= 135.0 ), { InterruptActionsForDuration( 0.3, TakeHitRight ); } );\r\nIf( And( vac_suck_dir > 135.0, vac_suck_dir <= 225.0 ), { InterruptActionsForDuration( 0.3, TakeHitForward ); } );\r\nIf( And( vac_suck_dir > 225.0, vac_suck_dir <= 315.0 ), { InterruptActionsForDuration( 0.3, TakeHitLeft ); } );\r\ntriggerer.MoveToOverTime( this, GetDistanceTo( this ) / Eval( 30 / 0.3 ), false, false, true, true ); \r\ntriggerer.If( GetCurrentMoveSpeed() > 0.0, (){ Accelerate( time:0.3 * 2.0 ); } );",0,1,[4391028],"",0,"",0,""
272,89196,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinion""]","triggerer.KillSelf();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
273,89262,0,[],3000,1,2,140,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,4,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","triggerer.Do( (monster)\r\n\t\t{\r\n\t\t\tIf( monster.parent == this, (){ monster.Transition(); } );\r\n\t\t} );",0,1,[4391028],"",100,"",0,""
274,89476,0,[],0,1,3,37,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuffTemplate( AscendancyBuffHornOnslaught);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
275,89604,0,[],0,1,4,32,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,1,"",1,[],"triggerer.AddBuff( SilentSpiresApparition_slow, 0.25, 50 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
276,89738,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"","[7471220,6750313,6619239,6619250,3014770,6553665,4522084,6684774,6488165,5242996,6488161,2621547,2555936,6619213,6357108,6357092,6357108,4522031,6684774,6488165,7536756,5439535,6619248,7077996,3080307,7274605,7536750,6619252,7536754,6619231]","","",0,1,[4391028],"",0,"",0,""
277,89980,0,[],0,3,2,0,5,1,4,12,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelSpawned"",""Metadata/Monsters/VaalConstructs/Pyramid/VaalConstructPyramidSpawned"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemSpawned"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotSpawned"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstructSpawned"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBallSpawned""]","triggerer.Call( do_emerge );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
278,90384,0,[8718],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 ); AddBuff( monster_mod_rejuvenation, 4, 2000 );  } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
279,90900,0,[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_mod_added_chaos_damage, 5, 15 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
280,91034,0,[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_mod_added_fire_damage, 5, 15 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
281,91166,0,[8718],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 );  } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
282,91194,0,[8718],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 ); AddBuff( monster_mod_rejuvenation, 4, 2000 );  } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
