"rownum","Id","HASH16","Text"
1835,"UniqueRing77_",15007,"\""Slay my twin and I will inherit her wisdom.\r\nSlay me and her life will be prolonged by my demise.\r\nOur souls are eternally bound by the sacrifices we have made.\""\r\n- High Priest Atazek"
1836,"UniqueAmulet74",7699,"\""Atziri ordained that we exploit the weaknesses inherent in our slaves.\r\nWith relish, we did exactly as she instructed.\""\r\n- Guatelitzi, Architect of Flesh"
1837,"UniqueBelt46",63819,"\""Put your faith in me.\r\nOur god demands it.\""\r\n- High Templar Maxarius"
1838,"UniqueHelmetStrDex10",33931,"As the fiery remnants of our outpost were subsumed into the caldera,\r\na thunderous voice echoed across the barren landscape,\r\n\""Your fragility is your folly. May others rise where you have fallen.\""\r\n- El'Abin, Bloodeater"
1839,"UniqueStaff32",33710,"For their mortal allies, the last Titans forged a mighty staff,\r\none that could safely hold the first unearthed virtue gem."
1840,"UniqueOneHandSword34",38712,"Its forging marked the melding of man\r\nand Titan against the rising darkness."
1841,"IncursionVialTrap",38560,"Blood, slaves and stone.\r\nThe timeless edifice of Dominance."
1842,"IncursionVialHealing",39047,"Call to place the demon gods of the past."
1843,"IncursionVialPoison",8264,"The eyes of Apep flicker open and the Poisoned One stirs."
1844,"IncursionVialLightning",42231,"The ritual creates order. \r\nBoth in the minds of men and gods. \r\nThe ritual creates order."
1845,"IncursionVialFire",62449,"Ancient myths of flame, frost and thunder.\r\nWill we ever know the way forward?"
1846,"IncursionVialMinion",2241,"Your actions live but a moment;\r\ntheir repercussions never die."
1847,"IncursionVialBossFlask",35194,"With great tragedy and power,\r\nthe dead are netted in anguish."
1848,"IncursionVialBossJewel",26291,"It is not our flesh, our thoughts, or our soul that limits us;\r\nit is the distinction between them."
1849,"IncursionVialBossAmulet",43908,"Festivities of blood. Bleeding hearts and screaming lungs."
1850,"TrialMasterFragment1",39989,"You walk away bloodied and exhausted,\r\nbut victorious. You have overcome."
1851,"TrialMasterFragment2",56244,"Your broken body lies forgotten,\r\nnourishing only the worms."
1852,"TrialMasterFragment3",48275,"Mortals spend their lives wondering which\r\nfate shall be theirs. Chaos takes amusement\r\nin knowing the answer: all of them."
1853,"TrialMasterFragment4",62176,"You stagger away, embarrassed by your failure.\r\nYour only consolation prize is your life."
1854,"ScarabBreach1",13223,"The Ember-dwellers sought to throw you to their volcanic god, young Omid,\r\nbut we caught you instead. The Order of the Djinn is your tribe now."
1855,"ScarabBreach2",13085,"We task you, honoured Omid, with the investigation of this mysterious\r\n'Xoph' and artefacts related to rifts in the boundaries of our world."
1856,"ScarabBreach3",19684,"Omid, Master Researcher, has left a final commandment upon his death:\r\nthe world must never know."
1857,"ScarabBreach4",6654,"The Master Researcher's final commandment has failed.\r\nThe High Templar has seen the truth of our situation,\r\nand the world will be undone by his fear."
1858,"ScarabMaps1",47293,"Consider yourself an orphaned Eternal no longer, young Betucia.\r\nThe Order of the Djinn is your family now."
1859,"ScarabMaps2",61491,"For your loyalty and valour, honoured Betucia, we are proud to put\r\nthe requisition of dream-artefacts in your capable hands."
1860,"ScarabMaps3",22104,"Betucia, Bearer of the Sealing Blade, the Order of the Djinn survives\r\nbecause of your sacrifice, but will be forever wounded by your loss."
1861,"ScarabMaps4",15237,"The Sealing Blade has been removed, and the agent of Decay\r\nshall feed upon this world until nothing remains but dust."
1862,"ScarabUniques1",21386,"The Maraketh left you to die alone in the desert, young Sumei, but we\r\nsaw the potential in you. The Order of the Djinn is your akhara now."
1863,"ScarabUniques2",6365,"As the best of our lorekeepers, honoured Sumei, it is now your task\r\nto investigate the mysterious duplication of artefacts of power."
1864,"ScarabUniques3",7891,"Go to your rest now, Sumei, Master Lorekeeper. The Order shall keep\r\ncontained the terrible secret that burdened your final years."
1865,"ScarabUniques4",25240,"The books were burned, and the scribes set themselves aflame.\r\nWhat secret so terrible could they have discovered?\r\nThough centuries have passed, we must investigate this for ourselves."
1866,"ScarabBeasts1",61327,"Feuding Ezomytes slaughtered your kin, young Agnar, but we pulled you\r\nfrom the flames. The Order of the Djinn is your clan now."
1867,"ScarabBeasts2",2729,"None among us understand the beasts of this world better than you,\r\nhonoured Agnar. You will root out the mysteries of wild-artefacts."
1868,"ScarabBeasts3",34038,"The Order was your clan in life, Agnar, Beastmaster, but the First Ones call\r\nback their favoured son. The gift of their Visions will pass to another."
1869,"ScarabBeasts4",10963,"Without an experienced Beastmaster to find them new realms,\r\nthe First Ones' ravaging hunt brings them ever closer to Wraeclast."
1870,"ScarabBeasts4a",46550,"Without an experienced Beastmaster to find them new realms,\r\nthe First Ones' ravaging hunt brings them ever closer to Wraeclast."
1871,"ScarabBeasts4b",345,"Without an experienced Beastmaster to find them new realms,\r\nthe First Ones' ravaging hunt brings them ever closer to Wraeclast."
1872,"ScarabBeasts4c",16020,"Without an experienced Beastmaster to find them new realms,\r\nthe First Ones' ravaging hunt brings them ever closer to Wraeclast."
1873,"ScarabBeasts4d",40223,"Without an experienced Beastmaster to find them new realms,\r\nthe First Ones' ravaging hunt brings them ever closer to Wraeclast."
1874,"ScarabShaperRares1",50731,"The Peak-dwellers saw you as impure, young Qianga, but the Order of\r\nthe Djinn sees you as all the stronger for your uniqueness."
1875,"ScarabShaperRares2",16721,"Bold dreamer, Qianga of the Stars, she of the Celestial Cold! These titles\r\nwe bestow upon the one among us whose soul speaks to the ineffable."
1876,"ScarabShaperRares3",2825,"Qianga of the Stars, Deliverer of the Sealing Blade to the Watchers, go now, and\r\nlet your half-dreamt life be troubled by nightmares of achromic hunger no more."
1877,"ScarabShaperRares4",55217,"The Watchers have gone silent, yet they scream still.\r\nSomething lurks among the stars of our dreams, knocking at the door,\r\nwhispering with the voices of long lost friends..."
1878,"ScarabElderRares1_",41471,"Your visions led the Azmeri down into a world left abandoned by the Vaal.\r\nThey cast you out, young Egrin, but the Order of the Djinn accepts you."
1879,"ScarabElderRares2_",8701,"Speaker of unclean truths, Egrin of the Dark Between Stars.\r\nWe curse you whose soul echoes the madness of the void!"
1880,"ScarabElderRares3",15411,"Egrin of the Dark Between Stars, Forger of the Sealing Blade,\r\nlet your name be redeemed by your unexpected sacrifice."
1881,"ScarabElderRares4",55023,"We are all equally fools for our childish notions.\r\nThat dread force Decay cannot be defeated by self-sacrifice."
1882,"ScarabSulphite1",45622,"As the first Brinerot to join the Order, you have much to prove,\r\nyoung Raethan. We are confident you will succeed."
1883,"ScarabSulphite2",47441,"For harnessing and controlling the power of lightning, you, Raethan,\r\nare now charged with researching this new energy."
1884,"ScarabSulphite3",41731,"Let him not be called Raethan the Betrayer. His discovery was too important\r\nto keep locked away. Now, for good or ill, it is in civilisation's hands."
1885,"ScarabSulphite4",34574,"Madness marches in machine form.\r\nHarnessed lightning, grim faces, and cold ambition abounds.\r\nCivilisation will be its own undoing."
1886,"ScarabDivinationCards1",44847,"You were a casualty of callous Karui warfare, ageless Narumoa, but the Order\r\nmended your wounds. You are bound to us now by your own code."
1887,"ScarabDivinationCards2",49602,"Though your peers fear you, Narumoa, the elders have decided that your\r\nsecond sight is ideal for handling all artefacts that seek to subvert Fate."
1888,"ScarabDivinationCards3",48581,"Your centuries of service have been invaluable to us, Narumoa. Go now,\r\nreturn to Hinekora, and join your ancient kin in the halls of the dead."
1889,"ScarabDivinationCards4",55612,"Hinekora has sent the world another herald, but this hatungo walks another path.\r\nWe are left blinded, and subject to the vagaries of Fate."
1890,"ScarabTorment1",31371,"Young Tsarsk, you were a broken and forgotten child lying glassy-eyed\r\nin a flesh-pit in Trarthus, but the Order found and cleansed you."
1891,"ScarabTorment2",8521,"Your tortured soul long kept you isolated from your peers, Tsarsk, but has attracted\r\nnew kindred in kind. You are tasked with appeasing these anguished spirits."
1892,"ScarabTorment3",6143,"Though you were swallowed by your own darkness, you saved countless others\r\nfrom eternal misery, young Tsarsk. You were not nothing, as you feared."
1893,"ScarabTorment4",36283,"Without a speaker of the dead, the countless anguished spirits only grow in number.\r\nThey have no voice, and no hope. The sun darkens with each passing year."
1894,"ScarabStrongbox1",9346,"Your outlaw camp abandoned you when their surprise attack failed, young Rindwik.\r\nNow that you know we exist, we cannot let you go. You have two choices."
1895,"ScarabStrongbox2",45503,"Your people were renegades, Rindwik, but you have proven your loyalty.\r\nYou will lead the martial defence of our expeditions."
1896,"ScarabStrongbox3",9110,"Master Warrior Rindwik fell to one opponent alone: old age.\r\nOnly the greatest soldiers can say as much."
1897,"ScarabStrongbox4",37074,"In the absence of a strong martial presence, the renegades rise once more.\r\nTheir poisons threaten to cloud the land."
1898,"ScarabHarbinger1",10338,"Your ancestry has been much maligned by history, young Sarina Titucius,\r\nbut to the Order of the Djinn, you are born anew."
1899,"ScarabHarbinger2",8033,"For deciphering the language of the inscrutable ones, honoured Sarina,\r\nwe charge you with investigating their intent in our land."
1900,"ScarabHarbinger3",48409,"For your valour beyond the Gate, Sarina Titucius, we honour you with the first\r\nGilded Scarab awarded while its recipient still lives. Remain vigilant."
1901,"ScarabHarbinger4",40021,"The thousand year truce has faltered, for the inscrutable ones have imprisoned their own God.\r\nShould they invade again, there will be no warning."
1902,"ScarabPerandus1",27650,"Your people no longer walk this continent, young Revna,\r\nbut the Order of the Djinn will give you a new home."
1903,"ScarabPerandus2",33168,"As you delve into the mysteries of this world, apprentice Revna,\r\nremember to learn from the past, not be consumed by it."
1904,"ScarabPerandus3",13422,"We lay you to rest in the forest deep, Runesmith Revna, so that you may be\r\nforever hidden from the stars which so terrified you in your final days.\r\nMay the secret you took to your grave be lifted from your burdens."
1905,"ScarabPerandus4",6938,"Darkness surges in the shadows of the past. Ancient evils stir. The stars\r\nwatch, forever aloof, forever menacing. None remain who know the\r\nsecret, so we are defenseless in the face of the unknown."
1906,"ScarabLegion1",61093,"Your faith and our Order are not in opposition, young Eutychus. \r\nLet this be the start of a new era of cooperation."
1907,"ScarabLegion2",39598,"As our hand in the Chamber, we grant you, Deacon Eutychus,\r\naccess to a domain we lack the resources to explore."
1908,"ScarabLegion3",25341,"Given the fate of Deacon Eutychus and the men under Cardinal Sanctus Vox,\r\nlet none dare the Domain, lest they too feed that vile hunger eternal."
1909,"ScarabLegion4",48934,"As the passage between Wraeclast and the land beyond time's reach is torn open,\r\nwe stand on the precipice of eternal war.\r\nAnd no one remains to hold us back."
1910,"ScarabMetamorph1",8414,"Rejected even by the Faridun outcasts, young Saresh, you were cursed to walk the\r\nwhite sands until we found you. The Order shall command your penance now."
1911,"ScarabMetamorph2",49161,"As you explore the vast well of human darkness, Saresh, our Surgeon of the Dead,\r\nremember that the price can sometimes exceed the value of knowledge."
1912,"ScarabMetamorph3",37770,"There was a man of bone, rotting flesh, and weeping black, but his name, his\r\nill-gotten knowledge, and his role in the Order shall be stricken from memory."
1913,"ScarabMetamorph4",47559,"Though the Necromancer of Weeping Black fell in the desert by the hand of Garukhan,\r\nhis mindless legions remain scattered throughout Wraeclast, with no master to curb their hunger."
