"rownum","BaseMetadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","bool","i32","string","bool"
502,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_1",173,"[6251,0]",10,1000,0,5,550,1100,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
503,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_1",239,"[6251,0]",10,1000,0,5,500,900,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
504,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",1,[6253],6,1000,0,5,1380,2760,0,0,"",1,"",0,50331648,167772160,335544320,117440512,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
505,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",9,[6253],6,1000,0,5,1200,2400,0,0,"",1,"",0,50331648,167772160,419430400,134217728,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
506,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",29,[6253],6,1000,0,5,1020,2040,0,0,"",1,"",0,50331648,167772160,503316480,150994944,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
507,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",52,[6253],6,1000,0,5,840,1680,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
508,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",92,[6253],6,1000,0,5,650,1350,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
509,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",173,[6253],6,1000,0,5,550,1100,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
510,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_2",239,[6253],6,1000,0,5,500,900,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
511,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",1,[6254],3,1000,0,5,1850,3650,0,0,"",1,"",0,33554432,167772160,335544320,335544320,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
512,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",9,[6254],3,1000,0,5,1600,3150,0,0,"",1,"",0,33554432,167772160,419430400,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
513,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",29,[6254],3,1000,0,5,1350,2750,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
514,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",52,[6254],3,1000,0,5,1150,2400,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
515,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",92,[6254],3,1000,0,5,1000,2100,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
516,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",173,[6254],3,1000,0,5,900,1850,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
517,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner2_3",239,[6254],3,1000,0,5,850,1650,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
518,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",1,"[6245,0,0]",10,1000,0,5,1380,2760,0,0,"",1,"",0,83886080,167772160,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
519,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",9,"[6245,0,0]",10,1000,0,5,1200,2400,0,0,"",1,"",0,83886080,167772160,419430400,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
520,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",29,"[6245,0,0]",10,1000,0,5,1020,2040,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
521,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",52,"[6245,0,0]",10,1000,0,5,840,1680,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
522,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",92,"[6245,0,0]",10,1000,0,5,650,1350,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
523,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",173,"[6245,0,0]",10,1000,0,5,550,1100,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
524,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_1",239,"[6245,0,0]",10,1000,0,5,500,900,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
525,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",1,"[6244,0]",6,1000,0,5,1380,2760,0,0,"",1,"",0,50331648,167772160,335544320,117440512,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
526,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",9,"[6244,0]",6,1000,0,5,1200,2400,0,0,"",1,"",0,50331648,167772160,419430400,134217728,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
527,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",29,"[6244,0]",6,1000,0,5,1020,2040,0,0,"",1,"",0,50331648,167772160,503316480,150994944,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
528,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",52,"[6244,0]",6,1000,0,5,840,1680,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
529,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",92,"[6244,0]",6,1000,0,5,650,1350,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
530,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",173,"[6244,0]",6,1000,0,5,550,1100,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
531,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_2",239,"[6244,0]",6,1000,0,5,500,900,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
532,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",1,"[6248,0]",3,1000,0,5,1850,3650,0,0,"",1,"",0,33554432,167772160,335544320,335544320,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
533,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",9,"[6248,0]",3,1000,0,5,1600,3150,0,0,"",1,"",0,33554432,167772160,419430400,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
534,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",29,"[6248,0]",3,1000,0,5,1350,2750,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
535,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",52,"[6248,0]",3,1000,0,5,1150,2400,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
536,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",92,"[6248,0]",3,1000,0,5,1000,2100,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
537,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",173,"[6248,0]",3,1000,0,5,900,1850,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
538,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner3_3",239,"[6248,0]",3,1000,0,5,850,1650,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao );",""
539,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",1,"[6074,0]",10,1000,0,5,1380,2760,0,0,"",1,"",0,83886080,167772160,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
540,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",9,"[6074,0]",10,1000,0,5,1200,2400,0,0,"",1,"",0,83886080,167772160,419430400,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
541,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",29,"[6074,0]",10,1000,0,5,1020,2040,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
542,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",52,"[6074,0]",10,1000,0,5,840,1680,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
543,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",92,"[6074,0]",10,1000,0,5,650,1350,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
544,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",173,"[6074,0]",10,1000,0,5,550,1100,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
545,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner1",239,"[6074,0]",10,1000,0,5,550,1100,0,0,"",1,"",0,83886080,167772160,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
546,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",1,"[6088,0,0,0]",6,1000,0,5,1380,2760,0,0,"",1,"",0,50331648,167772160,335544320,117440512,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
547,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",9,"[6088,0,0,0]",6,1000,0,5,1200,2400,0,0,"",1,"",0,50331648,167772160,419430400,134217728,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
548,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",29,"[6088,0,0,0]",6,1000,0,5,1020,2040,0,0,"",1,"",0,50331648,167772160,503316480,150994944,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
549,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",52,"[6088,0,0,0]",6,1000,0,5,840,1680,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
550,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",92,"[6088,0,0,0]",6,1000,0,5,650,1350,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
551,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",173,"[6088,0,0,0]",6,1000,0,5,550,1100,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
552,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner2",239,"[6088,0,0,0]",6,1000,0,5,550,1100,0,0,"",1,"",0,50331648,167772160,503316480,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
553,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",1,"[6086,0,0]",3,1000,0,5,1850,3650,0,0,"",1,"",0,33554432,167772160,335544320,335544320,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
554,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",9,"[6086,0,0]",3,1000,0,5,1600,3150,0,0,"",1,"",0,33554432,167772160,419430400,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
555,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",29,"[6086,0,0]",3,1000,0,5,1350,2750,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
556,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",52,"[6086,0,0]",3,1000,0,5,1150,2400,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
557,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",92,"[6086,0,0]",3,1000,0,5,1000,2100,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
558,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",173,"[6086,0,0]",3,1000,0,5,900,1850,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
559,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/AbyssCity_Spawner3",239,"[6086,0,0]",3,1000,0,5,900,1850,0,0,"",1,"",0,33554432,167772160,503316480,503316480,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
560,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner1_1",1,[6143],10,1000,0,5,1380,2760,0,0,"",1,"",0,83886080,167772160,167772160,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
561,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner1_1",52,[6143],10,1000,0,5,1200,2400,0,0,"",1,"",0,83886080,167772160,251658240,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
562,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner1_1",92,[6143],10,1000,0,5,1020,2040,0,0,"",1,"",0,83886080,167772160,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_3/small_novas/dark_small.ao );",""
