"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
876,"arc_damage_is_lucky_automaton","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/crimson/VaalBuff.epk""]",[],[],"","","","","","","","",[],[],[]
877,"cold_snap_chilled","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/vaal_skills/cold_snap/player_epk/player_epk.epk""]",[],"","","","","","","","",[],[],[]
878,"omnitect_thruster","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/thruster/debuff.epk""]",[],[],"","","","","","","","",[],[],[]
879,"omnitect_cone_debuff","Art/2DArt/BuffIcons/SeaWitchScreech.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[]
880,"celestial_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_FIRE.epk""]",[],[],"","","","","","","","",[],[],[]
881,"celestial_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_ICE.epk""]",[],[],"","","","","","","","",[],[],[]
882,"celestial_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_LIT.epk""]",[],[],"","","","","","","","",[],[],[]
883,"celestial_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_LIT_active.epk""]",[],[],"","","","","","","","",[],[],[]
884,"delve_darkness","Art/2DArt/BuffIcons/AbyssShadowForm.dds",[],[],[],"","","","","","","","",[],[],[]
885,"delve_light","Art/2DArt/BuffIcons/DivineFlare.dds",[],[],[],"","","","","","","","",[],[],[]
886,"vanished_icon_only","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
887,"vanished_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
888,"vanished_vaal_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
889,"smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/smite/smite_lightning_aura.epk""]",[],"","","","","","","","",[],[],[]
890,"valkyrie_smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/smite/valhalla/valkyrie_aura.epk""]",[],"","","","","","","","",[],[],[]
891,"blood_guard_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/fire/herald_of_fire.epk""]",[],[],"","","","","","","","",[],[],[]
892,"blood_guard_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/ice/herald_of_ice.epk""]",[],[],"","","","","","","","",[],[],[]
893,"blood_guard_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/lightning/herald_of_lightning.epk""]",[],[],"","","","","","","","",[],[],[]
894,"blood_guard_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/lightning/herald_of_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[]
895,"fire_beam_shaper_visual","","[""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/beam_buff.epk""]",[],[],"","","","","","","","",[],[],[]
896,"oriathan_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/fire/herald_of_fire.epk""]",[],[],"","","","","","","","",[],[],[]
897,"oriathan_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/ice/herald_of_ice.epk""]",[],[],"","","","","","","","",[],[],[]
898,"oriathan_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/lightning/herald_lightning.epk""]",[],[],"","","","","","","","",[],[],[]
899,"oriathan_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/lightning/herald_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[]
900,"unique_perquils_toe_lucky_damage","Art/2DArt/BuffIcons/PerquilsToe.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
901,"static_strike_buff","Art/2DArt/SkillIcons/StaticStrikeSkillIcon.dds","[""Metadata/Effects/Spells/static_strike_02/player_buff/player_buff.epk""]",[],[],"","","","","","","","",[],[],[]
902,"summoned_relic_regeneration","Art/2DArt/SkillIcons/HolyRelicSkillIcon.dds","[""Metadata/Effects/Spells/summon_relic/holy_relic/healing_buff.epk""]",[],[],"","","","","","","","",[],[],[]
903,"herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Spells/herald/agony/hand_buff/hand_buff.epk""]",[],[],"","","","","","","","",[],[],[]
904,"herald_of_agony_blood_guard","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/agony/bloodguard_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[]
905,"herald_of_agony_faith_guard","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/agony/faithguard_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[]
906,"herald_of_agony_celestial","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial_agonypurity/agony/celestial_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[]
907,"herald_of_agony_demonic","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_agony.epk""]",[],[],"","","","","","","","",[],[],[]
908,"herald_of_agony_empyrean","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Agony.epk""]",[],[],"","","","","","","","",[],[],[]
909,"virulence","Art/2DArt/SkillIcons/HeraldOfAgony.dds",[],[],[],"","","","","","","","",[],[],[]
910,"herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Spells/herald/light/hand_buff/hand_buff.epk""]",[],[],"","","","","","","","",[],[],[]
911,"herald_of_light_blood_guard","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/purity/bloodguard_herald_purity.epk""]",[],[],"","","","","","","","",[],[],[]
912,"herald_of_light_faith_guard","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/purity/faithguard_herald_purity.epk""]",[],[],"","","","","","","","",[],[],[]
913,"herald_of_light_celestial","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial_agonypurity/purity/celestial_heraldpurity.epk""]",[],[],"","","","","","","","",[],[],[]
914,"herald_of_light_demonic","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_purity.epk""]",[],[],"","","","","","","","",[],[],[]
915,"herald_of_light_empyrean","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Purity.epk""]",[],[],"","","","","","","","",[],[],[]
916,"virulent_arrow_counter","Art/2DArt/SkillIcons/VirulentArrowSkillIcon.dds",[],[],[],"","","","","","","","",[],[],[]
917,"dominating_blow_normal_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_normal.epk""]",[],[],"","","","","","","","",[],[],[]
918,"dominating_blow_magic_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_magic.epk""]",[],[],"","","","","","","","",[],[],[]
919,"dominating_blow_rare_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_rare.epk""]",[],[],"","","","","","","","",[],[],[]
920,"azurite_debuff","Art/2DArt/BuffIcons/AzuriteDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
921,"reduced_enemy_resistance_from_item","Art/2DArt/BuffIcons/DelveResist.dds","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura/affected/monster_debuffed.epk""]","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura/player/playerAura.epk""]",[],"","","","","","","","",[],[],[]
922,"nearby_enemy_delve_unique","Art/2DArt/BuffIcons/DelveResist2.dds","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura_azurite/affected/monster_debuffed.epk""]","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura_azurite/player/playerAura.epk""]",[],"","","","","","","","",[],[],[]
923,"added_damage_per_socket_unique","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[]
924,"arc_damage_is_lucky_sulphite","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/sulphite/vaal_buff.epk""]",[],[],"","","","","","","","",[],[],[]
925,"impale","Art/2DArt/BuffIcons/ImpaleDebuff.dds","[""Metadata/Effects/Spells/impale/debuff/on_monster/monster_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_sml_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_mid_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_large_debuff.epk""]",[],[],1,"","","","","","","",[],[],[]
926,"zana_bubble","Art/2DArt/BuffIcons/invulnerability.dds",[],[],[],"","","","","","","","",[],[],[]
927,"einhar_life_aura","Art/2DArt/BuffIcons/EinharLifeAura.dds","[""Metadata/Effects/Spells/Masters/Einhar/aura/player_affected.epk""]","[""Metadata/Effects/Spells/Masters/Einhar/aura/einhar_aura.epk""]",[],"","","","","","","","",[],[],[]
928,"focus","Art/2DArt/SkillIcons/DjinnFocus.dds","[""Metadata/Effects/Spells/Masters/NinjaCop/player_buff/playerEffect.epk""]",[],[],"","","","","","","","",[],[],[]
929,"quicksand_display_buff_ninjacop","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/Masters/NinjaCop/ink_ripple/monster_effect.epk""]",[],[],"","","","","","","","",[],[],[]
930,"betrayal_zombie_enrage","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Necromancer/ZombieEnraged.epk""]",[],[],"","","","","","","","",[],[],[]
931,"secret_police_taser","Art/2DArt/BuffIcons/ArcTrap.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[]
932,"frost_fury_stages","Art/2DArt/SkillIcons/FrostFury.dds",[],[],[],"","","","","","","","",[],[],[]
933,"bloodstained_banner","Art/2DArt/SkillIcons/WarBanner.dds",[],[],[],"","","","","","","","",[],[],[]
934,"bloodstained_banner_debuff","Art/2DArt/BuffIcons/WarbannerDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
935,"puresteel_banner","Art/2DArt/SkillIcons/DreadBanner.dds",[],[],[],"","","","","","","","",[],[],[]
936,"puresteel_banner_debuff","Art/2DArt/BuffIcons/DreadBannerDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
937,"banner_stage","Art/2DArt/SkillIcons/DefaultBanner.dds",[],[],[],"","","","","","","","",[],[],[]
938,"conduit_sigil","Art/2DArt/SkillIcons/ConduitSigil.dds",[],[],[],"","","","","","","","",[],[],[]
939,"player_aura_corsair_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/fairgraves_corsair/corsair_aura.epk""]",[],"","","","","","","","",[],[],[]
940,"betrayal_scientist_reflection_beam","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/StatusAilments/shocked_red.epk""]",[],[],"","","","","","","","",[],[],[]
941,"arctic_breath_cold_damage_over_time","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","",[],[],[]
942,"shapers_presence","Art/2DArt/BuffIcons/ShapersPresence.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/shapers_presence/fade_in.epk""]",[],"","","","","","","","",[],[],[]
943,"betrayal_healing_totem_buff","","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]",[],[],"","","","","","","","",[],[],[]
944,"summoned_spider_buff","Art/2DArt/SkillIcons/ArakaalisFang.dds",[],[],[],"","","","","","","","",[],[],[]
945,"player_aura_betrayal_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/betrayal_aura/betrayal_aura.epk""]",[],"","","","","","","","",[],[],[]
946,"ignited_damage_increase","Art/2DArt/BuffIcons/buffonfire.dds",[],[],[],"","","","","","","","",[],[],[]
947,"armageddon_brand","Art/2DArt/SkillIcons/ArmageddonBrand.dds",[],[],[],"","","","","","","","",[],[],[]
948,"champion_master_of_metal","Art/2DArt/SkillIcons/passives/Champion/ImpalePassiveNotable.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
949,"betrayal_banner","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/banner/defense_epk.epk""]",[],[],"","","","","","","","",[],[],[]
950,"player_aura_mystic_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/fairgraves_mystic/corsair_aura.epk""]",[],"","","","","","","","",[],[],[]
951,"betrayal_keema_enrage","","[""Metadata/Effects/Spells/Masters/Keema/enrage_epk/enrage.epk""]",[],[],"","","","","","","","",[],[],[]
952,"overpowered","Art/2DArt/BuffIcons/OverpoweredDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
953,"ground_consecration_elreon","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/Masters/Elreon/consecrated_ground/unholy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
954,"ground_consecration_stygian","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/ground_effects_v2/consecrated_stygian/holy_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
955,"betrayal_hillock_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Hillock/roar_buff.epk""]",[],[],"","","","","","","","",[],[],[]
956,"arctic_breath_ground","Art/2DArt/SkillIcons/arcticbreath.dds","[""Metadata/Effects/Spells/arctic_breath_02/aura/Arctic_Frost_In.epk""]",[],[],"","","","","","","","",[],[],[]
957,"scorched","Art/2DArt/BuffIcons/ScorchedBuff.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/large_fire.epk""]",[],1,"","","","","","","",[],[],[]
958,"brittle","Art/2DArt/BuffIcons/BrittleBuff.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/supports/aurafy/chilled.epk""]",[],1,"","","","","","","",[],[],[]
959,"sapped","Art/2DArt/BuffIcons/SappedBuff.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]","[""Metadata/Effects/Spells/supports/aurafy/light.epk"",""Metadata/Effects/Spells/supports/aurafy/light.epk"",""Metadata/Effects/Spells/supports/aurafy/large_light.epk""]",[],1,"","","","","","","",[],[],[]
960,"unique_life_regen_aura_from_block","Art/2DArt/BuffIcons/UniqueLifeRegenAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[]
961,"betrayal_catarina_blackflame","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/deathflame_ignite/deathflame_ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
962,"betrayal_catarina_ghostflame","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
963,"betrayal_catarina_ritual","Art/2DArt/BuffIcons/undyingbreath.dds",[],[],[],"","","","","","","","",[],[],[]
964,"betrayal_catarina_immunity","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/undead_pillar/healing.epk""]",[],[],"","","","","","","","",[],[],[]
965,"stygian_mirage_archer_effect","","[""Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/stygian.epk""]",[],[],"","","","","","","","",[],[],[]
966,"stygian_mirage_archer_fadein_effect","","[""Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/fadein.epk""]",[],[],"","","","","","","","",[],[],[]
967,"player_aura_lava_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/LavaAura/lava_aura.epk""]",[],"","","","","","","","",[],[],[]
968,"soulrend","Art/2DArt/SkillIcons/Soulrend.dds","[""Metadata/Effects/Spells/soulrend/soulrend.epk""]",[],[],"","","","","","","","",[],[],[]
969,"quicksand_display_buff_synthesis","Art/2DArt/BuffIcons/SynthesisVoidSand.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/voidsand_charafx.epk""]",[],[],"","Void Pit","","","You are slowed and taking physical damage over time.","","","",[],[],[]
970,"quicksand_display_buff_maven","Art/2DArt/BuffIcons/SynthesisVoidSand.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/void_zone/epk/void_zone.epk""]",[],[],"","Gravity Well","","","You are slowed and taking Cold Damage over time.","","","",[],[],[]
971,"dark_ritual","Art/2DArt/SkillIcons/DarkRitual.dds","[""Metadata/Effects/Spells/dark_ritual/dot.epk""]",[],[],"","","","","","","","",[],[],[]
972,"storm_barrier_support_damage","Art/2DArt/BuffIcons/InfusionBuff.dds","[""Metadata/Effects/Spells/storm_barrier/epk/power_buff.epk""]",[],[],"","","","","","Metadata/Effects/Spells/storm_barrier/epk/power_buff_player.epk","","",[],[],[]
973,"player_aura_stygian_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/stygian/stygianaura.epk""]",[],"","","","","","","","",[],[],[]
974,"player_aura_spell_damage","Art/2DArt/SkillIcons/SpellDamageAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/spell_damage/SpellDamageAura.epk""]",[],1,"","","","","","","",[],[],[]
975,"divine_tempest_stage","Art/2DArt/SkillIcons/DivineTempest.dds",[],[],[],"","","","","","","","",[],[],[]
976,"soulrend_fade_out","","[""Metadata/Effects/Spells/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[]
977,"player_aura_damage_over_time","Art/2DArt/SkillIcons/DeliriumAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/delirium/DeliriumAura.epk""]",[],1,"","","","","","","",[],[],[]
