"rownum","Id","Text","XBoxText","i32","PlaystationText"
3443,"TutorialPanelStatsAndModsWhatsImportantCaption2","Weapon-specific passives are often stronger than more generalised passives, but you lose some flexibility in which items you can use.","",-1486054213,""
3444,"TutorialPanelStatsAndModsWhatsImportantSubtitle2","Staying Alive:","",-1983273798,""
3445,"TutorialPanelStatsAndModsWhatsImportantContent3","You can't kill monsters if you're dead, so you should also carefully consider your defences. Most characters will want some armour, energy shield or evasion, or some combination of the three. Sources of life and increases to it are a great way to extend your lifespan, but you'll also want to seek out ways to mitigate the damage before it ever touches your life pool. \r\n\r\nFire damage, such as the fire from a cannibal's thrown torch, can be mitigated by sources of 'Fire Resistance'. Merveil's spells deal cold damage, so 'Cold Resistance' is very useful against her. If a certain spell or attack deals significantly more damage to you than anything else, it might be of an element that you don't have much resistance to. If you're ever unsure where you spend your next passive point, it's almost always worth investing in a relevant defence.","",-1508846722,""
3446,"TutorialPanelStatsAndModsWhatsImportantImage3","Art/2DArt/UIImages/InGame/TutorialPictures/ItemMods3","",-319189409,""
3447,"TutorialPanelStatsAndModsWhatsImportantCaption3","Not too shabby! As you progress, you'll be able to fill some gaps using the crafting benches given to you by characters called Forsaken Masters.","",-1760340340,""
3448,"TutorialPanelStashTitle1","Your Stash","",-2032072183,""
3449,"TutorialPanelStashContent1","While out in the wilds of Wraeclast, you might've run out of bag space and found that you couldn't pick anything else up. Luckily, every Town and Hideout in Path of Exile comes with a stash. The items you put in your stash can be accessed wherever a stash can be found. You'll find the same items you stashed in Lioneye's Watch waiting for you at the Forest Encampment, your Hideout, and anywhere else with a stash.","",1636457130,""
3450,"TutorialPanelStashImage1","Art/2DArt/UIImages/InGame/TutorialPictures/Stash1","",-551119156,""
3451,"TutorialPanelStashCaption1","Every Town and Hideout has a stash.","",1510539247,""
3452,"TutorialPanelStashContent2","In fact, all your other characters in the same league can also access the same stash, so if you get a great bow while playing your Marauder, you can stash it to use on your Ranger later.","",-1901268776,""
3453,"TutorialPanelStashSubtitle1","Expanding Your Stash","",-1020021946,""
3454,"TutorialPanelStashContent3","At some point you may find yourself running low on stash space. Extra stash tabs can be bought in the Microtransactions shop, and once purchased, will be available in every league. They come in a few different varieties:","",91981637,""
3455,"TutorialPanelStashImage2","Art/2DArt/UIImages/InGame/TutorialPictures/StandardStash1","",703694089,""
3456,"TutorialPanelStashCaption2","Basic stash tabs are functionally identical to your free tabs.","",-820843672,""
3457,"TutorialPanelStashImage3","Art/2DArt/UIImages/InGame/TutorialPictures/PremiumStash1","",1865651104,""
3458,"TutorialPanelStashCaption3","Premium stash tabs can be labelled and colour-coded for ease of use, and allow you to list items for sale. You can price each item individually or set a price that applies for every item in the tab.","Premium stash tabs can be labelled and colour-coded for ease of use, and allow you to list items for sale.",1582554580,""
3459,"TutorialPanelStashImage4","Art/2DArt/UIImages/InGame/TutorialPictures/Stash3","",-201565106,""
3460,"TutorialPanelStashCaption4","The specialised stash tabs, such as the Currency stash tab, can hold thousands of specific items, far exceeding the normal stack-size limits, and keep them neatly organized.","",-1369252182,""
3461,"TutorialPanelStashContent4","All stash tabs have a search bar at the bottom that lets you search for and and filter out items, so you can quickly find what you are looking for.\r\n\r\nThe items in your stash never go away. However, when a temporary league ends, all the items in your stash will be moved to the stash in its permanent equivalent.\r\n\r\nWhen this happens, your items can be found in stash tabs labelled \""Remove Only\"". These will hold your items indefinitely, but anything removed from a Remove Only tab can't be returned to that tab.","",17325871,""
3462,"TutorialPanelStashImage5","Art/2DArt/UIImages/InGame/TutorialPictures/Stash2","",1913693032,""
3463,"TutorialPanelStashCaption5","Remove-only tabs keep your items safe and sound after a challenge league ends.","",1571716897,""
3464,"TutorialPanelNavigationTitle1","Waypoints and the World Panel","",-296718854,""
3465,"TutorialPanelNavigationSubtitle1","Waypoints:","",495854426,""
3466,"TutorialPanelNavigationContent1","Wraeclast is pretty big, and is full of places you'll want to visit and revisit. To help you get around, the land is dotted with 'Waypoints' which let you quickly travel to destinations you have previously visited. To use a waypoint, activate it and select where you would like to travel. You can only travel to waypoints you've activated previously, so it is always worth activating new waypoints when you come across them.","",-425759757,""
3467,"TutorialPanelNavigationImage1","Art/2DArt/UIImages/InGame/TutorialPictures/Navigation1","",-1809902387,""
3468,"TutorialPanelNavigationCaption1","Selecting a quest icon on the World Panel will display a path to the next step of the quest.","",-2089268982,""
3469,"TutorialPanelNavigationSubtitle2","The World Panel:","",1734143881,""
3470,"TutorialPanelNavigationContent2","When you click on a waypoint, the panel that pops up is called the World Panel. It doesn't just show your waypoints, however; It also displays every area you have previously visited, as well as some connected areas you haven't been to yet. Your quests are listed below the map, and by selecting one you can highlight the path that you need to follow to complete it. \r\n\r\nBecause areas in Path of Exile have varying degrees of random generation, you may not always recognize the layout of an area, even if you've been there several times. The minimap or map overlay may also be different and will need to be revealed again. This may take some getting used to, but it means no two playthroughs are exactly the same.","",2054431855,""
3471,"TutorialPanelStatusAilmentsTitle1","Ailments","",-89965387,""
3472,"TutorialPanelStatusAilmentsContent1","Monsters throughout Wraeclast won't just hurt you -- they can also inflict ailments. Fortunately, you can too.","",1318510607,""
3473,"TutorialPanelStatusAilmentsContent2","Ailments usually come from a specific kind of damage. Fire damage can 'Ignite', which deals further fire damage over time. Cold damage can 'Chill', slowing you down, or 'Freeze', causing you to stop moving entirely. Lightning damage can 'Shock', causing you to take a lot of extra damage from any source. Some enemies can also 'Poison' you or inflict 'Bleeding', both of which deal damage over time. If you move while you're bleeding, the bleeding will deal extra damage.","",-1516878731,""
3474,"TutorialPanelStatusAilmentsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/StatusAilments1","",-1794392400,""
3475,"TutorialPanelStatusAilmentsCaption1","Each ailment typically comes from a specific type of damage, though some unique items can change this.","",-634507426,""
3476,"TutorialPanelStatusAilmentsSubtitle1","Dealing with Ailments:","",1446036670,""
3477,"TutorialPanelStatusAilmentsContent3","Items, passive skills, support and skill gems, curses, and other things can each influence how likely it is that you'll suffer or inflict any of these ailments, as well as how effective these ailments are.","",-250522702,""
3478,"TutorialPanelStatusAilmentsImage2","Art/2DArt/UIImages/InGame/TutorialPictures/StatusItems1","",-238170907,""
3479,"TutorialPanelStatusAilmentsCaption2","Unique items and passive skills can prevent you from suffering from specific ailments, or grant something beneficial when you're suffering from one.","",1914800155,""
3480,"TutorialPanelStatusAilmentsContent4","Flasks are capable of removing each ailment if they have the right mods. Figuring out which ailments might be dangerous to you and getting flasks that will remove them can make a big difference to your journey.","",1141805591,""
3481,"TutorialPanelStatusAilmentsVideo1","Art/Videos/Tutorial_StatusAilments.bk2","",1661050004,""
3482,"TutorialPanelSocialTitle1","Chat and the Social Panel","",-439389385,""
3483,"TutorialPanelSocialContent1","Path of Exile is an online game where you can talk, trade, and play with other players whenever you want.","",-2084497628,""
3484,"TutorialPanelSocialSubtitle1","The Chat Window:","",465720693,""
3485,"TutorialPanelSocialContent2","There are several chat channels enabled by default, which can be toggled on and off using the buttons at the top of the chat window. You can also select which channel you want to talk in via the drop-down menu at the bottom.","",-171879219,""
3486,"TutorialPanelSocialImage1","Art/2DArt/UIImages/InGame/TutorialPictures/Social1","",1691578609,""
3487,"TutorialPanelSocialCaption1","You can link items in chat with Ctrl + Alt + Left-click","",1491296934,""
3488,"TutorialPanelSocialSubtitle2","The Social Panel:","",-1758181524,""
3489,"TutorialPanelSocialContent3","The Social panel (Hotkey S) is where you can quickly access your friends list, guild and party. Once you add a friend, both their account name and character name will be visible to you. If they have a Hideout and have enabled their friends to enter it, you'll be able to enter their Hideout from this menu while in your own Hideout or a Town.","",418594418,""
3490,"TutorialPanelSocialImage2","Art/2DArt/UIImages/InGame/TutorialPictures/Social2","",-7717880,""
3491,"TutorialPanelSocialContent4","You can also use this panel to join public parties created by other players, or create your own.","",1395738527,""
3492,"TutorialPanelSocialSubtitle3","Trading with Other Players:","",283318525,""
3493,"TutorialPanelSocialContent5","If you're looking to buy, sell, or exchange items with another player, you can open the trade window by right-clicking a character in the world. If they're in your party, you can trade by right-clicking their character portrait. Items up for trade must be checked by each player before the trade can be completed, to ensure you know exactly what it is you're trading for.","",-1764984290,""
3494,"TutorialPanelSocialImage3","Art/2DArt/UIImages/InGame/TutorialPictures/Social3","",27235980,""
3495,"TutorialPanelSocialContent6","Path of Exile's players come from all walks of life, and the Path of Exile community is an important part of what makes Path of Exile so much fun. So please remember to be respectful when you talk to other players.","",-1153453999,""
3496,"TutorialPanelPropheciesTitle1","Prophecies","",-1491548796,""
3497,"TutorialPanelPropheciesContent1","Prophecies are similar to the quests that characters like Tarkleigh send you on, however they are less structured, less predictable, and can only be acquired from Navali in exchange for a silver coin. \r\n\r\nProphecies can do a broad range of things. Some can guarantee that certain items will drop from specific monsters. Some add new monsters to areas, some drastically change the look of certain areas, and some grant avenues to new or upgraded unique items.","",1542743892,""
