"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
4634,"Metadata/Items/Gems/SkillGemRiptide",18,1,1,"Riptide","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],[],[],[],[],27,1,6225,-658046603,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4635,"Metadata/Items/Gems/SkillGemBackstab",18,1,1,"Backstab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],[],[],[],[],27,1,6223,266269525,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4636,"Metadata/Items/Gems/SkillGemFlickerStrike",18,1,1,"Flicker Strike","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6224,773581517,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4637,"Metadata/Items/Gems/SkillGemSpark",18,1,1,"Spark","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6225,-1878194376,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4638,"Metadata/Items/Gems/SupportGemStun",19,1,1,"Stun Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6226,-916567998,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4639,"Metadata/Items/Gems/SkillGemIceSpear",18,1,1,"Ice Spear","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6227,879023255,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4640,"Metadata/Items/Gems/SupportGemPierce",19,1,1,"Pierce Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6228,-278410088,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4641,"Metadata/Items/Gems/SupportGemTrap",19,1,1,"Trap Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6229,865602902,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4642,"Metadata/Items/Gems/SkillGemRaiseSpectre",18,1,1,"Raise Spectre","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6230,-1652774927,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4643,"Metadata/Items/Gems/SkillGemInfernalBlow",18,1,1,"Infernal Blow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],"[300,301]",27,"",6231,-1010631190,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4644,"Metadata/Items/Gems/SkillGemGlacialHammer",18,1,1,"Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6232,617845424,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4645,"Metadata/Items/Gems/SkillGemFrostWall",18,1,1,"Frost Wall","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6233,-1166507702,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4646,"Metadata/Items/Gems/SkillGemFreezingPulse",18,1,1,"Freezing Pulse","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6234,-1558174754,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4647,"Metadata/Items/Gems/SkillGemShockNova",18,1,1,"Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6235,868566376,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4648,"Metadata/Items/Gems/SkillGemNewShockNova",18,1,1,"New Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],[],[],[],[],27,1,6235,1294723236,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4649,"Metadata/Items/Gems/SkillGemViperStrike",18,1,1,"Viper Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6236,-781791514,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4650,"Metadata/Items/Gems/SkillGemNewPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],[],[],[],[],27,1,6237,584783701,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4651,"Metadata/Items/Gems/SkillGemPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[7],[1],[],[],[],27,"",6237,211761901,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4652,"Metadata/Items/Gems/SupportGemMeleePhysicalDamage",19,1,1,"Melee Physical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6238,-668720944,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4653,"Metadata/Items/Gems/SupportGemItemQuantity",19,1,1,"Item Quantity Support","Metadata/Items/Gems/SupportSkillGem",24,"",[],1,"",[],[],[],[],[],27,1,6239,-701546538,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4654,"Metadata/Items/Gems/SupportGemItemRarity",19,1,1,"Item Rarity Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6240,1787283513,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4655,"Metadata/Items/Gems/SupportGemFasterCast",19,1,1,"Faster Casting Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6241,1255849548,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4656,"Metadata/Items/Gems/SkillGemExplosiveArrow",18,1,1,"Explosive Arrow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6242,1108527989,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4657,"Metadata/Items/Gems/SkillGemTemporalChains",18,1,1,"Temporal Chains","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6243,505190680,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4658,"Metadata/Items/Gems/SkillGemElementalWeakness",18,1,1,"Elemental Weakness","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6244,-1906058393,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4659,"Metadata/Items/Gems/SkillGemWarlordsMark",18,1,1,"Warlord's Mark","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6245,-2104144072,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4660,"Metadata/Items/Gems/SkillGemPunishment",18,1,1,"Punishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6246,317574570,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4661,"Metadata/Items/Gems/SkillGemNewPunishment",18,1,1,"NewPunishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],[],[],[],[],27,1,6246,1403451098,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4662,"Metadata/Items/Gems/SkillGemEnfeeble",18,1,1,"Enfeeble","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6247,-1068814846,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4663,"Metadata/Items/Gems/SkillGemCriticalWeakness",18,1,1,"Assassin's Mark","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6248,958476920,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4664,"Metadata/Items/Gems/SkillGemProjectileWeakness",18,1,1,"Sniper's Mark","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6249,507775891,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4665,"Metadata/Items/Gems/SkillGemVulnerability",18,1,1,"Despair","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6726,-1076010191,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4666,"Metadata/Items/Gems/SkillGemLightningWarp",18,1,1,"Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6251,-1787957580,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4667,"Metadata/Items/Gems/SkillGemSummonSkeletons",18,1,1,"Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6252,1231862070,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4668,"Metadata/Items/Gems/SkillGemSummonSkeletonsChannelled",18,1,1,"Summon Skeletons Channelled","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,1,6252,-1286386821,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4669,"Metadata/Items/Gems/SkillGemRiposte",18,1,1,"Riposte","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6406,-1083900797,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4670,"Metadata/Items/Gems/SkillGemVengeance",18,1,1,"Vengeance","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6408,-759882649,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4671,"Metadata/Items/Gems/SkillGemReckoning",18,1,1,"Reckoning","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6407,1284388492,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4672,"Metadata/Items/Gems/SkillGemHeavyStrike",18,1,1,"Heavy Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6253,-1936054028,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4673,"Metadata/Items/Gems/SkillGemDominatingBlow",18,1,1,"Dominating Blow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6254,2062977537,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4674,"Metadata/Items/Gems/SkillGemRainOfArrows",18,1,1,"Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6255,-625760918,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4675,"Metadata/Items/Gems/SupportGemConcentratedEffect",19,1,1,"Concentrated Effect Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6256,-1723087139,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4676,"Metadata/Items/Gems/SupportGemMinionDamage",19,1,1,"Minion Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6257,344293939,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4677,"Metadata/Items/Gems/SupportGemIncreasedDuration",19,1,1,"Increased Duration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6258,48249346,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4678,"Metadata/Items/Gems/SupportGemColdToFire",19,1,1,"Cold to Fire Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6259,-304953383,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4679,"Metadata/Items/Gems/SupportGemChanceToIgnite",19,1,1,"Combustion Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6260,-806118763,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4680,"Metadata/Items/Gems/SupportGemMinionSpeed",19,1,1,"Minion Speed Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6261,695144847,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4681,"Metadata/Items/Gems/SupportGemMinionLife",19,1,1,"Minion Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6262,1181489488,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4682,"Metadata/Items/Gems/SupportGemWeaponElementalDamage",19,1,1,"Elemental Damage with Attacks Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6263,638399684,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4683,"Metadata/Items/Gems/SupportGemBloodlust",19,1,1,"Bloodlust Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6417,2069099215,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4684,"Metadata/Items/Gems/SupportGemLifeGainOnHit",19,1,1,"Life Gain on Hit Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6264,763543857,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4685,"Metadata/Items/Gems/SkillGemFirestorm",18,1,1,"Firestorm","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6265,1881441534,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4686,"Metadata/Items/Gems/SkillGemLightningStrike",18,1,1,"Lightning Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6266,-452350841,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4687,"Metadata/Items/Gems/SkillGemTempestShield",18,1,1,"Tempest Shield","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6267,2009865380,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4688,"Metadata/Items/Gems/SkillGemMoltenShell",18,1,1,"Molten Shell","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6268,-476892377,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4689,"Metadata/Items/Gems/SkillGemPowerSiphon",18,1,1,"Power Siphon","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6269,1433614362,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4690,"Metadata/Items/Gems/SkillGemBladeTrap",18,1,1,"Blade Trap","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[1],[1],[],[],[],27,1,6270,249078373,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4691,"Metadata/Items/Gems/SkillGemPuncture",18,1,1,"Puncture","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6270,225483396,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4692,"Metadata/Items/Gems/SkillGemLightningArrow",18,1,1,"Lightning Arrow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6271,409249884,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4693,"Metadata/Items/Gems/SkillGemArc",18,1,1,"Arc","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6272,145505486,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4694,"Metadata/Items/Gems/SkillGemHaste",18,1,1,"Haste","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6273,135101181,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4695,"Metadata/Items/Gems/SkillGemPurity",18,1,1,"Purity of Elements","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6274,-41339104,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4696,"Metadata/Items/Gems/SkillGemVitality",18,1,1,"Vitality","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6275,465890946,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4697,"Metadata/Items/Gems/SkillGemDiscipline",18,1,1,"Discipline","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6276,808462386,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4698,"Metadata/Items/Gems/SkillGemGrace",18,1,1,"Grace","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6277,1213024779,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4699,"Metadata/Items/Gems/SkillGemDetermination",18,1,1,"Determination","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6278,-309896541,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4700,"Metadata/Items/Gems/SkillGemAnger",18,1,1,"Anger","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6279,-620170849,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4701,"Metadata/Items/Gems/SkillGemHatred",18,1,1,"Hatred","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6280,877526456,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4702,"Metadata/Items/Gems/SkillGemWrath",18,1,1,"Wrath","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[11],[1],[],[],[],27,"",6281,1850991442,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4703,"Metadata/Items/Gems/SkillGemBurningArrow",18,1,1,"Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6282,400559371,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4704,"Metadata/Items/Gems/SupportGemElementalProliferation",19,1,1,"Elemental Proliferation Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6283,1666671509,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4705,"Metadata/Items/Gems/SupportGemBloodMagic",19,1,1,"Arrogance Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6284,-265123344,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4706,"Metadata/Items/Gems/SkillGemClarity",18,1,1,"Clarity","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6285,-810692912,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4707,"Metadata/Items/Gems/SupportGemCastLinkedCursesOnCurse",19,1,1,"WIP Support","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],[],[],[],[],27,1,6283,54803656,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4708,"Metadata/Items/Gems/SupportGemCullingStrike",19,1,1,"Culling Strike Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6287,-948099958,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4709,"Metadata/Items/Gems/SupportGemPointBlank",19,1,1,"Point Blank Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6288,910857224,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4710,"Metadata/Items/Gems/SupportGemIronGrip",19,1,1,"Iron Grip Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6289,1332031472,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4711,"Metadata/Items/Gems/SupportGemIronWill",19,1,1,"Iron Will Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6290,-921112832,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4712,"Metadata/Items/Gems/SupportGemMeleeDamageOnFullLife",19,1,1,"Damage on Full Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6291,-1573741506,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4713,"Metadata/Items/Gems/SupportGemSpellTotem",19,1,1,"Spell Totem Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6292,1342846117,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4714,"Metadata/Items/Gems/SupportGemRemoteMine",19,1,1,"Blastchain Mine Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6293,1874477201,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4715,"Metadata/Items/Gems/SkillGemShockwaveTotem",18,1,1,"Shockwave Totem","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6295,1169161186,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4716,"Metadata/Items/Gems/SkillGemRejuvenationTotem",18,1,1,"Rejuvenation Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6296,134836667,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4717,"Metadata/Items/Gems/SkillGemFreezeMine",18,1,1,"Icicle Mine","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6512,72254407,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4718,"Metadata/Items/Gems/SkillGemConversionTrap",18,1,1,"Conversion Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6298,-1092642129,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4719,"Metadata/Items/Gems/SkillGemBearTrap",18,1,1,"Bear Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6299,-472636035,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4720,"Metadata/Items/Gems/SupportGemChanceToFlee",19,1,1,"Chance to Flee Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[],27,"",6300,-1662185157,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4721,"Metadata/Items/Gems/SkillGemFireTrap",18,1,1,"Fire Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6301,-1416750831,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4722,"Metadata/Items/Gems/SkillGemDecoyTotem",18,1,1,"Decoy Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6302,-41584700,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4723,"Metadata/Items/Gems/SkillGemDevouringTotem",18,1,1,"Devouring Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6303,-1571637849,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4724,"Metadata/Items/Gems/SkillGemEtherealKnives",18,1,1,"Ethereal Knives","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6304,470354415,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4725,"Metadata/Items/Gems/SkillGemNewArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],[],[],[],[],27,1,6305,-860214424,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4726,"Metadata/Items/Gems/SkillGemArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6305,-539797454,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4727,"Metadata/Items/Gems/SkillGemFlameTotem",18,1,1,"Holy Flame Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6306,872588206,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4728,"Metadata/Items/Gems/SupportGemBlind",19,1,1,"Blind Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6307,1221753837,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
