"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","rid","bool","AIFile","i32","i32","i32","i32","bool","bool"
566,"commandment_of_fury_on_hit","Commandment of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,332402,0,"",""
567,"siege_ballista","Siege Ballista","Summons a ballista totem that attacks with piercing arrows.","TotemSnipe","Art/2DArt/SkillIcons/CrossBowTotem.dds","[1,2,20]","[1,3,57,41,14,16,26,83]",[13],"","",1,"SiegeBallista","",12,1,"[4316,4095,4389]","[1345,24,70]",[],1,1,[],8,"","","",13,0,333086,0,"",""
568,"lb_edge_trap","","","LbEdgeTrap","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,333350,0,"",""
569,"drop_bear_desecration","","","DropBearDesecration","","[2,4]","[2,8,9,42,72]",[],"","",1,"DropBearDesecration","",20,1,[],[],[],1,1,[],8,"","","",5,0,333674,0,"",""
570,"lb_beam_trap","","","LbBeamTrap","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,333810,0,"",""
571,"totem_melee","Ancestral Protector","Summons an Ancestor Totem which attacks enemies with melee strikes while you're near it. Being near it grants you more attack speed.","TotemAncestorMelee","Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[1,2,20]","[1,26,21,20]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4532,4533,4534]","[24,1345,1839]",[],1,1,[],8,"","","",13,0,334832,0,"",""
572,"storm_cloud_lightning_warp","Storm Cloud Lightning Warp","WIP","StormCloudLightningWarp","",[4],"[2,7,8,9,34,31,72]",[],"","",1,"StormCloudLightningWarp","",20,1,[],[],[],1,1,[],8,0,"","",12,0,335244,0,"",""
573,"lb_boss_flee","","","LbBossFlee","",[15],[1],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,335496,0,"",""
574,"vinktar_hide","","","VinktarHide","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,335554,0,"",""
575,"vinktar_lightning_bond","Vinktar Lightning Bond","WIP","VinktarLightningBond","",[3],"[2,31,9,35]",[],"","",1,"VinktarLightningBond","",20,1,[],[],[],1,1,[],8,"","","",5,0,335714,0,"",""
576,"shadow_blades","Shadow Blades","WIP","ShadowBlades","Art/2DArt/SkillIcons/barrage.dds","[1,2]","[2,7,3,15,14,16,22,32]",[],"","",1,"ShadowBlades","",20,1,[],[],[],1,1,[],8,"","","",12,0,335922,0,"",""
577,"summon_specific_monsters_from_mortar","","","SummonSpecificMonstersFromMortars","",[4],"[2,3,22,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,336280,0,"",""
578,"lb_boss_summon_lieutenants","","","LbBossSummonLieutenants","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,336586,0,"",""
579,"lb_boss_spirit_mortar","","","LbBossSpiritMortar","","[2,1]","[3,2,7,8,14,15,16,22,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,336720,0,"",""
580,"triggered_explosion","Fire Burst","Release a fire nova when you kill an enemy.","TriggeredExplosion","Art/2DArt/BuffIcons/buffonfire.dds",[4],"[29,2,37,8,32,50,72,90]",[],"","",1,"TriggeredExplosion","",20,"",[],[],[],1,"",[],8,"","","",12,0,337216,0,"",""
581,"lb_boss_shield","","","LbBossShield","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337476,0,"",""
582,"iron_oven_spawner","","","SummonSpecificMonstersInFront","",[4],"[2,22,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337592,0,"",""
583,"summon_specific_monsters_in_front","","","SummonSpecificMonstersInFront","",[4],"[2,22,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337678,0,"",""
584,"izaro_taunt","","","IzaroTaunt","",[2],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337732,0,"",""
585,"shrink","","","Shrink","","[4,1,2]","[2,8,9,15,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337796,0,"",""
586,"shrink_no_los","","","Shrink","","[4,1,2]","[2,8,9,15,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,337858,0,"",""
587,"monster_slam","","","MonsterSlam","","[1,2]","[1,8,32]",[],"","",1,"","",20,1,"[5473,5476,7688]","[3351,24,434]",[],1,1,[],8,"","","",13,0,338028,0,"",""
588,"rigwald_wolf_form","","","RigwaldWolfForm","",[2],"[9,2]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,338320,0,"",""
589,"rigwald_wolf_barrage","","","RigwaldWolfBarrage","",[2],"[1,3,7,41,57]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,338428,0,"",""
590,"rigwald_teleport","","","MerveilTeleport","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,338680,0,"",""
591,"oak_sunder","","","OakSunder","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20]","[12,32,14,17,11,16,57]","","",1,"","",20,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[],8,"","","",13,0,339042,0,"",""
592,"sunder","Sunder","Slams the ground with a Mace, Sceptre, Axe or Staff, creating a wave of broken ground that damages enemies in an area in front of you. Enemies hit by the wave will release a circular shockwave, dealing damage to other enemies around them.","ShockwaveSlam","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20,92]","[12,32,14,17,11,16,36,57]","","",1,"","",20,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[],8,"","","",13,0,340048,0,"",""
593,"new_sunder","Sunder","Slams the ground, creating a slow wave of churning terrain that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies around them. Using the skill again will stop the previous wave. Requires a Mace, Sceptre, Axe, Staff or Unarmed.","NewSunder","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[1,8,24,20,92]","[12,32,14,17,11,16,36,57]","","",1,"","",20,1,"[4390,4097,4404]","[70,24,434]",[],1,1,[12292],8,"","","",13,0,341212,0,"",""
594,"sunder_monster","","","ShockwaveSlam","",[2],"[1,8,24,20,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,341476,0,"",""
595,"range_finder","Range Finder","(DEVELOPMENT) A test skill for highlighting a certain range in-game","RangeFinder","","[1,2,4]","[2,8,9,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,341932,0,"",""
596,"talisman_degen","Talisman Degen","","TalismanDegen","","[1,4,2]","[2,8,9,7,72,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,342062,0,"",""
597,"talisman_summon_lightning_spiral","Talisman Summon Lightning Spiral","","TalismanSummonLightningSpiral","",[4],"[2,37,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,342468,0,"",""
598,"monster_submerge_delete","","","MonsterSubmergeDelete","",[4],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,342572,0,"",""
599,"summon_rigwalds_pack","Summon Spectral Wolf","Summons a spectral wolf companion that attacks nearby enemies and dies after a duration. Each spectral wolf grants you a buff that adds damage to your attacks.","SummonRigwaldsPack","Art/2DArt/SkillIcons/IllusionaryWolf.dds",[4],"[2,6,9,18,14,15,16,22,32,37,50,77,5]",[],"","",1,"","",20,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,343178,0,"",""
600,"monster_cast_ground_effect","","","CastGroundEffect","",[4],"[2,8,7,32,9,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",5,0,343298,0,"",""
601,"monster_cast_ground_effect_location","","","CastGroundEffect","",[1],"[2,8,7,32,9,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",5,0,343480,0,"",""
602,"shock_ground","Shock Ground","Creates a patch of Shocked Ground in a radius around you.","CastGroundEffect","Art/2DArt/BuffIcons/buffshocked.dds",[4],"[2,8,32,9,37,50,31,72,84]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,343848,0,"",""
603,"frost_bolt","Frostbolt","Fires a slow-moving projectile that pierces through enemies, dealing cold damage.","FrostBolt","Art/2DArt/SkillIcons/FrostBolt.dds","[2,1]","[2,3,57,7,14,15,16,22,30,32,70]",[],"","",1,"","",20,1,"[4574,4728,4729,5652]","[24,216,455,173]",[],1,1,[],8,3,"","",12,0,344334,0,"",""
604,"frost_bolt_channel","Frost Bolt Channel","","FrostBoltChannel","Art/2DArt/SkillIcons/FrostVortex.dds",[4],"[2,7,8,15,30,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,344746,0,"",""
605,"frost_bolt_nova","Vortex","An icy blast explodes around the caster, dealing cold damage to enemies, and leaving behind a whirling vortex which deals cold damage over time and chills enemies caught in it. If the caster targets near their Frostbolt projectiles, it will explode from a number of those projectiles instead, destroying them.","FrostBoltNova","Art/2DArt/SkillIcons/FrostVortex.dds","[1,22]","[2,7,8,14,15,16,22,30,32,9,68,72,64,84,90]",[],"","",1,"","",20,1,"[4575,4582,4730,7979,8742]","[24,434,215,7978,3351]",[],1,1,[],8,"","","",12,0,345852,0,"",""
606,"blight_channel","Blight","Apply a debuff to enemies in front of you which deals chaos damage over time. Enemies who aren't already debuffed by Blight are also hindered for a shorter secondary duration, slowing their movement. Continued channelling adds layers of damage to the debuff, each with their own duration.","BlightChannel","Art/2DArt/SkillIcons/Blight.dds","[1,11]","[2,42,8,15,48,9,35,49,72]",[],"","",1,"","",20,1,"[4096,4403,4374,6306]","[24,434,5183,7964]",[],1,1,[],8,"","","",8,0,346940,0,"",""
607,"vaal_blight","Vaal Blight","Apply a powerful debuff to enemies around you which deals chaos damage over time. Then applies two additional layers in a larger area, growing greatly in size each time. Enemies are also substantially hindered for a shorter secondary duration, slowing their movement.","VaalBlight","Art/2DArt/SkillIcons/Blight.dds",[4],"[2,42,8,15,9,35,49,38,72,84]",[],"","",1,"VaalBlight",1,20,1,"[4096,4403,4374,6306]","[24,434,5183,7964]",[],1,1,[],8,"","","",8,0,347854,0,"",""
608,"blight","","","Blight","Art/2DArt/SkillIcons/Blight.dds","[1,2]","[2,7,42,8,15,48,9,35,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",8,0,348042,0,"",""
609,"riptide","Riptide","","Riptide","Art/2DArt/SkillIcons/IceCrash.dds","[1,2]","[2,7,8,3,11,22,30,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,348246,0,"",""
610,"molten_burst","Molten Burst","Launch molten projectiles from the point of impact, causing AoE attack damage to enemies where they land.","MoltenBurst","Art/2DArt/SkillIcons/MoltenProjectile.dds","[1,2]","[3,1,8,29,32,37,41,82,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,348864,0,"",""
611,"word_of_ire_when_hit","Word of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.","TriggeredLightningWeaponSpiral","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,7,8,9,15,37,32,31,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,349772,0,"",""
612,"edict_of_ire_when_hit","Edict of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.","TriggeredLightningWeaponSpiral","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,7,8,9,15,37,32,31,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,350350,0,"",""
613,"decree_of_ire_when_hit","Decree of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.","TriggeredLightningWeaponSpiral","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,7,8,9,15,37,32,31,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,350932,0,"",""
614,"commandment_of_ire_when_hit","Commandment of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.","TriggeredLightningWeaponSpiral","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,7,8,9,15,37,32,31,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,351534,0,"",""
615,"izaro_absorb_elemental","","","IzaroAbsorbElemental","",[3],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,351842,0,"",""
616,"charged_attack","Blade Flurry","Requires 1h Sword, Dagger, or Claw weapon","ChargedAttack","Art/2DArt/SkillIcons/ChargedAttack.dds",[1],"[1,7,8,20]","[6,7,9,10,56]","","",1,"","",20,1,"[4577,4584]","[24,434]",[],1,1,[],8,"","","",13,0,352262,0,"",""
617,"charged_attack_channel","Blade Flurry","Repeatedly hit enemies in a circle in front of you while channelling, dealing damage to and around the enemy. The damage is continually boosted while channelling. You unleash an additional hit for each stage reached once the channelling ends. Requires a Dagger, Claw or One-Handed Sword.","ChargedAttackChannelled","Art/2DArt/SkillIcons/ChargedAttack.dds","[1,18,17]","[1,8,48,20,28]","[6,7,9,10,56]","","",1,"ChargedAttack","",20,1,"[4577,4584]","[24,434]",[],1,1,[],8,"","","",13,0,353322,0,"",""
618,"repeating_shockwave","Abberath's Fury","While you run, this skill creates a small explosion with each step, dealing fire damage in an area around you.","RepeatingShockwave","Art/2DArt/SkillIcons/AbberathsHooves.dds",[4],"[8,32,37,2,7,50,29,72]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,353990,0,"",""
619,"awaken_gargoyle","","","AwakenGargoyle","",[3],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,354252,0,"",""
620,"spirit_offering","Spirit Offering","Consumes a corpse, granting extra chaos damage, elemental resistances and chaos resistance to your minions. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.","OfferingSpirit","Art/2DArt/SkillIcons/SpiritOffering.dds","[6,20]","[2,5,9,32,6,14,16,15,56,42]",[],"","",1,"SpiritOffering","",20,1,"[4643,4644,10640]","[215,450,215]",[],1,1,[],8,"","","",0,0,355010,0,"",""
621,"trap_blade","","","TrapBlade","Art/2DArt/SkillIcons/BoneOffering.dds","[1,2]","[1,7,16,8,33,3,11,41,90]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",13,0,355100,0,"",""
622,"izaro_pedestal_buff","","","IzaroPedestalBuff","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,355392,0,"",""
623,"doom_arrow","Doom Arrow","Fires doom arrows in a direction toward target","DoomArrow","Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[1,8,11,15,14,16,41,58]",[13],"","",1,"DoomArrow","",20,1,[],[],[],1,1,[],8,"","","",13,0,355614,0,"",""
624,"hydra_doom_arrow","","","HydraDoomArrow","Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[1,8,11,15,14,16,41,58]",[],"","",1,"HydraDoomArrow","",20,1,[],[],[],1,1,[],8,"","","",13,0,355930,0,"",""
625,"ice_fire","Icefire","","Icefire","Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[2,8,11,3,57,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,356208,0,"",""
626,"face_last_target","Face Last Target","","FaceLastTarget","Art/2DArt/SkillIcons/IllusionaryWolf.dds","[2,3]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,356512,0,"",""
627,"lightning_golem_wrath","","","LightningGolemWrath","","[2,4]","[2,8,5,39,31,9,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,356636,0,"",""
628,"lightning_golem_arc","","","LightningGolemArc","",[2],"[9,31,3,57,11,2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,356748,0,"",""
629,"summon_lightning_golem","Summon Lightning Golem","Summons a Lightning Golem that grants you increased Attack and Cast speed. The Lightning Golem fires a projectile spell, creates orbs of Lightning that zap nearby enemies, and casts a temporary aura that grants added Lightning Damage to spells and attacks used by the Golem and its nearby allies.","SummonLightningElemental","Art/2DArt/SkillIcons/LightningGolem.dds",[1],"[32,31,16,6,18,22,2,15,14,51,77,90]",[],"","",1,"","",20,1,[5146],[3351],"[7,8,39,3,57,9,2,5]",1,1,[],8,"","","",0,0,357882,0,"",""
630,"chronos_statues_cast","WIP","","ChronosStatueCast","Art/2DArt/SkillIcons/FireElementalSummon.dds",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,357968,0,"",""
631,"izaro_temporal_chains","Temporal Chains","","TemporalChains","Art/2DArt/SkillIcons/temporalchains.dds",[4],"[2,8,9,14,15,16,22,32,69,72,97]",[],"This useful curse warps a small area of space and actually causes time to pass slower within its confines. Any beings who pass through the affected zone will become snared in the warp, slowing their actions to a crawl.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/temporal_chains.jpg",1,"TemporalChains",1,20,1,[],[],[],1,1,[],8,"","","",0,0,358062,0,"",""
632,"izaro_vulnerability","Vulnerability","","Vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[4],"[2,8,9,14,15,16,22,32,69,72,97]",[],"Though they generally feared sorcery, even the Marauders came to learn the value of the powerful Vulnerability Curse. Before charging into battle, a caster on the front lines would speak the curse, throwing it far and wide on their assembled enemies. The Marauders would come on with a roar, a tidal wave of rage and steel crashing against their foes. The Vulnerability curse could hardly be seen, but its effects were dire. Blows from the Marauders hit far harder, sundering helm and shield like tin. Those not killed immediately would be stunned inert, unable to defend themselves from the onslaught. Even masters of magic were vulnerable, for the curse corrupted the force of their protective shields.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/vulnerability.jpg",1,"Vulnerability",1,20,1,[],[],[],1,1,[],8,"","","",0,0,358152,0,"",""
633,"izaro_elemental_weakness","Elemental Weakness","","ElementalWeakness","Art/2DArt/SkillIcons/elementalweakness.dds",[4],"[2,8,9,14,15,16,22,32,69,72,97]",[],"A favorite of Witches and other masters of magic, the Elemental Weakness curse strips away resistances to cold, fire and lightning. Once afflicted by the curse, an enemy will suffer grievous harm from any elemental attack, even if they have natural resistances.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/elemental_weakness.jpg",1,"ElementalWeakness",1,20,1,[],[],[],1,1,[],8,"","","",0,0,358252,0,"",""
634,"izaro_reave","","","IzaroReave","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2]","[1,8,24,20]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,358326,0,"",""
635,"enrage","","","Enrage","",[4],[2],[],"","",1,"Enrage","",20,1,[],[],[],1,1,[],8,"","","",0,0,358574,0,"",""
636,"perandus_revive","","","PerandusRevive","","[15,8]","[2,40]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,358656,0,"",""
637,"perandus_buff","","","PerandusRevive","","[3,8]",[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,358698,0,"",""
638,"izaro_warp","Izaro Warp","","IzaroWarp","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[3,4]","[2,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,358788,0,"",""
639,"monster_throw_equipped_weapon","","","MonsterProjectileEquippedWeapon","","[1,2]","[1,3,57,7,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,358944,0,"",""
640,"delete_target","","","DeleteTarget","",[4],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,359214,0,"",""
641,"ancestor_totem_slash","Ancestral Blademaster","","AncestorTotemSlash","Art/2DArt/SkillIcons/SlashAncestorTotem.dds","[1,2]","[1,26,20,8]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4579,4580,4725]","[24,434,1839]",[],1,1,[],8,"","","",13,0,359778,0,"",""
