"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","string"
119,"Weapon_Lich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/staff.epk",63926,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/shield.epk"
120,"Weapon_Sentinel","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/staff.epk",16269,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/shield.epk"
121,"Weapon_Ringmaster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/staff.epk",728,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/shield.epk"
122,"Weapon_Harlequin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/staff.epk",5937,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/shield.epk"
123,"Footprint_Ringmaster","","","","","","","",51613,"","","","","",""
124,"Footprint_JovialRingmaster","","","","","","","",6701,"","","","","",""
125,"Footprint_Harlequin","","","","","","","",39086,"","","","","",""
126,"Footprint_DismalHarlequin","","","","","","","",64952,"","","","","",""
127,"Footprint_Miracle","","","","","","","",59482,"","","","","",""
128,"Weapon_Chiyou","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/staff.epk",25862,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/dmc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/shield.epk"
129,"Footprint_Chiyou","","","","","","","",47764,"","","","","",""
130,"Weapon_Basilisk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_1H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/staff.epk",53668,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/axe_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/shield.epk"
131,"Weapon_Crusader","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk",18893,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/shield.epk"
132,"Weapon_Eyrie","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/staff.epk",31917,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/shield.epk"
133,"Weapon_Judicator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/staff.epk",16785,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/axe_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/shield.epk"
134,"Weapon_Orion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/staff.epk",19657,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/shield.epk"
135,"Weapon_Sanctum","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/staff.epk",63871,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/shield.epk"
136,"Weapon_Damnation","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/staff.epk",28795,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/mace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/axe_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/shield.epk"
137,"Footprint_PolarisBlack","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_black/foot_trail.epk","","",49597,"","","","","",""
138,"Weapon_PolarisBlack","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/staff.epk",21336,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/shield.epk"
139,"Footprint_PolarisWhite","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_white/foot_trail.epk","","",55918,"","","","","",""
140,"Weapon_PolarisWhite","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk",14765,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/shield.epk"
141,"Footprint_PolarisBlackandWhite","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris/foot_fx.epk","","",15424,"","","","","",""
142,"Weapon_Darkprism","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/staff.epk",43008,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/shield.epk"
143,"Footprint_Stygian","","","","","","","",44485,"","","","","",""
144,"Weapon_Stygian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/staff.epk",8339,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/shield.epk"
145,"Footprint_Metamorph","","","","","","","",26537,"","","","","",""
146,"Weapon_Metamorph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_staff.epk",3316,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/shield.epk"
