"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[string]"
2841,2506,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Revenant Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[]
2842,2507,1,1,"grant_micro","","","Adds the Revenant Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2843,2508,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Revenant Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[]
2844,2509,1,1,"grant_micro","","","Attaches the Revenant Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
2845,2510,1,1,"grant_micro","","","Your Explosive Arrow becomes a Revenant Effect.",[],"","Explosive Arrow Skin","",[],[],0,"",0,"","",[],[],[]
2846,2511,1,1,"grant_micro","","","Replaces the default skin on your ballista totems with a Demonic Arctic version.",[],"","Ballista Totem Skin","",[],[],0,"",0,"","",[],[],[]
2847,2512,1,1,"modify_portal_variation","","","This character's portals use the Darkprism Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2848,2513,1,1,"grant_micro","","","Adds Darkprism Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"","",[],[],[]
2849,2514,1,1,"grant_micro","","","Adds the Malice Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2850,2515,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Alt Jinli Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2851,2516,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2852,2517,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet Male.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2853,2518,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Jinli Helmet Female.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2854,2519,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Jinli Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2855,2520,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Jinli Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2856,2521,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Jinli Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2857,2522,1,1,"grant_micro","","","Attaches the Jinli Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2858,2523,1,1,"grant_micro","","","Adds the Kitava Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2859,2524,1,1,"grant_micro","","","Adds the Darkseer Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2860,2525,1,1,"modify_portal_variation","","","This character's portals use the Darkseer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2861,2526,1,1,"grant_micro","","","Adds the Darkseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2862,2527,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Elder Darkseer Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2863,2528,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Elder Darkseer Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2864,2529,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Elder Darkseer Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2865,2530,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Elder Darkseer Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2866,2531,1,1,"grant_micro","","","Adds the Elder Darkseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2867,2532,1,1,"grant_micro","","","Adds the Fateweaver Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2868,2533,1,1,"grant_micro","","","Adds the Fateweaver Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2869,2534,1,1,"grant_micro","","","Adds the Fateweaver Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2870,2535,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Elite Fateweaver Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2871,2536,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Elite Fateweaver Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2872,2537,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Elite Fateweaver Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2873,2538,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Elite Fateweaver Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2874,2539,1,1,"grant_micro","","","Adds the Elite Fateweaver Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[]
2875,2540,1,1,"grant_micro","","","Attaches the Imagination Character Effect I to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2876,2541,1,1,"grant_micro","","","Attaches the Imagination Character Effect II to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2877,2542,1,1,"grant_micro","","","Attaches the Imagination Character Effect III to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[]
2878,2543,1,1,"grant_micro","","","Adds the Delirium Horns to your headdress.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[]
2879,2544,1,1,"grant_micro","","","Adds the Delirium Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2880,2545,1,1,"grant_micro","","","Adds the Delirium Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[]
2881,2736,1,1,"modify_portal_variation","","","This character's portals use the Delirium Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[]
2882,2546,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Delirium Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2883,2547,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Project Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2884,2548,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Project Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2885,2549,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Project Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2886,2550,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Project Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2887,2551,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Project Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2888,2552,1,1,"grant_micro","","","Adds the Project Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2889,2553,1,1,"grant_micro","","","Adds the Project Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2890,2554,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Sword, Axe or Mace to the Project Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2891,2555,1,1,"grant_micro","","","Your Aura becomes a Project Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2892,2556,1,1,"grant_micro","","","The standard skin on your Raised Zombies are replaced by a Project skin.",[],"","Raise Zombie Skin","",[],[],0,"",0,"",2,[],[],[]
2893,2557,1,1,"grant_micro","","","Adds Project Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2894,2558,1,1,"grant_micro","","","Attaches the Project Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2895,2559,1,1,"grant_micro","","","Adds the Project Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2896,2560,1,1,"grant_micro","","","This character's portals use the Project Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2897,2561,1,1,"grant_micro","","","Your Essence Drain becomes a Project Effect.",[],"","Essence Drain Skin","",[],[],0,"",0,"",1,[],[],[]
2898,2562,1,1,"grant_micro","","","Your Wither becomes a Project Effect.",[],"","Wither Skin","",[],[],0,"",0,"","",[],[],[]
2899,2563,1,1,"grant_micro","","","Your Blight becomes a Project Effect.",[],"","Blight Skin","",[],[],0,"",0,"","",[],[],[]
2900,2564,1,1,"grant_micro","","","Your Contagion becomes a Project Effect.",[],"","Contagion Skin","",[],[],0,"",0,"","",[],[],[]
2901,2565,1,1,"grant_micro","","","Your Bane becomes a Project Effect.",[],"","Bane Skin","",[],[],0,"",0,"","",[],[],[]
2902,2566,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Scientist Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2903,2567,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Scientist Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2904,2568,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Scientist Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2905,2569,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Scientist Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2906,2570,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Scientist Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2907,2571,1,1,"grant_micro","","","Adds the Scientist Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2908,2572,1,1,"grant_micro","","","Adds the Scientist Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2909,2573,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Scientist Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[]
2910,2574,1,1,"grant_micro","","","Your Aura becomes a Scientist Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[]
2911,2575,1,1,"grant_micro","","","Your Flame Dash becomes a Scientist Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[]
2912,2576,1,1,"grant_micro","","","Adds Scientist Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2913,2577,1,1,"grant_micro","","","Attaches the Scientist Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[]
2914,2578,1,1,"grant_micro","","","Adds the Scientist Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
2915,2579,1,1,"grant_micro","","","This character's portals use the Scientist Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2916,2580,1,1,"grant_micro","","","Your Essence Drain becomes a Scientist Effect.",[],"","Essence Drain Skin","",[],[],0,"",0,"",1,[],[],[]
2917,2581,1,1,"grant_micro","","","Your Wither becomes a Scientist Effect.",[],"","Wither Skin","",[],[],0,"",0,"","",[],[],[]
2918,2582,1,1,"grant_micro","","","Your Blight becomes a Scientist Effect.",[],"","Blight Skin","",[],[],0,"",0,"","",[],[],[]
2919,2583,1,1,"grant_micro","","","Your Contagion becomes a Scientist Effect.",[],"","Contagion Skin","",[],[],0,"",0,"","",[],[],[]
2920,2584,1,1,"grant_micro","","","Your Bane becomes a Scientist Effect.",[],"","Bane Skin","",[],[],0,"",0,"","",[],[],[]
2921,2585,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Thaumaturgy Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2922,2586,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Thaumaturgy Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[]
2923,2587,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Thaumaturgy Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[]
2924,2588,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Thaumaturgy Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[]
2925,2589,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Thaumaturgy Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[]
2926,2590,1,1,"grant_micro","","","Adds the Thaumaturgy Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2927,2591,1,1,"grant_micro","","","Adds the Thaumaturgy Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[]
2928,2592,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Thaumaturgy Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
2929,2593,1,1,"grant_micro","","","Adds Thaumaturgy Footprints to any equipped pair of boots.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[]
2930,2594,1,1,"grant_micro","","","This character's portals use the Thaumaturgy Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
2931,2595,1,1,"grant_micro","","","Adds the Arcane Horns Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[]
2932,2596,1,1,"grant_micro","","","Your Kinetic Bolt becomes a Ghostflame Effect.",[],"","Kinetic Bolt Skin","",[],[],0,"",0,"",1,[],[],[]
2933,2597,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Balefire Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2934,2598,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Balefire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2935,2599,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Balefire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2936,2600,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Balefire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2937,2601,1,1,"grant_micro","","","Adds the Balefire Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2938,2602,1,1,"grant_micro","","","Your Aura becomes a Balefire Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[]
2939,2603,1,1,"modify_portal_variation","","","This character's portals use the Balefire Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2940,2604,1,1,"grant_micro","","","Your Blade Blast becomes a Sawblade Effect.",[],"","Blade Blast Skin","",[],[],0,"",0,"","",[],[],[]
2941,2605,1,1,"grant_micro","","","Your Bladefall becomes a Sawblade Effect.",[],"","Bladefall Skin","",[],[],0,"",0,"","",[],[],[]
2942,2606,1,1,"grant_micro","","","Your Ethereal Knives becomes a Sawblade Effect.",[],"","Ethereal Knives Skin","",[],[],0,"",0,"","",[],[],[]
2943,2609,1,1,"grant_micro","","","Your Blade Vortex becomes an Illusionist Effect.",[],"","Blade Vortex Skin","",[],[],0,"",0,"","",[],[],[]
2944,2608,1,1,"grant_micro","","","Your Bladefall becomes an Illusionist Effect.",[],"","Bladefall Skin","",[],[],0,"",0,"",1,[],[],[]
2945,2607,1,1,"grant_micro","","","Your Blade Blast becomes an Illusionist Effect.",[],"","Blade Blast Skin","",[],[],0,"",0,"","",[],[],[]
2946,2610,1,1,"grant_micro","","","Your Ethereal Knives becomes an Illusionist Effect.",[],"","Ethereal Knives Skin","",[],[],0,"",0,"","",[],[],[]
2947,2611,1,1,"grant_micro","","","Your Animated Weapons becomes a Celestial Effect.",[],"","Animated Skin","",[],[],0,"",0,"",1,[],[],[]
2948,2612,1,1,"grant_micro","","","Your Power Siphon becomes a Celestial Effect.",[],"","Power Siphon Skin","",[],[],0,"",0,"",1,[],[],[]
2949,2613,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Heartseeker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[]
2950,2614,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Heartseeker Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[]
2951,2615,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Heartseeker Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[]
2952,2616,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Heartseeker Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[]
2953,2617,1,1,"grant_micro","","","Adds the Heartseeker Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[]
2954,2618,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Heartseeker Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[]
2955,2619,1,1,"grant_micro","","","Attaches the Heartseeker Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[]
2956,2620,1,1,"modify_portal_variation","","","This character's portals use the Heartseeker Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[]
2957,2621,1,1,"grant_micro","","","Your Earthquake becomes a Demonic Effect.",[],"","Earthquake Skin","",[],[],0,"",0,"",1,[],[],[]
2958,2622,1,1,"grant_micro","","","Your Sunder becomes a Glimmerwood Effect.",[],"","Sunder Skin","",[],[],0,"",0,"",1,[],[],[]
