"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
1938,3598,1,2740,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,469762048,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,469762048,361,469762048,361,0,0,0,973078528,361,0,0,0,0,134217728,0,0,0,973078528,973078528,973078528,361,0,0,973078528,361,0
1939,3598,3,3452,[],[],8167,"","[1982,434]","[100,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1644167168,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1644167168,361,-2046820352,278,0,0,0,1644167168,361,0,0,0,0,134217728,0,0,0,1644167168,1644167168,1644167168,361,0,0,1644167168,361,0
1940,4954,0,326,[],[],8220,"",[3380],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,361,201326592,0,0,0,0,1912602624,361,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,361,0,0,1912602624,361,0
1941,5283,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,361,201326592,0,0,0,0,1912602624,361,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,361,0,0,1912602624,361,0
1942,5283,2,5995,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,361,-2013265920,277,0,0,0,1912602624,361,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,361,0,0,1912602624,361,0
1943,5283,3,5498,[],[],8172,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,361,1912602624,361,0,0,0,-1946157056,361,0,0,0,0,134217728,0,0,0,2348810240,2348810240,-1946157056,361,0,0,-1946157056,361,0
1944,5283,4,6352,[],[],8204,22,[],[],"",1090519040,26,0,0,0,0,-1946157056,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1946157056,361,-1946157056,361,1644167168,0,0,-1442840576,361,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,361,0,0,-1442840576,361,0
1945,5304,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,361,201326592,0,0,0,0,-1442840576,361,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,361,0,0,-1442840576,361,0
1946,5304,1,5221,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,361,536870912,1,0,0,0,-1442840576,361,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,361,0,0,-1442840576,361,0
1947,584,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,361,201326592,0,0,0,0,-1442840576,361,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,361,0,0,-1442840576,361,0
1948,1643,0,326,[],[],8220,"",[483],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1174405120,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1174405120,361,201326592,0,0,0,0,-1174405120,361,0,0,0,0,134217728,0,0,0,3120562176,3120562176,-1174405120,361,0,0,-1174405120,361,0
1949,1643,1,775,[],[],8221,"","[455,483]","[50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-637534208,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-637534208,361,-1644167168,18,0,0,0,-637534208,361,1342177280,0,0,0,134217728,0,0,0,3657433088,3657433088,-637534208,361,0,0,-637534208,361,0
1950,1643,4,775,[],[],8224,"",[483],[50],"",251658240,3,0,0,0,0,-369098752,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-369098752,361,1979711488,59,0,0,0,-369098752,361,0,0,0,0,134217728,0,0,0,3925868544,3925868544,-369098752,361,0,0,-369098752,361,0
1951,1644,0,326,[],[],8220,"",[483],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,361,201326592,0,0,0,0,-100663296,361,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,361,0,0,-100663296,361,0
1952,1644,1,775,[],[],8221,"","[455,483]","[50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,436207616,362,-1644167168,18,0,0,0,436207616,362,1342177280,0,0,0,134217728,0,0,0,436207616,436207616,436207616,362,0,0,436207616,362,0
1953,1644,3,3184,[],[],8159,"",[2163],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,362,704643072,362,0,0,0,1375731712,362,0,0,0,0,134217728,0,0,0,1375731712,1375731712,1375731712,362,0,0,1375731712,362,0
1954,1644,4,775,[],[],8224,"",[483],[50],"",251658240,3,0,0,0,0,1644167168,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1644167168,362,1979711488,59,0,0,0,1644167168,362,0,0,0,0,134217728,0,0,0,1644167168,1644167168,1644167168,362,0,0,1644167168,362,0
1955,1645,0,326,[],[],8220,"",[484],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1912602624,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1912602624,362,201326592,0,0,0,0,1912602624,362,0,0,0,0,134217728,0,0,0,1912602624,1912602624,1912602624,362,0,0,1912602624,362,0
1956,1645,1,3748,[],[],8221,"",[484],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,362,-2113929216,362,0,0,0,-1610612736,362,1342177280,0,0,0,134217728,0,0,0,2684354560,2684354560,-1610612736,362,0,0,-1610612736,362,0
1957,1646,0,326,[],[],8220,"",[484],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1342177280,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1342177280,362,201326592,0,0,0,0,-1342177280,362,0,0,0,0,134217728,0,0,0,2952790016,2952790016,-1342177280,362,0,0,-1342177280,362,0
1958,1646,1,3748,[],[],8221,"",[484],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1073741824,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1073741824,362,-2113929216,362,0,0,0,-1073741824,362,1342177280,0,0,0,134217728,0,0,0,3221225472,3221225472,-1073741824,362,0,0,-1073741824,362,0
1959,1646,2,5175,[],[],8241,"",[1215],[-30],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-805306368,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-805306368,362,-805306368,362,-2013265920,0,0,-268435456,362,-838860800,16777215,0,0,134217728,0,0,0,4026531840,4026531840,-268435456,362,0,0,-268435456,362,0
1960,1740,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-268435456,362,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-268435456,362,201326592,0,0,0,0,-268435456,362,0,0,0,0,134217728,0,0,0,4026531840,4026531840,-268435456,362,0,0,-268435456,362,0
1961,1740,2,1220,[],[],8158,"","[214,70,634]","[2,150,-50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,536870912,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,536870912,363,1577058304,38,0,0,0,536870912,363,503316480,0,0,0,134217728,0,0,0,536870912,536870912,536870912,363,0,0,536870912,363,0
1962,1740,3,570,[],[],8283,22,[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,536870912,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-1040187392,126,0,0,805306368,363,1644167168,129,0,0,0,805306368,363,0,0,0,0,134217728,0,0,0,805306368,805306368,805306368,363,0,0,805306368,363,0
1963,1742,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,805306368,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,805306368,363,201326592,0,0,0,0,805306368,363,0,0,0,0,134217728,0,0,0,805306368,805306368,805306368,363,0,0,805306368,363,0
1964,1742,2,1220,[],[],8158,"","[214,70,634]","[2,150,-50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1610612736,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1610612736,363,1577058304,38,0,0,0,1610612736,363,503316480,0,0,0,134217728,0,0,0,1610612736,1610612736,1610612736,363,0,0,1610612736,363,0
1965,1742,3,570,[],[],8283,22,[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,1610612736,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-1040187392,126,0,0,1879048192,363,1644167168,129,0,0,0,1879048192,363,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,363,0,0,1879048192,363,0
1966,5376,0,326,[],[],8220,"",[484],[30],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2147483648,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2147483648,363,201326592,0,0,0,0,-2147483648,363,0,0,0,0,134217728,0,0,0,2147483648,2147483648,-2147483648,363,0,0,-2147483648,363,0
1967,5376,1,4397,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2147483648,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2147483648,363,-436207616,101,0,0,0,-2147483648,363,671088640,0,0,0,134217728,0,0,0,2147483648,2147483648,-2147483648,363,0,0,-2147483648,363,0
1968,5376,3,3760,[],[],8223,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2147483648,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2147483648,363,-2147483648,363,0,0,0,-1711276032,363,503316480,0,0,0,134217728,0,0,0,2583691264,2583691264,-1711276032,363,0,0,-1711276032,363,0
1969,5376,4,4398,[],[],8164,"",[484],[30],"",-33554432,-16843010,-16843010,-16843010,50265854,0,-1442840576,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-738197504,318,0,0,-905969664,363,-905969664,363,0,0,0,-234881024,363,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,363,0,0,-234881024,363,0
1970,5381,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,363,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-234881024,363,201326592,0,0,0,0,-234881024,363,0,0,0,0,134217728,0,0,0,4060086272,4060086272,-234881024,363,0,0,-234881024,363,0
1971,5381,2,1835,[],[],8158,"","[214,1215]","[2,80]","",-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,436207616,364,-570425344,135,0,0,0,436207616,364,671088640,0,0,0,134217728,0,0,0,436207616,436207616,436207616,364,0,0,436207616,364,0
1972,3722,2,4187,[],[],8228,"","[175,1795]","[-50,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1107296256,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1107296256,364,1107296256,364,1392508928,0,0,1845493760,364,-671088640,16777215,0,0,134217728,0,0,0,1845493760,1845493760,1845493760,364,0,0,1845493760,364,0
1973,3732,3,4110,[],[],8163,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1845493760,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1845493760,364,1845493760,364,0,0,0,-2046820352,364,0,0,0,0,134217728,0,0,0,2248146944,2248146944,-2046820352,364,0,0,-2046820352,364,0
1974,3732,4,2489,[],[],8204,"","[357,434]","[3000,100]","",-1174405120,9,0,0,0,0,-1509949440,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1509949440,364,-1509949440,364,1644167168,0,0,-1040187392,364,1677721600,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,364,0,0,-1040187392,364,0
1975,3740,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,364,201326592,0,0,0,0,-1040187392,364,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,364,0,0,-1040187392,364,0
1976,3740,1,1532,[],[],8148,"","[1927,5371]","[-60,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-369098752,364,0,-33554432,-16843010,-16843010,-16843010,-1828782338,182,134217728,0,0,0,-369098752,364,-1342177280,114,0,0,0,-369098752,364,0,0,0,0,134217728,0,0,0,3925868544,3925868544,-369098752,364,16777216,0,-369098752,364,0
1977,3742,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,364,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,364,-1207959552,11,0,0,0,-100663296,364,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,364,0,0,-100663296,364,0
1978,3742,2,3832,[],[],8228,20,"[482,1795]","[50,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,570425344,365,570425344,365,1392508928,0,0,1174405120,365,0,0,0,0,134217728,0,0,0,1174405120,1174405120,1174405120,365,0,0,1174405120,365,0
1979,3744,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1174405120,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1174405120,365,201326592,0,0,0,0,1174405120,365,0,0,0,0,134217728,0,0,0,1174405120,1174405120,1174405120,365,0,0,1174405120,365,0
1980,3744,4,4169,[],[],8204,"",[357],[6000],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1509949440,365,-2013265920,183,1644167168,0,0,1509949440,365,0,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,365,0,0,1509949440,365,0
1981,5466,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1509949440,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1509949440,365,201326592,0,0,0,0,1509949440,365,0,0,0,0,134217728,0,0,0,1509949440,1509949440,1509949440,365,0,0,1509949440,365,0
1982,5466,1,6643,[],[],8229,20,[1795],[40],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1778384896,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1778384896,365,1778384896,365,2080374784,0,0,-2113929216,365,-503316480,16777215,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,365,0,0,-2113929216,365,0
1983,5466,2,4546,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,365,-67108864,194,0,0,0,-2113929216,365,0,0,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,365,0,0,-2113929216,365,0
1984,5466,3,2843,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,365,-2113929216,365,0,0,0,-1644167168,365,0,0,0,0,134217728,0,0,0,2650800128,2650800128,-1644167168,365,0,0,-1644167168,365,0
1985,819,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1644167168,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1644167168,365,201326592,0,0,0,0,-1644167168,365,0,0,0,0,134217728,0,0,0,2650800128,2650800128,-1644167168,365,0,0,-1644167168,365,0
1986,1208,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1644167168,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1644167168,365,201326592,0,0,0,0,-1644167168,365,0,0,0,0,134217728,0,0,0,2650800128,2650800128,-1644167168,365,0,0,-1644167168,365,0
1987,1208,1,3753,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1644167168,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1644167168,365,-2113929216,362,0,0,0,-1644167168,365,1342177280,0,0,0,134217728,0,0,0,2650800128,2650800128,-1644167168,365,0,0,-1644167168,365,0
1988,1354,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1644167168,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1644167168,365,201326592,0,0,0,0,-1644167168,365,0,0,0,0,134217728,0,0,0,2650800128,2650800128,-1644167168,365,0,0,-1644167168,365,0
1989,1354,2,4683,[],[],8222,"",[434],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1375731712,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1375731712,365,-1375731712,365,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1990,1355,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1991,1608,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1992,1608,2,5523,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,-436207616,101,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1993,1609,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1994,1704,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1995,1705,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1996,1705,1,2649,[],[],8200,20,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,2013265920,141,956301312,0,0,-1107296256,365,-838860800,16777215,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1997,3342,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,201326592,0,0,0,0,-1107296256,365,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,365,0,0,-1107296256,365,0
1998,3343,0,3434,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,365,-1107296256,365,0,0,0,-603979776,365,0,0,0,0,134217728,0,0,0,3690987520,3690987520,-603979776,365,0,0,-603979776,365,0
1999,4956,0,326,[],[],8220,"",[3380],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-335544320,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,365,201326592,0,0,0,0,-335544320,365,0,0,0,0,134217728,0,0,0,3959422976,3959422976,-335544320,365,0,0,-335544320,365,0
2000,4956,2,5198,[],[],8190,20,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-335544320,365,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,365,-335544320,365,1560281088,0,0,570425344,366,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,366,0,0,570425344,366,0
2001,5334,1,5205,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,570425344,366,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,570425344,366,-1711276032,299,0,0,0,570425344,366,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,366,0,0,570425344,366,0
2002,5334,2,5215,[],[],8158,"",[],[],"",-1895825408,15,0,0,0,0,570425344,366,0,-620756992,20,0,0,134217728,0,134217728,0,0,0,570425344,366,33554432,188,0,0,0,570425344,366,0,0,0,0,134217728,0,0,0,570425344,570425344,570425344,366,0,0,570425344,366,0
