"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
139,2,17,2,"Hoarding Unique Items","Entasse des objets Uniques","Hortet einzigartige Gegenstände","ユニークアイテムの貯め込み","비축한 고유 아이템","Amontoando Itens Únicos","Припрятывает уникальные предметы","Acaparar objetos únicos","กักตุนไอเทมยูนิค","配置物品選項（新玩意兒！）","Transporting Quivers","Transporte des Carquois","Transportiert Köcher","矢筒の輸送","수송 중인 화살통","Transportando Aljavas","Перевозит колчаны","Transportar carcajes","ขนส่งซองธนู","護送箭袋"
140,2,17,3,"Hoarding Unique Items","Entasse des objets Uniques","Hortet einzigartige Gegenstände","ユニークアイテムの貯め込み","비축한 고유 아이템","Amontoando Itens Únicos","Припрятывает уникальные предметы","Acaparar objetos únicos","กักตุนไอเทมยูนิค","配置物品選項（新玩意兒！）","Transporting Quivers","Transporte des Carquois","Transportiert Köcher","矢筒の輸送","수송 중인 화살통","Transportando Aljavas","Перевозит колчаны","Transportar carcajes","ขนส่งซองธนู","護送箭袋"
141,4,17,1,"Experimenting with Unique Reforging","Mène des expérimentations de Remodelage d'objets Uniques","Experimentiert mit einzigartigen Anfertigungen","ユニークリフォージの実験","실험한 고유 아이템 재련","Testando Reforja de Únicos","Экспериментирует над перековкой уникальных предметов","Experimentar reforjando únicos","ทดลองหลอมไอเทมยูนิคขึ้นมาใหม่","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
142,4,17,2,"Experimenting with Unique Reforging","Mène des expérimentations de Remodelage d'objets Uniques","Experimentiert mit einzigartigen Anfertigungen","ユニークリフォージの実験","실험한 고유 아이템 재련","Testando Reforja de Únicos","Экспериментирует над перековкой уникальных предметов","Experimentar reforjando únicos","ทดลองหลอมไอเทมยูนิคขึ้นมาใหม่","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
143,4,17,3,"Experimenting with Unique Reforging","Mène des expérimentations de Remodelage d'objets Uniques","Experimentiert mit einzigartigen Anfertigungen","ユニークリフォージの実験","실험한 고유 아이템 재련","Testando Reforja de Únicos","Экспериментирует над перековкой уникальных предметов","Experimentar reforjando únicos","ทดลองหลอมไอเทมยูนิคขึ้นมาใหม่","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
144,3,14,1,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
145,3,14,2,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
146,3,14,3,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
147,1,14,1,"Cataloguing Unique Maps (Trapped Chests!)","Répertorie des Cartes uniques (Coffres piégés !)","Katalogisiert einzigartige Karten (Truhen mit Fallen!)","ユニークマップの目録作成","일련의 고유 지도 (덫 상자!)","Catalogando Mapas Únicos (Baús com Armadilha!)","Классифицирует уникальные карты (ловушки в сундуках!)","Catalogar mapas únicos (Trapped Chests!)","จัดหมวดหมู่แผนที่ยูนิค\r\n(หีบติดกับดัก!)","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (Coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่\r\n(หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
148,1,14,2,"Cataloguing Unique Maps (Trapped Chests!)","Répertorie des Cartes uniques (Coffres piégés !)","Katalogisiert einzigartige Karten (Truhen mit Fallen!)","ユニークマップの目録作成","일련의 고유 지도 (덫 상자!)","Catalogando Mapas Únicos (Baús com Armadilha!)","Классифицирует уникальные карты (ловушки в сундуках!)","Catalogar mapas únicos (Trapped Chests!)","จัดหมวดหมู่แผนที่ยูนิค\r\n(หีบติดกับดัก!)","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (Coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่\r\n(หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
149,1,14,3,"Cataloguing Unique Maps (Trapped Chests!)","Répertorie des Cartes uniques (Coffres piégés !)","Katalogisiert einzigartige Karten (Truhen mit Fallen!)","ユニークマップの目録作成","일련의 고유 지도 (덫 상자!)","Catalogando Mapas Únicos (Baús com Armadilha!)","Классифицирует уникальные карты (ловушки в сундуках!)","Catalogar mapas únicos (Trapped Chests!)","จัดหมวดหมู่แผนที่ยูนิค\r\n(หีบติดกับดัก!)","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (Coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่\r\n(หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
150,2,14,1,"Stealing Kirac Reports and Chisels (Rude!)","Vole les Rapports et Burins de Kirac (Quel manque de respect !)","Stiehlt Kirac-Berichte und Meißel (dreist!)","キラックの報告書とたがね（無礼！）","훔친 키락 보고서와 끌 (실례지!)","Roubando Relatórios e Cinzéis de Kirac (Deselegante!)","Похищает доклады Кирака и резцы (наглая!)","Robar informes de Kirac y cinceles (¡grosero!)","ขโมยรายงานของคิรัคและสิ่ว\r\n(หยาบคาย!)","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
151,2,14,2,"Stealing Kirac Reports and Chisels (Rude!)","Vole les Rapports et Burins de Kirac (Quel manque de respect !)","Stiehlt Kirac-Berichte und Meißel (dreist!)","キラックの報告書とたがね（無礼！）","훔친 키락 보고서와 끌 (실례지!)","Roubando Relatórios e Cinzéis de Kirac (Deselegante!)","Похищает доклады Кирака и резцы (наглая!)","Robar informes de Kirac y cinceles (¡grosero!)","ขโมยรายงานของคิรัคและสิ่ว\r\n(หยาบคาย!)","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
152,2,14,3,"Stealing Kirac Reports and Chisels (Rude!)","Vole les Rapports et Burins de Kirac (Quel manque de respect !)","Stiehlt Kirac-Berichte und Meißel (dreist!)","キラックの報告書とたがね（無礼！）","훔친 키락 보고서와 끌 (실례지!)","Roubando Relatórios e Cinzéis de Kirac (Deselegante!)","Похищает доклады Кирака и резцы (наглая!)","Robar informes de Kirac y cinceles (¡grosero!)","ขโมยรายงานของคิรัคและสิ่ว\r\n(หยาบคาย!)","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
