"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
6500,"Metadata/Monsters/LeagueBestiary/PurgeHoundBestiaryMinion",2137,41,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiaryMinion",[3970],1,"","",100,2,6,5,1,0,"[823,72,756,804,806,787,774,49,764,31,29,765,118,794]",150,[],135,135,700,500,0,"[381,8127]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.ais",[],"",1,"Farric Tracker",90,600,1005,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,-6461,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6501,"Metadata/Monsters/LeagueBestiary/PurgeHoundBestiaryMinion2",2138,41,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiaryMinion",[3970],1,"","",100,2,6,5,1,0,"[823,72,756,804,806,787,774,49,764,31,29,765,118,794]",180,[],135,135,700,500,0,"[381,316,8127]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.ais",[],"",1,"Farric Packhound",108,720,1005,[9788],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,12340,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6502,"Metadata/Monsters/LeagueBestiary/BeastCaveBestiary",2112,19,4,6,14,"[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary",[],1,"","",100,2,6,5,1,0,"[823,72,292,294,806,777,774,141,49,796,764,298,765,118,125,761,801]",300,[],105,105,700,500,0,"[382,137,7355]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.ais",[],"",1,"Farric Gargantuan",150,450,1095,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,-31507,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6503,"Metadata/Monsters/LeagueBestiary/BeastCaveBestiaryMinion",2114,31,3,6,7,"[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiaryMinion1.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiaryMinion1.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiaryMinion",[3970],1,"","",140,2,6,3,1,0,"[72,821,793,806,780,774,141,49,803,764,765,118,761]",150,[],105,105,700,500,0,"[381,8127]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.ais",[],"",1,"Farric Lumberer",90,600,1500,[9786],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,26330,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6504,"Metadata/Monsters/LeagueBestiary/BeastCaveBestiaryMinion2",2115,19,4,6,14,"[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiaryMinion",[3970],1,"","",100,2,6,5,1,0,"[823,72,806,777,774,141,49,796,764,765,118,761,801]",180,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Ursas/BeastBestiary.ais",[],"",1,"Farric Beast",108,720,1095,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-8208,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6505,"Metadata/Monsters/LeagueBestiary/DropBearBestiary",2116,30,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary",[9944],1,"","",100,1,6,5,2,0,"[823,72,292,294,175,793,126,791,807,803,764,298,31,29,765,118,125,761]",300,[],70,120,700,500,0,"[382,3561,4034]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.ais","[6190,6200]","",1,"Farric Ursa",248,450,1650,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,-26760,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6506,"Metadata/Monsters/LeagueBestiary/DropBearBestiaryMinion",2117,30,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiaryMinion","[9944,3970]",1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",150,[],105,120,700,500,0,"[382,4034,8127]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.ais","[6190,6200]","",1,"Farric Fury",149,600,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-24544,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6507,"Metadata/Monsters/LeagueBestiary/DropBearBestiaryMinion2",2118,30,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiaryMinion","[9944,3970]",1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",180,[],105,120,700,500,0,"[382,4034,8127]","Metadata/Monsters/LeagueBestiary/Ursas/DropBearBestiary.ais","[6190,6200]","",1,"Farric Fleshrender",178,720,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-8364,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6508,"Metadata/Monsters/LeagueBestiary/SandSpitterBestiary",2139,20,2,6,30,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiary",[],1,"","",100,1,6,9,3,0,"[72,292,297,792,808,75,791,298,765,32,118,125,801]",300,[],50,65,700,500,0,[566],"Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiary.ais",[],"",1,"Craicic Sand Spitter",225,450,990,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,-20607,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6509,"Metadata/Monsters/LeagueBestiary/SandSpitterBestiaryMinion",2140,20,2,6,30,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion2.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion2.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion",[3970],1,"","",100,2,6,9,3,0,"[72,175,754,792,808,126,75,791,765,32,118,801]",150,[],105,105,700,500,0,[566],"Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiary.ais",[],"",1,"Craicic Graveleater",135,600,990,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-13501,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6510,"Metadata/Monsters/LeagueBestiary/SandSpitterBestiaryMinion2",2141,20,2,6,30,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion2.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion2.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiaryMinion",[3970],1,"","",100,1,6,9,3,0,"[72,175,792,808,126,75,791,765,32,118,801]",180,[],105,105,700,500,0,[566],"Metadata/Monsters/LeagueBestiary/Crustaceans/SandSpitterBestiary.ais",[],"",1,"Craicic Rockchewer",162,720,990,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-15700,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6511,"Metadata/Monsters/LeagueBestiary/ShieldCrabBestiary",2142,20,3,3,7,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary",[],1,"","",100,1,6,5,1,0,"[823,72,292,297,34,754,792,766,806,75,791,764,298,30,31,765,118,125,125,801]",300,[],105,105,700,500,0,"[382,4029]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.ais",[],"",1,"Craicic Shield Crab",225,450,930,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,14553,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6512,"Metadata/Monsters/LeagueBestiary/ShieldCrabBestiaryMinion",2143,20,3,3,7,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiaryMinion",[3970],1,"","",100,1,6,5,1,0,"[823,72,754,792,806,75,791,764,30,31,765,118,125,801]",150,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.ais",[],"",1,"Craicic Shelter Crab",135,600,930,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,5085,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6513,"Metadata/Monsters/LeagueBestiary/ShieldCrabBestiaryMinion2",2144,20,3,3,7,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiaryMinion",[3970],1,"","",100,1,6,5,1,0,"[823,72,754,792,806,75,791,764,30,31,765,118,125,801]",180,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/ShieldCrabBestiary.ais",[],"",1,"Craicic Crustacean",162,720,930,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-15041,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,1,0,0,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6514,"Metadata/Monsters/LeagueBestiary/CrabParasiteLargeBestiary_",2145,25,4,4,15,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary",[],1,"","",110,2,6,4,3,0,"[72,292,297,754,793,808,791,141,764,298,30,31,765,822,118,802,125]",300,[],105,105,700,500,0,[382],"Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.ais",[],"",1,"Craicic Savage Crab",225,450,1005,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,6996,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6515,"Metadata/Monsters/LeagueBestiary/CrabParasiteLargeBestiaryMinion",2146,25,4,4,15,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiaryMinion",[3970],1,"","",110,2,6,4,3,0,"[72,754,793,808,791,141,764,30,31,765,822,118,802]",150,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.ais",[],"",1,"Craicic Sandstrider",135,600,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-12768,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6516,"Metadata/Monsters/LeagueBestiary/CrabParasiteLargeBestiaryMinion2",2147,25,4,4,15,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiaryMinion",[3970],1,"","",110,2,6,4,3,0,"[72,754,793,808,791,141,764,30,31,765,822,118,802]",180,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabParasiteBestiary.ais",[],"",1,"Craicic Spiked Crab",162,720,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,21791,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6517,"Metadata/Monsters/LeagueBestiary/CrabSpiderBestiary",2148,29,3,6,11,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary",[],1,"","",100,1,6,4,3,0,"[72,292,297,754,793,808,791,141,803,764,298,30,31,765,822,118,125]",300,[],105,105,700,500,0,[381],"Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.ais",[],"",1,"Craicic Spider Crab",150,450,1500,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,-26639,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6518,"Metadata/Monsters/LeagueBestiary/CrabSpiderBestiaryMinion",2149,29,3,6,11,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiaryMinion",[3970],1,"","",100,1,6,4,3,0,"[72,754,793,808,791,141,803,764,30,31,765,822,118]",150,[],105,105,700,500,0,"[381,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.ais",[],"",1,"Craicic Strider Crab",90,600,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,24063,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6519,"Metadata/Monsters/LeagueBestiary/CrabSpiderBestiaryMinion2",2150,29,3,6,11,"[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiaryMinion",[3970],1,"","",100,1,6,4,3,0,"[72,754,793,808,791,141,803,764,30,31,765,822,118]",180,[],105,105,700,500,0,"[381,8127]","Metadata/Monsters/LeagueBestiary/Crustaceans/CrabSpiderBestiary.ais",[],"",1,"Craicic Stilted Crab",108,720,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-22536,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6520,"Metadata/Monsters/LeagueBestiary/FrogBestiary",2151,25,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary",[6351],1,"","",100,2,6,6,2,0,"[758,72,292,297,780,774,141,807,764,298,31,29,765,118,802,794,125]",300,[],70,105,700,500,0,"[744,381]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.ais",[],"",1,"Craicic Maw",150,450,1455,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,28839,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6521,"Metadata/Monsters/LeagueBestiary/FrogBestiaryMinion",2152,25,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiaryMinion","[6351,3970]",1,"","",100,2,6,6,2,0,"[758,72,780,774,141,807,764,31,29,765,118,802,794]",150,[],70,105,700,500,0,"[744,381,8127]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.ais",[],"",1,"Craicic Stomper",90,600,1455,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,4449,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6522,"Metadata/Monsters/LeagueBestiary/FrogBestiaryMinion2",2153,25,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiaryMinion","[6351,3970]",1,"","",100,2,6,6,2,0,"[758,72,780,774,141,807,764,31,29,765,118,802,794]",180,[],70,105,700,500,0,"[744,381,8127]","Metadata/Monsters/LeagueBestiary/Amphibians/FrogBestiary.ais",[],"",1,"Craicic Horror",108,720,1455,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31641,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6523,"Metadata/Monsters/LeagueBestiary/GemFrogBestiary",2154,32,4,6,17,"[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary",[],1,"","",80,2,6,6,2,0,"[758,72,292,297,34,766,777,774,141,807,803,764,298,31,29,765,32,118,50,794,125]",300,[],70,105,700,500,0,"[382,752,4168,753]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ais",[],"",1,"Craicic Chimeral",150,450,1005,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,23786,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6524,"Metadata/Monsters/LeagueBestiary/GemFrogBestiaryClone",2154,32,4,6,17,"[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ao""]","Metadata/Monsters/LeagueBestiary/ModClone/BestiaryFrogClone",[7526],1,"","",80,2,3,6,2,0,"[758,72,34,767,791,141,807,803,31,29,118,50,794]",300,[],70,105,700,500,0,[8337],"Metadata/Monsters/NoAi.ais",[],"",1,"Craicic Chimeral",150,450,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,17206,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6525,"Metadata/Monsters/LeagueBestiary/GemFrogBestiaryMinion",2155,32,4,6,17,"[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiaryMinion",[3970],1,"","",80,2,6,6,2,0,"[758,72,34,767,777,774,141,807,803,764,31,29,765,32,118,794]",150,[],70,105,700,500,0,"[382,752,2157,8127,753]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ais",[],"",1,"Craicic Hunter",90,600,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-5119,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6526,"Metadata/Monsters/LeagueBestiary/GemFrogBestiaryMinion2",2156,32,4,6,17,"[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiaryMinion",[3970],1,"","",80,2,6,6,2,0,"[758,72,34,767,777,774,141,807,803,764,31,29,765,32,118,50,794]",180,[],70,105,700,500,0,"[382,752,2157,8127,753]","Metadata/Monsters/LeagueBestiary/Amphibians/GemFrogBestiary.ais",[],"",1,"Craicic Predator",108,720,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,6370,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6527,"Metadata/Monsters/LeagueBestiary/ParasiticSquidBestiary",2157,26,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary",[],1,"","",100,3,6,2,1,0,"[72,292,297,806,777,774,121,797,764,298,29,765,50,820,802,125]",300,[],105,105,700,500,0,"[381,5335]","Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.ais",[],"",7,"Craicic Vassal",150,450,1755,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,20911,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6528,"Metadata/Monsters/LeagueBestiary/ParasiticSquidBestiaryClone",2157,26,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.ao""]","Metadata/Monsters/LeagueBestiary/ModClone/BestiaryParasiticSquidClone",[],1,"","",100,3,6,2,1,0,"[72,34,767,806,121,791,797,29,50,820,802]",300,[],105,105,700,500,0,"[3747,5479]","Metadata/Monsters/LeagueBestiary/ModClone/ParasiticSquidClone.ais",[],"",7,"Craicic Vassal",150,450,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-7143,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6529,"Metadata/Monsters/LeagueBestiary/ParasiticSquidBestiaryMinion",2158,26,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiaryMinion",[3970],1,"","",100,3,6,2,1,0,"[72,806,777,774,121,797,764,29,765,50,820,802]",150,[],105,105,700,500,0,"[381,5335,8127]","Metadata/Monsters/LeagueBestiary/Cephalopod/ParasiticSquidBestiary.ais",[],"",7,"Craicic Bodythief",90,600,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,5513,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
