"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
6741,"Metadata/Items/Gems/SupportGemChain",19,1,1,"Chain Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9029,-1994874918,[],"","","",[],[],"","","","","","","",[],[],"",""
6742,"Metadata/Items/Gems/SupportGemSplit",19,1,1,"Split Projectiles Support","Metadata/Items/Gems/SupportSkillGem",24,"",[],1,"",[],38,0,9030,1504032062,[],"","","",[],[],"","","","","","","",[],[],"",""
6743,"Metadata/Items/Gems/SupportGemFork",19,1,1,"Fork Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9031,1584251003,[],"","","",[],[],"","","","","","","",[],[],"",""
6744,"Metadata/Items/Gems/SupportGemReturningProjectiles",19,1,1,"Returning Projectiles Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9032,-1952312432,[],"","","",[],[],"","","","","","","",[],[],"",""
6745,"Metadata/Items/Gems/SkillGemFlammability",18,1,1,"Flammability","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9033,-639552884,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6746,"Metadata/Items/Gems/SkillGemFrostbite",18,1,1,"Frostbite","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9034,676928133,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6747,"Metadata/Items/Gems/SkillGemConductivity",18,1,1,"Conductivity","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9040,-860740219,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6748,"Metadata/Items/Gems/SkillGemIncinerate",18,1,1,"Incinerate","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9492,613395827,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6749,"Metadata/Items/Gems/SkillGemCyclone",18,1,1,"Cyclone","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9493,1105605971,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6750,"Metadata/Items/Gems/SupportGemMultistrike",19,1,1,"Multistrike Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9035,646275157,[],"","","",[],[],"","","","","","","",[],[],"",""
6751,"Metadata/Items/Gems/SupportGemMulticast",19,1,1,"Spell Echo Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9037,-1218644428,[],"","","",[],[],"","","","","","","",[],[],"",""
6752,"Metadata/Items/Gems/SupportGemMeleeSplash",19,1,1,"Melee Splash Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9038,-2017438073,[],"","","",[],[],"","","","","","","",[],[],"",""
6753,"Metadata/Items/Gems/SupportGemPowerChargeOnCrit",19,1,1,"Power Charge On Critical Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9039,-1188131884,[],"","","",[],[],"","","","","","","",[],[],"",""
6754,"Metadata/Items/Gems/SkillGemSearingBond",18,1,1,"Searing Bond","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9537,-1740796437,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6755,"Metadata/Items/Gems/SupportGemIncreasedBurningDamage",19,1,1,"Burning Damage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9551,19679479,[],"","","",[],[],"","","","","","","",[],[],"",""
6756,"Metadata/Items/Gems/SupportGemSummonElementalResistance",19,1,1,"Elemental Army Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9552,-445264593,[],"","","",[],[],"","","","","","","",[],[],"",""
6757,"Metadata/Items/Gems/SupportGemCurseOnHit",19,1,1,"Hextouch Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9053,-1411370827,[],"","","",[],[],"","","","","","","",[],[],"",""
6758,"Metadata/Items/Gems/SkillGemReave",18,1,1,"Reave","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9041,140704854,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6759,"Metadata/Items/Gems/SupportGemCastOnCrit",19,1,1,"Cast On Critical Strike Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9048,826020281,[],"","","",[],[],"","","","","","","",[],[],"",""
6760,"Metadata/Items/Gems/SupportGemCastOnKill",19,1,1,"Cast on Melee Kill Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9051,-712499690,[],"","","",[],[],"","","","","","","",[],[],"",""
6761,"Metadata/Items/Gems/SupportGemMultiTrap",19,1,1,"Multiple Traps Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9044,-981354202,[],"","","",[],[],"","","","","","","",[],[],"",""
6762,"Metadata/Items/Gems/SupportGemAdditionalLevel",19,1,1,"Empower Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],38,1,9042,-361035638,[],"","","",[],[],"","","","","","","",[],[],"",""
6763,"Metadata/Items/Gems/SkillGemLightningTrap",18,1,1,"Lightning Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9045,1719396053,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6764,"Metadata/Items/Gems/SkillGemSmokeMine",18,1,1,"Smoke Mine","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,9046,-1641925341,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6765,"Metadata/Items/Gems/SupportGemEnduranceChargeOnMeleeStun",19,1,1,"Endurance Charge on Melee Stun Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9047,1251682852,[],"","","",[],[],"","","","","","","",[],[],"",""
6766,"Metadata/Items/Gems/SkillGemAnimateArmour",18,1,1,"Animate Guardian","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9057,1054804946,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6767,"Metadata/Items/Gems/SkillGemThrownWeapon",18,1,1,"Spectral Throw","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,9056,941009607,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6768,"Metadata/Items/Gems/SupportGemSlowerProjectiles",19,1,1,"Slower Projectiles Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9055,663883068,[],"","","",[],[],"","","","","","","",[],[],"",""
6769,"Metadata/Items/Gems/SupportGemReducedDuration",19,1,1,"Less Duration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9054,-70177887,[],"","","",[],[],"","","","","","","",[],[],"",""
6770,"Metadata/Items/Gems/SupportGemCastOnDeath",19,1,1,"Cast on Death Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9049,-1400014233,[],"","","",[],[],"","","","","","","",[],[],"",""
6771,"Metadata/Items/Gems/SupportGemCastOnDamageTaken",19,1,1,"Cast when Damage Taken Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9050,-1452362605,[],"","","",[],[],"","","","","","","",[],[],"",""
6772,"Metadata/Items/Gems/SupportGemCastOnStunned",19,1,1,"Cast when Stunned Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],38,1,9052,-983933712,[],"","","",[],[],"","","","","","","",[],[],"",""
6773,"Metadata/Items/Gems/SkillGemAnimateWeapon",18,1,1,"Animate Weapon","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9058,1924544431,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6774,"Metadata/Items/Gems/SupportGemAdditionalQuality",19,1,1,"Enhance Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],38,1,9060,-650111402,[],"","","",[],[],"","","","","","","",[],[],"",""
6775,"Metadata/Items/Gems/SkillGemFireResistAura",18,1,1,"Purity of Fire","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9063,-1599485211,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6776,"Metadata/Items/Gems/SkillGemVaalFireResistAura",18,1,1,"Vaal Impurity of Fire","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],38,1,9064,-322327809,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6777,"Metadata/Items/Gems/SkillGemColdResistAura",18,1,1,"Purity of Ice","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9061,-319448294,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6778,"Metadata/Items/Gems/SkillGemVaalColdResistAura",18,1,1,"Vaal Impurity of Ice","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],38,1,9062,-150028874,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6779,"Metadata/Items/Gems/SkillGemLightningResistAura",18,1,1,"Purity of Lightning","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9065,274891108,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6780,"Metadata/Items/Gems/SkillGemVaalLightningResistAura",18,1,1,"Vaal Impurity of Lightning","Metadata/Items/Gems/ActiveSkillGem",24,"",[],2,"",[698],38,1,9066,-187017473,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6781,"Metadata/Items/Gems/SkillGemStormCall",18,1,1,"Storm Call","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9067,-186375746,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6782,"Metadata/Items/Gems/SkillGemFlameblast",18,1,1,"Flameblast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9071,-1866081708,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6783,"Metadata/Items/Gems/SkillGemBarrage",18,1,1,"Barrage","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9068,1017849544,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6784,"Metadata/Items/Gems/SkillGemBallLightning",18,1,1,"Ball Lightning","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9108,609531350,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6785,"Metadata/Items/Gems/SkillGemVortexMine",18,1,1,"Vortex Mine","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,0,9046,287254081,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6786,"Metadata/Items/Gems/SkillGemInfernalSwarm",18,1,1,"Wildfire","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],38,0,9109,12610618,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6787,"Metadata/Items/Gems/SupportGemPhysicalProjectileAttackDamage",19,1,1,"Vicious Projectiles Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9069,-1615819215,[],"","","",[],[],"","","","","","","",[],[],"",""
6788,"Metadata/Items/Gems/SkillGemSummonRagingSpirit",18,1,1,"Summon Raging Spirit","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9070,-726287317,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6789,"Metadata/Items/Gems/SkillGemFlameWhip",18,1,1,"Flame Surge","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9494,-1355727423,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6790,"Metadata/Items/Gems/SupportGemAdditionalXP",19,1,1,"Enlighten Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[167],38,1,9811,678620926,[],"","","",[],[],"","","","","","","",[],[],"",""
6791,"Metadata/Items/Gems/SkillGemDesecrate",18,1,1,"Desecrate","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9072,-637541566,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6792,"Metadata/Items/Gems/SkillGemFleshOffering",18,1,1,"Flesh Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9073,-46369219,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6793,"Metadata/Items/Gems/SkillGemBoneOffering",18,1,1,"Bone Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9074,261433704,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6794,"Metadata/Items/Gems/SkillGemSpiritOffering",18,1,1,"Spirit Offering","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9075,-1738598902,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6795,"Metadata/Items/Gems/SkillGemGlacialCascade",18,1,1,"Glacial Cascade","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9076,348307009,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6796,"Metadata/Items/Gems/SkillGemConvocation",18,1,1,"Convocation","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,2,9077,66358578,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6797,"Metadata/Items/Gems/SkillGemConvocationNew",18,1,1,"Convocation","Metadata/Items/Gems/ActiveSkillGem",31,"",[],1,"",[],38,1,9077,1913348620,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6798,"Metadata/Items/Gems/SkillGemVaalFireball",18,1,1,"Vaal Fireball","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9095,1468433887,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6799,"Metadata/Items/Gems/SkillGemVaalArc",18,1,1,"Vaal Arc","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9080,-1236773275,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6800,"Metadata/Items/Gems/SkillGemVaalSpark",18,1,1,"Vaal Spark","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9079,-1314979689,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6801,"Metadata/Items/Gems/SkillGemVaalBurningArrow",18,1,1,"Vaal Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9087,-333130529,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6802,"Metadata/Items/Gems/SkillGemVaalMoltenShell",18,1,1,"Vaal Molten Shell","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],38,1,9091,411888800,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6803,"Metadata/Items/Gems/SkillGemVaalLightningWarp",18,1,1,"Vaal Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],38,0,9078,-1132781901,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6804,"Metadata/Items/Gems/SkillGemVaalImmortalCall",18,1,1,"Vaal Immortal Call","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[698],38,1,9089,1924032096,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6805,"Metadata/Items/Gems/SkillGemVaalPowerSiphon",18,1,1,"Vaal Power Siphon","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9081,-1732271747,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6806,"Metadata/Items/Gems/SkillGemVaalCyclone",18,1,1,"Vaal Cyclone","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[698],38,1,9085,241413875,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6807,"Metadata/Items/Gems/SkillGemVaalIceNova",18,1,1,"Vaal Ice Nova","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9093,1109837777,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6808,"Metadata/Items/Gems/SkillGemWandTeleport",18,1,1,"Wand Teleport","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,0,9093,-1617896360,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6809,"Metadata/Items/Gems/SkillGemVaalDetonateDead",18,1,1,"Vaal Detonate Dead","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"","[301,698]",38,1,9082,669559427,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6810,"Metadata/Items/Gems/SkillGemVaalGroundSlam",18,1,1,"Vaal Ground Slam","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9088,-2075549007,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6811,"Metadata/Items/Gems/SkillGemVaalRainOfArrows",18,1,1,"Vaal Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9086,2143647376,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6812,"Metadata/Items/Gems/SkillGemVaalColdSnap",18,1,1,"Vaal Cold Snap","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],38,1,9094,1886559473,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6813,"Metadata/Items/Gems/SkillGemVaalThrownWeapon",18,1,1,"Vaal Spectral Throw","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9092,1787544745,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6814,"Metadata/Items/Gems/SkillGemVaalLightningStrike",18,1,1,"Vaal Lightning Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9084,1912411541,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6815,"Metadata/Items/Gems/SkillGemVaalHeavyStrike",18,1,1,"Vaal Heavy Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,0,9090,-2023988894,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6816,"Metadata/Items/Gems/SkillGemVaalDoubleStrike",18,1,1,"Vaal Double Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9096,1128737436,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6817,"Metadata/Items/Gems/SkillGemVaalGlacialHammer",18,1,1,"Vaal Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"","[301,698]",38,1,9083,-1755167870,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6818,"Metadata/Items/Gems/SkillGemVaalSummonSkeletons",18,1,1,"Vaal Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],38,1,9097,-382388388,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6819,"Metadata/Items/Gems/SkillGemVaalStormCall",18,1,1,"Vaal Storm Call","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9098,-1792763524,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6820,"Metadata/Items/Gems/SupportGemBlockChanceReduction",19,1,1,"Block Chance Reduction Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9105,-367249967,[],"","","",[],[],"","","","","","","",[],[],"",""
6821,"Metadata/Items/Gems/SkillGemVaalReave",18,1,1,"Vaal Reave","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9099,-1506872361,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6822,"Metadata/Items/Gems/SkillGemMoltenStrike",18,1,1,"Molten Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,9106,1291753570,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6823,"Metadata/Items/Gems/SkillGemVaalClarity",18,1,1,"Vaal Clarity","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[698],38,1,9102,372624185,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6824,"Metadata/Items/Gems/SkillGemVaalGrace",18,1,1,"Vaal Grace","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],38,1,9103,1093081173,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6825,"Metadata/Items/Gems/SkillGemVaalDiscipline",18,1,1,"Vaal Discipline","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],38,1,9101,1284359239,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6826,"Metadata/Items/Gems/SkillGemVaalHaste",18,1,1,"Vaal Haste","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[698],38,1,9100,1807222928,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6827,"Metadata/Items/Gems/SkillGemVaalFireTrap",18,1,1,"Vaal FireTrap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[698],38,0,9016,-924120391,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6828,"Metadata/Items/Gems/SkillGemVaalSweep",18,1,1,"Vaal Sweep","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,0,8881,-1181619496,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6829,"Metadata/Items/Gems/SkillGemVaalRighteousFire",18,1,1,"Vaal Righteous Fire","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],38,1,9110,-1586029181,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6830,"Metadata/Items/Gems/SkillGemVaalPortal",18,1,1,"Vaal Breach","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"","[167,698]",38,1,12581,1560063741,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6831,"Metadata/Items/Gems/SkillGemComboStrike",18,1,1,"...","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,0,8942,1699209995,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6832,"Metadata/Items/Gems/SkillGemVaalFlameblast",18,1,1,"Vaal Flameblast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[698],38,1,9104,1722906697,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6833,"Metadata/Items/Gems/SkillGemFireNovaMine",18,1,1,"Pyroclast Mine","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9232,21896890,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6834,"Metadata/Items/Gems/SkillGemTornadoShot",18,1,1,"Tornado Shot","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9112,-208386437,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6835,"Metadata/Items/Gems/SkillGemVaalLightningTrap",18,1,1,"Vaal Lightning Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[698],38,1,9107,814624672,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6836,"Metadata/Items/Gems/SupportGemGenerosity",19,1,1,"Generosity Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9111,1892604624,[],"","","",[],[],"","","","","","","",[],[],"",""
6837,"Metadata/Items/Gems/SkillGemHeraldOfAsh",18,1,1,"Herald of Ash","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9115,-481826341,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6838,"Metadata/Items/Gems/SkillGemHeraldOfIce",18,1,1,"Herald of Ice","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9114,1012816434,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6839,"Metadata/Items/Gems/SkillGemHeraldOfThunder",18,1,1,"Herald of Thunder","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9116,400925501,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6840,"Metadata/Items/Gems/SkillGemHeraldOfAgony",18,1,1,"Herald of Agony","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9117,1547115414,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6841,"Metadata/Items/Gems/SkillGemHeraldOfPurity",18,1,1,"Herald of Purity","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9118,-558644880,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6842,"Metadata/Items/Gems/SkillGemPoachersMark",18,1,1,"Poacher's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9113,-783612531,[8659],"","","",[],[],"","","","","","","",[],[],"",""
