"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","[rid]","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[i32]","bool","bool","rid","bool","bool","[rid]","bool","bool","bool","bool","i32","bool","bool"
884,907,[6125],[],0,1,4,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
885,908,[6207],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
886,909,[6240],[],340,3,3,69,20,1,6,2,100,1,"",[],1,0,4,0,1,0,1,"",0,7,"",33,"","",[],1,1,1,"","",[220],1,1,"","","",[],"","","","",0,"",""
887,910,[6133],[],0,1,4,16,0,1,13,13,0,1,"",[],4,15,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
888,911,[6134],[],0,1,3,18,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
889,912,[4047],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
890,913,[],[],0,2,2,16,0,1,6,2,100,"","",[],1,0,4,0,1,0,"","",45,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","",1,"",0,"",""
891,914,[6178],[],150,1,2,30,0,1,13,13,0,1,"",[],2,12,7,0,1,0,1,"",0,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
892,915,[6192],[],0,1,3,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
893,916,[],[],300,3,3,45,20,1,6,2,100,1,"",[],1,0,4,0,1,0,1,"",0,7,"",40,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
894,917,[6202],[],0,1,3,40,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
895,918,[],[],0,1,2,1,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,19,"","",[],"","","","",0,"",""
896,919,[6205],[],150,1,4,16,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
897,920,[6206],[],150,1,4,24,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
898,921,[6203],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"",1,"",[],"","","","",0,"",""
899,922,[6216],[],0,1,3,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
900,923,[6217],[],0,3,4,35,12,1,6,2,100,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"","","","","",[],"","","","",0,1,""
901,924,[],[],0,2,2,130,0,1,6,2,100,"","",[],1,0,4,0,1,0,"","",60,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
902,925,[6230],[],0,3,3,110,15,1,6,2,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
903,926,[6231],[],0,1,3,46,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
904,927,[6239],[],0,1,3,16,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
905,928,[],[],0,1,3,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
906,929,[6251],[],0,2,3,46,0,1,6,3,100,1,"",[],1,0,4,0,1,0,1,"",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
907,930,[6259],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
908,931,[6269],[],0,3,4,10,10,1,6,2,100,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,1,""
909,932,[6291],[],1966,1,3,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",1966,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
910,933,[6272],[],0,1,3,14,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
911,934,[6231],[],0,1,3,46,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
912,935,[6287],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
913,936,[],[],800,3,2,0,21,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,"","","","",[],"",1,"","","",[],"",1,"","",0,"",""
914,937,[6276],[],0,1,2,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
915,938,[6277],[],1400,2,2,74,0,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",30,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
916,939,[6293],[],0,1,2,83,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
917,940,[6325],[],0,1,4,4,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"",1,"",[],"","","","",0,"",""
918,941,[6326],[],2400,1,4,23,0,1,13,13,0,1,"",[],1,0,1,0,1,0,1,"",0,7,"",2400,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
919,942,[],[],0,1,3,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
920,943,[],[],300,3,12,92,15,1,4,12,0,"","",[],1,0,7,0,1,0,"","",0,7,"",40,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
921,944,[6335],[],300,1,2,101,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",40,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
922,945,[],[],0,3,12,0,15,1,4,12,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
923,946,[],[],0,1,12,20,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
924,947,[68],[],0,1,4,30,0,1,13,13,0,1,"",[],4,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
925,948,[],[],0,1,2,14,0,1,13,13,0,"","",[],1,0,7,0,1,0,1,"",0,7,"",0,"",1731,"[-10,1,1]",1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
926,949,[6293],[],0,1,2,83,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"",2007,"[-50,-50]",1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
927,950,[4923],[],300,3,2,90,14,1,3,2,20,1,"",[],3,0,4,0,1,0,"","",0,7,"",50,"",487,"[6,1]",1,1,1,"","",[150],"",1,"","","",[],"","","","",0,"",""
