"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
6884,"main_hand_attacks_with_this_weapon_minimum_added_cold_damage_per_10_dexterity","","","",3,"","","","","","","",-1452281287,[],"","","",1,[]
6885,"main_hand_attacks_with_this_weapon_maximum_added_cold_damage_per_10_dexterity","","","",3,"","","","","","","",828804221,[],"","","",1,[]
6886,"off_hand_attacks_with_this_weapon_minimum_added_cold_damage_per_10_dexterity","","","",3,"","","","","","","",1306811425,[],"","","",1,[]
6887,"off_hand_attacks_with_this_weapon_maximum_added_cold_damage_per_10_dexterity","","","",3,"","","","","","","",978118334,[],"","","",1,[]
6888,"local_chaos_damage_taken_per_minute_during_flask_effect","",1,"",3,"","","","","","","",-628350704,[],"","","",1,[]
6889,"melee_attack_number_of_spirit_strikes",1,"","",3,"","",1,"","","",1,1240910089,[],18,1,"",1,[]
6890,"cannot_taunt_enemies","","","",4,"","","","","","","",-911670608,[],"","","","",[]
6891,"minions_cannot_taunt_enemies","","","",4,"","","","","","",1,1603780029,[],"","","","",[]
6892,"base_number_of_support_ghosts_allowed","","","",3,"","","","","","","",1907368186,[],"","","",1,[]
6893,"chance_to_summon_support_ghost_on_killing_blow_%",1,"","",1,"","","","","","",1,-1296817819,[],"","","",1,[]
6894,"support_ghost_base_duration","","","",3,"","","","","","","",-1601599100,[],"",1,"",1,[]
6895,"support_ghost_duration",1,"","",3,"","","",1,"","",1,-1998229324,[],"",1,"",1,[34]
6896,"skill_can_own_support_ghosts",1,"","",4,"","","","","","","",17128579,[],"",1,"","",[]
6897,"local_display_socketed_gems_supported_by_level_x_spirit_strike","","","",3,"","","","","","","",-1557599919,[],"","","","",[]
6898,"local_display_socketed_gems_supported_by_level_x_summon_ghost_on_kill","","","",3,"","","","","","","",-1250080140,[],"","","","",[]
6899,"support_spirit_strike_damage_+%_final","","","",1,"","","","","","",1,-555914164,[],"","","",1,[]
6900,"local_display_socketed_attacks_additional_critical_strike_chance","",1,"",1,"","","","","","","",-1314738687,[],"","","","",[]
6901,"local_display_socketed_attacks_critical_strike_multiplier_+","",1,"",3,"","","","","","","",-37618141,[],"","","","",[]
6902,"local_display_socketed_spells_additional_critical_strike_chance","",1,"",1,"","","","","","","",-453782149,[],"","","","",[]
6903,"local_display_socketed_spells_critical_strike_multiplier_+","",1,"",3,"","","","","","","",2054328344,[],"","","","",[]
6904,"keystone_shared_suffering","","","",4,"","","","","","","",782198951,[],"","","","",[]
6905,"all_damage_can_cause_elemental_ailments_you_are_suffering_from","","","",4,"","","",1,"","","",-349080550,[],"","","","",[0]
6906,"base_all_damage_can_cause_elemental_ailments_you_are_suffering_from","","","",4,"","","","","","","",555104603,[],"","","","",[]
6907,"always_inflict_elemental_ailments_you_are_suffering_from","","","",4,"","","",1,"","","",-580040769,[],"","","","",[0]
6908,"base_always_inflict_elemental_ailments_you_are_suffering_from","","","",4,"","","","","","","",-842888150,[],"","","","",[]
6909,"remove_elemental_ailments_from_you_when_you_inflict_them","","","",4,"","","",1,"","","",-1809945258,[],"","","","",[0]
6910,"base_remove_elemental_ailments_from_you_when_you_inflict_them","","","",4,"","","","","","","",1332740910,[],"","","","",[]
6911,"geometry_attack_shape","","","",3,"","",1,"","","",1,-1972173961,[],"","","",1,[]
6912,"geometry_attack_length","","","",3,"","",1,"","","",1,1486572318,[],"","","",1,[]
6913,"geometry_attack_width","","","",3,"","",1,"","","",1,282038747,[],"","","",1,[]
6914,"geometry_attack_arc_angle","","","",3,"","",1,"","","",1,253569981,[],"","","",1,[]
6915,"map_packs_have_tentacle_fiends",1,"","",3,"","","","","","","",578110723,[],"","","",1,[]
6916,"no_movement_speed","","","",4,"","","","","","","",1978610393,[],"","","","",[]
6917,"unaffected_by_shock","","","",4,"","","","","","","",819028733,[],"","","","",[]
6918,"unaffected_by_shocked_ground","","","",4,"","","","","","","",1604355094,[],18,"","","",[]
6919,"unaffected_by_burning_ground","","","",4,"","","","","","","",-961739521,[],18,"","","",[]
6920,"unaffected_by_chilled_ground","","","",4,"","","","","","","",1024673162,[],18,"","","",[]
6921,"unaffected_by_desecrated_ground","","","",4,"","","","","","","",-1129832570,[],"","","","",[]
6922,"flammability_mana_reservation_+%",1,"","",1,"","","","","","","",-116294348,"[""fire_weakness""]","","","",1,[]
6923,"frostbite_mana_reservation_+%",1,"","",1,"","","","","","","",594058850,"[""cold_weakness""]","","","",1,[]
6924,"conductivity_mana_reservation_+%",1,"","",1,"","","","","","","",-1151377713,"[""lightning_weakness""]","","","",1,[]
6925,"vulnerability_mana_reservation_+%",1,"","",1,"","","","","","","",-700363647,"[""vulnerability""]","","","",1,[]
6926,"chaos_weakness_mana_reservation_+%",1,"","",1,"","","","","","","",501800762,"[""despair""]","","","",1,[]
6927,"local_display_grants_skill_decoy_totem_level","",1,"",3,"","","","","","","",-2130283075,[],"","","","",[]
6928,"local_display_grants_skill_enduring_cry_level","",1,"",3,"","","","","","","",-1378366375,[],"","","","",[]
6929,"local_display_grants_skill_rallying_cry_level","",1,"",3,"","","","","","","",1655325942,[],"","","","",[]
6930,"local_display_grants_skill_abyssal_cry_level","",1,"",3,"","","","","","","",-1292026683,[],"","","","",[]
6931,"local_display_grants_skill_herald_of_ash_level","",1,"",3,"","","","","","","",2078363206,[],"","","","",[]
6932,"local_display_grants_skill_herald_of_ice_level","",1,"",3,"","","","","","","",139486091,[],"","","","",[]
6933,"local_display_grants_skill_herald_of_thunder_level","",1,"",3,"","","","","","","",-1691796129,[],"","","","",[]
6934,"local_display_grants_skill_herald_of_purity_level","",1,"",3,"","","","","","","",-1996931844,[],"","","","",[]
6935,"local_display_grants_skill_herald_of_agony_level","",1,"",3,"","","","","","","",-1566880302,[],"","","","",[]
6936,"curse_on_hit_level_poachers_mark",1,1,"",3,"","","","","","","",420463921,[],"","","","",[]
6937,"curse_on_hit_level_warlords_mark",1,1,"",3,"","","","","","","",-418407004,[],"","","","",[]
6938,"elemental_damage_can_shock",1,"","",4,"","","","","","","",124783444,[],"","","","",[]
6939,"ailment_types_apply_damage_taken_+%",1,"","",1,"","","","","","","",-1465933665,[],"","","",1,[]
6940,"evasion_rating_+%_while_leeching","","","",1,"","","","","","","",-1978450528,[],"","","",1,[]
6941,"blind_enemies_when_hit_%_chance","","","",1,"","","","","","","",-1410220696,[],"","","",1,[]
6942,"evasion_rating_+%_if_you_have_hit_an_enemy_recently","","","",1,"","","","","","","",-615700668,[],"","","",1,[]
6943,"gain_1_rare_monster_mod_on_kill_for_10_seconds_%_chance","","","",1,"","","","","","","",-2137380046,[],"","","",1,[]
6944,"enemy_evasion_+%_if_you_have_hit_them_recently","","","",1,"","","","","","","",-1354584162,[],"","","",1,[]
6945,"critical_strike_multiplier_+_if_have_not_dealt_critical_strike_recently","","","",3,"","","","","","","",1283393039,[],"","","",1,[]
6946,"number_of_additional_arrows_while_main_hand_accuracy_is_3000_or_more","","","",3,"","","","","","","",930017903,[],"","","",1,[]
6947,"accuracy_rating_is_doubled","","","",4,"","","","","","","",-2005639795,[],"","","","",[]
6948,"melee_physical_damage_+%_per_10_strength_while_fortified","","","",1,"","","","","","","",1642119609,[],"","","",1,[]
6949,"spell_suppression_chance_%_while_off_hand_empty","","","",1,"","","","","","","",-1832912135,[],"","","",1,[]
6950,"cold_damage_+%_while_off_hand_is_empty","","","",1,"","","","","","","",411748626,[],"","","",1,[]
6951,"iron_reflexes_rotation_active",1,"","",4,"","",1,"","","",1,917362250,[],"","","","",[]
6952,"unique_bow_arborix_close_range_bow_damage_+%_final_while_have_iron_reflexes","","","",1,"","","","","","","",2133162733,[],"","","",1,[]
6953,"unique_bow_arborix_close_range_bow_damage_+%_final",1,"","",1,"","","",1,"","","",681984720,[],"","","",1,[0]
6954,"virtual_player_far_shot","","","",4,"","","",1,"","","",1277979155,[],"","","","",[0]
6955,"gain_player_far_shot_while_do_not_have_iron_reflexes","","","",4,"","","","","","","",2060921396,[],"","","","",[]
6956,"attack_cast_and_movement_speed_+%_while_do_not_have_iron_reflexes","","","",1,"","","","","","","",978425944,[],"","","",1,[]
6957,"local_display_trigger_death_walk_on_equip_level","","","",3,"","","","","","","",-1636067792,[],"","","","",[]
6958,"number_of_melee_abyss_jewels",1,"","",3,"","","","","","","",-1651404994,[],"","","",1,[]
6959,"number_of_ranged_abyss_jewels",1,"","",3,"","","","","","","",491909644,[],"","","",1,[]
6960,"number_of_caster_abyss_jewels",1,"","",3,"","","","","","","",-647389716,[],"","","",1,[]
6961,"number_of_minion_abyss_jewels",1,"","",3,"","","","","","","",1943781633,[],"","","",1,[]
6962,"number_of_abyss_jewels",1,"","",3,"","","",1,"","","",-1382033120,[],"","","",1,[0]
6963,"number_of_abyss_jewel_types",1,"","",3,"","","",1,"","","",243934828,[],"","","",1,[0]
6964,"damage_+%_per_abyss_jewel_type","","","",1,"","","","","","","",582900842,[],"","","",1,[]
6965,"support_spell_cascade_damage_+%_final","","","",1,"","","","","","",1,-525359076,[],"",1,"",1,[]
6966,"virtual_physical_damage_can_chill",1,"","",4,"","","",1,"","","",1713790580,[],"","","","",[20]
6967,"virtual_fire_damage_can_chill",1,"","",4,"","","",1,"","","",608832372,[],"","","","",[20]
6968,"virtual_cold_damage_cannot_chill",1,"","",4,"","","",1,"","","",1313709419,[],"","","","",[20]
6969,"virtual_lightning_damage_can_chill",1,"","",4,"","","",1,"","","",966661483,[],"","","","",[20]
6970,"virtual_chaos_damage_can_chill",1,"","",4,"","","",1,"","","",862957399,[],"","","","",[20]
6971,"fire_damage_can_chill","","","",4,"","","","","","","",-802576702,[],"","","","",[]
6972,"lightning_damage_can_chill","","","",4,"","","","","","","",-626979228,[],"","","","",[]
6973,"virtual_physical_damage_can_freeze","","","",4,"","","",1,"","","",-84054910,[],"","","","",[20]
6974,"virtual_fire_damage_can_freeze","","","",4,"","","",1,"","","",-703630152,[],"","","","",[20]
6975,"virtual_cold_damage_cannot_freeze","","","",4,"","","",1,"","","",1621258514,[],"","","","",[20]
6976,"virtual_lightning_damage_can_freeze","","","",4,"","","",1,"","","",-1982432411,[],"","","","",[20]
6977,"virtual_chaos_damage_can_freeze","","","",4,"","","",1,"","","",2145274484,[],"","","","",[20]
6978,"physical_damage_can_freeze","","","",4,"","","","","","","",-886334531,[],"","","","",[]
6979,"fire_damage_can_freeze","","","",4,"","","","","","","",1900764455,[],"","","","",[]
6980,"chaos_damage_can_freeze","","","",4,"","","","","","","",-1516765142,[],"","","","",[]
6981,"all_damage_can_freeze","","","",4,"","","","","","",1,-1500946839,[],"","","","",[]
6982,"virtual_physical_damage_can_shock","","","",4,"","","",1,"","","",-1619220067,[],"","","","",[20]
6983,"virtual_fire_damage_can_shock","","","",4,"","","",1,"","","",-615875384,[],"","","","",[20]
6984,"virtual_cold_damage_can_shock","","","",4,"","","",1,"","","",1732712656,[],"","","","",[20]
6985,"virtual_lightning_damage_cannot_shock","","","",4,"","","",1,"","","",1244987359,[],"","","","",[20]
6986,"virtual_chaos_damage_can_shock","","","",4,"","","",1,"","","",825974507,[],"","","","",[20]
6987,"cold_damage_can_shock","","","",4,"","","","","","","",-2061242762,[],"","","","",[]
6988,"chaos_damage_cannot_poison","","","",4,"","","","","","","",-340595336,[],"","","","",[]
6989,"physical_damage_cannot_poison","","","",4,"","","","","","","",-1000811924,[],"","","","",[]
6990,"area_of_effect_+%_with_500_or_more_strength","","","",1,"","","","","","","",7497015,[],"","","",1,[]
6991,"area_of_effect_+%_if_have_stunned_an_enemy_recently","","","",1,"","","","","","","",-1750048165,[],18,"","",1,[]
6992,"track_have_stunned_an_enemy_recently","","","",4,"","","",1,"","","",-1284761884,[],"","","","",[36]
6993,"have_stunned_an_enemy_recently","","","",4,"","","","","","","",-1281794824,[],"","","","",[]
6994,"chance_to_gain_endurance_charge_on_hit_%_vs_bleeding_enemy","","","",1,"","","","","","","",518405439,[],"","",1,1,[]
6995,"local_display_socketed_movement_skills_have_no_mana_cost","",1,"",4,"","","","","","","",-179201157,[],"","","","",[]
6996,"local_hits_with_this_weapon_always_hit_if_have_blocked_recently","",1,1,4,"","","","",6997,6998,"",-135781644,[],"","","","",[]
6997,"main_hand_hits_with_this_weapon_always_hit_if_have_blocked_recently","","","",4,"","","","","","","",-2098442076,[],"","","","",[]
6998,"off_hand_hits_with_this_weapon_always_hit_if_have_blocked_recently","","","",4,"","","","","","","",-1877408707,[],"","","","",[]
6999,"additional_block_%_per_endurance_charge","","","",1,"","","","","","","",1878642662,[],"","","",1,[]
7000,"attack_speed_+%_if_have_blocked_recently","","","",1,"","","","","","","",1742462798,[],"","","",1,[]
7001,"local_display_trigger_level_x_smoke_cloud_on_trap_triggered","",1,"",3,"","","","","","","",988845839,[],"","","","",[]
7002,"area_of_effect_+%_while_fortified","","","",1,"","","","","","","",-1645218345,[],"","","",1,[]
7003,"melee_weapon_range_+_if_you_have_killed_recently","","","",3,"","","","","","","",-686898274,[],"","","",1,[]
7004,"melee_weapon_range_+_while_fortified","","","",3,"","","","","","","",724449092,[],"","","",1,[]
7005,"stun_duration_+%_per_15_strength","","","",1,"","","","","","","",-1401573169,[],"","","",1,[]
7006,"stun_threshold_reduction_+%_with_500_or_more_strength","","","",1,"","","","","","","",-1601988162,[],"","","",1,[]
7007,"area_of_effect_+%_per_endurance_charge","","","",1,"","","","","","","",-1551750887,[],18,"","",1,[]
7008,"area_damage_+%_per_12_strength","","","",1,"","","","","","","",-232320040,[],"","","",1,[]
7009,"damage_+%_vs_taunted_enemies","","","",1,"","","","","","","",161831103,[],"","","",1,[]
7010,"chance_to_gain_endurance_charge_when_you_taunt_enemy_%","","","",1,"","","","","","","",1178745974,[],"","","",1,[]
7011,"attacks_chance_to_bleed_on_hit_%_vs_taunted_enemies","","","",1,"","","","","","","",467100870,[],"","","",1,[]
7012,"bleed_damage_+%_per_endurance_charge","","","",1,"","","","","","","",-1939286343,[],"","","",1,[]
7013,"melee_movement_skill_chance_to_fortify_on_hit_%","","","",1,"","","","","","","",469937604,[],"","","",1,[]
7014,"melee_weapon_range_+_while_at_maximum_frenzy_charges","","","",3,"","","","","","","",-2028492119,[],"","","",1,[]
7015,"poison_damage_+%_vs_bleeding_enemies","","","",1,"","","","","","","",196404777,[],"","","",1,[]
7016,"additional_physical_damage_reduction_%_while_moving","","","",1,"","","","","","","",1462401975,[],"","","",1,[]
7017,"elemental_damage_taken_+%_while_stationary","","","",1,"","","","","","","",-170029712,[],18,"","",1,[]
7018,"map_monsters_avoid_ailments_%","","","",1,"","","","","","","",-1565580776,[],"","","",1,[]
7019,"number_of_endurance_charges_to_gain_every_4_seconds_while_stationary",1,"","",3,"","","","","","","",-1065908194,[],"","","",1,[]
7020,"maximum_life_+%_per_abyssal_jewel_affecting_you","","","",1,"","","","","","","",1953907730,[],"","","",1,[]
7021,"maximum_mana_+%_per_abyssal_jewel_affecting_you","","","",1,"","","","","","","",-111917740,[],"","","",1,[]
7022,"cast_speed_+%_during_flask_effect","","","",1,"","","","","","","",-831644933,[],"","","",1,[]
7023,"melee_damage_+%_during_flask_effect","","","",1,"","","","","","","",-211891226,[],"","","",1,[]
7024,"projectile_attack_damage_+%_during_flask_effect","","","",1,"","","","","","","",999100336,[],"","","",1,[]
7025,"spell_damage_+%_during_flask_effect","","","",1,"","","","","","","",1115916264,[],1,"","",1,[]
7026,"local_crits_have_culling_strike","",1,1,4,"","","","",7027,7028,"",841173973,[],"","","","",[]
7027,"main_hand_local_crits_have_culling_strike","",1,"",4,"","","","","","","",1323719239,[],"","","","",[]
7028,"off_hand_local_crits_have_culling_strike","",1,"",4,"","","","","","","",469906735,[],"","","","",[]
7029,"global_minimum_added_fire_damage_vs_ignited_enemies","","","",3,"","","","","","","",287184198,[],"","","",1,[]
7030,"global_maximum_added_fire_damage_vs_ignited_enemies","","","",3,"","","","","","","",562041675,[],"","","",1,[]
7031,"global_minimum_added_cold_damage_vs_chilled_or_frozen_enemies","","","",3,"","","","","","","",-751701817,[],"","","",1,[]
7032,"global_maximum_added_cold_damage_vs_chilled_or_frozen_enemies","","","",3,"","","","","","","",1945727377,[],"","","",1,[]
7033,"global_minimum_added_lightning_damage_vs_shocked_enemies","","","",3,"","","","","","","",462642975,[],"","","",1,[]
7034,"global_maximum_added_lightning_damage_vs_shocked_enemies","","","",3,"","","","","","","",-1748391055,[],"","","",1,[]
