"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
847,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderAssassinSIEGE",388,41,3,4,9,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin",[],1,"","",100,2,6,1,2,0,"[1021,755,71,48,31,118]",105,[],105,105,700,500,0,"[580,5105,5106,5107,5108,5111,5112,2124,2125]","Metadata/Monsters/WarzoneMonsters/TwilightOrderAssassin.ais",[],"",0,"Twilight Order Assassin",105,105,2250,[15152],[],"",7,"","",0,[],[],[],"",1,6,135,0,0,135,19192,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,491824,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,491824,0,"",0,103,1028443341,0,1,0,""
848,"Metadata/Monsters/CorpseWheel/PlagueCorpseWheel",67,30,2,4,9,"[""Metadata/Monsters/CorpseWheel/PlagueWheel.act""]","[""Metadata/Monsters/CorpseWheel/PlagueWheel.ao""]","Metadata/Monsters/CorpseWheel/CorpseWheel",[],1,"","",130,2,6,2,8,0,"[1022,122,754,51]",100,[],105,105,700,500,0,"[1398,580]","Metadata/Monsters/CorpseWheel/CorpseWheel.ais",[],"",4,"The Punished",100,100,1500,[9334],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,20366,"","","","","","",[],[],[],"",500,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,492444,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,492444,0,"",3,100,1028443341,0,1,0,""
849,"Metadata/Monsters/BrainWorm/DuneLurker_",389,40,3,6,20,"[""Metadata/Monsters/BrainWorm/BrainWorm.act""]","[""Metadata/Monsters/BrainWorm/BrainWorm.ao""]","Metadata/Monsters/BrainWorm/BrainWorm",[],1,"","",100,2,6,14,1,0,"[724,72,1034,755,75,141,713,1088,714]",180,[],105,105,700,500,0,"[580,4899,4900,4929,4909,4931,4873,2694]","Metadata/Monsters/BrainWorm/BrainWorm.ais",[],"stance2",47,"Dune Lurker",180,180,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,8701,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,493174,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,493174,0,280,4,140,1028443341,0,1,0,""
850,"Metadata/Monsters/BrainWorm/DuneLurkerSanctumTrial",390,40,3,6,20,"[""Metadata/Monsters/BrainWorm/BrainWormSanctum.act""]","[""Metadata/Monsters/BrainWorm/BrainWorm.ao""]","Metadata/Monsters/BrainWorm/BrainWorm",[],1,"","",100,2,6,14,1,0,"[724,72,1034,755,75,141,713,1088,714,1015]",180,[],105,105,700,500,0,"[580,4899,4900,4929,4909,4931,4873,2694]","Metadata/Monsters/BrainWorm/BrainWorm.ais",[],"stance2",47,"Dune Lurker",180,180,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,63938,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,493682,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,493690,0,280,4,140,1028443341,0,1,0,""
851,"Metadata/Monsters/WingedCreature/WingedCreature",391,32,2,6,9,"[""Metadata/Monsters/WingedCreature/WingedCreature.act""]","[""Metadata/Monsters/WingedCreature/WingedCreature.ao""]","Metadata/Monsters/WingedCreature/WingedCreature",[],1,"","",100,2,6,0,1,0,"[1020,723,72,140,717,754,713,714,32,118]",135,[],105,105,700,500,0,"[580,887,2485]","Metadata/Monsters/WingedCreature/WingedCreature.ais",[],"",0,"Winged Horror",135,135,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15222,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,494358,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,494358,0,"",3,118,1028443341,0,1,0,""
852,"Metadata/Monsters/WingedCreature/WingedCreatureSanctumTrial",392,32,2,6,9,"[""Metadata/Monsters/WingedCreature/WingedCreature.act""]","[""Metadata/Monsters/WingedCreature/WingedCreatureRed.ao""]","Metadata/Monsters/WingedCreature/WingedCreature",[],1,"","",100,2,6,0,1,0,"[1020,723,72,140,717,754,713,714,32,118,1015]",135,[],105,105,700,500,0,"[580,887,2485]","Metadata/Monsters/WingedCreature/WingedCreature.ais",[],"",0,"Winged Horror",135,135,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,10558,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,494830,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,494838,0,"",3,118,1028443341,0,1,0,""
853,"Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze",393,7,2,4,8,"[""Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.act""]","[""Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.ao""]","Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze",[],1,"","",100,2,6,2,6,0,"[1022,724,718,74,48,713,120,1092,30,31,79,174,752]",100,[],105,135,700,500,0,"[580,940]","Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.ais",[],"",23,"Terracotta Fanatic",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49337,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,495612,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,495612,0,"",4,100,1028443341,0,1,0,""
854,"Metadata/Monsters/TerracottaKamikaze/TerracottaKamikazeSanctumTrial",394,7,2,4,8,"[""Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.act""]","[""Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.ao""]","Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze",[],1,"","",100,2,6,2,6,0,"[1022,724,718,74,48,713,120,1092,30,31,1015,79,174,752]",100,[],105,135,700,500,0,"[580,940,3585]","Metadata/Monsters/TerracottaKamikaze/TerracottaKamikaze.ais",[],"",23,"Terracotta Fanatic",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,39141,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,496038,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,496046,0,"",4,100,1028443341,0,1,0,""
855,"Metadata/Monsters/HarpyMonster/RavenHarpyPatrol",395,22,3,4,10,"[""Metadata/Monsters/HarpyMonster/HarpyMonster.act""]","[""Metadata/Monsters/HarpyMonster/HarpyVulture_physics.ao""]","Metadata/Monsters/HarpyMonster/HarpyMonster",[],1,"","",100,2,6,5,1,0,"[704,72,56,140,48,31,118,753,1025]",110,[],105,105,700,500,0,"[580,4515]","Metadata/Monsters/HarpyMonster/HarpyMonster.ais","[5081,5222,5081]","stance3",0,"Raven Harpy [DNT]",110,110,1665,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43011,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,496820,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,496820,0,"",0,105,1028443341,0,1,0,""
856,"Metadata/Monsters/TwilightOrder/TwilightOrderNighthawkAssassin/NighthawkAssassinSIEGE",396,41,3,5,6,"[""Metadata/Monsters/TwilightOrder/TwilightOrderNighthawkAssassin/NighthawkAssassin.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderNighthawkAssassin/NighthawkAssassin.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderNighthawkAssassin/NighthawkAssassin",[],1,"","",100,2,6,1,10,0,"[1021,755,71,48,118]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/WarzoneMonsters/NighthawkAssassin.ais",[],"",0,"Nighthawk Assassin[DNT]",67,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,23283,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,497776,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,497776,0,"",0,100,1028443341,0,1,0,""
857,"Metadata/Monsters/SharzadBlackPrince/SharzadBlackPrince",397,37,3,6,15,"[""Metadata/Monsters/SharzadBlackPrince/SharzadBlackPrince.act""]","[""Metadata/Monsters/SharzadBlackPrince/SharzadBlackPrince.ao""]","Metadata/Monsters/SharzadBlackPrince/SharzadBlackPrince",[],1,"","",100,2,6,0,10,0,"[1020,754,30,31,73]",250,[],105,105,700,500,0,[623],"Metadata/Monsters/SharzadBlackPrince/SharzadBlackPrince.ais","[5081,5081,5237]","",9,"Sharzad, the Black Prince",200,1000,1995,[9334],[],"",15,"","",0,[],[],[],"",1,6,135,0,0,135,14070,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,498484,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,498484,0,"",0,550,1028443341,0,1,0,""
858,"Metadata/Monsters/MantisRat/MantisRat",398,36,2,4,13,"[""Metadata/Monsters/MantisRat/MantisRat.act""]","[""Metadata/Monsters/MantisRat/MantisRat.ao""]","Metadata/Monsters/MantisRat/MantisRat",[],1,"","",100,2,6,19,1,0,"[724,72,75,717,754,713,1041,31,29]",100,[],105,135,700,500,0,"[580,4329,2170]","Metadata/Monsters/MantisRat/MantisRat.ais",[],"",47,"Mantis Rat",100,100,1335,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42107,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,15,0,80,0,0,"","",1,3,1,0,10,0,10,2,2,0,0,499050,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,499050,0,283,4,100,1028443341,0,1,0,""
859,"Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer",399,27,5,5,19,"[""Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.act""]","[""Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.ao""]","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer",[],1,"","",143,3,6,1,10,0,"[1021,723,724,71,48,30,31,118,753]",250,[],105,250,700,500,0,"[603,1265,1266,1268,1271,1602,1603,2399,2400,2401,2402,3238,3239,1272,2419,2420,5214,5215,1269,3256,1267,1270,1273,1274,5216,5217,3333,3338,689,2684,5362]","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.ais","[5081,5239]","stance3",0,"Rudja, the Dread Engineer",275,188,1500,[],[],"","","","",0,[9443],[3779],[],"",1,6,135,0,0,135,55182,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,500302,0,0,0,1,"",7,"",0,0,0,0,"",0,4602,1065353216,1065353216,0,"",0,500302,0,"",8,234,1028443341,0,1,0,""
860,"Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerMAP",400,27,5,5,19,"[""Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.act""]","[""Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.ao""]","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerMAP_",[],1,"","",143,3,6,1,10,0,"[1021,723,724,71,48,30,31,118,753]",250,[],105,250,700,500,0,"[603,1265,1266,1268,1271,1602,1603,2399,2400,2401,2402,3238,3239,1272,2419,2420,5214,5215,1269,3256,1267,1270,1273,1274,5216,5217,3333,3338,689,2684,5362]","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer.ais","[5081,5239]","stance3",0,"Rudja, the Dread Engineer",275,250,1500,[],[],"","","","",0,[],"[3779,3579]",[],"",1,6,135,0,0,135,50981,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,501264,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,501272,0,"",8,312,1028443341,0,1,0,""
861,"Metadata/Monsters/ApparitionBoss/SilentSpiresApparition",222,35,4,6,12,"[""Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss.act""]","[""Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/SilentSpiresApparition.ao""]","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss",[],1,"","",140,3,6,5,9,0,"[74,53,754,30,29,1011,1025]",400,[],135,135,700,500,0,"[1327,1328,1329,1330,1331,3370,3371,1332,1334,3372,3393,3368,3395,3396,3397,4126,4143,3861,2601,2600,3680,1333,2606,2639,4131,3873,2663,1358,2710]","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparitionBoss.ais",[],"stance8",12,"Zarokh, the Temporal",150,2500,1500,[],[],"","","","",0,[],"[3780,3580]",[],"",1,6,135,0,0,135,58376,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,502710,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,502710,0,"",5,3125,1028443341,0,1,0,""
862,"Metadata/Monsters/MudGolem/MarshBruiser",403,12,3,4,18,"[""Metadata/Monsters/MudGolem/MarshBruiser.act""]","[""Metadata/Monsters/MudGolem/MarshBruiser.ao""]","Metadata/Monsters/MudGolem/MarshBruiser",[],1,"","",100,3,6,2,3,0,"[1022,724,74,54,48,713,120,30,31,714,752]",120,[],105,105,700,500,0,[580],"Metadata/Monsters/MudGolem/MarshBruiser.ais",[],"",23,"Swamp Golem",180,144,1500,[],[],"","","","",0,[],[],[],"",1,1,135,0,0,133,25994,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,503294,0,-10,10,"","",2,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,503294,0,288,4,122,1028443341,0,1,0,""
863,"Metadata/Monsters/BogBodies/BogCorpseUnarmed",404,7,3,3,6,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpse",[],1,"","",100,2,6,5,1,0,"[48,713,1088,714,1025,73,174,752,52]",100,[],135,135,700,500,0,"[945,699]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance3",9,"Bogfelled Slave",100,100,2250,[],[],"","","","",0,[],[],[],"",1,4,135,0,0,130,39775,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,504160,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,504160,0,281,0,100,1028443341,0,1,0,""
864,"Metadata/Monsters/BogBodies/BogCorpseOneHandAxe",405,7,3,4,6,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpse",[],1,"","",100,2,6,10,1,0,"[1030,48,713,1088,714,73,174,752,52]",100,[],135,135,700,500,0,"[945,699]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"",9,"Bogfelled Commoner",115,100,2250,[13748],[],"",11,"","",0,[],[],[],"",1,4,135,0,0,130,26455,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,504522,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,504522,0,281,0,100,1028443341,0,1,0,""
865,"Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe",405,7,3,4,7,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpse",[],1,"","",100,2,6,0,1,0,"[1020,48,713,1088,714,73,174,752,52]",100,[],135,135,700,500,0,"[945,699]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance2",9,"Bogfelled Commoner",115,100,2250,[13747],[],"",16,"","",0,[],[],[],"",1,4,135,0,0,130,44888,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,504844,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,504844,0,281,0,100,1028443341,0,1,0,""
866,"Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon",406,7,3,3,5,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpseSummoned",[],1,"","",100,2,6,5,1,0,"[48,1088,1025,73,174,752,52]",100,[],105,105,700,500,0,"[580,945]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance4",9,"Bogfelled Commoner",115,400,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,3245,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,505222,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,505222,0,281,0,250,1028443341,0,1,0,""
867,"Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon",406,7,3,3,5,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpseSummoned",[],1,"","",100,2,6,5,1,0,"[48,1088,1025,73,174,752,52]",100,[],105,105,700,500,0,"[580,945]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance4",9,"Bogfelled Commoner",115,400,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60735,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,505506,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,505506,0,281,0,250,1028443341,0,1,0,""
868,"Metadata/Monsters/TwigMonsters/DredgeFiend",407,11,2,4,8,"[""Metadata/Monsters/TwigMonsters/DredgeFiend.act""]","[""Metadata/Monsters/TwigMonsters/DredgeFiend01.ao"",""Metadata/Monsters/TwigMonsters/DredgeFiend02.ao"",""Metadata/Monsters/TwigMonsters/DredgeFiend03.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiend",[],1,"","",150,2,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",225,[],105,105,700,500,0,"[580,1454,3759,2548,2555]","Metadata/Monsters/TwigMonsters/DredgeFiend.ais",[],"",46,"Dredge Fiend",225,225,1500,[15159],[],"",57,"","",0,[],[],[],"",1,3,135,0,0,130,9995,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,506412,0,-10,10,"","",3,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,506412,0,288,4,163,1028443341,0,1,0,""
869,"Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss",408,15,4,5,17,"[""Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.act""]","[""Metadata/Monsters/DredgeFiend/DredgeFiend.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss",[],1,"","",100,3,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",200,[],100,200,700,500,0,"[603,3760,1455,3776,2248,2244,3987,3988,2242,3587,3985,3986,3989,3990,1064,1065,2243,2556,2557]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.ais",[],"stance2",46,"Rootdredge",200,200,1500,[9335],[],"",57,"","",0,[9452],[],[],"",1,6,135,0,0,135,48465,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,507396,0,0,0,1,"",3,"",0,0,0,0,"",0,4615,1065353216,1065353216,0,"",0,507396,0,"",7,250,1028443341,0,"",0,""
870,"Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossMap",409,15,4,5,17,"[""Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.act""]","[""Metadata/Monsters/DredgeFiend/DredgeFiend.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossMap_",[],1,"","",100,3,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",250,[],100,200,700,500,0,"[603,3760,1455,3776,2248,2244,3987,3988,2242,3587,3985,3986,3989,3990,1064,1065,2243,2556,2557]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.ais",[],"stance2",46,"Grudgelash, Vile Ent",200,250,1500,[9335],[],"",57,"","",0,[],[3578],[],"",1,6,135,0,0,135,34468,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,508198,0,0,0,1,"",3,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,508206,0,"",7,313,1028443341,0,"",0,""
871,"Metadata/Monsters/VaalSavage/CannibalTribeStalker",410,46,3,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeStalker.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeStalker.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeStalker",[],1,"","",100,2,6,2,1,0,"[1022,755,71,48,713,31,714,118]",130,[],105,105,700,500,0,[580],"Metadata/Monsters/VaalSavage/CannibalTribeStalker.ais",[],"",0,"Azakh-Kul Stalker",143,137,1500,[],[13825],"",17,17,"",0,[],[],[],"",1,4,132,0,0,132,45735,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,508850,0,-5,5,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,508850,0,286,0,118,1028443341,0,1,0,""
872,"Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower",411,51,2,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow01.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow02.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow03.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower",[],1,"","",110,2,6,17,1,0,"[723,71,48,713,31,29,714,32,118,1037,756]",100,[],105,105,700,500,0,"[583,1457,4299,1939,1139,2939,1552,1940]","Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower.ais","[5081,5155,12388]","stance3",0,"Azakh-Kul Hunter",100,100,975,[],[],"",7,"","",0,[],[],[],"",1,4,132,0,0,132,40605,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,509976,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,509976,0,286,4,100,1028443341,0,1,0,""
873,"Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee",412,51,2,5,18,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee01.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee02.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee03.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee",[],1,"","",110,2,6,17,1,0,"[71,48,713,31,29,714,118,1037,756]",100,[],105,105,700,500,0,[583],"Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee.ais",[],"",0,"Azakh-Kul Fleshstabber",100,100,1245,[13838],[],"",77,"","",0,[],[],[],"",1,4,132,0,0,132,61999,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,510926,0,-10,10,"","",1,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,510926,0,286,4,100,1028443341,0,1,0,""
