"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","rid","rid"
1534,"Metadata/Items/Currency/RandomFossilOutcome374",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,960771117,[],"","","",[],[],"","","","","","","",[],"",""
1535,"Metadata/Items/Currency/RandomFossilOutcome375",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,40717740,[],"","","",[],[],"","","","","","","",[],"",""
1536,"Metadata/Items/Currency/RandomFossilOutcome376",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1898611148,[],"","","",[],[],"","","","","","","",[],"",""
1537,"Metadata/Items/Currency/RandomFossilOutcome377",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1255751815,[],"","","",[],[],"","","","","","","",[],"",""
1538,"Metadata/Items/Currency/RandomFossilOutcome378",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2044451227,[],"","","",[],[],"","","","","","","",[],"",""
1539,"Metadata/Items/Currency/RandomFossilOutcome379",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2783397010,[],"","","",[],[],"","","","","","","",[],"",""
1540,"Metadata/Items/Currency/RandomFossilOutcome380",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2477160768,[],"","","",[],[],"","","","","","","",[],"",""
1541,"Metadata/Items/Currency/RandomFossilOutcome381",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3650652184,[],"","","",[],[],"","","","","","","",[],"",""
1542,"Metadata/Items/Currency/RandomFossilOutcome382",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2563994684,[],"","","",[],[],"","","","","","","",[],"",""
1543,"Metadata/Items/Currency/RandomFossilOutcome383",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3936600451,[],"","","",[],[],"","","","","","","",[],"",""
1544,"Metadata/Items/Currency/RandomFossilOutcome384",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3943653161,[],"","","",[],[],"","","","","","","",[],"",""
1545,"Metadata/Items/Currency/RandomFossilOutcome385",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2398492365,[],"","","",[],[],"","","","","","","",[],"",""
1546,"Metadata/Items/Currency/RandomFossilOutcome386",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3674254419,[],"","","",[],[],"","","","","","","",[],"",""
1547,"Metadata/Items/Currency/RandomFossilOutcome387",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,137852790,[],"","","",[],[],"","","","","","","",[],"",""
1548,"Metadata/Items/Currency/RandomFossilOutcome388",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,4208298695,[],"","","",[],[],"","","","","","","",[],"",""
1549,"Metadata/Items/Currency/RandomFossilOutcome389",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3243041713,[],"","","",[],[],"","","","","","","",[],"",""
1550,"Metadata/Items/Currency/RandomFossilOutcome390",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2160551851,[],"","","",[],[],"","","","","","","",[],"",""
1551,"Metadata/Items/Currency/RandomFossilOutcome391",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,4046106490,[],"","","",[],[],"","","","","","","",[],"",""
1552,"Metadata/Items/Currency/RandomFossilOutcome392",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,936671394,[],"","","",[],[],"","","","","","","",[],"",""
1553,"Metadata/Items/Currency/RandomFossilOutcome393",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2751734761,[],"","","",[],[],"","","","","","","",[],"",""
1554,"Metadata/Items/Currency/RandomFossilOutcome394",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1153247669,[],"","","",[],[],"","","","","","","",[],"",""
1555,"Metadata/Items/Currency/RandomFossilOutcome395",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3862413003,[],"","","",[],[],"","","","","","","",[],"",""
1556,"Metadata/Items/Currency/RandomFossilOutcome396",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1141861914,[],"","","",[],[],"","","","","","","",[],"",""
1557,"Metadata/Items/Currency/RandomFossilOutcome397",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3248314736,[],"","","",[],[],"","","","","","","",[],"",""
1558,"Metadata/Items/Currency/RandomFossilOutcome398",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1837605192,[],"","","",[],[],"","","","","","","",[],"",""
1559,"Metadata/Items/Currency/RandomFossilOutcome399",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3460415135,[],"","","",[],[],"","","","","","","",[],"",""
1560,"Metadata/Items/Currency/RandomFossilOutcome400",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2909703132,[],"","","",[],[],"","","","","","","",[],"",""
1561,"Metadata/Items/Currency/RandomFossilOutcome401",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,4283751336,[],"","","",[],[],"","","","","","","",[],"",""
1562,"Metadata/Items/Currency/RandomFossilOutcome402",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,487761347,[],"","","",[],[],"","","","","","","",[],"",""
1563,"Metadata/Items/Currency/RandomFossilOutcome403",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1341989406,[],"","","",[],[],"","","","","","","",[],"",""
1564,"Metadata/Items/Currency/RandomFossilOutcome404",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3991713518,[],"","","",[],[],"","","","","","","",[],"",""
1565,"Metadata/Items/Currency/RandomFossilOutcome405",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2955562142,[],"","","",[],[],"","","","","","","",[],"",""
1566,"Metadata/Items/Currency/RandomFossilOutcome406",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3551804284,[],"","","",[],[],"","","","","","","",[],"",""
1567,"Metadata/Items/Currency/RandomFossilOutcome407",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2360742805,[],"","","",[],[],"","","","","","","",[],"",""
1568,"Metadata/Items/Currency/RandomFossilOutcome408",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,16689927,[],"","","",[],[],"","","","","","","",[],"",""
1569,"Metadata/Items/Currency/RandomFossilOutcome409",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1935697544,[],"","","",[],[],"","","","","","","",[],"",""
1570,"Metadata/Items/Currency/RandomFossilOutcome410",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,936464749,[],"","","",[],[],"","","","","","","",[],"",""
1571,"Metadata/Items/Currency/RandomFossilOutcome411",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2180799345,[],"","","",[],[],"","","","","","","",[],"",""
1572,"Metadata/Items/Currency/RandomFossilOutcome412",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,4053840042,[],"","","",[],[],"","","","","","","",[],"",""
1573,"Metadata/Items/Currency/RandomFossilOutcome413",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3253656647,[],"","","",[],[],"","","","","","","",[],"",""
1574,"Metadata/Items/Currency/RandomFossilOutcome414",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1363358258,[],"","","",[],[],"","","","","","","",[],"",""
1575,"Metadata/Items/Currency/RandomFossilOutcome415",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3791114070,[],"","","",[],[],"","","","","","","",[],"",""
1576,"Metadata/Items/Currency/RandomFossilOutcome416",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1879414785,[],"","","",[],[],"","","","","","","",[],"",""
1577,"Metadata/Items/Currency/RandomFossilOutcome417",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,2139808563,[],"","","",[],[],"","","","","","","",[],"",""
1578,"Metadata/Items/Currency/RandomFossilOutcome418",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1969603918,[],"","","",[],[],"","","","","","","",[],"",""
1579,"Metadata/Items/Currency/RandomFossilOutcome419",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,3698299004,[],"","","",[],[],"","","","","","","",[],"",""
1580,"Metadata/Items/Currency/RandomFossilOutcome420",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,0,166,1556590130,[],"","","",[],[],"","","","","","","",[],"",""
1581,"Metadata/Items/Currency/CurrencyEldritchRerollRare",30,1,1,"Eldritch Chaos Orb","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,[920],36,1,13570,2989316282,[],"","","",[],[],"","","","","","","",[],"",""
1582,"Metadata/Items/Currency/CurrencyEldritchAddModToRare",30,1,1,"Eldritch Exalted Orb","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,[920],36,1,13571,2493981612,[],"","","",[],[],"","","","","","","",[],"",""
1583,"Metadata/Items/Currency/CurrencyEldritchRemoveMod",30,1,1,"Eldritch Orb of Annulment","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,[920],36,1,13572,2899647701,[],"","","",[],[],"","","","","","","",[],"",""
1584,"Metadata/Items/MapFragments/Primordial/QuestTangleKey",31,1,1,"Writhing Invitation","Metadata/Items/QuestItems/AbstractQuestItem",1,2382,[],1,"",[],36,0,13574,2349119199,[],"","","",[],[],"","","","","","","",[],"",""
1585,"Metadata/Items/MapFragments/Primordial/CurrencyTangleKey",46,1,1,"Writhing Invitation","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2382,[11801],1,"",[911],6,1,13578,1435880742,[],"","","",[],[],"",1,"","","","","",[],"",""
1586,"Metadata/Items/MapFragments/Primordial/QuestTangleBossKey",31,1,1,"Screaming Invitation","Metadata/Items/QuestItems/AbstractQuestItem",1,2383,[],1,"",[],36,0,13575,3301474113,[],"","","",[],[],"","","","","","","",[],"",""
1587,"Metadata/Items/MapFragments/Primordial/CurrencyTangleBossKey",46,1,1,"Screaming Invitation","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2383,[11801],1,"",[911],6,1,13579,1251676052,[],"","","",[],[],"",1,"","","","","",[],"",""
1588,"Metadata/Items/MapFragments/Primordial/QuestCleansingFireKey",31,1,1,"Polaric Invitation","Metadata/Items/QuestItems/AbstractQuestItem",1,2384,[],1,"",[],36,0,13576,3750947802,[],"","","",[],[],"","","","","","","",[],"",""
1589,"Metadata/Items/MapFragments/Primordial/CurrencyCleansingFireKey",46,1,1,"Polaric Invitation","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2384,[11801],1,"",[911],6,1,13580,32195588,[],"","","",[],[],"",1,"","","","","",[],"",""
1590,"Metadata/Items/MapFragments/Primordial/QuestCleansingFireBossKey",31,1,1,"Incandescent Invitation","Metadata/Items/QuestItems/AbstractQuestItem",1,2385,[],1,"",[],36,0,13577,2457216134,[],"","","",[],[],"","","","","","","",[],"",""
1591,"Metadata/Items/MapFragments/Primordial/CurrencyCleansingFireBossKey",46,1,1,"Incandescent Invitation","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2385,[11801],1,"",[911],6,1,13581,3986162436,[],"","","",[],[],"",1,"","","","","",[],"",""
1592,"Metadata/Items/Archnemesis/ArchnemesisMod",75,1,1,"Archnemesis Mod","Metadata/Items/Archnemesis/ArchnemesisMod",1,"",[],1,"",[],36,0,13582,120445333,[],"","","",[],[],"","","","",1,"","",[],"",""
1593,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportUnique",30,1,1,"Singular Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,4254831581,[],"","","",[],[],"",1,"","","","","",[],"",""
1594,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportBreachstone",30,1,1,"Otherworldly Scouting Report","Metadata/Items/Currency/StackableCurrency",81,"",[],1,480,[922],36,1,13583,2016142163,[],"","","",[],[],"",1,"","","","","",[],"",""
1595,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportMoreHidden",30,1,1,"Comprehensive Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,2750528412,[],"","","",[],[],"",1,"","","","","",[],"",""
1596,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportCorrupted",30,1,1,"Vaal Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,2822772600,[],"","","",[],[],"",1,"","","","","",[],"",""
1597,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportDelirium",30,1,1,"Delirious Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,1978860823,[],"","","",[],[],"",1,"","","","","",[],"",""
1598,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportJuiced",30,1,1,"Operative's Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,3450466898,[],"","","",[],[],"",1,"","","","","",[],"",""
1599,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportBlighted",30,1,1,"Blighted Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],1,480,[922],36,1,13583,4107672401,[],"","","",[],[],"",1,"","","","","",[],"",""
1600,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportGuardian",30,1,1,"Influenced Scouting Report","Metadata/Items/Currency/StackableCurrency",81,"",[],1,480,[922],36,1,13583,1932209637,[],"","","",[],[],"",1,"","","","","",[],"",""
1601,"Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportExplorers",30,1,1,"Explorer's Scouting Report","Metadata/Items/Currency/StackableCurrency",69,"",[],2,480,[922],36,1,13583,2783248568,[],"","","",[],[],"",1,"","","","","",[],"",""
1602,"Metadata/Items/Currency/CurrencyExtractOil",30,1,1,"Oil Extractor","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,13584,1798907866,[],"","","",[],[],"","","","","","","",[],"",""
1603,"Metadata/Items/Sentinel/SentinelA1",81,2,2,"Rusted Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",2,"",[],2,"","[930,949]",31,0,13597,2487356005,[],"","","",[],[],"","","","","","","",[],"",""
1604,"Metadata/Items/Sentinel/SentinelA2",81,2,2,"Bronze Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",5,"",[],2,"","[930,949]",31,0,13598,87062834,[],"","","",[],[],"","","","","","","",[],"",""
1605,"Metadata/Items/Sentinel/SentinelA3",81,2,2,"Cobalt Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",18,"",[],2,"","[930,949]",31,0,13599,869420018,[],"","","",[],[],"","","","","","","",[],"",""
1606,"Metadata/Items/Sentinel/SentinelA4",81,2,2,"Brimstone Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",38,"",[],2,"","[930,949]",31,0,13600,3690296488,[],"","","",[],[],"","","","","","","",[],"",""
1607,"Metadata/Items/Sentinel/SentinelA5",81,2,2,"Emberstone Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",58,"",[],2,"","[930,949]",31,0,13601,1864585485,[],"","","",[],[],"","","","","","","",[],"",""
1608,"Metadata/Items/Sentinel/SentinelA6",81,2,2,"Obsidian Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",67,"",[],2,"","[930,949]",31,0,13602,3502299158,[],"","","",[],[],"","","","","","","",[],"",""
1609,"Metadata/Items/Sentinel/SentinelCraftedA1",81,2,2,"Cryptic Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",2,"",[12035],2,"","[930,949]",31,0,13603,179640296,[],"","","",[],[],"","","","","","","",[],"",""
1610,"Metadata/Items/Sentinel/SentinelCraftedA2",81,2,2,"Primeval Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",68,"",[12036],2,"","[930,949]",31,0,13604,2272150994,[],"","","",[],[],"","","","","","","",[],"",""
1611,"Metadata/Items/Sentinel/SentinelCraftedA3",81,2,2,"Ancient Stalker Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",80,"",[12037],2,"","[930,949]",31,0,13605,49980783,[],"","","",[],[],"","","","","","","",[],"",""
1612,"Metadata/Items/Sentinel/SentinelB1",81,2,2,"Bronze Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",40,"",[11832],2,"","[931,949]",31,0,13606,3453124269,[],"","","",[],[],"","","","","","","",[],"",""
1613,"Metadata/Items/Sentinel/SentinelB2",81,2,2,"Cobalt Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",46,"",[11832],2,"","[931,949]",31,0,13607,3427124464,[],"","","",[],[],"","","","","","","",[],"",""
1614,"Metadata/Items/Sentinel/SentinelB3",81,2,2,"Brimstone Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",54,"",[11832],2,"","[931,949]",31,0,13608,2204919293,[],"","","",[],[],"","","","","","","",[],"",""
1615,"Metadata/Items/Sentinel/SentinelB4",81,2,2,"Emberstone Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",62,"",[11832],2,"","[931,949]",31,0,13609,1222782801,[],"","","",[],[],"","","","","","","",[],"",""
1616,"Metadata/Items/Sentinel/SentinelB5",81,2,2,"Obsidian Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",68,"",[11832],2,"","[931,949]",31,0,13610,545056122,[],"","","",[],[],"","","","","","","",[],"",""
1617,"Metadata/Items/Sentinel/SentinelCraftedB1",81,2,2,"Cryptic Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",40,"","[12038,11832]",2,"","[931,949]",31,0,13611,1047022455,[],"","","",[],[],"","","","","","","",[],"",""
1618,"Metadata/Items/Sentinel/SentinelCraftedB2",81,2,2,"Primeval Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",68,"","[12039,11832]",2,"","[931,949]",31,0,13612,162512780,[],"","","",[],[],"","","","","","","",[],"",""
1619,"Metadata/Items/Sentinel/SentinelCraftedB3",81,2,2,"Ancient Pandemonium Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",80,"","[12040,11832]",2,"","[931,949]",31,0,13613,334384438,[],"","","",[],[],"","","","","","","",[],"",""
1620,"Metadata/Items/Sentinel/SentinelC1",81,2,2,"Bronze Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",24,"",[11831],2,"","[932,949]",31,0,13614,3542427269,[],"","","",[],[],"","","","","","","",[],"",""
1621,"Metadata/Items/Sentinel/SentinelC2",81,2,2,"Cobalt Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",36,"",[11831],2,"","[932,949]",31,0,13615,2861266878,[],"","","",[],[],"","","","","","","",[],"",""
1622,"Metadata/Items/Sentinel/SentinelC3",81,2,2,"Brimstone Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",48,"",[11831],2,"","[932,949]",31,0,13616,3443402364,[],"","","",[],[],"","","","","","","",[],"",""
1623,"Metadata/Items/Sentinel/SentinelC4",81,2,2,"Emberstone Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",58,"",[11831],2,"","[932,949]",31,0,13617,3295977988,[],"","","",[],[],"","","","","","","",[],"",""
1624,"Metadata/Items/Sentinel/SentinelC5",81,2,2,"Obsidian Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",66,"",[11831],2,"","[932,949]",31,0,13618,2066177544,[],"","","",[],[],"","","","","","","",[],"",""
1625,"Metadata/Items/Sentinel/SentinelCraftedC1",81,2,2,"Cryptic Apex Sentinel","Metadata/Items/Sentinel/SentinelDroneBase",24,"","[12041,11831]",2,"","[932,949]",31,0,13619,492012759,[],"","","",[],[],"","","","","","","",[],"",""
