"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
11422,"DivinationCardTheDeepOnes","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-7019,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11423,"DivinationCardTheArchMagesRightHand","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-19671,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11424,"DivinationCardDarkDreams","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-3898,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11425,"DivinationCardBuriedTreasure","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9495,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11426,"DivinationCardDemigodsWager","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,1474,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11427,"DivinationCardTheOldMan","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-21601,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11428,"DivinationCardNooksCrown","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,21708,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11429,"DivinationCardTheSideQuest","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-27178,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11430,"DivinationCardThePriceOfLoyalty","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-18492,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11431,"DivinationCardTheHeroicShot","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,17480,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11432,"DivinationCardRemembrance","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,32257,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11433,"DivinationCardMoreIsNeverEnough","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,13539,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11434,"DivinationCardVilePower","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,25585,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11435,"DivinationCardTheBargain","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-20180,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11436,"DivinationCardAzyransReward","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-17438,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11437,"DivinationCardTheSkeleton__","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,4270,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11438,"DivinationCardTheEyeOfTerror","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-27614,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11439,"DivinationCardTheDemon","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,27643,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11440,"DivinationCardAkilsProphecy","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,28663,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11441,"DivinationCardTheDamned","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-8200,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11442,"DivinationCardVoidOfTheElements","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-16069,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11443,"DivinationCardTheDeal","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,23723,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11444,"DivinationCardTheWolfsLegacy","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-28167,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11445,"DivinationCardBaitedExpectations","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,11982,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11446,"DivinationCardSuccorOfTheSinless","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-26678,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11447,"DivinationCardUndergroundForest","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-23778,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11448,"DivinationCardTheEscape","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,30973,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11449,"DivinationCardDeathlyDesigns","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-18331,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11450,"DivinationCardTheChosen","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,2163,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11451,"DivinationCardCameriasCut_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-30526,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11452,"DivinationCardDivineJustice","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-27807,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11453,"DivinationCardTheFishmonger_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,4034,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11454,"DivinationCardTheBones","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,8117,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11455,"DivinationCardFriendship","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-21535,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11456,"DivinationCardTheCraving","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,26199,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11457,"DivinationCardEtchedInBlood","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,6759,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11458,"DivinationCardSquanderedProsperity","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-6836,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11459,"DivinationCardTheStrategist","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,7501,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11460,"DivinationCardTheCheater","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-1935,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11461,"DivinationCardTheTinkerersTable","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,16328,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11462,"DivinationCardTheEasyStroll","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-30673,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11463,"DivinationCardTheProgenyOfLunaris","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-21172,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11464,"DivinationCardTheEldritchDecay_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-28633,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11465,"DivinationCardCouncilOfCats_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,16926,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11466,"DivinationCardTheTumbleweed","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,6014,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11467,"DivinationCardTheHiveOfKnowledge","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-17108,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11468,"DivinationCardGiftOfAsenath","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-11088,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11469,"DivinationCardANoteInTheWind","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,15710,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11470,"DivinationCardTheGreatestIntentions","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-1847,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11471,"DivinationCardTheWhiteKnight","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,18499,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
