"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
410,"blood_sand_armour","Flesh and Stone","Casts an aura that affects you and nearby enemies differently depending on your stance. Using the skill again alternates between Blood Stance and Sand Stance.",346,"Art/2DArt/SkillIcons/SandArmour.dds",[4],"[1,4,38,52,11,75,7,92,138]",[],"","",1,"","",25,1,"[9355,14348,14378,14400,15249]","[13319,14079,14253,13340,423]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
411,"slice_and_dice","[UNUSED] Slice and Dice (NOT CURRENTLY USED)","",347,"Art/2DArt/SkillIcons/ChainStrike.dds","[1,2]","[0,20,23,19,27]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
412,"physical_damage_aura","Pride","Casts an aura that causes nearby enemies to take more physical damage.",348,"Art/2DArt/SkillIcons/auradamage.dds",[4],"[1,7,4,11,22,14,38,71,27,52,80,119,138]",[],"","",1,"","",25,1,"[9260,9261,9262,14360,14390]","[13319,1890,13340,14079,14253]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
413,"multi_splitting_projectile","","",349,"","[2,1]","[0,2]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
414,"summon_bone_golem","Summon Carrion Golem","Summons a Carrion Golem that grants added physical damage for your non-golem minions. The Carrion Golem attacks with a series of slashes that increase in speed and damage, as well as a cascade of bone spikes, and deals more damage for each of your non-golem minions near it.",350,"Art/2DArt/SkillIcons/SummonCarrionGolem.dds",[1],"[31,27,15,5,17,21,1,14,13,50,76,89]",[],"","",1,"","",25,1,[4939],[3219],"[0,19,20,33,7,23]",1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
415,"bone_golem_cascade","","",351,"","[1,2]","[0,7,23,19]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
416,"bone_golem_multi_attack","","",352,"","[1,2]","[0,23,19,20]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
417,"slither","Withering Step","Grants Elusive and a buff that grants Phasing. While you have this buff, monsters that enter an area around you will be Withered. Using a skill or losing the Elusive buff ends this skill's effects. Shares a cooldown with other Blink skills. Cannot be used while already Elusive.",353,"Art/2DArt/SkillIcons/WitheringStep.dds",[4],"[78,4,63,7,41,33,79,1,31,8,89,14]",[],"","",1,"","",25,1,"[9751,9758]","[8865,9582]",[],1,1,[9581],8,0,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
418,"serpent_strike","[UNUSED] DISCONTINUED","[UNUSED] Attack an enemy, teleporting a short distance behind them if they're not in range. On hit, summon a serpent that replicates the attack.",354,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33]","[6,7,9]","","",1,"","",25,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
419,"coiling_assault","[UNUSED] DISCONTINUED","[UNUSED] Fling out projectiles in front of you. Every third attack fires a single, piercing, more powerful projectile at the center, and you dash forward with it.",355,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9,25]","[0,19,33,2,40,81]","[7,9,6]","","",1,"","",25,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
420,"mortar_barrage_mine","Pyroclast Mine","Throws a mine that deals damage in an area when detonated, then launches fiery projectiles that rain down around it, each exploding to deal damage in a smaller area.",356,"Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[1,2,20]","[1,6,2,28,35,7,11,38,52,81,83,86]",[],"","",1,"","",25,1,"[9640,9643,9646,9702,17742,17743]","[24,1799,167,9701,9576,2876]",[],1,1,[],6,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
421,"mine_lightning_explosion","Stormblast Mine","Throws a mine that deals damage in an area when detonated.",357,"Art/2DArt/SkillIcons/LightningExplosionMine.dds","[1,2,20]","[1,6,7,35,30,71,11,38,52,83,86]",[],"","",1,"","",25,1,"[9638,9641,9644,17742,17743]","[24,1799,9576,9576,2876]",[],1,1,[],7,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
422,"cold_projectile_mine","Icicle Mine","Throws a mine that fires projectiles around it when detonated. These projectiles quickly dissipate as they travel, before disappearing",358,"Art/2DArt/SkillIcons/ColdProjectileMine.dds","[1,2,20]","[1,6,2,35,29,11,56,38,7,52,86]",[],"","",1,"","",25,1,"[9639,9642,9645,9688,17742,17743]","[24,1799,95,9689,9576,2876]",[],1,1,[],5,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
423,"monster_quick_dodge","","Performs a series of quick teleports towards a targeted location. If using the \""Attack in Place\"" option, the direction is reversed. Shares a cooldown with other Blink skills.",340,"Art/2DArt/SkillIcons/QuickDash.dds",[1],"[1,33,78,79]",[],"","",1,"","",25,1,[9360],[9359],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
424,"snapping_adder","Venom Gyre","Fires a returning projectile that can be caught. Caught projectiles spiral outwards when you use Whirling Blades and do not return.",359,"Art/2DArt/SkillIcons/SnappingAdder.dds","[1,2]","[0,40,2,41,8,56]","[6,7]","","",1,"","",25,1,"[9759,9760]","[24,9241]",[],1,1,[9761],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
425,"vaal_snapping_adder","Vaal Venom Gyre","Creates already-caught projectiles without firing them first, both immediately and over a secondary duration. Caught projectiles spiral outwards when you use Whirling Blades and do not return.",359,"Art/2DArt/SkillIcons/SnappingAdder.dds",[4],"[0,40,2,41,8,112,37]","[6,7]","","",1,"","",25,1,"[9759,9760]","[24,9241]",[],1,1,[9761],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
426,"ensnaring_arrow","Ensnaring Arrow","Fires an arrow that remains in the ground behind its final target, tethering that enemy to it. Ensnared enemies always count as moving, and have less movement speed while trying to break the snare. The snare will break if they leave the area of effect.",360,"Art/2DArt/SkillIcons/EnsnaringArrow.dds","[1,2]","[0,40,57,2,56,13,15,14,31,7,69]",[13],"","",1,"","",25,1,"[10147,10146,17356]","[423,4363,10377]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
427,"artillery_ballista_totem","Artillery Ballista","Deploys a [Ballista] [Totem] that fires bolts skyward, to explode a short time after landing.",678,"Art/2DArt/SkillIcons/MercArtilleryBallista.dds","[1,2,25,20,30,28]","[56,13,15,25,165,113,139,117,143,8]",[78],"","",1,"","",19,1,"[10051,10052,17332]","[580,167,5700]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"",517,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
428,"artillery_ballista_projectile","Artillery Shot","",456,"Art/2DArt/SkillIcons/MercArtilleryBallista.dds","[1,2]","[0,40,2,69,82,28,7,162,94]",[78],"","",1,"","",25,"",[],[],[],"","",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/artillery_ballista_projectile/"
429,"eyrie_barrage","","",362,"","[1,2]",[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
430,"transform","","",363,"",[4],[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
431,"arcane_cloak","Arcane Cloak","Spends a portion of your mana to grant a buff that takes some of the damage from hits for you until depleted. The buff grants added lightning damage based on the amount of mana spent by this skill. Shares a cooldown with other Guard skills.",364,"Art/2DArt/SkillIcons/ArcaneCloak.dds",[4],"[1,4,63,8,31,77,30,89,103]",[],"","",1,"","",25,1,[10269],[8865],[],1,1,"[11083,10271]",8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
432,"affliction_boss_final_grow_beam","","",365,"","[1,2]","[1,7,8,28,31]",[],"","",1,"AfflictionDemonBeam","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
433,"channelled_snipe","Snipe","Channel to charge up your bow before releasing a powerful shot. Releasing the moment you fully charge causes the arrow to explode on impact for a guaranteed [Critical|Critical] Hit.",366,"Art/2DArt/SkillIcons/RangerSnipeShotArrow.dds","[18,11,26]","[0,40,57,2,56,47,69,7,148]",[13],"","",1,"","",25,1,"[17838,17839]","[70,5759]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35,4]","","",1,"",-16843010,-16843010,"",466,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/channelled_snipe/"
434,"pack_teleport","","",367,"","[1,2]",[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
435,"teleport_explode_kill","","",368,"","[1,2]","[1,7]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
436,"affliction_daemon_destroy_corpse_projectile","","",369,"",[6],"[1,7,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
437,"affliction_daemon_destroy_corpse_spawn_monster","","",370,"",[6],"[1,7,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
438,"arcanist_brand","Arcanist Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, triggering linked spells. The brand will detach if the enemy dies.",371,"Art/2DArt/SkillIcons/ConduitSigilPurple.dds","[1,2]","[1,8,21,64]",[],"","",1,"","",25,1,"[11683,17339]","[210,17264]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
439,"infernal_cry","Infernal Cry","Performs a warcry, [Empowered|Empowering] subsequent [Attack|Attacks]. Consumes all [Charges|Endurance Charges] to [Empowered|Empower] additional attacks. Enemies in the warcry's area are destabilised and will Combust on death.",373,"Art/2DArt/SkillIcons/BruteInfernalCry.dds",[4],"[62,7,8,28,6,89,130,146,139,172]",[],"","",1,"AbyssalCry","",25,1,"[9129,3907,4184,11634,15247]","[9128,24,209,3219,423]",[],1,1,[423],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/InfernalCry.bk2","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/infernal_cry/"
440,"brandsurge","Brandsurge","Overcharges your brands near the targeted area, causing them to accelerate how quickly they activate and expire. Deals damage in an area around each overcharged brand when it expires.",374,"Art/2DArt/SkillIcons/BrandDetonate.dds","[2,1]","[1,31,27,6,7,71,21,13,15,14,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
441,"seismic_cry","Seismic Cry","Performs a damaging warcry, [Knockback|Knocking Back] nearby enemies. If a [HeavyStun|Heavy Stunned] enemy is hit, your next [Slam] is [Empowered] to perform an additional [Aftershock|Aftershock]. If not, this skill's cooldown is reset. Only counts [HeavyStun|Heavily Stunned] enemies for purposes of counting [Power] Gained.",375,"Art/2DArt/SkillIcons/BruteSeismicCry.dds",[4],"[62,7,8,6,130,89,131,27,146,139]",[],"","",1,"","",25,1,"[9129,5312,11642,11645]","[9128,4363,11640,12537]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/seismic_cry/"
442,"ancestral_cry","Ancestral Cry","Performs a warcry, empowering subsequent strike attacks. Grants a buff which gives you bonus armour and melee range.",376,"Art/2DArt/SkillIcons/WarCryAncestral.dds",[4],"[4,7,8,62,89,131,130]",[],"","",1,"","",25,1,"[9129,5312,11641,11644,15246]","[9128,4363,11640,12537,11188]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
443,"ancestral_cry_projectile","Ancestral Cry Mortar","[DNT] Fire mortar but attack stats :O",706,"Art/2DArt/SkillIcons/SorceressRollingMagma.dds","[1,2]","[40,2,7,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
444,"penance_brand","Penance Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, adding energy to the branded enemy. Each activation, energy spreads from each energised enemy to an enemy in range which is not energised by the brand. If the branded enemy has 20 energy, each activation will instead deal a pulse of area damage. Energy explodes when the energised enemy dies or the brand is removed, dealing damage in an area.",377,"Art/2DArt/SkillIcons/PhysicalLightningBrand.dds","[1,2]","[1,6,7,27,30,8,14,13,15,31,21,64,71]",[],"","",1,"","",25,1,"[11678,11679,11680]","[24,210,423]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
445,"winter_brand","Wintertide Brand","Creates a magical brand which can attach to a nearby enemy, dealing cold damage over time and chilling them. It periodically activates while attached, gaining stages that raise the damage. When removed, a short-duration debuff dealing the same damage over time and chill is applied to each nearby enemy. The brand keeps its charges while detached.",378,"Art/2DArt/SkillIcons/ColdBrand.dds","[1,2]","[1,7,29,8,14,13,15,31,21,64,71,34,66,16,48]",[],"","",1,"","",25,1,"[11675,11676,11677,17339]","[24,11536,3416,17264]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
446,"spike_slam","Earthshatter","[Slam|Slam] the ground, sending out a fissure that deals area damage to enemies it passes under and thrusts a spike from the ground when it ends. [Warcry|Warcries] performed near the spike will cause it to shatter, damaging surrounding enemies.",379,"Art/2DArt/SkillIcons/BruteEarthshatter.dds","[1,2,20]","[0,7,19,91,23,8,14,160,164]","[17,12]","","",1,"","",25,1,"[11681,11682,17329]","[24,423,17256]",[],1,1,"[11593,11594]",8,0,"","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",438,"","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spike_slam/statset_0/"
447,"oshabi_orb_projectile","","",381,"",[],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
448,"do_nothing","???","",382,"",[],[],[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
449,"crackling_lance","Crackling Lance","Release a beam which deals lightning damage to enemies in a long area in front of you, and has several smaller beams branch off from it at an angle, hitting more enemies to the sides.",383,"Art/2DArt/SkillIcons/Disentegrate.dds","[1,2]","[1,7,6,30,13,15,14,31,71,21,69]",[],"","",1,"","",25,1,"[12360,12361,17350,17351]","[24,210,17272,13317]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
450,"circle_of_power","Sigil of Power","Places a Sigil on the ground, providing a powerful [Spell] Damage [Buff] to you and [Allies] while standing in it. The [Buff] becomes more powerful the more mana you spend while standing in the Sigil.",384,"Art/2DArt/SkillIcons/SigilofPowerWeaponSkill.dds",[4],"[1,7,8,13,15,31,71,89,14,139,143]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/circle_of_power/"
451,"firewall","Flame Wall","Create a wall of [Fire|Fire] in front of the character, which [Ignite|Ignites] everything within its area.  Any [Projectile|Projectiles] fired through the wall by you and [Allies] deal added [Fire|Fire] damage and inflict the [Ignite] on hit.",385,"Art/2DArt/SkillIcons/SorceressFlameWall.dds","[1,2,20,30,28]","[1,34,7,8,13,15,31,71,14,28,48,69,21,55,24,137,139]",[],"","",1,"","",25,1,[12365],[24],[],1,1,"[11821,12366,21061,21062]",8,10,"","","[16,10,11,17,12,13,3,18,29,19,26,27]","","",1,"",-16843010,-16843010,"",425,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/firewall/"
452,"call_of_steel","Call of Steel","Calls impale debuffs from enemies, alive or dead, in a large area around you to gain steel shards. Deals reflected damage in a smaller area around each such enemy based on the impales removed from them. Continues to grant shards over time until you reach maximum or spend them.",386,"Art/2DArt/SkillIcons/CallOfSteelSkill.dds",[4],"[89,7,95]",[],"","",1,"","",25,1,[],[],[],1,1,"[11991,11992,12436]",8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
