"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
273,"Weapon_BloodBoil","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/staff.epk",15550,-676462592,4,-712245248,4,-676462592,4,-735313920,4,56492032,0,-663879680,4,-700055552,4,56492032,0,56492032,0,56492032,0,0
274,"Skill_RingOfIce_Statue","","","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk","","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk",-23376,-648806400,4,-648806400,4,-648806400,4,56492032,0,56492032,0,56492032,0,-648806400,4,56492032,0,56492032,0,56492032,0,0
275,"Weapon_Lunar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/staff.epk",-18112,-580780032,4,-614989824,4,-580780032,4,-637009920,4,56492032,0,-568721408,4,-603324416,4,56492032,0,56492032,0,56492032,0,0
276,"Footprint_Lunar","","","","","","","",9429,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
277,"Footprint_Gunpowder","","","","","Metadata/Effects/Microtransactions/foot_prints/DynamiteLegAttachment/DynamiteLegAttachment.epk","","",23580,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-552337408,4,-552337408,4,56492032,0,0
278,"Skill_HeraldOfAsh","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk","Metadata/Effects/Spells/fire_heraldofash/epk/weapon_buff.epk",-16737,-537264128,4,-537264128,4,-537264128,4,-537264128,4,56492032,0,56492032,0,-537264128,4,-537264128,4,56492032,0,56492032,0,0
279,"Surge_HeraldOfAsh","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","","Metadata/Effects/Spells/fire_heraldofash/epk/surge_blade.epk","Metadata/Effects/Spells/fire_heraldofash/epk/surge_longHandle.epk",14733,-518520832,4,-518520832,4,-518520832,4,-526647296,4,56492032,0,56492032,0,-518520832,4,-509739008,4,56492032,0,56492032,0,0
280,"Support_Ruthless_01","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage01.epk",9143,-498860032,4,-498860032,4,-498860032,4,-498860032,4,56492032,0,-498860032,4,-498860032,4,56492032,0,56492032,0,56492032,0,0
281,"Support_Ruthless_02","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk","Metadata/Effects/Spells/supports/ruthless_hit/EPKs/ruthless_stage02.epk",-10652,-486539264,4,-486539264,4,-486539264,4,-486539264,4,56492032,0,-486539264,4,-486539264,4,56492032,0,56492032,0,56492032,0,0
282,"Monster_Twilight_Officer_Smite","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderOfficer/epk/smite_weapon_buff/weapon_buff.epk",27512,-472776704,4,-472776704,4,-472776704,4,-472776704,4,56492032,0,-472776704,4,-472776704,4,56492032,0,56492032,0,56492032,0,0
283,"Skill_HeraldOfThunder","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk",25302,-444071936,4,-444071936,4,-444071936,4,-455213056,4,56492032,0,56492032,0,-444071936,4,56492032,0,56492032,0,56492032,0,0
284,"Surge_HeraldOfThunder","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_blade.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/surge_longHandle.epk",-31916,-420478976,4,-420478976,4,-420478976,4,-430047232,4,56492032,0,56492032,0,-420478976,4,-410255360,4,56492032,0,56492032,0,0
285,"Skill_HeraldOfThunderActive","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/storm_weapon.epk",23584,-396886016,4,-396886016,4,-396886016,4,-396886016,4,56492032,0,56492032,0,-396886016,4,56492032,0,56492032,0,56492032,0,0
286,"Surge_Charge_Fire","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Charge_Fire_01.epk",-6162,-384696320,4,-384696320,4,-384696320,4,-384696320,4,56492032,0,56492032,0,-384696320,4,-376307712,4,-384696320,4,56492032,0,0
287,"Surge_Flow_Fire","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk","Metadata/Effects/Spells/spell_surges/EPKs/W_Flow_Fire_01.epk",-21590,-376307712,4,-376307712,4,-376307712,4,-376307712,4,56492032,0,-376307712,4,-376307712,4,-376307712,4,-376307712,4,56492032,0,0
288,"Skill_IncendiaryRapidShot","","","","","","","",-23211,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-362414080,4,56492032,0,56492032,0,0
289,"Skill_HeraldOfIce","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/weapon_buff_longHandle.epk",7798,-341573632,4,-341573632,4,-341573632,4,-351535104,4,56492032,0,56492032,0,-341573632,4,56492032,0,56492032,0,56492032,0,0
290,"Surge_HeraldOfIce","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_blade.epk","Metadata/Effects/Spells/cold_herald_of_ice/epk/surge_longHandle.epk",-5718,-320864256,4,-320864256,4,-320864256,4,-329252864,4,56492032,0,56492032,0,-320864256,4,-311820288,4,56492032,0,56492032,0,0
291,"Skill_EmpowerBarrageBase","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff_no_charges.epk","","","","","",-25131,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
292,"Skill_EmpowerBarrageWithCharge","","Metadata/Effects/Spells/bow_barrage/epk/exert_buff.epk","","","","","",-5460,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
293,"Skill_IgneousShieldCharged","","","","","","","",-3989,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-276037632,4,56492032,0,56492032,0,56492032,0,56492032,0,0
294,"Skill_IgneousShieldCooldown","","","","","","","",22100,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-263192576,4,56492032,0,56492032,0,56492032,0,56492032,0,0
295,"Skill_ChargedStaff","","","","","","","Metadata/Effects/Spells/monk_energyblades/epk/charged_staff_buff.epk",-26690,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
296,"Skill_ShieldingCry","","","","","","","",-3113,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-239599616,4,56492032,0,56492032,0,56492032,0,56492032,0,0
297,"Weapon_DivineManastorm","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineManastorm/epk/DivineManastorm_staff.epk",-8420,-155713536,4,-199622656,4,-155713536,4,-141033472,4,56492032,0,-126484480,4,56492032,0,56492032,0,56492032,0,56492032,0,0
298,"Weapon_Soulcore","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/sword.epk",-13251,-85983232,4,-109445120,4,-85983232,4,-109445120,4,56492032,0,-74317824,4,-85983232,4,-97386496,4,-109445120,4,-109445120,4,0
299,"Weapon_Runebind","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_DW.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Runebind/epk/Runebind_staff.epk",31923,3145728,5,-35258368,4,3145728,5,15990784,5,56492032,0,28704768,5,56492032,0,56492032,0,56492032,0,56492032,0,0
300,"Footprint_Blood_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/blood_tendirl.epk","","",-8840,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
301,"Footprint_Web_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/web_tendril.epk","","",-17461,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
302,"Footprint_Venom_Tendrils","","","","","Metadata/Effects/Microtransactions/foot_prints/tendril/epk/venom_ink.epk","","",21412,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
303,"Footprint_ZodiacDragon","","","","","","","",-4508,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
304,"Weapon_ZodiacDragon","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk","Metadata/Effects/Microtransactions/Weapons/ZodiacDragon/epk/2H_sword.epk",-22124,97124352,5,87425024,5,97124352,5,87425024,5,56492032,0,97124352,5,56492032,0,56492032,0,56492032,0,56492032,0,0
305,"Skill_HeraldOfAgony","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk","Metadata/Effects/Spells/reservation_heraldagony/EPKs/herald_of_agony.epk",3925,109576192,5,109576192,5,109576192,5,109576192,5,56492032,0,56492032,0,109576192,5,109576192,5,56492032,0,56492032,0,0
306,"Footprint_Delirium","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",25440,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
307,"Footprint_Blight","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",28497,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
308,"Footprint_Harvest2","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",-17047,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
309,"Footprint_Synthesis","","","","","Metadata/Effects/Microtransactions/foot_prints/league_footprints_controller.epk","","",16916,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
310,"Weapon_ShatteringCrystalRuby","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/weapons/2H_Mace.epk",3798,171311104,5,157810688,5,171311104,5,144179200,5,56492032,0,157810688,5,56492032,0,56492032,0,56492032,0,56492032,0,0
311,"Weapon_ShatteringJade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/jade/weapons/Sword.epk",-14776,216530944,5,202375168,5,216530944,5,188088320,5,56492032,0,202375168,5,56492032,0,56492032,0,56492032,0,56492032,0,0
312,"Weapon_ShatteringObsidian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk",-25947,263979008,5,249298944,5,263979008,5,234487808,5,56492032,0,249298944,5,56492032,0,56492032,0,56492032,0,56492032,0,0
