"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","string","bool","bool","i32","i32","i32","i32","bool","i32","[string]","rid","bool","bool","bool","[rid]"
7360,"virtual_physical_reflect_damage_taken_+%",1,"","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",393714814,[],"","","",1,[0]
7361,"armour_+_while_affected_by_determination","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1026055925,[],"","","",1,[]
7362,"virtual_blind_enemies_when_hit_%_chance","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1608195019,[],"","","",1,[0]
7363,"blind_enemies_when_hit_while_affected_by_grace_%_chance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1974267101,[],"","","",1,[]
7364,"energy_shield_recovery_rate_while_affected_by_discipline_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-635905472,[],"","","",1,[]
7365,"fire_damage_+%_while_affected_by_anger","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-746589934,[],"","","",1,[]
7366,"critical_strike_multiplier_+_while_affected_by_anger","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1844728846,[],"","","",1,[]
7367,"lightning_damage_+%_while_affected_by_wrath","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",427734942,[],"","","",1,[]
7368,"critical_strike_chance_+%_while_affected_by_wrath","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1289808743,[],"","","",1,[]
7369,"cold_damage_+%_while_affected_by_hatred","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",842585479,[],"","","",1,[]
7370,"flask_life_recovery_+%_while_affected_by_vitality","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1380811605,[],"","","",1,[]
7371,"mana_recovery_rate_+%_while_affected_by_clarity",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",654389147,[],"","","",1,[]
7372,"virtual_damage_taken_goes_to_mana_over_4_seconds_%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1024594306,[],"","","",1,[0]
7373,"damage_taken_goes_to_mana_over_4_seconds_%_while_affected_by_clarity","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-717101008,[],"","","",1,[]
7374,"virtual_debuff_time_passed_+%",1,"","",1,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1010594634,[],"","","",1,[0]
7375,"debuff_time_passed_-%_while_affected_by_haste","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1360408611,[],"","","",1,[]
7376,"movement_skills_cooldown_speed_+%_while_affected_by_haste","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-733085343,[],"","","",1,[]
7377,"virtual_fire_reflect_damage_taken_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1348297890,[],"","","",1,[0]
7378,"virtual_lightning_reflect_damage_taken_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",741336686,[],"","","",1,[0]
7379,"virtual_cold_reflect_damage_taken_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",402243761,[],"","","",1,[0]
7380,"fire_reflect_damage_taken_+%_while_affected_by_purity_of_fire","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",56749797,[],"","","",1,[]
7381,"lightning_reflect_damage_taken_+%_while_affected_by_purity_of_lightning","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-930317731,[],"","","",1,[]
7382,"cold_reflect_damage_taken_+%_while_affected_by_purity_of_ice","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1263940298,[],"","","",1,[]
7383,"elemental_reflect_damage_taken_+%_while_affected_by_purity_of_elements","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",90795897,[],"","","",1,[]
7384,"chaos_damage_resistance_%_while_affected_by_purity_of_elements","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1606262911,[],"","","",1,[]
7385,"intimidating_cry_enemy_phys_reduction_%_penalty_vs_hit_per_5_MP",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,940866612,[],"","","",1,[]
7386,"local_display_grants_skill_intimidating_cry_level","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1325383575,[],"","","","",[]
7387,"map_spawn_bestiary_encounters",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-486486810,[],"","","","",[]
7388,"map_force_bestiary_encounter",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1004734730,[],"","","",1,[]
7389,"local_display_grants_skill_cat_aspect_level","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-828761013,[],"","","","",[]
7390,"local_display_grants_skill_bird_aspect_level","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",511033453,[],"","","","",[]
7391,"avoid_damage_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1232814646,[],"","","",1,[]
7392,"minion_chance_to_deal_double_damage_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,1038600318,[],12,"","",1,[]
7393,"local_display_grants_skill_spider_aspect_level","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-603679461,[],"","","","",[]
7394,"damage_+%_per_10_dex","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",711596538,[],"","","",1,[]
7395,"life_regeneration_per_minute_while_ignited","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",939404354,[],"","","",1,[]
7396,"chance_to_deal_double_damage_%_per_500_strength","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1474507017,[],"","","",1,[]
7397,"virtual_chance_to_deal_double_damage_%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1118683596,[],"","","",1,[18]
7398,"track_have_killed_cursed_enemy_recently",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-641518841,[],"","","","",[36]
7399,"have_killed_cursed_enemy_recently","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",891640648,[],"","","","",[]
7400,"elemental_damage_+%_if_cursed_enemy_killed_recently","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1675991620,[],"","","",1,[]
7401,"local_display_grants_skill_crab_aspect_level","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-453532247,[],"","","","",[]
7402,"current_crab_aspect_stacks",1,"","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1624664055,[],"","","",1,[]
7403,"max_crab_aspect_stacks",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,202275958,[],"","","",1,[]
7404,"physical_damage_reduction_%_per_crab_aspect_stack",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,446240179,[],"","","",1,[]
7405,"raging_spirits_refresh_duration_when_they_kill_ignited_enemy",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-207806850,[],"","","","",[]
7406,"add_frenzy_charge_every_50_rampage_stacks",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-804769670,[],"","","","",[]
7407,"area_of_effect_+%_per_25_rampage_stacks","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1102355470,[],"","","",1,[]
7408,"traps_do_not_explode_on_timeout","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",860215267,[],"","","","",[]
7409,"cannot_be_ignited_while_flame_golem_summoned","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-431616876,[],"","","","",[]
7410,"cannot_be_shocked_while_lightning_golem_summoned","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",490727441,[],"","","","",[]
7411,"cannot_be_chilled_or_frozen_while_ice_golem_summoned","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-73991088,[],"","","","",[]
7412,"cannot_be_chilled","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-140501580,[],"","","","",[0]
7413,"attach_vines_to_defender_on_hit_%_chance","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",2392116,[],"","",1,"",[]
7414,"unaffected_by_curses","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1934196471,[],11,"","","",[]
7415,"chill_minimum_slow_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-348403785,[],"","","",1,[]
7416,"shock_minimum_damage_taken_increase_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2147093509,[],2,"","",1,[]
7417,"has_avians_flight","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",107473139,[],"","","","",[]
7418,"has_avians_might","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-496287266,[],"","","","",[]
7419,"life_regeneration_per_minute_while_you_have_avians_flight","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1710673250,[],"","","",1,[]
7420,"mana_regeneration_rate_per_minute_while_you_have_avians_flight","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1326339684,[],"","","",1,[]
7421,"avians_flight_duration_ms_+",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-532889408,"[""aspect_bird""]","","","",1,[]
7422,"avians_might_duration_ms_+",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1307067231,"[""aspect_bird""]","","","",1,[]
7423,"minimum_added_cold_damage_while_you_have_avians_might","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2057010086,[],"","","",1,[]
7424,"maximum_added_cold_damage_while_you_have_avians_might","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",28250931,[],"","","",1,[]
7425,"minimum_added_lightning_damage_while_you_have_avians_might","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1658269254,[],"","","",1,[]
7426,"maximum_added_lightning_damage_while_you_have_avians_might","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1354393333,[],"","","",1,[]
7427,"aspect_of_the_avian_grants_avians_might_and_avians_flight_to_nearby_allies",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1293978863,[],"","","","",[]
7428,"aspect_of_the_avian_buff_effect_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1443275450,"[""aspect_bird""]","","","",1,[]
7429,"retaliation_godmode_ghost_duration_ms",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1268474348,[],"","","",1,[]
7430,"has_cats_stealth","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1647314627,[],"","","","",[]
7431,"local_display_trigger_level_20_tornado_when_you_gain_avians_flight_or_avians_might_%","",1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-277154865,[],"","","","",[]
7432,"cast_on_gain_avians_flight_or_avians_might_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1084478226,[],"",1,"",1,[]
7433,"gain_phasing_while_you_have_cats_stealth","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-527275015,[],"","","","",[]
7434,"cats_stealth_duration_ms_+",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1254227901,"[""aspect_cat""]","","","",1,[]
7435,"cat_aspect_reserves_no_mana",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1633580151,"[""aspect_cat""]","","","","",[]
7436,"gain_maximum_frenzy_and_power_charges_when_you_gain_cats_stealth",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1782054418,[],"","","","",[]
7437,"cannot_be_stunned_if_you_have_10_or_more_crab_charges","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",438784349,[],"","","","",[]
7438,"number_of_crab_charges_lost_recently","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1204119894,[],"","","",1,[]
7439,"cannot_lose_crab_charges_if_you_have_lost_crab_charges_recently","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",2044857928,[],"","","","",[]
7440,"do_not_lose_crab_charges_when_hit",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1854341395,[],"","","","",[0]
7441,"damage_+%_per_crab_charge","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1405131244,[],"","","",1,[]
7442,"chance_to_gain_max_crab_stacks_when_you_would_gain_a_crab_stack_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-357895287,[],"","","",1,[]
7443,"additional_block_%_while_you_have_at_least_5_crab_charges","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1845650884,[],"","","",1,[]
7444,"additional_block_%_while_you_have_at_least_10_crab_charges","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-851325496,[],"","","",1,[]
7445,"number_of_crab_charges_lost_when_hit",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",502419450,[],"","","",1,[]
7446,"life_and_mana_leech_from_attack_damage_permyriad_if_killed_recently","","","",6,"","","","",-16843010,-16843010,-16843010,-16843010,"",2008196280,[],"","","",1,[]
7447,"monster_mortar_number_of_forks",1,"","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1534060902,[],"","","",1,[]
7448,"local_display_trigger_level_x_intimidating_cry_when_you_lose_cats_stealth","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2082013048,[],"","","","",[]
7449,"cast_on_lose_cats_stealth",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-1604160704,[],"",1,"","",[]
7450,"movement_speed_+%_while_you_have_cats_stealth","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-53339631,[],"","","",1,[]
7451,"minimum_added_fire_damage_to_attacks_per_10_strength","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",424136111,[],"","","",1,[]
7452,"maximum_added_fire_damage_to_attacks_per_10_strength","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1911045503,[],"","","",1,[]
7453,"minimum_added_cold_damage_to_attacks_per_10_dexterity","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1378748936,[],"","","",1,[]
7454,"maximum_added_cold_damage_to_attacks_per_10_dexterity","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1688420501,[],"","","",1,[]
7455,"minimum_added_lightning_damage_to_attacks_per_10_intelligence","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1613564832,[],"","","",1,[]
7456,"maximum_added_lightning_damage_to_attacks_per_10_intelligence","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1433539628,[],"","","",1,[]
7457,"gain_rage_on_kill",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",2451,[],"","","",1,[]
7458,"maximum_rage",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1622307427,[],18,"","",1,[]
7459,"current_rage","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,726311096,[],"","","",1,[]
7460,"attack_damage_+%_from_rage","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1587093050,[],1,"","",1,[14]
7461,"attack_speed_+%_from_rage","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-688323223,[],3,"","",1,[21]
7462,"movement_speed_+%_from_rage","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-719668014,[],18,"","",1,[37]
7463,"life_loss_%_per_minute_from_rage","","","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",297100688,[],"","","",1,[0]
7464,"gain_rage_when_you_use_a_warcry",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",392870314,[],"","","",1,[]
7465,"rage_effects_doubled","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-41474427,[],"","","",1,[]
7466,"virtual_life_degeneration_per_minute","","","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1247796135,[],"","","",1,[0]
7467,"gain_rage_on_hitting_rare_unique_enemy_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1326897620,[],"","","",1,[]
7468,"spectral_shield_throw_secondary_projectiles_pierce",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,331886754,[],"","","","",[]
7469,"herald_skills_mana_reservation_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",808153115,[],18,"","",1,[]
7470,"herald_effect_on_self_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-629759965,[],1,"","",1,[]
7471,"affected_by_herald_of_ash",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1917049343,[],"","","","",[]
7472,"affected_by_herald_of_ice",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1014094754,[],"","","","",[]
7473,"affected_by_herald_of_thunder",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1206843337,[],"","","","",[]
7474,"damage_penetrates_%_fire_resistance_while_affected_by_herald_of_ash","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1800265165,[],"","","",1,[]
7475,"damage_penetrates_%_cold_resistance_while_affected_by_herald_of_ice","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1425896085,[],"","","",1,[]
7476,"damage_penetrates_%_lightning_resistance_while_affected_by_herald_of_thunder","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2117094954,[],"","","",1,[]
7477,"cannot_be_stunned_with_25_rage","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1258108748,[],"","","","",[]
7478,"monster_rarity_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1775201109,[],"","","",1,[]
7479,"counterattacks_deal_double_damage","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1524168108,[],"","","","",[]
7480,"owner_stacking_energy_shield_regeneration_rate_per_minute_%_on_kill_for_4_seconds","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",2107807672,[],"","","",1,[]
7481,"chance_to_gain_random_standard_charge_on_hit_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1427463592,[],"","",1,1,[]
7482,"blink_and_mirror_arrow_cooldown_speed_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1728369279,"[""blink_arrow"",""mirror_arrow""]","","","",1,[]
