"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32"
2450,"mastery_dualwield90","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,55348,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2451,"mastery_duration91","Art/2DArt/SkillIcons/passives/MasteryDuration.dds",[],0,0,0,0,29993,"Duration Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,22,"","","",0,0,0,0,0,"",[],0
2452,"mastery_duration92","Art/2DArt/SkillIcons/passives/MasteryDuration.dds",[],0,0,0,0,41522,"Duration Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,22,"","","",0,0,0,0,0,"",[],0
2453,"mastery_elemental93","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,44298,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2454,"mastery_elemental94","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,5726,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2455,"mastery_elemental95","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,13387,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2456,"mastery_elemental96","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,48660,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2457,"mastery_elemental97","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,37532,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0
2458,"mastery_elemental98","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,5348,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2459,"mastery_elemental99","Art/2DArt/SkillIcons/passives/MasteryElementalDamage.dds",[],0,0,0,0,34317,"Elemental Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,23,"","","",0,0,0,0,0,"",[],0
2460,"mastery_energyshield100","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,18240,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,24,"","","",0,0,0,0,0,"",[],0
2461,"mastery_energyshield101","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,11032,"Evasion and Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0
2462,"mastery_energyshield102_","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,27307,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,24,"","","",0,0,0,0,0,"",[],0
2463,"mastery_energyshield103","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,16141,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2464,"mastery_energyshield104","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,3471,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,24,"","","",0,0,0,0,0,"",[],0
2465,"mastery_energyshield105","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,6338,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,24,"","","",0,0,0,0,0,"",[],0
2466,"mastery_energyshield106","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,1215,"Evasion and Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,26,"","","",0,0,0,0,0,"",[],0
2467,"mastery_energyshield107","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,30393,"Armour and Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,3,"","","",0,0,0,0,0,"",[],0
2468,"mastery_evasion108","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,50757,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0
2469,"mastery_evasion109","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,62235,"Armour and Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,2,"","","",0,0,0,0,0,"",[],0
2470,"mastery_evasion110","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,38568,"Blind Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,8,"","","",0,0,0,0,0,"",[],0
2471,"mastery_evasion111","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,41163,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0
2472,"mastery_evasion112","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,27371,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0
2473,"mastery_evasion113","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,3883,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0
2474,"mastery_evasion114","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,54413,"Spell Suppression Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,48,"","","",0,0,0,0,0,"",[],0
2475,"mastery_evasion115","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,19750,"Armour and Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,2,"","","",0,0,0,0,0,"",[],0
2476,"mastery_fire116","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,11505,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2477,"mastery_fire117","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,48267,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2478,"mastery_fire118","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,34927,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2479,"mastery_fire119","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,63268,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2480,"mastery_fire120","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,19749,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2481,"mastery_fire121","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,40271,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2482,"mastery_fire122","Art/2DArt/SkillIcons/passives/MasteryGroupFire.dds",[],0,0,0,0,38320,"Fire Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,27,"","","",0,0,0,0,0,"",[],0
2483,"mastery_flask123","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,9393,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2484,"mastery_flask124","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,20736,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2485,"mastery_flask125","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,18750,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2486,"mastery_flask126","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,46761,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2487,"mastery_leech127","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,7488,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2488,"mastery_life128","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,12382,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2489,"mastery_leech129","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,35859,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2490,"mastery_life130","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,65528,"Evasion Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,25,"","","",0,0,0,0,0,"",[],0
2491,"mastery_life131","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,32241,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2492,"mastery_life132","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,4139,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2493,"mastery_life133","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,3042,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2494,"mastery_life134","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,64406,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0
2495,"mastery_life135","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,292,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2496,"mastery_life136","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,41415,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2497,"mastery_life137","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,12125,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2498,"mastery_life138","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,62588,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2499,"mastery_life139","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.dds",[],0,0,0,0,857,"Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,24,"","","",0,0,0,0,0,"",[],0
2500,"mastery_life140","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,25281,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2501,"mastery_life141","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,25011,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2502,"mastery_life142","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,48505,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2503,"mastery_life143","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,2841,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2504,"mastery_life144","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,38235,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2505,"mastery_life145","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,46665,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2506,"mastery_life146","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,44316,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2507,"mastery_life147","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,43818,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2508,"mastery_lightning148","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,63482,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0
2509,"mastery_lightning149","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,58816,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0
2510,"mastery_lightning150","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,240,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0
2511,"mastery_lightning151","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,53517,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2512,"mastery_mace152","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,11596,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0
2513,"mastery_mace153","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,14832,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0
2514,"mastery_mace154","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,31292,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0
2515,"mastery_mace155","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,27931,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0
2516,"mastery_mace156","Art/2DArt/SkillIcons/passives/MasteryGroupMace.dds",[],0,0,0,0,59013,"Mace Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,35,"","","",0,0,0,0,0,"",[],0
2517,"mastery_mace157","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,27193,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2518,"mastery_mana158","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,53188,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2519,"mastery_leech159","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,25446,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2520,"mastery_mana160","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,44948,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2521,"mastery_mana161","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,61785,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,18,"","","",0,0,0,0,0,"",[],0
2522,"mastery_mana162","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,13862,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2523,"mastery_mana163","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,63559,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2524,"mastery_mana164","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,10495,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2525,"mastery_mana165","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,48007,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2526,"mastery_leech166","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,6384,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2527,"mastery_mana167","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,45019,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2528,"mastery_mana168","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,9458,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2529,"mastery_mana169","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,25186,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2530,"mastery_mana170","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,8732,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2531,"mastery_mana171","Art/2DArt/SkillIcons/passives/MasteryGroupMana.dds",[],0,0,0,0,48859,"Mana Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,36,"","","",0,0,0,0,0,"",[],0
2532,"mastery_mine172","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12169,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2533,"mastery_mine173","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,27872,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2534,"mastery_mine174","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,89,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2535,"mastery_mine175","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,59926,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2536,"mastery_mine176","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,10166,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2537,"mastery_mine177","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,53738,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2538,"mastery_mine178","Art/2DArt/SkillIcons/passives/MineMastery.dds",[],0,0,0,0,32657,"Mine Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,38,"","","",0,0,0,0,0,"",[],0
2539,"mastery_miniondefence179","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,47242,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2540,"mastery_miniondefence180","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,48290,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0
2541,"mastery_miniondefence181","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,41225,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0
2542,"mastery_miniondefence182","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,24334,"Link Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0
2543,"mastery_miniondefence183","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,22970,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0
2544,"mastery_minionoffence184","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,61992,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2545,"mastery_minionoffence185","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,54849,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2546,"mastery_minionoffence186","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,34552,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2547,"mastery_minionoffence187","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,39416,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2548,"mastery_minionoffence188","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,43647,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2549,"mastery_minionoffence189","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,32278,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2550,"mastery_minionoffence190","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,9083,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0
2551,"mastery_minionoffence191_","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,26393,"Minion Defence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,39,"","","",0,0,0,0,0,"",[],0
2552,"mastery_minionoffence192","Art/2DArt/SkillIcons/passives/MasteryGroupMinions.dds",[],0,0,0,0,14505,"Minion Offence Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,40,"","","",0,0,0,0,0,"",[],0
2553,"mastery_physical193_","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,12239,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2554,"mastery_physical194","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,52220,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2555,"mastery_physical195","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,27235,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2556,"mastery_physical196","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,20675,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2557,"mastery_physical197","Art/2DArt/SkillIcons/passives/MasteryPhysicalDamage.dds",[],0,0,0,0,64042,"Physical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,41,"","","",0,0,0,0,0,"",[],0
2558,"mastery_poison198","Art/2DArt/SkillIcons/passives/MasteryPoison.dds",[],0,0,0,0,1205,"Poison Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,42,"","","",0,0,0,0,0,"",[],0
