"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
881,82,0,[1313],[],"Quest Complete - You have found Kishara's Star and delivered it to Weylam. He has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
882,82,1,[1314],[],"You have found Kishara's Star and delivered it to Weylam. He has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
883,82,2,[1316],[],"You have found Kishara's Star and delivered it to Weylam. Talk to him for your reward.","","",[89],0,"[""Talk to Weylam for your reward""]",[],[],"",[],[],10,""
884,82,3,[1317],[],"You have found Kishara's Star. Deliver it to Weylam for a reward.","","Deliver Kishara's Star to Weylam",[89],0,"[""Deliver Kishara's Star to Weylam""]",[],[],"",[],[],10,""
885,82,4,"[1318,0]",[],"Weylam has asked you to find Kishara's Star, an ancient Vaal relic that he wants to gift to his granddaughter, Lilly. Its last known location is the Causeway.","","Find Kishara's Star",[100],0,"[""Find Kishara's Star""]",[100],[],"",[],[],10,""
886,82,5,[1318],[],"Weylam has asked you to find Kishara's Star, an ancient Vaal relic that he wants to gift to his granddaughter, Lilly. Its last known location is the Causeway.","","",[100],0,"[""Travel to the Causeway\nFind Kishara's Star""]",[],[],"",[],[],10,""
887,84,0,[1376],[],"Quest Complete - You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Helena has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
888,84,1,[1377],[],"Quest Complete - You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Talk to Helena for your reward.","","Quest Complete",[89],0,[],[],[],"",[],[],10,""
889,84,2,[1379],[],"You have placed Greust's Necklace on the Azmeri shrine and put his spirit to rest. Talk to Helena for your reward.","","Talk to Helena",[89],0,"[""Talk to Helena for your reward""]",[],[],"",[],[],10,""
890,84,3,"[1380,0]",[],"You have found the Azmeri shrine in the Northern Forest. Place Greust's Necklace on the shrine for Helena.","","Place Greust's Necklace on the Azmeri shrine",[98],0,"[""Place Greust's Necklace on the Azmeri shrine""]",[98],[],"",[],[],10,""
891,84,4,[1380],[],"You have received Greust's Necklace from Helena. Take it to the Azmeri shrine in the Northern Forest.","","Take Greust's Necklace to the shrine in the Northern Forest",[98],0,"[""Take Greust's Necklace to the shrine in the Northern Forest""]",[],[],"",[],[],10,""
892,84,5,[1382],[],"Helena has asked you to deliver Greust's Necklace to the Azmeri shrine in the Northern Forest. Take it from her and bring it there.","","Take Greust's Necklace",[89],0,"[""Take Greust's Necklace from Helena""]",[],[],"",[],[],10,""
893,84,6,[161],[],"You have found an ancient Azmeri shrine in the Northern Forest. Ask Helena about it in town.","","Ask Helena about the Azmeri Shrine",[89],0,"[""Ask Helena about the Azmeri Shrine""]",[],[],"",[],[],10,""
894,85,0,[1383],[],"Quest Complete - You have killed Gruthkul, the Mother of Despair. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
895,85,1,[1384],[],"Quest Complete - You have killed Gruthkul, the Mother of Despair. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
896,85,2,[1386],[],"You have killed Gruthkul, the Mother of Despair. Talk to Eramir for your reward.","","Talk to Eramir",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],[],10,""
897,85,3,[1387],[],"Sin has asked you to kill Gruthkul, the Mother of Despair. You have found her in the Dread Thicket, now kill her.","","Kill Gruthkul",[99],0,"[""Kill Gruthkul""]",[99],[],"",[],[],10,""
898,85,4,"[1388,0]",[],"Sin has asked you to kill Gruthkul, the Mother of Despair. She can be found in the Dread Thicket.","","",[99],0,"[""Kill Gruthkul""]",[99],[],"",[],[],10,""
899,85,5,[1388],[],"Sin has asked you to kill Gruthkul, the Mother of Despair. She can be found in the Dread Thicket.","","Kill Gruthkul",[99],0,"[""Travel to the Dread Thicket\nKill Gruthkul""]",[],[],"",[],[],10,""
900,86,0,[1421],[],"Quest Complete - You have killed Doedre and Sin has harvested her soul. Hargan has rewarded you.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
901,86,1,[1422],[],"Quest Complete - You have killed Doedre and Sin has harvested her soul. Talk to Hargan in town for a reward.","","",[104],0,[],[],[],"",[],[],10,""
902,86,2,[1423],[],"You have killed Doedre and Sin has harvested her soul. Talk to Hargan in town for a reward.","","Talk to Hargan for your reward",[104],0,"[""Talk to Hargan for your reward""]",[],[],"",[],[],10,""
903,86,3,[1424],[],"Sin wants you to kill Doedre, so he can harvest her soul. She is in the Sewers next to town. Kill her.","","Kill Doedre",[105],0,"[""Kill Doedre""]",[105],[],"",[],[],10,""
904,86,4,"[1425,0]",[],"Sin wants you to kill Doedre, so he can harvest her soul. Find her in the Sewers next to town and kill her.","","",[105],0,"[""Kill Doedre""]",[105],[],"",[],[],10,""
905,86,5,[1472],[],"Sin wants you to kill Doedre, so he can harvest her soul. Find her in the Sewers next to town and kill her.","","Kill Doedre in the Sewers",[105],0,"[""Travel to the Sewers\nKill Doedre""]",[],[],"",[],[],10,""
906,86,6,[1425],[],"Sin wants you to kill Doedre, so he can harvest her soul. Find someone in town who knows where she is.","","Find and kill Doedre",[104],0,"[""Find and kill Doedre""]",[],[],"",[],[],10,""
907,86,7,[1373],[],"Find Sin at the Sarn Encampment and talk to him about Doedre Darktongue.","","Meet Sin at the Sarn Encampment",[104],0,"[""Meet Sin at the Sarn Encampment""]",[],[],"",[],[],10,""
908,87,0,[1500],[],"Quest Complete - You have killed Lunaris and gained access to Act 9.",1,"",[],0,[],[],[],"",[],[],10,""
909,87,1,[1426],[],"Quest Complete - You have killed Lunaris and gained access to Act 9.","","The exit to Act 9 is now open",[116],0,"[""The exit to Act 9 is now open""]",[116],[],"",[],[],10,""
910,87,2,[1427],[],"You have used the Moon Orb to summon Lunaris. Kill her.","","Kill Solaris and Lunaris",[116],0,"[""Kill Solaris and Lunaris""]",[116],[],"",[],[],10,""
911,87,3,"[1428,0]",[],"Take the Moon Orb to the Harbour Bridge and summon Lunaris.","","Take the Sun and Moon Orbs to the Harbour Bridge",[116],0,"[""Take the Moon Orb to the Harbour Bridge""]",[],[],"",[],[],10,""
912,87,4,[1428],[],"You also need to find the Sun Orb in order to summon Lunaris.","","Find the Sun Orb",[115],0,"[""Find the Sun Orb""]",[],[],"",[],[],10,""
913,87,5,[1429],[],"You have killed Dusk. Take the Moon Orb.","","Take the Moon Orb",[110],0,"[""Take the Moon Orb""]",[110],[],"",[],[],10,""
914,87,6,[1430],[],"Kill Dusk, who is guarding the Moon Orb.","","Kill Dusk",[110],0,"[""Kill Dusk""]",[110],[],"",[],[],10,""
915,87,7,"[1485,0]",[],"Search the Lunaris Temple for the Moon Orb and use it to summon Lunaris herself.","","",[110],0,"[""Find the Moon Orb""]",[110],[],"",[],[],10,""
916,87,8,[1485],[],"Search the Lunaris Temple for the Moon Orb and use it to summon Lunaris herself.","","Find the Moon Orb",[110],0,"[""Travel to the Lunaris Temple\nFind the Moon Orb""]",[],[],"",[],[],10,""
917,87,9,[1423],[],"You have found a way through the Sewers. Talk to Maramoa about the location of the Moon Orb.","","",[104],0,"[""Talk to Maramoa""]",[],[],"",[],[],10,""
918,87,10,[1431],[],"Find a way through the Sewers so you can search for the Moon Orb.","","Find a way through the Sewers",[105],0,"[""Find a way through the Sewers""]",[],[],"",[],[],10,""
919,88,0,[1426],[],"Quest Complete - You have killed Solaris.",1,"",[],0,[],[],[],"",[],[],10,""
920,88,1,[1427],[],"You have used the Sun Orb to summon Solaris. Kill her.","","",[116],0,"[""Kill Solaris and Lunaris""]",[116],[],"",[],[],10,""
921,88,2,"[1432,0]",[],"Take the Sun Orb to the Harbour Bridge and summon Solaris.","","",[116],0,"[""Take the Sun Orb to the Harbour Bridge""]",[],[],"",[],[],10,""
922,88,3,[1432],[],"You also need to find the Moon Orb in order to summon Solaris.","","Find the Moon Orb",[110],0,"[""Find the Moon Orb""]",[],[],"",[],[],10,""
923,88,4,[1433],[],"You have killed Dawn. Take the Sun Orb.","","Take the Sun Orb",[115],0,"[""Take the Sun Orb""]",[115],[],"",[],[],10,""
924,88,5,[1434],[],"Kill Dawn, who is guarding the Sun Orb.","","Kill Dawn",[115],0,"[""Kill Dawn""]",[115],[],"",[],[],10,""
925,88,6,"[1484,0]",[],"Search the Solaris Temple for the Sun Orb and use it to summon Solaris herself.","","",[115],0,"[""Find the Sun Orb""]",[115],[],"",[],[],10,""
926,88,7,[1484],[],"Search the Solaris Temple for the Sun Orb and use it to summon Solaris herself.","","Find the Sun Orb",[115],0,"[""Travel to the Solaris Temple\nFind the Sun Orb""]",[],[],"",[],[],10,""
927,88,8,[1423],[],"You have found a way through the Sewers. Talk to Maramoa about the location of the Sun Orb.","","",[104],0,"[""Talk to Maramoa""]",[],[],"",[],[],10,""
928,88,9,[1431],[],"Find a way through the Sewers so you can search for the Sun Orb.","","Find a way through the Sewers",[105],0,"[""Find a way through the Sewers""]",[],[],"",[],[],10,""
929,89,0,[1435],[],"Quest Complete - You have killed Yugul, Reflection of Terror. Hargan has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
930,89,1,[1436],[],"Quest Complete - You have killed Yugul, Reflection of Terror. Hargan has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
931,89,2,[1438],[],"You have killed Yugul, Reflection of Terror. Talk to Hargan for a reward.","","Talk to Hargan for your reward",[104],0,"[""Talk to Hargan for your reward""]",[],[],"",[],[],10,""
932,89,3,[1439],[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","Kill Yugul",[107],0,"[""Kill Yugul""]",[107],[],"",[],[],10,""
933,89,4,"[1440,0]",[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","",[107],0,"[""Kill Yugul""]",[107],[],"",[],[],10,""
934,89,5,[1440],[],"Sin wants you to kill Yugul, Reflection of Terror, who can be found in the High Gardens.","","Kill Yugul",[107],0,"[""Travel to the High Gardens\nKill Yugul""]",[],[],"",[],[],10,""
935,90,0,[1441],[],"Quest Complete - You have delivered the Wings of Vastiri to Hargan. He has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
936,90,1,[1443],[],"Quest Complete - You have delivered the Wings of Vastiri to Hargan. Talk to him for a reward.","","Quest Complete",[104],0,[],[],[],"",[],[],10,""
937,90,2,[1444],[],"Deliver the Wings of Vastiri to Hargan in town for a reward.","","Deliver the Wings of Vastiri to Hargan",[104],0,"[""Deliver the Wings of Vastiri to Hargan""]",[],[],"",[],[],10,""
938,90,3,[1445],[],"You have killed Hector Titucius. Take the Wings of Vastiri and deliver them to Hargan.","","Take the Wings of Vastiri",[108],0,"[""Take the Wings of Vastiri""]",[108],[],"",[],[],10,""
939,90,4,[1446],[],"You have found Hector Titucius in the Bath House. Kill him and take the Wings of Vastiri.","","Kill Hector Titucius",[108],0,"[""Kill Hector Titucius""]",[108],[],"",[],[],10,""
940,90,5,"[1447,0]",[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","",[108],0,"[""Find the Wings of Vastiri""]",[108],[],"",[],[],10,""
941,90,6,[1447],[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","Find the Wings of Vastiri",[108],0,"[""Travel to the Bath House\nFind the Wings of Vastiri""]",[],[],"",[],[],10,""
942,91,0,[1448],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
943,91,1,[1449],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
944,91,2,"[1452,0]",[],"You have killed Tolman. Talk to Clarissa in town for a reward.","","Talk to Clarissa in town",[104],0,"[""Talk to Clarissa in town for your reward""]",[],[],"",[],[],10,""
945,91,3,[1452],[],"You have killed Tolman. Talk to Clarissa.","","Talk to Clarissa",[104],0,"[""Talk to Clarissa""]",[],[],"",[],[],10,""
946,91,4,[1453],[],"The Ankh of Eternity has empowered Tolman, who is still a zombie, and he is attacking you. Kill him.","","Kill Tolman",[111],0,"[""Kill Tolman""]",[111],[],"",[],[],10,""
947,91,5,[1454],[],"The Ankh of Eternity is summoning Zombies near Clarissa. Kill them.","","Defeat the Zombies",[111],4000,"[""Defeat the Zombies""]",[111],[],"",[],[],10,""
948,91,6,[1455],[],"You have found the Ankh of Eternity. Search the Quay for Clarissa and give it to her so she can revive Tolman.","","Find Clarissa at the Quay",[111],0,"[""Find Clarissa at the Quay\nGive her the Ankh""]",[111],[],"",[],[],10,""
949,91,7,"[1456,0]",[],"Search the Quay for the Ankh of Eternity and bring it to Clarissa so she can revive Tolman.","","",[111],0,"[""Find the Ankh of Eternity""]",[111],[],"",[],[],10,""
950,91,8,[1456],[],"Clarissa has asked you to find the Ankh of Eternity at the Quay, then bring it to her there so she can revive Tolman.","","Find the Ankh of Eternity",[111],0,"[""Travel to the Quay\nFind the Ankh of Eternity""]",[],[],"",[],[],10,""
951,92,0,[1457],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
952,92,1,[1458],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
953,92,2,[1461],[],"You have killed the Gemling Legionnaires. Talk to Maramoa in town for a reward.","","Talk to Maramoa for your reward",[104],0,"[""Talk to Maramoa for your reward""]",[],[],"",[],[],10,""
954,92,3,[1462],[],"You have found the Gemling Legionnaires at the Grain Gate. Kill them.","","Kill the Gemling Legionnaires",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],10,""
955,92,4,"[1463,0]",[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],10,""
956,92,5,[1463],[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","Kill the Gemling Legionnaires",[112],0,"[""Travel to the Grain Gate\nKill the Gemling Legionnaires""]",[],[],"",[],[],10,""
957,93,0,[1538],[1554],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[],"",[],[],10,""
958,93,1,"[1538,0]",[],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[146],"",[],[],10,""
959,93,2,"[55,0]",[],"You have killed the Depraved Trinity. Now talk to Lilly to access Act 10.","","Return to Oriath",[128],0,"[""Talk to Lilly to return to Oriath""]",[128],[146],"",[],[],10,""
960,93,3,[55],[],"You have killed the Depraved Trinity. Now talk to Lilly to gain access to Act 10.","","Talk to Lilly",[128],5000,"[""Talk to Lilly""]",[128],[146],"",[],[],10,""
961,93,4,"[1550,0,0,0]",[],"Sin has manifested the Depraved Trinity. Kill it to find the Dark Ember.","","Kill the Depraved Trinity",[128],0,"[""Kill the Depraved Trinity""]",[128],[],"",[],[],10,""
962,93,5,"[1550,0,0]",[],"Talk to Sin to manifest the Depraved Trinity.","","Talk to Sin",[128],0,"[""Talk to Sin""]",[128],[],"",[],[],10,""
