"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","bool_25","string_26","bool_34","i32_35","i32_39","string_43"
487,"DelveTheme","Delve","Delve","Delve","デルヴ","탐광","Delve","Спуск","Delve","Delve","掘獄","",407,"","","",-16843010,-16843010,""
488,"OriathTheme","Oriath","Oriath","Oriath","オリアス","오리아스","Oriath","Ориат","Oriath","Oriath","奧瑞亞","",407,"","","",-16843010,-16843010,""
489,"PyreTheme","Pyre","Bûcher","Flammenritter","パイア","장작","Pira","Пылающие","Pira","Pyre","燃焰","",407,"","","",-16843010,-16843010,""
490,"ColiseumTheme","Coliseum","Colisée","Kolosseum","コロシアム","대경기장","Coliseu","Колизей","Coliseo","Coliseum","競技鬥服","",407,"","","",-16843010,-16843010,""
491,"NightLotusTheme","Night Lotus","Lotus nocturne","Nachtlotus","夜の睡蓮","밤의 연꽃","Lotus Noturna","Ночной лотос","Loto nocturno","Night Lotus","夜蓮","",407,"","","",-16843010,-16843010,""
492,"HarpyonTheme","Harpyon","Harpillon","Harpyon","ハーピオン","하피온","Harpia","Гарпион","Harpyon","Harpyon","羽妖珍獸","",407,"","","",-16843010,-16843010,""
493,"ElderTheme","Elder","Ancien","Ältester","エルダー","엘더","Ancião","Древний","Antiguo","Elder","異界尊師","",407,"","","",-16843010,-16843010,""
494,"BetrayalTheme","Betrayal","Betrayal","Betrayal","ビトレイアル","배신","Betrayal","Предательство","Betrayal","Betrayal","密教反叛","",407,"","","",-16843010,-16843010,""
495,"FairgravesTheme","Fairgraves","Fairgraves","Fairgraves","フェアグレーヴズ","페어그레이브즈","Fairgraves","Фейргрейвс","Fairgraves","Fairgraves","費爾船長","",407,"","","",-16843010,-16843010,""
496,"UtilityTheme","Utility","Utilitaire","Nützliches","ユーティリティ","특수","Utilitário","Функциональные","Utilidad","Utility","功能","",407,"","","",-16843010,-16843010,""
497,"CoastalTheme","Coastal","Côtier","Küste","海岸","해안가","Costal","Прибрежные","Costa","Coastal","濱海","",407,"","","",-16843010,-16843010,""
498,"EncampmentTheme","Encampment","Campement","Lager","野営地","야영지","Acampamento","Лагерь","Campamento","Encampment","營地","",407,"","","",-16843010,-16843010,""
499,"ForestTheme","Forest","Forêt","Wald","森林","숲","Floresta","Лес","Bosque","Forest","森林","",407,"","","",-16843010,-16843010,""
500,"RuinsTheme","Ruins","Ruines","Ruinen","遺跡","유적","Ruínas","Руины","Ruinas","Ruins","遺跡","",407,"","","",-16843010,-16843010,""
501,"VaalTheme","Vaal","Vaal","Vaal","ヴァール","바알","Vaal","Ваал","Vaal","Vaal","瓦爾","",407,"","","",-16843010,-16843010,""
502,"DungeonTheme","Dungeon","Donjon","Verlies","地下牢","던전","Masmorra","Подземелье","Mazmorra","Dungeon","地牢","",407,"","","",-16843010,-16843010,""
503,"SarnTheme","Sarn","Sarn","Sarn","サーン","사안","Sarn","Сарн","Sarn","Sarn","薩恩","",407,"","","",-16843010,-16843010,""
504,"GardensTheme","Gardens","Jardins","Gärten","庭園","정원","Jardins","Сады","Jardines","Gardens","花園","",407,"","","",-16843010,-16843010,""
505,"OrnateTheme","Ornate","Orné","Verziert","華美","화려한","Ornamentado","Украшенные","Ornamentado","Ornate","華麗","",407,"","","",-16843010,-16843010,""
506,"SceptreTheme","Sceptre","Sceptre","Zepter","杖","셉터","Cetro","Перст","Cetro","Sceptre","幽魂","",407,"","","",-16843010,-16843010,""
507,"CryptTheme","Crypt","Crypte","Krypta","地下聖堂","지하실","Cripta","Склеп","Cripta","Crypt","靜謐陵墓","",407,"","","",-16843010,-16843010,""
508,"EffectsTheme","Effects","Effets","Effekte","エフェクト","이펙트","Efeitos","Эффекты","Efectos","Effects","特效","",407,"","","",-16843010,-16843010,""
509,"CaveTheme","Cave","Grotte","Höhle","洞窟","동굴","Caverna","Пещера","Cueva","Cave","洞穴","",407,"","","",-16843010,-16843010,""
510,"BeastTheme","Beast","Bête","Bestie","野獣","야수","Bestas","Зверь","Bestia","Beast","野獸","",407,"","","",-16843010,-16843010,""
511,"KaruiTheme","Karui","Karui","Karui","カルイ","카루이","Karui","Каруи","Karui","Karui","卡魯","",407,"","","",-16843010,-16843010,""
512,"LabyrinthTheme","Labyrinth","Labyrinthe","Labyrinth","ラビリンス","미궁","Labirinto","Лабиринт","Laberinto","Labyrinth","帝王迷宮","",407,"","","",-16843010,-16843010,""
513,"HighgateTheme","Highgate","Hautevoie","Hohenpforte","ハイゲート","하이게이트","Highgate","Македы","Atalaya","Highgate","統治者之殿","",407,"","","",-16843010,-16843010,""
514,"OssuaryTheme","Ossuary","Ossuaire","Ossuarium","納骨堂","납골당","Ossuário","Костница","Osario","Ossuary","葬骨禮堂","",407,"","","",-16843010,-16843010,""
515,"ReliquaryTheme","Reliquary","Reliquaire","Reliquienkammer","聖廟","성유물 보관실","Relicário","Реликварий","Relicario","Reliquary","聖物","",407,"","","",-16843010,-16843010,""
516,"EzomyteTheme","Ezomyte","Ézomyte","Ezomyt","エゾマイト","에조미어","Ezomita","Эзомиты","Ezomita","Ezomyte","天雷神使","",407,"","","",-16843010,-16843010,""
517,"VanguardTheme","Vanguard","Avant-garde","Vorhut","バンガード","선봉대","Vanguarda","Авангард","Vanguardia","Vanguard","無懼先鋒","",407,"","","",-16843010,-16843010,""
518,"PitfighterTheme","Pitfighter","Combattant de la Fosse","Grubenkämpfer","ピットファイター","투사","Lutador do Fosso","Боец арены","Luchador del pozo","Pitfighter","鬥場勇者","",407,"","","",-16843010,-16843010,""
519,"CrucibleTheme","Crucible","Creuset","Weltenwandler","クルーシブル","혹독한 시련","Crisol","Тигель","Crisol","Crucible","異域弒煉","",407,"","","",-16843010,-16843010,""
520,"LibraryTheme","Library","Bibliothèque","Bibliothek","図書館","도서관","Biblioteca","Библиотека","Biblioteca","Library","圖書館","",407,"","","",-16843010,-16843010,""
521,"SlavePensTheme","Slave Pens","Enclos aux esclaves","Sklavenpferche","奴隷収容所","노예 감호소","Senzalas","Узилище","Jaulas de esclavos","Slave Pens","奴役監牢","",407,"","","",-16843010,-16843010,""
522,"InnocenceTheme","Innocence","Innocence","Innocence","イノセンス","이노센스","Innocence","Невинность","Inocencia","Innocence","善","",407,"","","",-16843010,-16843010,""
523,"AssassinTheme","Assassin","Assassin","Assassine","アサシン","암살자","Assassino","Убийца","Asesino","Assassin","疾密刺客","",407,"","","",-16843010,-16843010,""
524,"EmpyreanTheme","Empyrean","Empyréen","Empyreum","天空","천공인","Empírico","Эмпирей","Empíreo","Empyrean","秘雷神使","",407,"","","",-16843010,-16843010,""
525,"BlackguardTheme","Blackguard","Garde noir","Schwarzgarde","ブラックガード","검은 근위대","Guarda Negra","Чёрная стража","Guardia negro","Blackguard","烏旗守衛","",407,"","","",-16843010,-16843010,""
526,"ChamberOfSinsTheme","Chamber of Sins","Chambre des péchés","Kammer der Sünden","罪の間","죄악의 방","Câmara dos Pecados","Обитель грехов","El aposento de pecados","Chamber of Sins","罪孽之殿","",407,"","","",-16843010,-16843010,""
527,"TempleTheme","Temple","Temple","Tempel","寺院","사원","Templo","Храм","Templo","Temple","神殿","",407,"","","",-16843010,-16843010,""
528,"ExcavationTheme","Excavation","Excavation","Ausgrabung","採掘場","발굴터","Escavação","Раскопки","Excavación","Excavation","挖掘場","",407,"","","",-16843010,-16843010,""
529,"BonesTheme","Bones","Ossements","Knochen","骨","뼈","Ossos","Кости","Huesos","Bones","骸骨","",407,"","","",-16843010,-16843010,""
530,"ChurchTheme","Church","Église","Kirche","教会","교회","Igreja","Церковь","Iglesia","Church","教堂","",407,"","","",-16843010,-16843010,""
531,"CourthouseTheme","Courthouse","Prétoire","Gericht","裁判所","법원","Corte","Зал суда","Juzgado","Courthouse","失序教院","",407,"","","",-16843010,-16843010,""
532,"ExilesTheme","Exiles","Exilés","Verbannte","エグザイル","유배자","Exilados","Изгнанники","Exiliados","Exiles","流亡者","",407,"","","",-16843010,-16843010,""
533,"SynthesisTheme","Synthesis","Synthesis","Synthesis","シンセシス","결합","Synthesis","Синтез","Synthesis","Synthesis","尋夢追憶","",407,"","","",-16843010,-16843010,""
534,"PrimevalTheme","Primeval","Primitif","Urzeitlich","原始","원시","Primitivo","Первобытные","Primitivo","Primeval","原始","",407,"","","",-16843010,-16843010,""
535,"GlimmerwoodTheme","Glimmerwood","Boiscintillant","Düsterwald","グリマーウッド","미광의 숲","Madeira Cintilante","Мерцающий лес","Bosque encantado","Glimmerwood","微熠之森","",407,"","","",-16843010,-16843010,""
536,"MarakethTheme","Maraketh","Maraketh","Maraketh","マラケス","마라케스","Maraketh","Маракеты","Maraketh","Maraketh","馬拉克斯","",407,"","","",-16843010,-16843010,""
537,"ViperTheme","Viper","Vipère","Viper","ヴァイパー","독사","Víbora","Аспид","Víbora","Viper","至尊毒蛇","",407,"","","",-16843010,-16843010,""
538,"DarkprismTheme","Darkprism","Prisme-nuit","Dunkelprisma","ダークプリズム","검은 분광","Prisma Sombrio","Тёмное отражение","Prisma oscuro","Darkprism","黑曜稜石","",407,"","","",-16843010,-16843010,""
539,"SunprismTheme","Sunprism","Prisme-soleil","Sonnenprisma","サンプリズム","태양 분광","Prisma Solar","Светлое отражение","Prisma solar","Sunprism","烈陽稜石","",407,"","","",-16843010,-16843010,""
540,"GargoyleTheme","Gargoyle","Gargouille","Gargoyle","ガーゴイル","가고일","Gárgula","Гаргулья","Gárgola","Gargoyle","石像巨魔","",407,"","","",-16843010,-16843010,""
541,"MageguardTheme","Mageguard","Gardemage","Magierwache","メイジガード","수호마법사","Mago Guardião","Магический страж","Guardia mago","Mageguard","巫術衛士","",407,"","","",-16843010,-16843010,""
542,"ExtinctionTheme","Extinction","Extinction","Ausrottung","滅亡","절멸","Extinção","Вымирание","Extinción","Extinction","絕滅災厄","",407,"","","",-16843010,-16843010,""
543,"LegionTheme","Legion","Legion","Legion","リージョン","군단","Legion","Легион","Legion","Legion","戰亂之殤","",407,"","","",-16843010,-16843010,""
544,"PlatedTheme","Plated","Plaqué","Plattiert","プレート","판금","Blindado","Латные","Blindado","Plated","鍍金","",407,"","","",-16843010,-16843010,""
545,"FrontierTheme","Frontier","Frontière","Grenzland","フロンティア","개척자","Fronteira","Рубеж","Frontera","Frontier","失落邊境","",407,"","","",-16843010,-16843010,""
546,"IllusionistTheme","Illusionist","Illusionniste","Illusionist","奇術師","환상술사","Ilusionista","Иллюзионист","Ilusionista","Illusionist","神幻術士","",407,"","","",-16843010,-16843010,""
547,"ElementalTheme","Elemental","Élémentaire","Elementar","元素","원소","Elemental","Стихийные","Elemental","Elemental","元素","",407,"","","",-16843010,-16843010,""
548,"ZenithTheme","Zenith","Zénith","Zenit","天頂","북극성","Zenith","Зенит","Cenit","Zenith","極盛之尊","",407,"","","",-16843010,-16843010,""
549,"MiracleTheme","Miracle","Miracle","Wunder","奇跡","기적","Milagroso","Чудесные","Milagroso","Miracle","魔幻奇蹟","",407,"","","",-16843010,-16843010,""
550,"CardinalTheme","Cardinal","Cardinal","Kardinalrot","枢機卿","추기경","Cardial","Кардинал","Cardinal","Cardinal","主教","",407,"","","",-16843010,-16843010,""
551,"VaalViperTheme","Vaal Viper","Vipère vaal","Vaal-Viper","ヴァールヴァイパー","바알 독사","Víbor Vaal","Аспид ваал","Víbora vaal","Vaal Viper","瓦爾毒蛇","",407,"","","",-16843010,-16843010,""
552,"VoidEmperorTheme","Void Emperor","Empereur du Néant","Leerenkaiser","ヴォイドエンペラー","공허 황제","Imperador do Vazio","Император пустоты","Emperador del vacío","Void Emperor","虛空帝王","",407,"","","",-16843010,-16843010,""
553,"CarnivalTheme","Carnival","Carnaval","Nachtzirkus","カーニバル","카니발","Carnaval","Карнавал","Circense","Carnival","鬼島狂歡","",407,"","","",-16843010,-16843010,""
554,"ChiyouTheme","Chiyou","Chiyou","Chiyou","蚩尤","치우","Chiyou","Чи Ю","Chiyou","Chiyou","蚩尤","",407,"","","",-16843010,-16843010,""
555,"BlightTheme","Blight","Blight","Blight","ブライト","역병","Blight","Скверна","Blight","Blight","凋落禁地","",407,"","","",-16843010,-16843010,""
556,"HavenwoodTheme","Havenwood","Havrebois","Waldelf","ヘイヴンウッド","안식의 숲","Outonal","Тихая роща","Santuario del bosque","Havenwood","庇護之木","",407,"","","",-16843010,-16843010,""
557,"PolarisTheme","Polaris","Polaris","Polaris","北極星","폴라리스","Polaris","Полярность","Polaris","Polaris","北極星辰","",407,"","","",-16843010,-16843010,""
558,"BasiliskTheme","Basilisk","Basilic","Basilisk","バジリスク","바실리스크","Basilísco","Василиск","Basilisco","Basilisk","陰邪蛇妖","",407,"","","",-16843010,-16843010,""
559,"CrusaderTheme","Crusader","Croisé","Kreuzritter","聖戦士","십자군","Cruzado","Крестоносец","Cruzado","Crusader","聖戰軍王","",407,"","","",-16843010,-16843010,""
560,"EyrieTheme","Eyrie","Aquila","Adlergarde","エアリー","창공의 날개","Eyrie","Орлиное гнездо","Nido de halcones","Eyrie","傲世翔鷹","",407,"","","",-16843010,-16843010,""
561,"JudicatorTheme","Judicator","Judicateur","Judikator","ジュディケーター","심판관","Judicador","Вершитель","Enjuiciador","Judicator","至尊判官","",407,"","","",-16843010,-16843010,""
562,"OrionTheme","Orion","Orion","Orion","オリオン","오리온","Orion","Орион","Orion","Orion","繁星獵戶","",407,"","","",-16843010,-16843010,""
563,"MetamorphTheme","Metamorph","Metamorph","Metamorph","メタモルフ","변형","Metamorph","Метаморф","Metamorph","Metamorph","鍊魔","",407,"","","",-16843010,-16843010,""
564,"ExileConTheme","ExileCon","ExileCon","ExileCon","ExileCon","엑자일콘","ExileCon","ExileCon","ExileCon","ExileCon","流亡嘉年華","",407,"","","",-16843010,-16843010,""
565,"RevenantTheme","Revenant","Revenant","Wiedergänger","亡霊","원령","Fantasma","Потусторонние","Retornado","Revenant","復仇邪靈","",407,"","","",-16843010,-16843010,""
566,"ColdsnapTheme","Coldsnap","Vague de froid","Blitzeis","コールドスナップ","한파","Estalo Gélido","Ледяная хватка","Ruptura de hielo","Coldsnap","冰霜暴雪","",407,"","","",-16843010,-16843010,""
567,"MaliceTheme","Malice","Malveillance","Bosheit","悪意","적의","Malícia","Злоба","Malicia","Malice","絕滅恨惡","",407,"","","",-16843010,-16843010,""
568,"ThaumaturgyTheme","Thaumaturgy","Thaumaturgie","Thaumaturgie","魔術","마석학","Taumaturgia","Техномант","Taumaturgia","Thaumaturgy","奇幻魔術","",407,"","","",-16843010,-16843010,""
569,"BalefireTheme","Balefire","Malefeu","Hassfeuer","かがり火","대화재","Cremação","Костёр","Fuego siniestro","Balefire","野火","",407,"","","",-16843010,-16843010,""
570,"DeliriumTheme","Delirium","Delirium","Delirium","デリリウム","환영","Delirium","Делириум","Delirium","Delirium","譫妄異域","",407,"","","",-16843010,-16843010,""
571,"HeartseekerTheme","Heartseeker","Crève-cœur","Herzsucher","ハートシーカー","심장 추적자","Caçador de Corações","Удар в сердце","Buscacorazones","Heartseeker","血心探索","",407,"","","",-16843010,-16843010,""
572,"DarkMagicTheme","Dark Magic","Magie noire","Dunkle Magie","ダークマジック","흑마법","Magia Negra","Тёмная магия","Magia negra","Dark Magic","黑魔法","",407,"","","",-16843010,-16843010,""
