"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
3323,"Metadata/Items/DivinationCards/DivinationCardFurtherInvention",42,1,1,"Further Invention","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1422,[],1,"","[304,1139]",38,1,12003,316876539,[],"","","",[],[],"","","","","","","",[],[],"","",""
3324,"Metadata/Items/DivinationCards/DivinationCardTheBrawnyBattleMage",42,1,1,"The Brawny Battle Mage","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1423,[],1,"",[305],38,1,12004,803812575,[],"","","",[],[],"","","","","","","",[],[],"","",""
3325,"Metadata/Items/DivinationCards/DivinationCardAFateWorseThanDeath",42,1,1,"A Fate Worse Than Death","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1424,[],1,"","[1015,1025,1019,1020,1021]",38,1,12005,-1156876837,[],"","","",[],[],"","","","","","","",[],[],"","",""
3326,"Metadata/Items/DivinationCards/DivinationCardTheDestination",42,1,1,"The Destination","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1425,[],1,"","[1015,1025,1019,1018,1139]",38,1,12006,1712044110,[],"","","",[],[],"","","","","","","",[],[],"","",""
3327,"Metadata/Items/DivinationCards/DivinationCardRebirthAndRenewal",42,1,1,"Rebirth and Renewal","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1426,[],1,"",[],38,1,12007,975856767,[],"","","",[],[],"","","","","","","",[],[],"","",""
3328,"Metadata/Items/DivinationCards/DivinationCardTheForwardGaze",42,1,1,"The Forward Gaze","Metadata/Items/DivinationCards/AbstractDivinationCard",53,1427,[],1,"",[1015],38,1,12008,1913725884,[],"","","",[],[],"","","","","","","",[],[],"","",""
3329,"Metadata/Items/DivinationCards/DivinationCardTheApothecary",42,1,1,"The Apothecary","Metadata/Items/DivinationCards/AbstractDivinationCard",75,1428,[],1,"","[306,1015,1018]",38,1,12009,244670028,[],"","","",[],[],"","","","","","","",[],[],"","",""
3330,"Metadata/Items/DivinationCards/DivinationCardHome",42,1,1,"Home","Metadata/Items/DivinationCards/AbstractDivinationCard",38,1429,[],1,"","[1022,1024]",38,1,12010,90890686,[],"","","",[],[],"","","","","","","",[],[],"","",""
3331,"Metadata/Items/DivinationCards/DivinationCardTheDungeonMaster",42,1,1,"The Dungeon Master","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1430,[],1,"","[306,1015,1018,1139]",38,1,12011,464300996,[],"","","",[],[],"","","","","","","",[],[],"","",""
3332,"Metadata/Items/DivinationCards/DivinationCardFromBoneToAshes",42,1,1,"From Bone to Ashes","Metadata/Items/DivinationCards/AbstractDivinationCard",55,1431,[],1,"","[305,1015,1025,1019,1016]",38,1,12012,-1751356550,[],"","","",[],[],"","","","","","","",[],[],"","",""
3333,"Metadata/Items/DivinationCards/DivinationCardDarkerHalf",42,1,1,"Darker Half","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1432,[],1,"","[1027,1029]",38,1,12013,-2029501942,[],"","","",[],[],"","","","","","","",[],[],"","",""
3334,"Metadata/Items/DivinationCards/DivinationCardBrokenTruce",42,1,1,"Broken Truce","Metadata/Items/DivinationCards/AbstractDivinationCard",62,1433,[],1,"","[305,1015,1016]",38,1,12014,1930022106,[],"","","",[],[],"","","","","","","",[],[],"","",""
3335,"Metadata/Items/DivinationCards/DivinationCardDoryanisEpiphany",42,1,1,"Doryani's Epiphany","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1434,[],1,"","[1027,1030]",38,0,12015,-377395804,[],"","","",[],[],"","","","","","","",[],[],"","",""
3336,"Metadata/Items/DivinationCards/DivinationCardEndlessNight",42,1,1,"Endless Night","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1435,[],1,"",[1015],38,1,12016,1053224839,[],"","","",[],[],"","","","","","","",[],[],"","",""
3337,"Metadata/Items/DivinationCards/DivinationCardTheShieldbearer",42,1,1,"The Shieldbearer","Metadata/Items/DivinationCards/AbstractDivinationCard",70,1436,[],1,"","[304,1015,1017]",38,1,12017,461044051,[],"","","",[],[],"","","","","","","",[],[],"","",""
3338,"Metadata/Items/DivinationCards/DivinationCardChokingGuilt",42,1,1,"Choking Guilt","Metadata/Items/DivinationCards/AbstractDivinationCard",80,1437,[],1,"","[306,1015,1018,1139]",38,1,12018,1214709012,[],"","","",[],[],"","","","","","","",[],[],"","",""
3339,"Metadata/Items/DivinationCards/DivinationCardTheEnforcer",42,1,1,"The Enforcer","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1438,[],1,"",[304],38,1,12019,-1613583270,[],"","","",[],[],"","","","","","","",[],[],"","",""
3340,"Metadata/Items/DivinationCards/DivinationCardTheShepherdsSandals",42,1,1,"The Shepherd's Sandals","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1439,[],1,"","[304,1015,1017,1019,1025]",38,1,12020,-2064220001,[],"","","",[],[],"","","","","","","",[],[],"","",""
3341,"Metadata/Items/DivinationCards/DivinationCardAzureRage",42,1,1,"Azure Rage","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1440,[],1,"",[1020],38,1,12021,276026525,[],"","","",[],[],"","","","","","","",[],[],"","",""
3342,"Metadata/Items/DivinationCards/DivinationCardTheLeviathan",42,1,1,"The Leviathan","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1441,[],1,"","[1015,1025,1019,1139]",38,1,12022,-1634648719,[],"","","",[],[],"","","","","","","",[],[],"","",""
3343,"Metadata/Items/DivinationCards/DivinationCardThePriceOfDevotion",42,1,1,"The Price of Devotion","Metadata/Items/DivinationCards/AbstractDivinationCard",75,1442,[],1,"","[306,1015,1025,1019,1018]",38,1,12023,1402030200,[],"","","",[],[],"","","","","","","",[],[],"","",""
3344,"Metadata/Items/DivinationCards/DivinationCardAstralProtection",42,1,1,"Astral Protection","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1443,[],1,"","[304,442]",38,1,12024,-1532323365,[],"","","",[],[],"","","","","","","",[],[],"","",""
3345,"Metadata/Items/DivinationCards/DivinationCardGemcuttersMercy",42,1,1,"Gemcutter's Mercy","Metadata/Items/DivinationCards/AbstractDivinationCard",38,1444,[],1,"",[1022],38,1,12025,-367377871,[],"","","",[],[],"","","","","","","",[],[],"","",""
3346,"Metadata/Items/DivinationCards/DivinationCardCheckmate",42,1,1,"Checkmate","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1445,[],1,"","[1027,1030]",38,1,12026,-1260372794,[],"","","",[],[],"","","","","","","",[],[],"","",""
3347,"Metadata/Items/DivinationCards/DivinationCardLetheanTemptation",42,1,1,"Lethean Temptation","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1446,[],1,"","[305,1015,1016,1139]",38,1,12027,-159774871,[],"","","",[],[],"","","","","","","",[],[],"","",""
3348,"Metadata/Items/DivinationCards/DivinationCardSomethingDark",42,1,1,"Something Dark","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1447,[],1,"",[],38,1,12028,1284844135,[],"","","",[],[],"","","","","","","",[],[],"","",""
3349,"Metadata/Items/DivinationCards/DivinationCardManWithBear",42,1,1,"Man With Bear","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1448,[],1,"",[],38,1,12029,-880854157,[],"","","",[],[],"","","","","","","",[],[],"","",""
3350,"Metadata/Items/DivinationCards/DivinationCardAliviasGrace",42,1,1,"Alivia's Grace","Metadata/Items/DivinationCards/AbstractDivinationCard",59,1449,[],1,"","[304,1015,1017]",38,1,12030,-703475766,[],"","","",[],[],"","","","","","","",[],[],"","",""
3351,"Metadata/Items/DivinationCards/DivinationCardAuspiciousAmbitions",42,1,1,"Auspicious Ambitions","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1450,[],1,"",[1139],38,1,12031,1971870295,[],"","","",[],[],"","","","","","","",[],[],"","",""
3352,"Metadata/Items/DivinationCards/DivinationCardDivineBeauty",42,1,1,"Divine Beauty","Metadata/Items/DivinationCards/AbstractDivinationCard",35,1451,[],1,"","[1027,1028]",38,1,12032,1817418141,[],"","","",[],[],"","","","","","","",[],[],"","",""
3353,"Metadata/Items/DivinationCards/DivinationCardTheWeddingGift",42,1,1,"The Wedding Gift","Metadata/Items/DivinationCards/AbstractDivinationCard",53,1452,[],1,"","[305,1015,1016]",38,1,12033,633259100,[],"","","",[],[],"","","","","","","",[],[],"","",""
3354,"Metadata/Items/DivinationCards/DivinationCardTheInsaneCat",42,1,1,"The Insane Cat","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1453,[],1,"","[306,1015,1025,1019,1018]",38,1,12034,-2001118430,[],"","","",[],[],"","","","","","","",[],[],"","",""
3355,"Metadata/Items/DivinationCards/DivinationCardEverChanging",42,1,1,"Ever-Changing","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1454,[],1,"","[1027,1028]",38,1,12035,1828232093,[],"","","",[],[],"","","","","","","",[],[],"","",""
3356,"Metadata/Items/DivinationCards/DivinationCardADustyMemory",42,1,1,"A Dusty Memory","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1455,[],1,"",[],38,1,12036,-276706906,[],"","","",[],[],"","","","","","","",[],[],"","",""
3357,"Metadata/Items/DivinationCards/DivinationCardTheReturnOfTheRat",42,1,1,"The Return of the Rat","Metadata/Items/DivinationCards/AbstractDivinationCard",55,1456,[],1,"","[306,1015,1018]",38,1,12037,-1773017740,[],"","","",[],[],"","","","","","","",[],[],"","",""
3358,"Metadata/Items/DivinationCards/DivinationCardTheFinishingTouch",42,1,1,"The Finishing Touch","Metadata/Items/DivinationCards/AbstractDivinationCard",61,1457,[],1,"","[1027,1030]",38,1,12038,1860052755,[],"","","",[],[],"","","","","","","",[],[],"","",""
3359,"Metadata/Items/QuestItems/Labyrinth/Trinkets/BaneOfTheLoyal",44,1,1,"Bane of the Loyal","Metadata/Items/Labyrinth/LabyrinthTrinket",1,883,[],1,"",[],38,0,12187,-344272436,[],"","","",[],[],"","","","","","","",[],[],"","",""
3360,"Metadata/Items/QuestItems/Labyrinth/Trinkets/HeartOfTheGargoyle",44,1,1,"Heart of the Gargoyle","Metadata/Items/Labyrinth/LabyrinthTrinket",1,884,[],1,"",[],38,0,12183,-1573619704,[],"","","",[],[],"","","","","","","",[],[],"","",""
3361,"Metadata/Items/QuestItems/Labyrinth/Trinkets/CubeOfAbsorption",44,1,1,"Cube Of Absorption","Metadata/Items/Labyrinth/LabyrinthTrinket",1,885,[],1,"",[],38,0,12186,100616037,[],"","","",[],[],"","","","","","","",[],[],"","",""
3362,"Metadata/Items/QuestItems/Labyrinth/Trinkets/OrbOfElementalEssence",44,1,1,"Orb of Elemental Dispersion","Metadata/Items/Labyrinth/LabyrinthTrinket",1,886,[],1,"",[],38,0,12185,-676964090,[],"","","",[],[],"","","","","","","",[],[],"","",""
3363,"Metadata/Items/QuestItems/Labyrinth/Trinkets/RodOfDetonation",44,1,1,"Rod of Detonation","Metadata/Items/Labyrinth/LabyrinthTrinket",1,887,[],1,"",[],38,0,12184,-51856389,[],"","","",[],[],"","","","","","","",[],[],"","",""
3364,"Metadata/Items/QuestItems/Labyrinth/Trinkets/VialOfPower",44,1,1,"Vial Of Power","Metadata/Items/Labyrinth/LabyrinthTrinket",1,112,[],1,"",[],38,0,12182,-727302986,[],"","","",[],[],"","","","","","","",[],[],"","",""
3365,"Metadata/Items/QuestItems/Labyrinth/Trinkets/SandOfEternity",44,1,1,"Sand of Eternity","Metadata/Items/Labyrinth/LabyrinthTrinket",1,888,[],1,"",[],38,0,12188,1212417739,[],"","","",[],[],"","","","","","","",[],[],"","",""
3366,"Metadata/Items/QuestItems/Labyrinth/Trinkets/CogsOfDisruption",44,1,1,"Cogs of Disruption","Metadata/Items/Labyrinth/LabyrinthTrinket",1,889,[],1,"",[],38,0,12189,-1235959944,[],"","","",[],[],"","","","","","","",[],[],"","",""
3367,"Metadata/Items/QuestItems/Labyrinth/Trinkets/BlackRoseOfAnarchy",44,1,1,"Black Rose of Anarchy","Metadata/Items/Labyrinth/LabyrinthTrinket",1,112,[],1,"",[],38,0,12190,-833756369,[],"","","",[],[],"","","","","","","",[],[],"","",""
3368,"Metadata/Items/QuestItems/Labyrinth/Trinkets/PortalShredder",44,1,1,"Portal Shredder","Metadata/Items/Labyrinth/LabyrinthTrinket",1,890,[],1,"",[],38,0,12191,-1438093248,[],"","","",[],[],"","","","","","","",[],[],"","",""
3369,"Metadata/Items/Labyrinth/OfferingToTheGoddess",45,1,1,"Offering to the Goddess","Metadata/Items/Labyrinth/OfferingToTheGoddess",1,956,[],1,"",[],38,0,12388,-76969445,[],"","","",[],[],2907,"","","","","","",[],[],"","",""
3370,"Metadata/Items/Leaguestones/BreachLeaguestone",47,1,1,"Breach Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13313],1,"",[200],12,0,12711,1058290887,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3371,"Metadata/Items/Leaguestones/ProphecyLeaguestone",47,1,1,"Prophecy Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[13449],1,"",[204],12,0,12737,-1759418466,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3372,"Metadata/Items/Leaguestones/PerandusLeaguestone",47,1,1,"Perandus Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[13469],1,"",[205],12,0,12712,-1110123812,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3373,"Metadata/Items/Leaguestones/EssenceLeaguestone",47,1,1,"Essence Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13325],1,"",[203],12,0,12710,873921121,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3374,"Metadata/Items/Leaguestones/TempestLeaguestone",47,1,1,"Tempest Leaguestone","Metadata/Items/Classic/Leaguestone",25,"",[13578],1,"",[211],12,0,12736,238887175,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3375,"Metadata/Items/Leaguestones/TalismanLeaguestone",47,1,1,"Talisman Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[13345],1,"",[206],12,0,12709,1873703950,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3376,"Metadata/Items/Leaguestones/AnarchyLeaguestone",47,1,1,"Anarchy Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[13361],1,"",[217],12,0,12708,-1146389103,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3377,"Metadata/Items/Leaguestones/DominationLeaguestone",47,1,1,"Domination Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13506],1,"",[210],12,0,12726,-85223671,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3378,"Metadata/Items/Leaguestones/WarbandsLeaguestone",47,1,1,"Warbands Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13522],1,"",[207],12,0,12727,976268011,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3379,"Metadata/Items/Leaguestones/RampageLeaguestone",47,1,1,"Rampage Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13537],1,"",[209],12,0,12728,735255747,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3380,"Metadata/Items/Leaguestones/BloodlinesLeaguestone",47,1,1,"Bloodlines Leaguestone","Metadata/Items/Classic/Leaguestone",10,"",[13565],1,"",[212],12,0,12729,-228066936,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3381,"Metadata/Items/Leaguestones/TormentLeaguestone",47,1,1,"Torment Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13557],1,"",[208],12,0,12730,-239476509,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3382,"Metadata/Items/Leaguestones/BeyondLeaguestone",47,1,1,"Beyond Leaguestone","Metadata/Items/Classic/Leaguestone",5,"",[13596],1,"",[213],12,0,12731,-331849813,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3383,"Metadata/Items/Leaguestones/OnslaughtLeaguestone",47,1,1,"Onslaught Leaguestone","Metadata/Items/Classic/Leaguestone",25,"",[13616],1,"",[218],12,0,12732,-1181169298,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3384,"Metadata/Items/Leaguestones/NemesisLeaguestone",47,1,1,"Nemesis Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[13626],1,"",[216],12,0,12733,-265214510,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3385,"Metadata/Items/Leaguestones/InvasionLeaguestone",47,1,1,"Invasion Leaguestone","Metadata/Items/Classic/Leaguestone",11,"",[13634],1,"",[215],12,0,12734,1177513994,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3386,"Metadata/Items/Leaguestones/AmbushLeaguestone",47,1,1,"Ambush Leaguestone","Metadata/Items/Classic/Leaguestone",1,"",[13638],1,"",[214],12,0,12735,-361391607,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3387,"Metadata/Items/Classic/MysteryLeaguestone",3,1,1,"Mystery Leaguestone","Metadata/Items/Currency/AbstractCurrency",1,"",[],2,34,[33],38,0,12725,-1923533203,[],"","",1,[],[],"","","","","","","",[],[],"","",""
3388,"Metadata/Items/Currency/CurrencyIncubationEssence",53,1,1,"Whispering Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13398,-196827215,[],"","","",[],[],3418,"","","","","","",[],[],"","",""
3389,"Metadata/Items/Currency/CurrencyIncubationCurrency",53,1,1,"Fine Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13387,-1587343767,[],"","","",[],[],3419,"","","","","","",[],[],"","",""
3390,"Metadata/Items/Currency/CurrencyIncubationUniques",53,1,1,"Singular Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13388,264219461,[],"","","",[],[],3420,"","","","","","",[],[],"","",""
3391,"Metadata/Items/Currency/CurrencyIncubationMaps",53,1,1,"Cartographer's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13390,-1748083163,[],"","","",[],[],3421,"","","","","","",[],[],"","",""
3392,"Metadata/Items/Currency/CurrencyIncubationUniqueMaps",53,1,1,"Otherworldly Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13390,-895569541,[],"","","",[],[],3422,"","","","","","",[],[],"","",""
3393,"Metadata/Items/Currency/CurrencyIncubationAbyss",53,1,1,"Abyssal Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13394,-32158101,[],"","","",[],[],3423,"","","","","","",[],[],"","",""
3394,"Metadata/Items/Currency/CurrencyIncubationFragments",53,1,1,"Fragmented Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13399,845992681,[],"","","",[],[],3424,"","","","","","",[],[],"","",""
3395,"Metadata/Items/Currency/CurrencyIncubationScarabs",53,1,1,"Skittering Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13400,-1345076443,[],"","","",[],[],3425,"","","","","","",[],[],"","",""
3396,"Metadata/Items/Currency/CurrencyIncubationEssenceHigh",53,1,1,"Infused Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13398,472361012,[],"","","",[],[],3426,"","","","","","",[],[],"","",""
3397,"Metadata/Items/Currency/CurrencyIncubationFossils",53,1,1,"Fossilised Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13401,1473528405,[],"","","",[],[],3427,"","","","","","",[],[],"","",""
3398,"Metadata/Items/Currency/CurrencyIncubationPerandus",53,1,1,"Kalguuran Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13395,466762017,[],"","","",[],[],3428,"","","","","","",[],[],"","",""
3399,"Metadata/Items/Currency/CurrencyIncubationDivination",53,1,1,"Diviner's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13403,-1526425580,[],"","","",[],[],3429,"","","","","","",[],[],"","",""
3400,"Metadata/Items/Currency/CurrencyIncubationTalismans",53,1,1,"Primal Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13406,351416199,[],"","","",[],[],3430,"","","","","","",[],[],"","",""
3401,"Metadata/Items/Currency/CurrencyIncubationLabyrinthHelm",53,1,1,"Enchanted Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13407,767416324,[],"","","",[],[],3431,"","","","","","",[],[],"","",""
3402,"Metadata/Items/Currency/CurrencyIncubationArmour6Linked",53,1,1,"Geomancer's Incubator","Metadata/Items/Legion/Incubator",1,"",[],1,34,[],38,0,13392,163813744,[],"","","",[],[],3432,"","","","","","",[],[],"","",""
