"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
6917,"Metadata/Monsters/VaalWraith/VaalWraithChampionTreasurer",2291,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraithChampion.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraithChampionTreasurer",[12738],1,"","",127,2,6,6,9,0,"[34,767,53,814,119,791,764,30,29,765,32,802,73,959]",133,[],105,105,700,500,0,"[396,7681,7682,6761,1666,8752]","Metadata/Monsters/VaalWraith/VaalWraithChampionTreasurer.ais","[6262,6263]","",4,"Vaal Flesh Merchant","Marchand de chair vaal","Vaal-Fleischhändler","ヴァール・フレッシュマーチャント","바알 살점 상인","Mercador de Carne Vaal","Торговец плотью ваал","Mercader de carne vaal","พ่อค้าเนื้อหนังวาล์","瓦爾鮮肉商",180,998,1995,[],[],"","","","",0,[8541],[25511],[],"",1,6,100,0,0,100,6917,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,998,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6918,"Metadata/Monsters/LeagueIncursion/Alva",2298,32,2,6,11,"[""Metadata/Monsters/LeagueIncursion/AlvaValai.act""]","[""Metadata/Monsters/LeagueIncursion/AlvaValai.ao""]","Metadata/Monsters/LeagueIncursion/AlvaValai",[],1,"","",100,3,25,2,10,0,"[34,766,71,48,791,796,803,764,815,1143,765,32,118,820]",200,[],105,105,700,500,0,"[396,9053,1667,6763,1668]","Metadata/Monsters/LeagueIncursion/AlvaValai.ais",[],"",1,"Alva, Master Explorer","Alva, Maître-exploratrice","Alva, Meisterentdeckerin","探検のマスター、アルヴァ","탐험의 대가 알바","Alva Valai","Альва, Мастер исследований","Alva, Maestra Exploradora","อัลวา มาสเตอร์แห่งการสํารวจ","探險大師艾瓦",200,400,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-22791,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,1,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6919,"Metadata/Monsters/Masters/Einhar",2299,37,2,6,60,"[""Metadata/Monsters/Masters/Einhar.act""]","[""Metadata/Monsters/Masters/Einhar.ao""]","Metadata/Monsters/Masters/Einhar",[16889],1,"","",100,3,25,4,4,0,"[34,766,786,71,48,809,796,803,765,822,32,118]",200,[],105,105,700,500,0,"[465,9054,9571,9573,9574,6744,6745,9600,6362,6363,6364,6365,6366,6367,9677]","Metadata/Monsters/Masters/Einhar.ais",[],"",1,"Einhar, Beastmaster","Einhar, Maître des Bêtes","Einhar, Meister der Bestien","ビーストマスター、アイナー","야수의 대가 아인하르","Einhar Frey","Эйнар, Мастер зверей","Einhar, Maestro de Bestias","ไอนาร์ มาสเตอร์แห่งสรรพสัตว์","野獸大師埃哈",200,400,1980,[],[],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,-3485,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6920,"Metadata/Monsters/Masters/EinharSupporter",2299,37,2,6,60,"[""Metadata/Monsters/Masters/Einhar.act""]","[""Metadata/Monsters/Masters/Einhar.ao""]","Metadata/Monsters/Masters/EinharSupporter",[],1,"","",100,3,6,4,4,0,"[34,766,786,71,48,809,796,803,765,822,32,118]",200,[],105,105,700,500,0,"[465,9054,9571,9575,9576,6746,6747,9600,6362,6363,6364,6365,6366,6367,9678,3596]","Metadata/Monsters/Masters/EinharSupporter.ais",[],"",1,"Einhar, Exilehunter","Einhar, Chasseur d'Exilés","Einhar, Jäger der Verbannten","追放者狩り、アイナー","유배자 사냥꾼 아인하르","Einhar, Exilado Caçador","Эйнар, охотник на изгнанников","Einhar, Cazador del exilio","ไอนาร์ นักล่าเอ็กไซล์","流亡獵人埃哈",200,400,1980,[],[],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,-20705,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6921,"Metadata/Monsters/Spiders/IncursionSpider",2301,20,4,5,7,"[""Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge.act""]","[""Metadata/Monsters/Spiders/BlackDeath/BlackDeathIncursionSpider.ao""]","Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge",[],1,"","",100,2,6,4,1,0,"[72,806,787,774,121,141,764,1143,31,29,765,822,76,801]",100,[],135,135,700,500,0,[397],"Metadata/Monsters/Standard.ais",[],"",11,"Bloodback Hatchling","Couvée dos-écarlate","Blutrücken-Schlüpfling","ブラッドバック・ハッチリング","붉은 등 새끼거미","Costa-Sangrenta Incubado","Кровоспинный детёныш","Progenie Espalda Sangrienta","ตัวอ่อนหลังโลหิต","血背幼蛛",144,600,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,24660,"","","F","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6922,"Metadata/Monsters/Spiders/IncursionSpiderBoss",2301,20,4,5,7,"[""Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge.act""]","[""Metadata/Monsters/Spiders/BlackDeath/BlackDeathIncursionSpider.ao""]","Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge",[6702],1,"","",100,2,6,4,1,0,"[72,793,806,787,774,121,141,764,31,29,765,822,76,801]",100,[],135,135,700,500,0,[406],"Metadata/Monsters/Standard.ais",[],"",11,"Bloodback Hatchling","Couvée dos-écarlate","Blutrücken-Schlüpfling","ブラッドバック・ハッチリング","붉은 등 새끼거미","Filhote Ensanguentado","Окровавленный малёк","Progenie Espalda Sangrienta","ตัวอ่อนหลังโลหิต","血背幼蛛",144,600,945,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-9465,"","","F","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6923,"Metadata/Monsters/Spiders/IncursionRobotSpider",2309,20,4,5,7,"[""Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge.act""]","[""Metadata/Monsters/Spiders/BlackDeath/BlackDeathIncursionRobotSpider.ao""]","Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge",[],1,"","",100,2,6,4,1,0,"[72,74,806,787,774,121,141,764,1143,31,765,822,76,801]",125,[],135,135,700,500,0,[397],"Metadata/Monsters/Standard.ais",[],"",11,"Augmented Hatchling","Couvée augmentée","Verstärkter Schlüpfling","強化されたハッチリング","강화된 새끼거미","Incubado Melhorado","Доработанный детёныш","Progenie Potenciada","ตัวอ่อนเสริมจักรกล","強化幼蛛",180,750,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30495,"","","F","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,750,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6924,"Metadata/Monsters/Spiders/IncursionRobotSpiderBoss",2309,20,4,5,7,"[""Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge.act""]","[""Metadata/Monsters/Spiders/BlackDeath/BlackDeathIncursionRobotSpider.ao""]","Metadata/Monsters/Spiders/BlackDeath/IncursionSpiderEmerge",[6702],1,"","",100,2,6,4,1,0,"[72,74,793,806,787,774,121,141,764,31,765,822,76,801]",125,[],135,135,700,500,0,[406],"Metadata/Monsters/Standard.ais",[],"",11,"Augmented Hatchling","Couvée augmentée","Verstärkter Schlüpfling","強化されたハッチリング","강화된 새끼거미","Filhote Ampliado","Усиленный малёк","Progenie Potenciada","ตัวอ่อนเสริมจักรกล","強化幼蛛",180,750,945,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-3731,"","","F","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,750,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6925,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssDelve",137,23,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyssSwordSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,2,1,0,"[239,993,806,775,777,774,796,764,1143,30,31,765,118,820,802,73]",100,[],20,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",1,"Primeval Watcher","Veilleur primitif","Urzeitlicher Wächter","太古のウォッチャー","원시 감시자","Observador Primitivo","Первобытный смотритель","Observador Primitivo","Primeval Watcher","史前看守者",70,200,1605,[7474],[7474],"",9,9,"",0,[],[7607],[],1,4,4,83,0,0,100,9017,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"","","",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6926,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssBoneLanceDelve",139,23,3,6,14,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,4,1,0,"[239,34,993,806,781,776,796,764,1143,30,31,765,822,118,802,73]",100,[],20,135,700,500,0,"[396,8406]","Metadata/Monsters/Skeletons/SkeletonBlackAbyss.ais",[],"",1,"Primeval Hunter","Chasseur primitif","Urzeitlicher Jäger","太古のハンター","원시 사냥꾼","Caçador Primitivo","Первобытный охотник","Cazador Primitivo","Primeval Hunter","史前獵者",80,240,1605,[13051],[],"",17,"","",0,[],[7607],[],1,2,4,83,0,0,100,5521,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"","","",0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6927,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssDelve2",137,23,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyssSwordSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,2,1,0,"[239,993,806,775,777,774,796,764,1143,30,31,765,118,820,802,73]",100,[],20,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",1,"Primeval Watcher","Veilleur primitif","Urzeitlicher Wächter","太古のウォッチャー","원시 감시자","Observador Primitivo","Первобытный смотритель","Observador Primitivo","Primeval Watcher","史前看守者",70,200,1605,[7474],[7474],"",9,9,"",0,[],[7607],[],1,4,4,10,0,0,100,24184,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6928,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssBoneLanceDelve2_",139,23,3,6,14,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,4,1,0,"[239,34,993,806,781,776,796,764,1143,30,31,765,822,118,802,73]",100,[],20,135,700,500,0,"[396,8406]","Metadata/Monsters/Skeletons/SkeletonBlackAbyss.ais",[],"",1,"Primeval Hunter","Chasseur primitif","Urzeitlicher Jäger","太古のハンター","원시 사냥꾼","Caçador Primitivo","Первобытный охотник","Cazador Primitivo","Primeval Hunter","史前獵者",80,240,1605,[13051],[],"",17,"","",0,[],[7607],[],1,2,4,10,0,0,100,-5821,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6929,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssDelve3",137,23,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyssSwordSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,2,1,0,"[239,993,806,775,777,774,796,764,1143,30,31,765,118,820,802,73]",100,[],20,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",1,"Primeval Watcher","Veilleur primitif","Urzeitlicher Wächter","太古のウォッチャー","원시 감시자","Observador Primitivo","Первобытный смотритель","Observador Primitivo","Primeval Watcher","史前看守者",70,200,1605,[7474],[7474],"",9,9,"",0,[],[7607],[],1,4,4,3,0,0,100,25851,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6930,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssBoneLanceDelve3",139,23,3,6,14,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,4,1,0,"[239,34,993,806,781,776,796,764,1143,30,31,765,822,118,802,73]",100,[],20,135,700,500,0,"[396,8406]","Metadata/Monsters/Skeletons/SkeletonBlackAbyss.ais",[],"",1,"Primeval Hunter","Chasseur primitif","Urzeitlicher Jäger","太古のハンター","원시 사냥꾼","Caçador Primitivo","Первобытный охотник","Cazador Primitivo","Primeval Hunter","史前獵者",80,240,1605,[13051],[],"",17,"","",0,[],[7607],[],1,2,4,3,0,0,100,22541,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6931,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssDelve4_",137,23,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyssSwordSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,2,1,0,"[239,993,806,775,777,774,796,764,1143,30,31,765,118,820,802,73]",100,[],20,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",1,"Primeval Watcher","Veilleur primitif","Urzeitlicher Wächter","太古のウォッチャー","원시 감시자","Observador Primitivo","Первобытный смотритель","Observador Primitivo","Primeval Watcher","史前看守者",70,200,1605,[7474],[7474],"",9,9,"",0,[],[7607],[],1,4,4,35,0,0,100,16824,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6932,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssBoneLanceDelve4",139,23,3,6,14,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,4,1,0,"[239,34,993,806,781,776,796,764,1143,30,31,765,822,118,802,73]",100,[],20,135,700,500,0,"[396,8406]","Metadata/Monsters/Skeletons/SkeletonBlackAbyss.ais",[],"",1,"Primeval Hunter","Chasseur primitif","Urzeitlicher Jäger","太古のハンター","원시 사냥꾼","Caçador Primitivo","Первобытный охотник","Cazador Primitivo","Primeval Hunter","史前獵者",80,240,1605,[13051],[],"",17,"","",0,[],[7607],[],1,2,4,35,0,0,100,-2004,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6933,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssDelve5",137,23,3,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyssSwordSword.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,2,1,0,"[239,993,806,775,777,774,796,764,1143,30,31,765,118,820,802,73]",100,[],20,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",1,"Primeval Watcher","Veilleur primitif","Urzeitlicher Wächter","太古のウォッチャー","원시 감시자","Observador Primitivo","Первобытный смотритель","Observador Primitivo","Primeval Watcher","史前看守者",70,200,1605,[7474],[7474],"",9,9,"",0,[],[7607],[],1,4,4,23,0,0,100,-2233,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6934,"Metadata/Monsters/Skeletons/SkeletonMeleeBlackAbyssBoneLanceDelve5",139,23,3,6,14,"[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeletonAbyss.ao""]","Metadata/Monsters/LeagueDelve/SkeletonAbyss","[7607,13368]",1,"","",100,3,6,4,1,0,"[239,34,993,806,781,776,796,764,1143,30,31,765,822,118,802,73]",100,[],20,135,700,500,0,"[396,8406]","Metadata/Monsters/Skeletons/SkeletonBlackAbyss.ais",[],"",1,"Primeval Hunter","Chasseur primitif","Urzeitlicher Jäger","太古のハンター","원시 사냥꾼","Caçador Primitivo","Первобытный охотник","Cazador Primitivo","Primeval Hunter","史前獵者",80,240,1605,[13051],[],"",17,"","",0,[],[7607],[],1,2,4,23,0,0,100,-4975,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6935,"Metadata/Monsters/ParasiticSquid/ParasiticSquidAbyssDelve",2017,26,3,6,10,"[""Metadata/Monsters/ParasiticSquid/ParasiticSquidAbyss.act""]","[""Metadata/Monsters/ParasiticSquid/ParasiticSquidAbyss.ao""]","Metadata/Monsters/LeagueDelve/ParasiticSquidAbyss","[14124,7607,15895,13368]",1,"","",100,3,6,6,1,0,"[239,72,34,993,806,777,774,121,797,764,1143,29,765,50,802]",100,[],20,135,700,500,0,"[396,5402]","Metadata/Monsters/ParasiticSquid/ParasiticSquidAbyss.ais",[],"",11,"Corpse Thief","Ravisseur de cadavres","Leichendieb","死体泥棒","시신 도둑","Ladrão de Cadáveres","Похититель трупов","Ladrón de Cadáveres","Corpse Thief","盜屍者",100,170,1755,[],[],"","","","",0,[],[7607],[],1,1,4,10,0,0,100,-20263,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"","","",0,0,0,170,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6936,"Metadata/Monsters/MineBat/MineBatAbyssDelve",2019,26,3,6,9,"[""Metadata/Monsters/MineBat/MineBatAbyss.act""]","[""Metadata/Monsters/MineBat/MineBatAbyss.ao""]","Metadata/Monsters/MineBat/MineBatAbyss","[14124,7607]",1,"","",100,2,6,5,1,0,"[239,823,72,34,767,993,806,140,777,774,49,796,764,1143,31,29,765,118,802]",110,[],105,105,700,500,0,"[397,3268]","Metadata/Monsters/MineBat/MineBatAbyss.ais",[],"",1,"Wellwing","Ailepuits","Schachtflügler","ウェルウィング","행운의 날개","Asa do Submundo","Подземный обитатель","Ala de Pozo","Wellwing","雄壯之翼",173,182,1500,[9922],[],"",9,"","",0,[],[7607],[],1,2,4,23,0,0,100,-31216,"","","F","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"",1,"",-10,10,0,182,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6937,"Metadata/Monsters/MineBat/MineBatAbyssLargeDelve",1272,31,3,6,9,"[""Metadata/Monsters/MineBat/MineBatAbyssLarge.act""]","[""Metadata/Monsters/MineBat/MineBatAbyssLarge.ao""]","Metadata/Monsters/MineBat/MineBatAbyssLarge","[14125,7607,13368]",1,"","",120,2,6,5,1,0,"[239,823,72,34,993,806,140,777,774,768,49,796,803,764,1143,31,29,765,118]",150,[],105,105,700,500,0,"[397,343,4198,4199,6264]","Metadata/Monsters/MineBat/MineBatAbyssLarge.ais",[],"",1,"Wellwing Matriarch","Matriarche ailepuits","Schachtflügler-Matriachin","ウェルウィング・メイトリアーク","행운의 날개 어미","Matriarca da Asa do Submundo","Подземный матриарх","Matriarca Ala de Pozo","Wellwing Matriarch","雄翼女酋",173,300,1500,[9922],[],"",9,"","",0,[],[7607],[10142],"",1,4,23,0,0,100,19094,"","","F","F","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"",1,"",-10,10,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6938,"Metadata/Monsters/HuhuGrub/AbyssGrubStationaryDelve",2040,0,3,6,8,"[""Metadata/Monsters/HuhuGrub/HuhuGrubStationary.act""]","[""Metadata/Monsters/HuhuGrub/HuhuGrubStationary.ao""]","Metadata/Monsters/LeagueDelve/HuhuGrubStationary","[14124,7607,13352,13368,7273]",1,"","",160,1,6,4,3,0,"[239,72,34,993,766,808,163,75,791,1143,30,31,765,822,32,118,794]",175,[],20,135,700,500,0,"[8667,8486,3984,4740,8668]","Metadata/Monsters/HuhuGrub/HuhuGrubStationary.ais",[],"",1,"Pitworm","Ver de fosse","Grubenwurm","ピットワーム","구덩이 벌레","Verme do Fosso","Глубинный червь","Gusano de Pozo","หนอนหลุม","坑穴蠕蟲",175,212,1950,[],[],"","","","",0,[],[],[],"",1,3,100,0,0,37,6866,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,212,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6939,"Metadata/Monsters/Vendigo/VendigoAbyssDelve",1795,26,3,6,10,"[""Metadata/Monsters/Vendigo/VendigoAbyss.act""]","[""Metadata/Monsters/Vendigo/VendigoDelveLarge.ao""]","Metadata/Monsters/LeagueDelve/VendigoAbyss","[14124,7607,13368]",1,"","",113,3,6,5,1,0,"[239,823,72,993,56,806,789,774,797,764,1143,31,29,765,118,802]",175,[],105,135,700,500,0,"[397,6266]","Metadata/Monsters/Vendigo/VendigoAbyss.ais",[],"",1,"Lightless Terror","Terreur sans-lumière","Lichtschluckender Schrecken","光なき恐怖","무광의 공포","Terror Sem Luz","Бессветный ужас","Terror Oscuro","Lightless Terror","黯光之恐",238,350,1695,[9922],[],"",6,"","",0,[],[7607],[],1,1,4,83,0,0,100,27948,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao",1,[],"",1,"",-5,5,0,350,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6940,"Metadata/Monsters/Spiders/DelveSpiderPacks",2303,40,2,3,7,"[""Metadata/Monsters/LeagueDelve/DelveSpider.act""]","[""Metadata/Monsters/LeagueDelve/DelveSpiderSwarm.ao""]","Metadata/Monsters/LeagueDelve/DelveSpider",[],1,"","",40,1,6,4,1,0,"[72,993,792,804,806,121,791,764,1143,31,29,765,822,76]",90,[],50,135,700,500,0,[397],"Metadata/Monsters/LeagueDelve/DelveSpider.ais",[],"",7,"Hatchling","Petite araignée","Schlüpfling","ハッチリング","새끼거미","Filhote","Малёк","Cría","Hatchling","幼蛛",90,90,1755,[9922],[],"","","","",0,[],[],[],1,3,4,88,0,0,100,-648,"","","F","M","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-10,10,0,90,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
