"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
11686,"AsalaA2DreadnoughtWarCry",[],"Give no quarter!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_26.ogg""]",338,0,"","",338,0,1,0,1,[300],"",0,[],100
11687,"AsalaA2DreadnoughtApproachingTheBeast",[],"It waits ahead... the Beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_27.ogg""]",338,0,"","",338,0,1,0,1,[300],"",0,[],100
11688,"AsalaA2DreadnoughtRespondToKingVengeance",[],"We shall see about that!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_28.ogg""]",338,0,"","",338,0,1,0,1,[300],"",0,[],100
11689,"AsalaA2DreadnoughtRespondToKingBow",[],"The Maraketh do not bow to kings. We skin them.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_14.ogg""]",338,0,"","",338,0,10,0,1,[300],"",0,[],100
11690,"AsalaA2DreadnoughtKingSlightlyInjured",[],"Submit! You are finished!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_29.ogg""]",338,0,"","",338,0,0,0,1,[300],"",0,[],100
11691,"AsalaA2DreadnoughtKingSlashesCart",[],"What are you doing?! ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_30.ogg""]",338,0,"","",338,0,0,0,1,[300],"",0,[],100
11692,"AsalaA2DreadnoughtWakesUp",[],"This is not over. Not yet.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_31.ogg""]",338,0,"","",338,0,20,0,1,[300],"",0,[],100
11693,"AsalaA2DreadnoughtSentenceToDeath",[],"Jamanra! I return you to the embrace of death! ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_32.ogg""]",338,0,"","",338,0,0,0,1,[300],"",0,[],100
11694,"AsalaA2DreadnoughtCutOffHisHead",[],"It is done.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_33.ogg""]",338,0,"","",338,0,0,0,1,[300],"",0,[],100
11695,"AsalaA2SpeechOne",[],"Jamanra, the pretender King... returns to his grave!","[""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11696,"AsalaA2SpeechTwo",[],"Let it echo across the Vastiri! I, Asala, Sekhema of the Ardura, vow to unite the <i>{Akharas!} The Faridun will be granted clemency, should they seek it. Every woman, man and child not fallen to Corruption will be welcomed as one... <i>{of our own!}","[""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11697,"AsalaA2SpeechThree",[],"We will build a new Keth, and we shall shine under the sun once again. That!... is my promise!","[""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11698,"AsalaA2FinishSpeechSeePlayer",[],"Ah. There you are. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_37.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11699,"AsalaA2AfterSpeechClassWitch",[1],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>We women of ambition must have each other's backs, wouldn't you say? You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11700,"AsalaA2AfterSpeechClassSorc",[7],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You have my gratitude, as a sister in arms.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11701,"AsalaA2AfterSpeechClassDruid",[11],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>Your kind are too rare in the Vastiri. Tell your brothers they are always welcome. You have my thanks, druid.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11702,"AsalaA2AfterSpeechClassTemplar",[5],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You are a credit to your order, Templar. You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11703,"AsalaA2AfterSpeechClassDuelist",[3],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You'll never find another arena quite like the Vastiri. You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11704,"AsalaA2AfterSpeechClassMercenary",[9],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You live to fight another day, mercenary. You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11705,"AsalaA2AfterSpeechClassShadow",[4],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>Your skills have been appreciated, Shadow. You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11706,"AsalaA2AfterSpeechClassMonk",[10],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>I never thought a servant of the Dreamer would... well, here we are. You have my thanks.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11707,"AsalaA2AfterSpeechClassRanger",[2],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>Descendant of the Maji. Yes, I recognise your lineage. You have my thanks, for all that you have done here.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11708,"AsalaA2AfterSpeechClassHuntress",[8],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You have my thanks, Azmerian. I hope you find what you are looking for.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11709,"AsalaA2AfterSpeechClassWarrior",[6],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You have my thanks, mighty one. You're a good man. Better than most.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11710,"AsalaA2AfterSpeechClassMarauder",[0],"We shall see what comes of that speech. The Faridun will fall in line, or they will suffer the same fate as their so-called <i>{King.} <continue>You have my thanks, Karui. I hope we never meet in battle.","[""Audio/Dialogue/Null.ogg"",""Audio/Dialogue/Null.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11711,"AsalaA2AboutCuttingOffKingsHead",[],"The war is over. I have given him an honourable death. This may prove to heal the wound between the Faridun and the Maraketh. <continue>Return with me. I must address my people.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_33_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_33_02.ogg""]",338,0,"","",338,0,1,0,1,[300],"",0,[],100
11712,"AsalaA2EndOfAct",[],"Yes, we can take you to the edge of the desert. Then, we will continue to track the Beast. You <i>{must} find a way to contain it. When we find out where it is being taken, we will seek you out. <continue>Until then, may the winds ever be calm on your path.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_37_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_37_02.ogg""]",338,0,"","",338,0,1,0,1,"[289,298]","",0,[],100
11713,"AsalaA2TheCountessGossip",[],"This 'Oriana' would find no allies among our <i>{akharas...} we are no strangers to the eternal war against Corruption. If she has allies in this region, they cannot be of the Maraketh.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_34.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11714,"AsalaA2HonorBoundGossip",[],"After the Beast of Highgate was slain, all other <i>{akharas} vowed to pursue and eradicate Corruption should it ever return. Never again will a sole akhara suffer the weight of history.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_35.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11715,"AsalaA2EndOfActGossip",[],"Jamanra is back where he belongs. I have given him a proper death. By removing his head, I acknowledged him. Though, he was never a King, despite what the Faridun may choose to believe. <continue>Those who have survived this war will be given a choice. It would be a waste to kill the Faridun who have proven themselves in battle... they may choose to be acknowledged. To have a place at the table. Or... they can remain outcasts. Either way, it is time to write a new chapter. <continue>Who knows what the future holds? After what has happened here, the other <i>{akharas} must consider joining the Ardura. I intend to be... persuasive.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_42_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_42_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_42_03.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11716,"HoodedOneA2Intro",[],"This outpost seems to be part of a trade route, so we should be able to find a Maraketh caravan. They are an honourable people, and I have no doubt they will assist us. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_01.ogg""]",338,0,"","",338,0,1,0,1,[311],"",0,[],100
11717,"HoodedOneA2OurNextMoveOne",[],"The Beast is on the move, twisting the desert as it goes, waking ancient dead and unknown horrors alike. The Countess brought it here as part of some nefarious plan. <continue>I assume she has allies here. We must track them down and convince them to give up this madness.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_02_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11718,"HoodedOneA2OnAsala",[],"Asala has agreed to aid us, exactly as I expected. The Beast represents an existential threat to all the peoples of Wraeclast, but even beyond that, she seems to be quite driven. <continue>She reminds me of a rambunctious young woman I once knew in Keth, who eventually rose to power, attained divinity, and led her people to greatness.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_03_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11719,"HoodedOneA2OnShambrin",[],"I am accustomed to others shivering and turning away when my gaze falls upon them, but I must confess, for once the feeling is reversed. <continue>Although she is blind, I sometimes have the strangest notion that she is looking at me - even at night.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_04_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11720,"HoodedOneA2OnRisu",[],"It takes courage to go against one's people. I once faced a similar decision. There were men and women like me, who believed themselves to be exceptional, and they were correct... terribly, horribly correct. <continue>I cursed myself to a permanent exile from my own peers by betraying them. I was unlike mortals, but hated by immortals. I was alone. <continue>I would do it all again... and I still might.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_05_03.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11721,"HoodedOneA2OnZarka",[],"You have no idea how much restraint it requires to listen to tales of peoples and places I knew, yet <i>{not} correct her. <continue>She's close, I shall grant her that. Often startlingly so, in certain details or sequences of events, but the spirit of what happened thousands of years ago, the <i>{essence} of that life... it has been embellished. Yet other times, the stories convey only a pale shadow, and the true magnificence is lost. <continue>Or is it my memories that have drifted with time? I suppose we shall never know, because those days are gone, never to return... all that I once loved has been dust hundreds of years longer than you have even been alive.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_06_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_06_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_06_03.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11722,"HoodedOneA2OnSunClanHyenas",[],"Those creatures are too coherent and intelligent to be manifestations of Corruption. I suspect they are the descendants of Divine tampering. <continue>There was a being I once knew in the ancient days, a trickster who would have appreciated someone to laugh at his ill-conceived humour. What more perfect audience for a sickening jester than a pack of gibbering hyenas?","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_07_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_07_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11723,"HoodedOneA2OnTheMaraketh",[],"The Maraketh have a cultural history deeper than most know. Theirs is a strict tradition, bordering on brutal, but it is that adherence to shared beliefs that has kept them strong when entire Empires have come and gone around them.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_08.ogg""]",338,0,"","",338,0,1,0,1,"[312,311]","",0,[],100
11724,"HoodedOneA2OnSlavery",[],"Yes, I have seen the slaves pulling the carts. I am uncomfortable with the practice, but from what I understand, it allows those captured in battle to serve rather than simply being executed. <continue>There are not enough resources to keep prisoners who do not work. In this harsh land, it is perhaps the lesser of two evils. That is... what I tell myself, at least.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_09_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_09_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11725,"HoodedOneA2OurNextMoveAfterAncientGates",[],"The Countess has used Corruption to resurrect Jamanra, and they have escaped with the Beast... thankfully, we have some idea what the Faridun intend. <continue>We must reach Deshar as soon as possible.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_10_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_10_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11726,"HoodedOneA2OnTheFaridun",[],"They call themselves the Faridun in this era, but they have died out and been reborn many times. They are not an independent culture. They are the Maraketh's dark secret, the inevitable consequence of life's haphazard nature. <continue>A society cannot simply purge itself of the weak, the ill, or the disadvantaged. Those unwanted newborns who are abandoned among the dunes... they rarely die, no matter how much the Maraketh wish to make them simply disappear. <continue>No, they live. The Faridun are the shadow of the Maraketh, always just out of sight, always watching. They rescue those children and raise them on the outside, looking in. An unspoken relief for the father and mother that must give up their child, but a gathering storm fated to one day return home with a fury.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_11_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_11_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_11_03.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11727,"HoodedOneA2OnKethAfterVisiting",[],"Ah, Keth. Now nothing but dunes of sand, but once, it was glorious. The waters flowed in patterns crafted by artisans of skill beyond belief. The hanging gardens could impress even the most jaded heart.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_12.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11728,"HoodedOneA2OnTheValleyOfTitans",[],"Do not tarry long in that valley. There are ancient pacts in this world that govern more than you and I are meant to know, but we still may suffer the consequences if we break them. Do what you must, and then abscond.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_13.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11729,"HoodedOneA2OnTheMastodonBadlands",[],"The lost-men of the Badlands have no knowledge of our wars. They will attack you because they do not understand you. It is unfortunate, but we cannot allow them to stand in the way. <continue>This conflict will determine their fate as well, so in a sense, we are saving them despite themselves. The greater good is all that matters.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_14_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_14_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11730,"HoodedOneA2OnTheSpires",[],"I am not Maraketh, but I did come to love this land and its people. They built their necropolis during the height of Keth's power, so I am pleasantly surprised to find that the towers are still standing. <continue>In the end, the works of Man may outlast the gods themselves.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_15_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_15_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11731,"HoodedOneA2OurNextMoveAfterBlowingHorn",[],"The path to Deshar has been opened. Infiltrate the towers, and stop the Faridun from feeding the Beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_18.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11732,"HoodedOneA2OurNextMoveAfterSpires",[],"We are out of time. The Beast may already be too dangerous to contain through mortal means. The time for all-out war has arrived. <continue>Help the Ardura attack the Faridun war machine before it is too late!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_19_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_19_02.ogg""]",338,0,"","",338,0,1,0,1,[312],"",0,[],100
11733,"HoodedOneA2RevealIntroduction",[],"My worst fears have been realised. The Beast is beyond our means now.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_20.ogg""]",338,0,"","",338,0,1,0,1,[313],"",0,[],100
11734,"HoodedOneA2RevealIntroduction_HoodDown",[],"My worst fears have been realised. The Beast is beyond our means now.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_20_NoHood.ogg""]",338,0,"","",338,0,1,0,1,[313],"",0,[],100
11735,"HoodedOneA2RevealIntroductionTwo",[],"You're right. I have not been entirely forthcoming ... it is time I told you who I truly am.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Mentor/MentorA2_21.ogg""]",338,0,"","",338,0,1,0,1,[313],"",0,[],100
