"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
1480,4214,3,1900,[],[],9411,"","[1775,3726,949,2287]","[4,100,5,40]",0,"",[],0,"","","",[],"Caustic Bombard","Bombardement caustique","Ätzende Bombarde","コースティックボンバード","부식성 폭격","Bombardeio Cáustic","Ядовитая бомбардировка","Bombardeo cáustico","โปรยระเบิดกัดกร่อน","腐蝕轟炸",0,[],0,0,[],[],[],[],[],""
1481,4216,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1482,4216,1,1900,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Caustic Bomb","Bombe caustique","Ätzende Bombe","コースティックボム","부식성 폭탄","Bomba Cáustica","Ядовитая бомба","Bomba cáustica","ระเบิดกัดกร่อน","腐蝕炸彈",0,[],0,0,[],[],[],[],[],""
1483,5366,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1484,5396,1,4923,[],[],9409,"",[],[],0,"",[],0,"","","",[21522],"Egg Mortar","Mortier d'œuf","Spinneneier-Wurf","エッグモーター","알 박격포","Morteiro de Ovos","Яичная мортира","Mortero de huevos","โยนไข่ลอย","彈砲擊",0,[],0,0,[],[],[],[],[],""
1485,5396,2,3761,[],[],9410,"",[],[],0,"",[],0,"","","",[21522],"Chaos Tendrils","Filaments du chaos","Chaosranken","カオステンドリル","카오스 덩굴","Tentáculos Caóticos","Побеги хаоса","Centellas de caos","สายฟ้าเคออสแลบ","混沌釋放",0,[],0,0,[],[],[],[],[],""
1486,5396,3,5817,[],[],9411,"",[],[],0,"",[],0,"","","",[21522],"Laser Barrage","Salve de lasers","Laser-Sperrfeuer","レーザーバラージ","레이저 연발 사격","Barragem de Laser","Лазерный залп","Aluvión de lásers","ยิงเลเซอร์เป็นชุด","雷射彈幕",0,[],0,0,[],[],[],[],[],""
1487,5396,4,4625,[],[],9416,"","[173,215]","[2,-80]",0,"",[],0,"","","",[21522],"Corrupt Webs","Toiles de corruption","Verderbte Netze","コラプトウェブ","타락한 거미줄","Teias Corrompidas","Оскверняющая паутина","Telarañas corruptas","ใยแมงมุมที่มีมลทิน","腐化之網",0,[],0,0,[],[],[],[],[],""
1488,137,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1489,137,2,350,[],[],9473,9,[2359],[1],0,175,[],0,"","","",[],"Beast Cleave","Taillade bestiale","Bestien-Spalten","ビーストクリーヴ","야수 회전베기","Cutilada Bestial","Звериное разрубание","Hendidura bestial","ปาดอสูร","野獸劈砍",0,[],33,0,[],[],[],[],[],""
1490,137,3,160,[],[],9474,13,[1920],[-50],0,9523,[9506],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],"Beast Slam","Fracas bestial","Bestienhieb","ビーストスラム","야수 강타","Pancada Bestial","Звериный удар","Impacto bestial","ทุบอสูร","野獸重擊",0,[],60,25,[50],[434],[],[],[],""
1491,1530,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1492,1530,2,349,[],[],9410,"","[883,2154]","[1,7]",0,9500,[],0,"","","",[],"Volatile Crawlers","Grouillants instables","Explosive Kriecher","ヴォラタイルクローラー","폭발성 파행 벌레","Rastejadores Voláteis","Нестабильные ползуны","Orugas volátiles","ตัวเลื้อยระเบิด","爆裂毒蠍",0,[],0,0,[],[],[],[],[],""
1493,1531,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1494,1531,2,349,[],[],9410,"","[883,2154]","[1,7]",0,9500,[],0,"","","",[],"Volatile Crawlers","Grouillants instables","Explosive Kriecher","ヴォラタイルクローラー","폭발성 파행 벌레","Rastejadores Voláteis","Нестабильные ползуны","Orugas volátiles","ตัวเลื้อยระเบิด","爆裂毒蠍",0,[],0,0,[],[],[],[],[],""
1495,2053,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1496,2053,1,4709,[],[],9409,"",[4375],[50],0,"",[],0,"","","",[],"Bladefall","Averse de lames","Klingenhagel","ブレードフォール","칼날비","Chuva de Lâminas","Мечепад","Caída de filos","มีดร่วง","虛空刀雨",0,[],50,0,[],[],[],[],[],""
1497,2053,4,4709,[],[],9496,"","[7941,6253]","[-1,60]",0,"",[],0,"","","",[],"Bladefall","Averse de lames","Klingenhagel","ブレードフォール","칼날비","Chuva de Lâminas","Мечепад","Caída de filos","มีดร่วง","虛空刀雨",88,[],-10,0,[],[],[],[],[],""
1498,3874,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1499,3874,1,741,[],[],9463,"",[6035],[100],0,"",[],0,"","","",[],"Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","กระโจนทุบ","躍擊",0,[],0,0,[],[],[],[],[],""
1500,880,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1501,880,1,1428,[],[],9427,"","[173,485]","[4,100]",0,"",[],0,"","","",[],"Snake Spit","Crachat de venin","Schlangenspucken","スネークスピット","뱀 침","Cuspe de Cobra","Плевок змеи","Escupitajo de serpiente","น้ำลายอสรพิษ","毒蛇噴吐",49,[],30,0,[],[],[],[],[],""
1502,1108,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1503,1207,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1504,1207,4,350,[],[],9420,114,"[1211,1973]","[-50,-50]",0,9524,[5056],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],"Caustic Blast","Explosion caustique","Ätzende Explosion","コースティックブラスト","부식성 폭발","Explosão Cáustica","Ядовитый взрыв","Explosión cáustica","ระเบิดกัดกร่อน","腐蝕爆破",0,[],0,50,[33],[434],[],[],"[3727,109]",""
1505,1209,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1506,1209,4,350,[],[],9420,114,"[1211,1973]","[-50,-50]",0,9524,[5056],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],"Caustic Blast","Explosion caustique","Ätzende Explosion","コースティックブラスト","부식성 폭발","Explosão Cáustica","Ядовитый взрыв","Explosión cáustica","ระเบิดกัดกร่อน","腐蝕爆破",0,[],0,50,[33],[434],[],[],"[3727,109]",""
1507,1211,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1508,1211,4,350,[],[],9420,114,"[1211,1973]","[-50,-50]",0,9524,[5056],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],"Caustic Blast","Explosion caustique","Ätzende Explosion","コースティックブラスト","부식성 폭발","Explosão Cáustica","Ядовитый взрыв","Explosión cáustica","ระเบิดกัดกร่อน","腐蝕爆破",0,[],0,50,[33],[434],[],[],"[3727,109]",""
1509,1459,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1510,1459,2,690,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","กระโจนทุบ","躍擊",0,[],0,0,[],[],[],[],[],""
1511,1459,3,690,[1211],[-25],9566,114,[173],[2],0,9519,[9575],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","on_event_metatrigger_for_GeometryTrigger = \""TriggerSkill( MetamorphosisMortar, InFront );\""",[],"Maw Barrage","Salve de morsures","Schlund-Sperrfeuer","モーバラージ","큰턱 연발 사격","Barragem de Mandíbulas","Утробный залп","Aluvión de fauces","Maw ยิงเป็นชุด","裂齒獸彈幕",95,[],-40,0,"[2,40,15]","[173,3208,2501]",[],[],[3729],""
1512,1535,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1513,1535,2,349,[],[],9410,"","[883,2154]","[1,7]",0,9500,[],0,"","","",[],"Volatile Crawlers","Grouillants instables","Explosive Kriecher","ヴォラタイルクローラー","폭발성 파행 벌레","Rastejadores Voláteis","Нестабильные ползуны","Orugas volátiles","ตัวเลื้อยระเบิด","爆裂毒蠍",0,[],0,0,[],[],[],[],[],""
1514,1881,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1515,1881,1,4616,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Caustic Mortar","Mortier caustique","Ätzende Geschosse","コースティックモーター","부식성 박격포","Morteiro Cáustico","Ядовитая мортира","Mortero cáustico","กระสุนกัดกร่อนลอย","腐蝕砲擊",0,[],0,0,[],[],[],[],[],""
1516,1881,4,4616,[],[],9456,"","[357,2501,6152,1777]","[4000,15,2,1]",0,"",[],0,"","","",[],"Caustic Bombardment","Bombardement caustique","Ätzendes Bombardement","コースティックボンバードメント","부식성 포격","Bombardeio Cáustic","Ядовитая бомбардировка","Bombardeo cáustico","โปรยระเบิดกัดกร่อน","腐蝕轟擊",98,[],-40,0,[],[],[],[],[],""
1517,1882,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1518,3042,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1519,3042,1,6522,[],[],9472,"",[196],[1],0,"",[],0,"","","",[],"Blinding Gaze","Regard aveuglant","Blendender Blick","ブラインディングゲイズ","실명의 응시","Olhar Cegante","Ослебляющее дыхание","Mirada cegadora","สายตาเจิดจ้า","致盲凝視",0,[],80,0,[],[],[],[],[],""
1520,3042,3,350,[],[],9566,114,[],[],0,9519,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","on_event_metatrigger_for_GeometryTrigger = \""TriggerSkill( MetamorphosisMetaProjectileSpell );\""",[],"Squid Ink","Encre de calamar","Tintenfischtinte","スクイッドインク","오징어 먹물","Tinda de Lula","Чернила осьминога","Tinta de calamar","หมึกปลาหมึก","烏賊墨汁",95,[],-60,0,[],[],[],[],[3729],""
1521,3956,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1522,3956,2,4216,[],[],9473,"",[],[],0,"","[5719,7293,6143]",0,"","","on_event_contact_for_GroundSlam = \""TriggerSkill( TriggerCascade, TargetLocation, NoFlags, 0, 100% );\""",[],"Vile Slam","Fracas ignoble","Niederträchtiger Hieb","ヴァイルスラム","끔찍한 강타","Pancada Vil","Подлый удр","Impacto vil","ทุบนรก","下流之擊",0,[],0,0,[],[],[],[],[],""
1523,3842,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1524,3842,1,3885,[],[],9409,"","[173,175]","[2,-20]",0,"",[],0,"","","",[],"Frost Spheres","Globes de givre","Kugeln des Frosts","フロストスフィア","서리 구","Esferas Gélidas","Морозные сферы","Esferas de escarcha","บอลน้ำแข็ง","冰球",0,[],0,0,[],[],[],[],[],""
1525,3842,4,3885,[],[],9531,"",[175],[-33],0,"",[],0,"","","",[],"Frost Fling","Lancer de givre","Frostschleuder","フロストフリング","서리 내던지기","Lança Gelo","Морозный бросок","Lanzamiento de escarcha","น้ำแข็งพุ่ง","寒冰爆破",122,[],0,0,[],[],[],[],[],""
1526,5203,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1527,5203,1,5712,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Wand Strike","Frappe à la baguette","Zauberstab-Schlag","ワンドストライク","마법봉 타격","Golpe de Varinha","Удар жезлом","Golpe de varita","ไม้กายสิทธิ์ฟาด","魔杖之擊",0,[],0,0,[],[],[],[],[],""
1528,5203,2,5722,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Blood Warp","Téléportation ensanglantée","Blut-Teleportation","ブラッドワープ","피의 차원 이동","Teleporte Sangrento","Кровавое перемещение","Teletransporte de sangre","วาร์ปโลหิต","鮮血傳送",0,[],0,0,[],[],[],[],[],""
1529,5203,3,5715,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Blood Bubble","Bulle de sang","Blutblase","ブラッドバブル","피 거품","Bolha Sangrenta","Кровавый пузырь","Burbuja de sangre","ฟองโลหิต","鮮血泡泡",0,[],0,0,[],[],[],[],[],""
