"rownum","Metadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32"
1278,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",4,"[7458,7462,7463]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1279,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",9,"[7458,7462,7463]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1280,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",13,"[7458,7462,7463]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1281,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",25,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1282,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",40,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1283,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",55,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1284,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",68,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1285,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",73,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1286,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",78,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1287,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",80,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1288,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",83,"[7458,7462,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1289,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",1,"[7459,7460,7461,7463]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1290,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",4,"[7459,7460,7461,7463]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1291,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",9,"[7459,7460,7461,7463]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1292,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",13,"[7459,7460,7461,7463]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1293,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",25,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1294,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",40,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1295,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",55,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1296,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",68,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1297,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",73,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1298,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",78,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1299,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",80,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1300,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_1",83,"[7459,7460,7461,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1301,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",1,"[7459,7460,7462,7463]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1302,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",4,"[7459,7460,7462,7463]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1303,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",9,"[7459,7460,7462,7463]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1304,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",13,"[7459,7460,7462,7463]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1305,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",25,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1306,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",40,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1307,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",55,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1308,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",68,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1309,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",73,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1310,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",78,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1311,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",80,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1312,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed3_2",83,"[7459,7460,7462,7463]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"","","","","[3,3,4,1]",0,0,0,0
1313,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",1,"[7459,7460,7461]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1314,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",4,"[7459,7460,7461]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1315,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",9,"[7459,7460,7461]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1316,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",13,"[7459,7460,7461]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1317,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",25,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1318,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",40,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1319,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",55,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1320,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",68,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1321,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",73,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1322,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",78,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1323,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",80,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1324,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_1",83,"[7459,7460,7461]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1325,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",1,"[7459,7460,7462]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1326,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",4,"[7459,7460,7462]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1327,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",9,"[7459,7460,7462]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1328,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",13,"[7459,7460,7462]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1329,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",25,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1330,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",40,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1331,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",55,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1332,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",68,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1333,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",73,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1334,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",78,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1335,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",80,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1336,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed4_2",83,"[7459,7460,7462]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"ModifyState( spawn_count, +1 );","","","","[3,3,2]",0,0,0,0
1337,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_boss",1,[7464],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","","","",0,0,0,0,3,1,"",1,"","","","",[],0,0,0,0
1338,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",1,[7468],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1339,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",4,[7468],15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1340,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",9,[7468],15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","",[],0,0,0,0
1341,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",13,[7468],15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","",[],0,0,0,0
1342,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",25,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","",[],0,0,0,0
1343,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",40,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1344,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",55,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1345,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",68,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1346,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",73,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1347,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",78,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1348,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",80,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1349,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slow",83,[7468],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1350,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",1,"[7465,7466,7467]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1351,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",4,"[7465,7466,7467]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1352,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",9,"[7465,7466,7467]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1353,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",13,"[7465,7466,7467]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1354,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",25,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1355,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",40,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1356,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",55,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1357,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",68,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1358,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",73,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1359,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",78,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1360,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",80,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1361,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed",83,"[7465,7466,7467]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1362,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",1,"[7465,7466,7467]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1363,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",4,"[7465,7466,7467]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1364,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",9,"[7465,7466,7467]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1365,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",13,"[7465,7466,7467]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1366,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",25,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1367,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",40,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1368,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",55,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1369,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",68,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1370,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",73,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1371,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",78,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1372,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",80,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1373,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_mixed2",83,"[7465,7466,7467]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"","","","","[5,1,5]",0,0,0,0
1374,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",1,[7469],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1375,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",4,[7469],15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1376,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",9,[7469],15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,8,0,"",1,"",1,"","","","",[],0,0,0,0
1377,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",13,[7469],15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,11,0,"",1,"",1,"","","","",[],0,0,0,0
1378,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",25,[7469],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,14,0,"",1,"",1,"","","","",[],0,0,0,0
1379,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",40,[7469],15,0,0,0,567,903,0,0,"",1,1,"","",1,"","","","",0,0,15,0,"",1,"",1,"","","","",[],0,0,0,0
1380,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",55,[7469],15,0,0,0,328,510,0,0,"",1,1,"","",1,"","","","",0,0,15,0,"",1,"",1,"","","","",[],0,0,0,0
1381,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",68,[7469],15,0,0,0,328,510,0,0,"",1,1,"","",1,"","","","",0,0,15,0,"",1,"",1,"","","","",[],0,0,0,0
1382,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_goatman_slammer",73,[7469],15,0,0,0,285,440,0,0,"",1,1,"","",1,"","","","",0,0,15,0,"",1,"",1,"","","","",[],0,0,0,0
