"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
3177,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonWings",40,2,2,"Apollyon Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,776705,0,0,0,"",-1335085995,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3178,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonCloak",40,2,2,"Apollyon Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,776961,0,0,0,"",242109191,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3179,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionApollyonCharacterEffect",40,2,2,"Apollyon Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,777217,0,0,0,"",1678656975,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3180,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonPortalEffect",40,2,2,"Apollyon Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,777473,0,0,0,"",-26752476,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3181,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionApollyonFootprintsEffect",40,2,2,"Apollyon Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,777729,0,0,0,"",-1325626221,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3182,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionUltimatumBrimmedHat",40,2,2,"Ultimatum Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,777985,0,0,0,"",-2135203529,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3183,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionHelmet",40,2,2,"Oblivion Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,778241,0,0,0,"",-615734187,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3184,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBoots",40,2,2,"Oblivion Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,778497,0,0,0,"",-504836796,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3185,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionGloves",40,2,2,"Oblivion Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,778753,0,0,0,"",814796607,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3186,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBodyArmour",40,2,2,"Oblivion Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,779009,0,0,0,"",-1897579704,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3187,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionWings",40,2,2,"Oblivion Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,779265,0,0,0,"",-852939162,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3188,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionToxicRainEffect",40,2,2,"Oblivion Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,779521,0,0,0,"",489844835,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3189,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionFlameWallEffect",40,2,2,"Oblivion Flame Wall Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,779777,0,0,0,"",1322386492,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3190,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionRaiseSpectreSkin",40,2,2,"Oblivion Raise Spectre Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,780033,0,0,0,"",264765857,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3191,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionSummonRagingSpirits",40,2,2,"Oblivion Summon Raging Spirits","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,780289,0,0,0,"",-1800012933,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3192,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionRaiseZombieSkin",40,2,2,"Oblivion Raise Zombie Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,780545,0,0,0,"",2063519138,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3193,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionSummonSkeletonsSkin",40,2,2,"Oblivion Summon Skeletons Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,780801,0,0,0,"",-1269196853,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3194,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionFireballEffect",40,2,2,"Oblivion Fireball Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,781057,0,0,0,"",-666479626,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3195,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionGroundSlamEffect",40,2,2,"Oblivion Ground Slam Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,781313,0,0,0,"",-1374066347,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3196,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOblivionRainofArrowsEffect",40,2,2,"Oblivion Rain of Arrows Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,781569,0,0,0,"",-1909217149,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3197,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOnyxOblivionRaiseSpectreSkin",40,2,2,"Onyx Oblivion Raise Spectre Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,781825,0,0,0,"",1670706276,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3198,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOnyxOblivionSummonRagingSpirits",40,2,2,"Onyx Oblivion Summon Raging Spirits","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,782081,0,0,0,"",-1435385896,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3199,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOnyxOblivionRaiseZombieSkin",40,2,2,"Onyx Oblivion Raise Zombie Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,782337,0,0,0,"",575896799,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3200,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOnyxOblivionSummonSkeletonsSkin",40,2,2,"Onyx Oblivion Summon Skeletons Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,782593,0,0,0,"",789862717,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3201,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOnyxOblivionFireballEffect",40,2,2,"Onyx Oblivion Fireball Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,782849,0,0,0,"",-929027590,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3202,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOnyxOblivionGroundSlamEffect",40,2,2,"Onyx Oblivion Ground Slam Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,783105,0,0,0,"",-94863645,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3203,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOnyxOblivionRainofArrowsEffect",40,2,2,"Onyx Oblivion Rain of Arrows Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,783361,0,0,0,"",973319038,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3204,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionPortalEffect",40,2,2,"Oblivion Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,783617,0,0,0,"",-942535340,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3205,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBodyArmour1",40,2,2,"Oblivion Body Armour I","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,783873,0,0,0,"",-970343344,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3206,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBodyArmour2",40,2,2,"Oblivion Body Armour II","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,784129,0,0,0,"",936880861,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3207,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOblivionBodyArmour3",40,2,2,"Oblivion Body Armour III","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,784385,0,0,0,"",1586524364,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3208,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiHelmet",40,2,2,"Jingwei Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,784641,0,0,0,"",1522774482,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3209,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiBoots",40,2,2,"Jingwei Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,784897,0,0,0,"",1799854471,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3210,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiGloves",40,2,2,"Jingwei Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,785153,0,0,0,"",1971544580,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3211,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiBodyArmour",40,2,2,"Jingwei Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,785409,0,0,0,"",-2052976822,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3212,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiWings",40,2,2,"Jingwei Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,785665,0,0,0,"",2038343412,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3213,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiCloak",40,2,2,"Jingwei Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,785921,0,0,0,"",966804110,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3214,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiWeapon",40,2,2,"Jingwei Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,786177,0,0,0,"",349808877,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3215,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiWeaponEffect",40,2,2,"Jingwei Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,786433,0,0,0,"",1191772861,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3216,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionJingweiApparitionEffect",40,2,2,"Jingwei Apparition Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,786689,0,0,0,"",713914900,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3217,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiPortalEffect",40,2,2,"Jingwei Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,786945,0,0,0,"",-1520456577,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3218,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionJingweiCharacterEffect",40,2,2,"Jingwei Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,787201,0,0,0,"",-1016926419,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3219,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionJingweiFootprintsEffect",40,2,2,"Jingwei Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,787457,0,0,0,"",-1010887576,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3220,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionJingweiPortraitFrame",40,2,2,"Jingwei Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,787713,0,0,0,"",-1117650151,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3221,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbHelmet",40,2,2,"Vaal Orb Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,787969,0,0,0,"",-1440620559,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3222,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbBoots",40,2,2,"Vaal Orb Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,788225,0,0,0,"",-17657504,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3223,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbGloves",40,2,2,"Vaal Orb Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,788481,0,0,0,"",-1385175807,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3224,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbBodyArmour",40,2,2,"Vaal Orb Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,788737,0,0,0,"",412057558,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3225,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbCloak",40,2,2,"Vaal Orb Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,788993,0,0,0,"",-2144134862,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3226,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbWeapon",40,2,2,"Vaal Orb Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,789505,0,0,0,"",-197493946,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3227,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVaalOrbShield",40,2,2,"Vaal Orb Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,789249,0,0,0,"",-588104174,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3228,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionVaalOrbCharacterEffect",40,2,2,"Vaal Orb Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,789761,0,0,0,"",-1819641550,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3229,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVaalOrbIceShotEffect",40,2,2,"Vaal Orb Ice Shot Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,790273,0,0,0,"",1417842818,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3230,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVaalOrbVoidSphereEffect",40,2,2,"Vaal Orb Void Sphere Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,790017,0,0,0,"",-246631779,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3231,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVaalOrbCremationEffect",40,2,2,"Vaal Orb Cremation Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,790529,0,0,0,"",-501104746,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3232,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantHelmet",40,2,2,"Merchant Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,790785,0,0,0,"",1727442679,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3233,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantBoots",40,2,2,"Merchant Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,791041,0,0,0,"",1674125163,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3234,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantGloves",40,2,2,"Merchant Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,791297,0,0,0,"",282128167,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3235,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantBodyArmour",40,2,2,"Merchant Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,791553,0,0,0,"",1951428188,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3236,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantBackAttachment",40,2,2,"Merchant Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,791809,0,0,0,"",1077875474,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3237,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMerchantWeapon",40,2,2,"Merchant Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,792065,0,0,0,"",1478445867,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3238,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMerchantBlinkandMirrorArrowEffect",40,2,2,"Merchant Blink and Mirror Arrow Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,792321,0,0,0,"",-672150357,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3239,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMerchantAuraEffect",40,2,2,"Merchant Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,792577,0,0,0,"",1816632018,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3240,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismContagionEffect",40,2,2,"Sunprism Contagion Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,792833,0,0,0,"",-448510552,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3241,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismWitherEffect",40,2,2,"Sunprism Wither Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,793089,0,0,0,"",-229027238,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3242,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismBlightEffect",40,2,2,"Sunprism Blight Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,793345,0,0,0,"",551040464,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3243,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunprismEssenceDrainEffect",40,2,2,"Sunprism Essence Drain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,793601,0,0,0,"",-2034258937,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3244,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianWaveofConvictionEffect",40,2,2,"Stygian Wave of Conviction Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,793857,0,0,0,"",1281746067,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3245,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianPunctureEffect",40,2,2,"Stygian Puncture Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,794113,0,0,0,"",274131652,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3246,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionColdsnapShield",40,2,2,"Coldsnap Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,794369,0,0,0,"",-400570587,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3247,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSlitherWings",40,2,2,"Slither Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,794625,0,0,0,"",-1004812039,[],252,"","",[],[],-16843010,-16843010,"","","","",""
3248,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicEnsnaringArrowEffect",40,2,2,"Demonic Ensnaring Arrow Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],30,794881,0,0,0,"",919626326,[],252,"","",[],[],-16843010,-16843010,"","","","",""
