"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
2166,"totem_ranged_crits2682","Art/2DArt/SkillIcons/passives/RangedTotemCriticalStrikes.dds","[3048,3049]",20,10,0,0,27444,"Totem Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2167,"totem_ranged_notable2670","Art/2DArt/SkillIcons/passives/RangedTotemOffensive.dds","[1788,10550,10571]",24,1,1,0,15290,"Watchtowers",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2168,"totem_ranged_defence2674","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[451],36,0,0,0,48822,"Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2169,"totem_ranged_defence2672","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[451],36,0,0,0,2219,"Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2170,"totem_ranged_notable2673","Art/2DArt/SkillIcons/passives/totemlife.dds","[166,1788,10550,10570]",30,25,1,-1,27925,"[UNUSED] RAT Defensive Notable",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2171,"totem_attack_damage2676","Art/2DArt/SkillIcons/passives/totemattackspeed.dds","[1788,1838]",10,4,0,0,7786,"Totem Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2172,"totem_attack_damage2677","Art/2DArt/SkillIcons/passives/totemattackspeed.dds","[1788,1838]",10,4,0,0,55648,"Totem Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2173,"totem_attack_damage2678","Art/2DArt/SkillIcons/passives/totemdamage.dds","[1788,1342]",10,10,0,0,46291,"Totem Damage and Placement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2174,"totem_attack_notable2679","Art/2DArt/SkillIcons/passives/AttackTotemOffensive.dds","[1788,1838,10575]",30,8,1,0,544,"Surveillance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2175,"totem_attack_notable2680","Art/2DArt/SkillIcons/passives/AttackTotemMultiple.dds","[10550,9673,1788]",1,50,30,0,61039,"Panopticon",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2176,"shock_attacks_notable2681","Art/2DArt/SkillIcons/passives/clustersLink3.dds","[15174,15171]",20,10,0,0,46471,"Powerful Bond",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2177,"shock_attacks2682","Art/2DArt/SkillIcons/passives/clustersLinknode2.dds","[15171,15173]",10,10,0,0,21048,"Link Duration and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2178,"shock_attacks2683","Art/2DArt/SkillIcons/passives/clustersLinknode2.dds",[15171],10,0,0,0,10555,"Link Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2179,"shock_attacks2684","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],1,0,0,0,33378,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2180,"ignite_attacks_notable2685","Art/2DArt/SkillIcons/passives/FireAilment.dds","[14142,70]",12,6,0,0,36736,"Burning Brutality",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2181,"ignite_attacks2686","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[1657],15,0,0,0,26365,"Attack Ignite Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2182,"ignite_attacks2687","Art/2DArt/SkillIcons/passives/firedamagestr.dds","[1657,70]",10,3,0,0,12415,"Attack Ignite Chance and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2183,"ignite_attacks2688","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[14142],6,0,0,0,7187,"Burning Damage Multiplier with Attacks",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2184,"call_to_arms_keystone2691","Art/2DArt/SkillIcons/passives/CallToArms.dds",[11984],1,0,0,0,23090,"Call to Arms",[],1,"","Follow me, and I will show you strength!","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2185,"eternal_youth_keytone2692","Art/2DArt/SkillIcons/passives/EternalYouth.dds",[9410],1,0,0,0,21650,"Eternal Youth",[],1,"","Burn the spirit to vitalise the flesh.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2186,"glancing_blows_keystone2693","Art/2DArt/SkillIcons/passives/GlancingBlows.dds",[9578],1,0,0,0,39713,"Glancing Blows",[],1,"","Utter trust in your defence unleashes ultimate potential.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2187,"wind_dancer_keystone2694","Art/2DArt/SkillIcons/passives/WindDancer.dds",[9631],1,0,0,0,11239,"Wind Dancer",[],1,"","Invite the enemy when you are strong, evade them when you are weak;\r\nstrike with the coming of the storm.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2188,"the_agnostic_keystone2695","Art/2DArt/SkillIcons/passives/MiracleMaker.dds",[9453],1,0,0,0,19732,"The Agnostic",[],1,"","Put your faith in intellect rather than mysticism.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2189,"supreme_ego_keystone2696","Art/2DArt/SkillIcons/passives/SupremeEgo.dds",[9743],1,0,0,0,49639,"Supreme Ego",[],1,"","You are the heart of the empire, shining bright so that all are lifted up by your light.\r\nLet none tell you otherwise.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2190,"warcry_generic2697","Art/2DArt/SkillIcons/passives/GenericWarcryNode1.dds",[5514],10,0,0,0,53987,"Warcry Buff Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2191,"warcry_generic2698","Art/2DArt/SkillIcons/passives/GenericWarcryNode2.dds","[3483,3393]",15,15,0,0,11792,"Warcry Speed and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2192,"warcry_generic2699","Art/2DArt/SkillIcons/passives/GenericWarcryNode3.dds","[3580,3393]",12,15,0,0,47426,"Warcry Cooldown Recovery and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2193,"warcry_generic2700","Art/2DArt/SkillIcons/passives/GenericWarcryNode2.dds","[3483,10992]",15,15,0,0,10594,"Warcry Speed and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2194,"warcry_generic2701","Art/2DArt/SkillIcons/passives/GenericWarcryNode3.dds","[3580,10992]",12,15,0,0,57992,"Warcry Cooldown Recovery and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2195,"warcry_speed2704","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds",[3483],15,0,0,0,61602,"Warcry Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2196,"warcry_speed2705","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3483,3580]",15,12,0,0,15451,"Warcry Speed and Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2197,"warcry_cooldown2707","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3580],10,0,0,0,19261,"Warcry Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2198,"warcry_cooldown2708","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds",[10992],20,0,0,0,64181,"Warcry Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2199,"warcry_cooldown_notable2709_","Art/2DArt/SkillIcons/passives/DeepBreathsNotable.dds","[3580,10992,12095]",30,30,20,0,49445,"Deep Breaths",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2200,"warcry_empowered2710","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds",[12091],20,0,0,0,63027,"Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2201,"warcry_empowered2711","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds","[3580,12091]",12,15,0,0,65400,"Warcry Cooldown Recovery and Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2202,"warcry_empowered2712","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds","[3483,12091]",15,15,0,0,36200,"Warcry Speed and Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2203,"warcry_empowered_notable2713","Art/2DArt/SkillIcons/passives/MeasuredFuryNotable.dds",[14343],1,0,0,0,34973,"Measured Fury",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2204,"warcry_damage2715","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3580],12,0,0,0,224,"Warcry Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2205,"warcry_damage2716","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3580],12,0,0,0,43833,"Warcry Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2206,"warcry_damage2717","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3483,12091]",15,15,0,0,58004,"Warcry Speed and Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2207,"warcry_damage2718","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3483,12091]",15,15,0,0,1308,"Warcry Speed and Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2208,"warcry_damage_notable2719","Art/2DArt/SkillIcons/passives/Unfaltering.dds","[11789,3466,4605]",120,30,-50,0,14001,"Unfaltering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2209,"herald_damage2721","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[11029],10,0,0,0,31383,"Damage while you have a Herald",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2210,"herald_reservation2722","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14935],10,0,0,0,51213,"Reservation Efficiency of Heralds",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2211,"herald_reservation2723","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14935],10,0,0,0,36107,"Reservation Efficiency of Heralds",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2212,"herald_effect2724","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7474],10,0,0,0,60989,"Herald Buff Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2213,"herald_effect2725","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7474],10,0,0,0,63039,"Herald Buff Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2214,"herald_notable2726","Art/2DArt/SkillIcons/passives/HeraldDamageNotable.dds","[11033,7474]",15,20,0,0,35233,"Discord Artisan",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2215,"unleash2728","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11661],10,0,0,0,23511,"Seal Generation Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2216,"unleash2729_","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11661],10,0,0,0,59778,"Seal Generation Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2217,"strikes_damage2731_","Art/2DArt/SkillIcons/passives/damagemelee.dds",[1361],12,0,0,0,29797,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2218,"strikes_range2732","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1361,1231]",10,1,0,0,18009,"Melee Damage and Strike Range",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2219,"strikes_range2733","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1361,1231]",10,1,0,0,2092,"Melee Damage and Strike Range",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2220,"strikes_speed2734","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1361,12056]",10,15,0,0,25175,"Melee Damage and Splash Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2221,"strikes_speed2735","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1361,12056]",10,15,0,0,53791,"Melee Damage and Splash Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2222,"reduced_proj_speed2738","Art/2DArt/SkillIcons/passives/ProjectilesNode2.dds","[175,498]",-10,10,0,0,52288,"Projectile Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2223,"reduced_proj_speed_notable2739","Art/2DArt/SkillIcons/passives/ReducedProjectileSpeedNotable.dds","[175,12026]",-10,40,0,0,31513,"Adjacent Animosity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2224,"reduced_duration2740","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,52099,"Reduced Skill Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2225,"reduced_duration2741","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,14090,"Reduced Skill Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2226,"reduced_duration_notable2742","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds","[215,6340]",-15,15,0,0,4207,"Window of Opportunity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2227,"corpses_damage2744","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4758],14,0,0,0,37175,"Damage if Consumed a Corpse",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2228,"corpses_life2745","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9955],10,0,0,0,36371,"Corpse Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2229,"corpses_life2746","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9955],10,0,0,0,11200,"Corpse Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2230,"corpses_speed2747_","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4758],16,0,0,0,16970,"Damage if Consumed a Corpse",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2231,"corpses_notable2748","Art/2DArt/SkillIcons/passives/CorpsesNotable.dds","[4758,12062,6794]",30,120,2,0,25439,"Undertaker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2232,"banners2750","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[845],12,0,0,0,41082,"Aura Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2233,"banner_notable2751","Art/2DArt/SkillIcons/passives/BannersNotable.dds","[11476,12085]",15,30,0,0,63033,"Bannerman",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2234,"elusive2753","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14787,138]",4,10,0,0,9769,"Spell Suppression and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2235,"elusive2754","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14787,138]",4,10,0,0,49515,"Spell Suppression and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2236,"elusive_notable2755","Art/2DArt/SkillIcons/passives/SpellSupressionAndEnergyShieldNotable.dds","[14787,15229]",10,50,0,0,24067,"Instinct",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2237,"stances2756","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1361,1231]",10,1,0,0,38772,"Melee Damage and Strike Range",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2238,"stances2757","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1361,1231]",10,1,0,0,32053,"Melee Damage and Strike Range",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2239,"stances_notable2758_","Art/2DArt/SkillIcons/passives/MeleeRange2.dds","[1361,15226]",24,4,0,0,19730,"Assured Strike",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2240,"ailmentres2759","Art/2DArt/SkillIcons/passives/crystalskin.dds","[621,13439]",10,-10,0,0,651,"Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2241,"ailmentres_fire2760","Art/2DArt/SkillIcons/passives/avoidburning.dds",[207],20,0,0,0,43057,"Ignite Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2242,"ailmentres_cold2761","Art/2DArt/SkillIcons/passives/avoidchilling.dds","[2593,206]",-20,20,0,0,9149,"Chill and Freeze Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2243,"ailmentres_lightning2762","Art/2DArt/SkillIcons/passives/lightningdex.dds",[3592],-20,0,0,0,3398,"Shock Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2244,"ailmentres_notable2763","Art/2DArt/SkillIcons/passives/ElementalAilmentResistance.dds","[948,621,13439]",1,20,-20,0,11820,"Anointed Flesh",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2245,"impale_twohand2764","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[12018],10,0,0,0,864,"Impale Effect with Two Handed Weapons",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2246,"impale_twohand2765","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[12017],10,0,0,0,61388,"Impale Chance with Two Handed Weapons",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2247,"impale_twohand_notable2766","Art/2DArt/SkillIcons/passives/TwoHandedweaponImpalesNotable.dds","[12019,12017,12036]",30,20,50,0,24858,"Harpooner",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2248,"poisonspells_chance2767","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11525],10,0,0,0,5018,"Chance to Poison with Spells",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2249,"poisonspells_damage2768","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11525],15,0,0,0,11984,"Chance to Poison with Spells",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2250,"poisonspells_chance2769","Art/2DArt/SkillIcons/passives/castspeed.dds","[3366,216]",15,3,0,0,45810,"Poison Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2251,"poisonspells_chance2770","Art/2DArt/SkillIcons/passives/castspeed.dds","[3366,216]",15,3,0,0,13168,"Poison Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2252,"poisonspells_notable2771","Art/2DArt/SkillIcons/passives/PoisonSpellsNotable.dds","[11416,12009]",12,-5,0,0,58032,"Serpentine Spellslinger",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2253,"increased_mana_cost2773","Art/2DArt/SkillIcons/passives/IncreasedManaCostNode.dds","[213,130]",-5,10,0,0,25714,"Mana Regeneration and Increased Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2254,"increased_mana_cost_notable2774","Art/2DArt/SkillIcons/passives/IncreasedManaCostNotable.dds","[128,213,130]",20,-10,15,0,26960,"Forethought",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2255,"intensify2776_","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],12,0,0,0,48553,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2256,"intensify_notable2777","Art/2DArt/SkillIcons/passives/InfusedFlesh.dds","[9540,124]",18,0,0,0,37403,"Infused Flesh",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2257,"sacred_bastion_keystone2779","Art/2DArt/SkillIcons/passives/SacredBastionKeystone.dds",[12108],1,0,0,0,24720,"Imbalanced Guard",[],1,"","Layer only your most vital areas, child. We have less steel,\r\nbut we are willing to bleed, and that is why we will be victorious.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2258,"impaler_keystone2780","Art/2DArt/SkillIcons/passives/ImpaleKeystone.dds",[12101],1,0,0,0,57257,"The Impaler",[],1,"","Punish your enemies with the excessive cruelty of a tyrant,\r\nthen move on without a second thought.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2259,"brand_duration_and_damage_2780","Art/2DArt/SkillIcons/passives/Brand2.dds",[8590],12,0,0,0,52655,"Brand Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2260,"brand_duration_2781","Art/2DArt/SkillIcons/passives/Brand2.dds",[8590],15,0,0,0,4270,"Brand Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2261,"brand_recall_cooldown_2782","Art/2DArt/SkillIcons/passives/Brand2.dds",[8613],15,0,0,0,35035,"Brand Recall Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
2262,"brand_duration_and_cooldown_notable_2783","Art/2DArt/SkillIcons/passives/Brand2.dds","[8590,8613,8440]",20,20,2,0,64355,"Brand Equity",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2263,"chain_notable_2785","Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds",[11849],30,0,0,0,45329,"Trick Shot",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
2264,"fork_notable_2786","Art/2DArt/SkillIcons/passives/ForkingProjectilesNotable.dds",[12086],50,0,0,0,7069,"Split Shot",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"",""
