"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
1098,"Metadata/Projectiles/SpearThrow","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/LightningSpearThrow/projectile/projectile.ao""]","[""loop""]","[""impact""]",2500,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1099,"Metadata/Projectiles/MutantBirdMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1100,"Metadata/Projectiles/FireSpear","[""Metadata/Effects/Spells/spear_blazinglance/projectile_01.ao""]","[""projectile_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1101,"Metadata/Projectiles/DemonVineSprayTotemProjectileFast","[""Metadata/Monsters/Totems/DemonVine/Effects/Ao/BarrageArrow.ao""]","[""idle""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1102,"Metadata/Projectiles/ForsakenSon","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/glaive_projectile.ao""]","[""loop""]","[""end""]",1000,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1103,"Metadata/Projectiles/LightningSpear","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/LightningSpearThrow/projectile/projectile.ao""]","[""loop""]","[""impact""]",2500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1104,"Metadata/Projectiles/DemonVineMortarTotemMortar","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/goop_secondary_mortar.ao""]","[""animate""]",[],550,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1105,"Metadata/Projectiles/BaronBloodProjectile","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile.ao""]","[""projectile""]","[""impact""]",1750,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1106,"Metadata/Projectiles/IceSpearThrow","[""Metadata/Effects/Spells/shattering_mine/shards.ao""]","[""shard_01""]","[""impact""]",2500,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1107,"Metadata/Projectiles/IceSpearThrowOnceProjectiles","[""Metadata/Effects/Spells/shattering_mine/shards.ao""]","[""shard_01""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1108,"Metadata/Projectiles/IceSpearThrowVortexProjectiles","[""Metadata/Effects/Spells/frozen_spear/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1109,"Metadata/Projectiles/BaronBloodSpike","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_spike_01.ao""]","[""run""]","[""end""]",2700,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1110,"Metadata/Projectiles/BaronBloodSpike2","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_spike_02.ao""]","[""run""]","[""end""]",2700,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1111,"Metadata/Projectiles/BaronBloodSpike3","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_spike_03.ao""]","[""run""]","[""end""]",2700,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1112,"Metadata/Projectiles/BaronBloodSpike4","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_spike_04.ao""]","[""run""]","[""end""]",2700,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1113,"Metadata/Projectiles/BaronBloodSpike5","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_spike_05.ao""]","[""run""]","[""end""]",2700,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1114,"Metadata/Projectiles/RamGiantWheel","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RamGiant/proj_wheel.ao""]","[""once""]",[],1500,1,4,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[4],"","","","","","","","","","",[],[]
1115,"Metadata/Projectiles/BaronBloodWallProjectileSmall","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_small.ao""]","[""projectile""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1116,"Metadata/Projectiles/BaronBloodWallProjectileMedium","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_medium.ao""]","[""projectile""]","[""impact""]",1400,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1117,"Metadata/Projectiles/BaronBloodWallProjectileLarge","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/blood_projectile_large.ao""]","[""projectile""]","[""impact""]",1000,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1118,"Metadata/Projectiles/MutewindJavelin","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MutewindJavelinThrower/MutewindJavelinThrower.ao""]","[""loop""]","[""end""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",100,100,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1119,"Metadata/Projectiles/MutantBirdVomitMortarSmall","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1120,"Metadata/Projectiles/MutantBirdVomitMortarMedium","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1121,"Metadata/Projectiles/MutantBirdVomitMortarLarge","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1122,"Metadata/Projectiles/BaronBloodWallMortarSmall","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/wall_mortar.ao""]","[""once""]",[],1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,40,40,0,[],"",[],"","","","","","","","","","",[],[]
1123,"Metadata/Projectiles/BaronBloodWallMortarMedium","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/wall_mortar.ao""]","[""once""]",[],1500,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,75,75,0,[],"",[],"","","","","","","","","","",[],[]
1124,"Metadata/Projectiles/BaronBloodWallMortarLarge","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/wall_mortar.ao""]","[""once""]",[],1500,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,125,125,0,[],"",[],"","","","","","","","","","",[],[]
1125,"Metadata/Projectiles/HyenaCentaurSpear","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SunClanScavenger/rig.ao""]","[""loop""]","[""end""]",2750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",100,100,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1126,"Metadata/Projectiles/HyenaCentaurSpearBallistic","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SunClanScavenger/rig.ao""]","[""loop""]","[""end""]",2750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",100,100,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1127,"Metadata/Projectiles/VultureRegurgitatorMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/VultureRegurgitator/Projectile.ao""]","[""animate""]",[],350,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1128,"Metadata/Projectiles/HeartseekerBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Gianna/projectile.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1129,"Metadata/Projectiles/HeartseekerBloodMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Heartseeker/big_mortar_proj.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1130,"Metadata/Projectiles/RisenArbalestMultiShot","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RisenArbalest/multishot_proj.ao""]","[""loop""]","[""end""]",2600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1131,"Metadata/Projectiles/RisenArbalestBurningSnipe","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RisenArbalest/burning_proj.ao""]","[""loop""]","[""end""]",3500,"",3,"","","Metadata/Projectiles/Projectile",5465,0,0,0,3,"","","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RisenArbalest/burning_proj_stuck.ao""]","",100,100,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1132,"Metadata/Projectiles/BlackStriderMassMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/spray_mortar_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/spray_mortar_02.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/spray_mortar_03.ao"",""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/spray_mortar_04.ao""]","[""animate""]",[],1200,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],"","","","","","","","","","",[],[]
1133,"Metadata/Projectiles/BlackStriderWebProjectile","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/webmortar.ao""]","[""animate""]",[],800,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1134,"Metadata/Projectiles/RisenArbalestBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RisenArbalest/basic_proj.ao""]","[""loop""]","[""end""]",2600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1135,"Metadata/Projectiles/BanditGirlGhostSpear","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MutewindBanditGirl/spear_proj.ao""]","[""animate""]",[],1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1136,"Metadata/Projectiles/GuardedAssaultSpear","[""Metadata/Effects/Spells/spear_guarded/spear_projectile.ao""]","[""projectile_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5543,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1137,"Metadata/Projectiles/BoneCultistBasicFire","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BoneCultistsZealots/fire_projectile.ao""]","[""proj""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1138,"Metadata/Projectiles/BoneCultistBasicLightning","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BoneCultistsZealots/lightning_projectile.ao""]","[""proj""]","[""impact""]",2700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1139,"Metadata/Projectiles/BoneCultistNecromancerBolt","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BoneCultists/projectile.ao""]","[""proj""]","[""impact""]",2000,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1140,"Metadata/Projectiles/RetreatingThrow","[""Metadata/Effects/Spells/spear_backstep/spear_backstep_proj.ao""]","[""spear_proj_01""]","[""spear_proj_impact_01""]",2500,"",3,"","","Metadata/Projectiles/Projectile",5488,0,0,0,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1141,"Metadata/Projectiles/ShellMonsterDeathMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/ShellMonster/plasma_mortar.ao""]","[""mortar_01""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1142,"Metadata/Projectiles/ShellMonsterDeathMortarPoison","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Brimstone_Crab/mortar.ao""]","[""mortar_01""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1143,"Metadata/Projectiles/DeceleratingProjectileSerpentClan","[""Metadata/Monsters/SerpentClanMonster/Effects/Ao/cursespell.ao""]","[""projectile""]","[""impact_01""]",1100,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1144,"Metadata/Projectiles/DeceleratingProjectileSerpentClanSanctum","[""Metadata/Monsters/SerpentClanMonster/Effects/Ao/cursespell.ao""]","[""projectile""]","[""projectile_idle_01""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1145,"Metadata/Projectiles/DeceleratingProjectileSerpentClanBoss","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SerpentClanBoss/decel_proj.ao""]","[""projectile""]","[""idle_projectile""]",1100,1,2,"","","Metadata/Projectiles/ServerProjectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1146,"Metadata/Projectiles/DeceleratingProjectileSerpentClanBossIdleForImpact","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SerpentClanBoss/decel_proj.ao""]","[""projectile""]","[""idle_projectile""]",1100,"",2,"","","Metadata/Projectiles/ServerProjectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1147,"Metadata/Projectiles/ComboSpear","[""Metadata/Effects/Spells/spear_shrapnel/spear_proj.ao""]","[""spear_proj_01""]","[""spear_proj_impact_01""]",2500,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1148,"Metadata/Projectiles/AcolyteMortar","[""Metadata/Monsters/MarAcolyte/Effects/Ao/mortarprojectile.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1149,"Metadata/Projectiles/MundaneMagiMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MundaneMagi/censer_mortar.ao""]","[""mortar_01""]",[],500,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1150,"Metadata/Projectiles/MundaneMagiMortarSanctum","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MundaneMagi/censer_mortar_big.ao""]","[""mortar_01""]",[],250,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1151,"Metadata/Projectiles/MundaneMagiBasic","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MundaneMagi/censer_fire_proj.ao""]","[""proj_01""]","[""impact_01""]",1350,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1152,"Metadata/Projectiles/PitifulSkullMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PitifulFabrications/mortar.ao""]","[""animate""]","[""impact_01""]",1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1153,"Metadata/Projectiles/DemonVineSprayTotemProjectileLightning","[""Metadata/Monsters/Totems/DemonVine/Effects/Ao/LightningArrow.ao""]","[""idle""]","[""impact""]",3000,"",2,"","","Metadata/Projectiles/Projectile",5518,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1154,"Metadata/Projectiles/RamGiantMortar","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RamGiant/vomit_mortar.ao""]","[""mortar""]","[""impact_01""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1155,"Metadata/Projectiles/ComboSpearShatter","[""Metadata/Effects/Spells/spear_shrapnel/shard_proj.ao""]","[""shard_proj_01""]",[],2500,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1156,"Metadata/Projectiles/WebTetheringArrow","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MeleeSpider/web_projectile.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
