"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","rid_38","i32_54","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_58","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_90","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_94","i32_98","i32_102","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_106","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_110","i32_114","i32_118","i32_122","i32_126","f32_130","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_134","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_138","i32_142","rid_146","i32_162","i32_166","i32_170","i32_174","i32_178","i32_182","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_186","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_190","i32_194","i32_198","i32_202","i32_206","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_210","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_214","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
1790,"Metadata/Chests/SlumsJar_10",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_10.ao""]","",2,984743936,1110179840,1130233856,610271232,581566464,1100218368,1107034112,1136263168,944766976,482476032,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1308622848,738197504,1577058304,1610612736,-1442840576,-1811939328,-67108864,-1174405120,1342177280,-1040187392,1082,1090,1091,1060,1058,1089,1089,1091,1080,1052,0,0,-1308622848,738197504,1577058304,1610612736,-1442840576,-1811939328,-67108864,-1174405120,1342177280,-1040187392,1082,1090,1091,1060,1058,1089,1089,1091,1080,1052,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,738197504,1577058304,1610612736,-1442840576,-1811939328,-67108864,-1174405120,1342177280,-1040187392,1082,1090,1091,1060,1058,1089,1089,1091,1080,1052,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
1791,"Metadata/Chests/SlumsJar_11",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_11.ao""]","",4,996409344,1121845248,1141899264,621936640,593231872,1111883776,1118699520,1147928576,956432384,494141440,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1677721600,-570425344,268435456,301989888,1543503872,1174405120,-1375731712,1811939328,33554432,1946157056,1083,1090,1092,1061,1059,1090,1090,1092,1081,1053,0,0,1677721600,-570425344,268435456,301989888,1543503872,1174405120,-1375731712,1811939328,33554432,1946157056,1083,1090,1092,1061,1059,1090,1090,1092,1081,1053,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,-570425344,268435456,301989888,1543503872,1174405120,-1375731712,1811939328,33554432,1946157056,1083,1090,1092,1061,1059,1090,1090,1092,1081,1053,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1792,"Metadata/Chests/SlumsJar_12",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_12.ao""]","",4,1008074752,1133510656,1153564672,633602048,604897280,1123549184,1130364928,1159593984,968097792,505806848,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,369098752,-1879048192,-1040187392,-1006632960,234881024,-134217728,1610612736,503316480,-1275068416,637534208,1084,1091,1092,1061,1060,1090,1091,1093,1081,1054,0,0,369098752,-1879048192,-1040187392,-1006632960,234881024,-134217728,1610612736,503316480,-1275068416,637534208,1084,1091,1092,1061,1060,1090,1091,1093,1081,1054,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,-1879048192,-1040187392,-1006632960,234881024,-134217728,1610612736,503316480,-1275068416,637534208,1084,1091,1092,1061,1060,1090,1091,1093,1081,1054,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1793,"Metadata/Chests/SlumsJar_13",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_13.ao""]","",4,1019740160,1145176064,1165230080,645267456,616562688,1135214592,1142030336,1171259392,979763200,517472256,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-939524096,1107296256,1946157056,1979711488,-1073741824,-1442840576,301989888,-805306368,1711276032,-671088640,1084,1092,1093,1062,1060,1091,1092,1093,1082,1054,0,0,-939524096,1107296256,1946157056,1979711488,-1073741824,-1442840576,301989888,-805306368,1711276032,-671088640,1084,1092,1093,1062,1060,1091,1092,1093,1082,1054,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,1107296256,1946157056,1979711488,-1073741824,-1442840576,301989888,-805306368,1711276032,-671088640,1084,1092,1093,1062,1060,1091,1092,1093,1082,1054,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1794,"Metadata/Chests/SlumsJar_14",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_14.ao""]","",4,1031405568,1156841472,1176895488,656932864,628228096,1146880000,1153695744,1182924800,991428608,529137664,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1085,1092,1094,1063,1061,1092,1092,1094,1083,1055,0,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1085,1092,1094,1063,1061,1092,1092,1094,1083,1055,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,-201326592,637534208,671088640,1912602624,1543503872,-1006632960,-2113929216,402653184,-1979711488,1085,1092,1094,1063,1061,1092,1092,1094,1083,1055,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1795,"Metadata/Chests/SlumsJar_15",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_15.ao""]","",4,1043070976,1168506880,1188560896,668598272,639893504,1158545408,1165361152,1194590208,1003094016,540803072,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,738197504,-1509949440,-671088640,-637534208,603979776,234881024,1979711488,872415232,-905969664,1006632960,1086,1093,1094,1063,1062,1093,1093,1095,1083,1056,0,0,738197504,-1509949440,-671088640,-637534208,603979776,234881024,1979711488,872415232,-905969664,1006632960,1086,1093,1094,1063,1062,1093,1093,1095,1083,1056,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,25,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,-1509949440,-671088640,-637534208,603979776,234881024,1979711488,872415232,-905969664,1006632960,1086,1093,1094,1063,1062,1093,1093,1095,1083,1056,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
1796,"Metadata/Chests/SlumsJar_16",1,4,"Urns","Urnes","Urnen","骨壺","단지","Urnas","Урны","Urnas","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_16.ao""]","",8,1055522816,1181089792,1201143808,680263680,651558912,1171128320,1177812992,1207173120,1014759424,552468480,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-369098752,1711276032,-1744830464,-1946157056,-704643072,-838860800,872415232,-201326592,2080374784,-301989888,1086,1094,1095,1064,1062,1093,1094,1095,1084,1056,0,0,-369098752,1711276032,-1744830464,-1946157056,-704643072,-838860800,872415232,-201326592,2080374784,-301989888,1086,1094,1095,1064,1062,1093,1094,1095,1084,1056,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-590295810358705700000,6.490371073168535e+32,-0.0078,-0.0078,4.253529586511731e+37,1.0384593717069655e+34,0,-2,-0.125,0,100,42,0,0,113,42,92,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,1711276032,-1744830464,-1946157056,-704643072,-838860800,872415232,-201326592,2080374784,-301989888,1086,1094,1095,1064,1062,1093,1094,1095,1084,1056,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1797,"Metadata/Chests/SlumsJar_17",1,4,"Urns","Urnes","Urnen","骨壺","단지","Urnas","Урны","Urnas","โกศ","甕","[""Metadata/Chests/SlumsStorageJars/SlumsStorageJar_17.ao""]","",8,1067188224,1192755200,1212809216,691929088,663224320,1182793728,1189478400,1218838528,1026424832,564133888,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1677721600,402653184,1241513984,1040187392,-2013265920,-2147483648,-436207616,-1509949440,771751936,-1610612736,1087,1095,1096,1065,1063,1094,1094,1096,1085,1057,0,0,-1677721600,402653184,1241513984,1040187392,-2013265920,-2147483648,-436207616,-1509949440,771751936,-1610612736,1087,1095,1096,1065,1063,1094,1094,1096,1085,1057,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-590295810358705700000,6.490371073168535e+32,-0.0078,-0.0078,4.253529586511731e+37,1.0384593717069655e+34,0,-2,-0.125,0,100,42,0,0,113,42,92,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,402653184,1241513984,1040187392,-2013265920,-2147483648,-436207616,-1509949440,771751936,-1610612736,1087,1095,1096,1065,1063,1094,1094,1096,1085,1057,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1798,"Metadata/Chests/TwilightOrderChest01",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest01.ao""]",1,6,1079246848,1204813824,1224867840,703987712,675282944,1194852352,1201537024,1230897152,1038483456,576192512,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1409286144,-805306368,33554432,-167772160,1073741824,939524096,-1644167168,1577058304,-436207616,1476395008,1088,1095,1097,1065,1064,1095,1095,1097,1085,1058,0,0,1409286144,-805306368,33554432,-167772160,1073741824,939524096,-1644167168,1577058304,-436207616,1476395008,1088,1095,1097,1065,1064,1095,1095,1097,1085,1058,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1409286144,-805306368,33554432,-167772160,1073741824,939524096,-1644167168,1577058304,-436207616,1476395008,1088,1095,1097,1065,1064,1095,1095,1097,1085,1058,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1799,"Metadata/Chests/TwilightOrderChest02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest02.ao""]",1,6,1091305472,1216872448,1236926464,716046336,687341568,1206910976,1213595648,1242955776,1050542080,588251136,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,201326592,-2013265920,-1174405120,-1375731712,-134217728,-268435456,1442840576,369098752,-1644167168,268435456,1089,1096,1097,1066,1064,1095,1096,1098,1086,1059,0,0,201326592,-2013265920,-1174405120,-1375731712,-134217728,-268435456,1442840576,369098752,-1644167168,268435456,1089,1096,1097,1066,1064,1095,1096,1098,1086,1059,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,201326592,-2013265920,-1174405120,-1375731712,-134217728,-268435456,1442840576,369098752,-1644167168,268435456,1089,1096,1097,1066,1064,1095,1096,1098,1086,1059,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1800,"Metadata/Chests/TwilightOrderChest03",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest03.ao""]",1,6,1103364096,1228931072,1248985088,728104960,699400192,1218969600,1225654272,1255014400,1062600704,600309760,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1006632960,1073741824,1912602624,1711276032,-1342177280,-1476395008,234881024,-838860800,1442840576,-939524096,1089,1097,1098,1067,1065,1096,1097,1098,1087,1059,0,0,-1006632960,1073741824,1912602624,1711276032,-1342177280,-1476395008,234881024,-838860800,1442840576,-939524096,1089,1097,1098,1067,1065,1096,1097,1098,1087,1059,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,1073741824,1912602624,1711276032,-1342177280,-1476395008,234881024,-838860800,1442840576,-939524096,1089,1097,1098,1067,1065,1096,1097,1098,1087,1059,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1801,"Metadata/Chests/TwilightOrderChest04",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/TwilightOrder/TwilightChest04.ao""]",1,6,1115422720,1240989696,1261043712,740163584,711458816,1231028224,1237712896,1267073024,1074659328,612368384,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,2080374784,-134217728,704643072,503316480,1744830464,1610612736,-973078528,-2046820352,234881024,-2147483648,1090,1097,1099,1068,1066,1097,1097,1099,1088,1060,0,0,2080374784,-134217728,704643072,503316480,1744830464,1610612736,-973078528,-2046820352,234881024,-2147483648,1090,1097,1099,1068,1066,1097,1097,1099,1088,1060,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,-134217728,704643072,503316480,1744830464,1610612736,-973078528,-2046820352,234881024,-2147483648,1090,1097,1099,1068,1066,1097,1097,1099,1088,1060,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1802,"Metadata/Chests/CisternSmugglerStash01",1,2,"Loose Brick","Briques déplacées","Lose Ziegelsteine","緩んだレンガ","헐거워진 벽돌","Tijolo Solto","Шаткий кирпич","Ladrillo suelto","อิฐหลวม","鬆動磚塊","[""Metadata/Chests/CisternWallChests/CisternSmugglerStash01.ao""]",1,6,1130889216,1257242624,1277296640,754974720,726401024,1246625792,1253441536,1283063808,1089601536,626917376,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1744830464,-268435456,570425344,0,1275068416,1308622848,-1241513984,2046820352,-234881024,1577058304,1091,1098,1100,1069,1067,1098,1098,1100,1088,1061,0,0,1744830464,-268435456,570425344,0,1275068416,1308622848,-1241513984,2046820352,-234881024,1577058304,1091,1098,1100,1069,1067,1098,1098,1100,1088,1061,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-590295810358705700000,6.490371073168535e+32,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,100,42,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,-268435456,570425344,0,1275068416,1308622848,-1241513984,2046820352,-234881024,1577058304,1091,1098,1100,1069,1067,1098,1098,1100,1088,1061,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1803,"Metadata/Chests/CisternSmugglerStash02",1,2,"Loose Brick","Briques déplacées","Lose Ziegelsteine","緩んだレンガ","헐거워진 벽돌","Tijolo Solto","Шаткий кирпич","Ladrillo suelto","อิฐหลวม","鬆動磚塊","[""Metadata/Chests/CisternWallChests/CisternSmugglerStash02.ao""]",1,6,1144651776,1271005184,1291059200,768737280,740163584,1260388352,1267204096,1296826368,1103364096,640679936,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,973078528,-1040187392,-201326592,-771751936,503316480,536870912,-2013265920,1275068416,-1006632960,805306368,1092,1099,1100,1069,1068,1099,1099,1101,1089,1062,0,0,973078528,-1040187392,-201326592,-771751936,503316480,536870912,-2013265920,1275068416,-1006632960,805306368,1092,1099,1100,1069,1068,1099,1099,1101,1089,1062,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-590295810358705700000,6.490371073168535e+32,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,100,42,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,-1040187392,-201326592,-771751936,503316480,536870912,-2013265920,1275068416,-1006632960,805306368,1092,1099,1100,1069,1068,1099,1099,1101,1089,1062,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
1804,"Metadata/Chests/CisternBlockedGrate01",1,4,"Grate","Grille","Gitterrost","格子","쇠창살","Grelha","Решётка","Rejilla","ตะแกรง","爐架","[""Metadata/Chests/CisternWallChests/CisternBlockedGrate01.ao""]",1,8,1159069696,1285554176,1306132480,782761984,754319360,1274937344,1281884160,1311506432,1117913088,654704640,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,369098752,-1610612736,-637534208,-1476395008,-167772160,-33554432,1744830464,738197504,-1577058304,100663296,1093,1100,1101,1070,1068,1099,1100,1102,1090,1063,0,0,369098752,-1610612736,-637534208,-1476395008,-167772160,-33554432,1744830464,738197504,-1577058304,100663296,1093,1100,1101,1070,1068,1099,1100,1102,1090,1063,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,-32,-0.0078,-0.0078,-1.0384593717069655e+34,-512,35184372088832,-2,-0.125,0,29,0,0,0,45,0,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,-1610612736,-637534208,-1476395008,-167772160,-33554432,1744830464,738197504,-1577058304,100663296,1093,1100,1101,1070,1068,1099,1100,1102,1090,1063,-33554432,-16843010,-16843010,-16843010,385810174,-1593901314,-620822786,-1459683586,-151060738,-16843010,1761541886,754908926,-1560346882,117374718,1093,1100,1101,1070,1068,1099,1100,1102,1090,1063,16777216,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,800,"",1
1805,"Metadata/Chests/SmugglerFloorStash01",1,2,"Loose Planks","Tas de planches","Lose Bretter","外れかかった厚板","헐거워진 나무판자","Tábuas Soltas","Отошедшие половицы","Tablas sueltas","แผ่นไม้หลวม","鬆動木板","[""Metadata/Chests/SmugglersFloorStash/SmugglersFloorStash_01.ao""]",1,6,1181876224,1308753920,1328939008,805044224,776732672,1297874944,1305477120,1334575104,1140588544,676462592,4,4,4,4,4,4,4,4,4,4,-16908288,-16843010,-16843010,-16843010,65278,0,1912602624,33554432,905969664,-67108864,1275068416,1543503872,-805306368,-1946157056,-67108864,1375731712,1094,1102,1103,1071,1070,1101,1101,1103,1091,1064,0,0,1912602624,33554432,905969664,-67108864,1275068416,1543503872,-805306368,-1946157056,-67108864,1375731712,1094,1102,1103,1071,1070,1101,1101,1103,1091,1064,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,6.490371073168535e+32,-0.0078,-0.0078,4.253529586511731e+37,1.0384593717069655e+34,0,-2,-0.125,0,0,42,0,0,113,42,92,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,33554432,905969664,-67108864,1275068416,1543503872,-805306368,-1946157056,-67108864,1375731712,1094,1102,1103,1071,1070,1101,1101,1103,1091,1064,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,16777216,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,600,"",1
