"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool_341","bool_342"
3024,"mana29","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,10159,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3025,"mana30","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,4828,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3026,"mana31","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,25026,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3027,"mana32","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,36379,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3028,"mana33","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,52053,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3029,"mana34","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,31977,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3030,"mana35","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[19640],16,0,0,0,14048,"Mana Regeneration while not on Low Mana","Régénération de Mana tant que le Mana n'est pas Bas","Manaregeneration während nicht bei niedrigem Mana","低マナ状態でない時のマナ自動回復","낮은 마나 상태가 아닐 때 마나 재생","Regeneração de Mana enquanto não estiver em Mana Baixa","Регенерация маны не при малом количестве маны","Regeneración de maná mientras no tengas el maná bajo","การฟื้นฟูมานาขณะมานาไม่เหลือน้อย","非貧魔狀態下的魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3031,"mana36","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[19640],16,0,0,0,34717,"Mana Regeneration while not on Low Mana","Régénération de Mana tant que le Mana n'est pas Bas","Manaregeneration während nicht bei niedrigem Mana","低マナ状態でない時のマナ自動回復","낮은 마나 상태가 아닐 때 마나 재생","Regeneração de Mana enquanto não estiver em Mana Baixa","Регенерация маны не при малом количестве маны","Regeneración de maná mientras no tengas el maná bajo","การฟื้นฟูมานาขณะมานาไม่เหลือน้อย","非貧魔狀態下的魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3032,"mana37","Art/2DArt/SkillIcons/passives/mana.dds",[9452],3,0,0,0,19044,"Arcane Intensity","Intensité arcanique","Arkane Intensität","魔術の強度","비전 격렬함","Intensidade Arcana","Колдовская интенсивность","Intensidad arcana","Arcane Intensity","秘能強化",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3033,"mana38","Art/2DArt/SkillIcons/passives/mana.dds","[122,207]",8,-10,0,0,3567,"Raw Mana","Mana brut","Rohes Mana","生のマナ","미가공된 마나","Mana Pura","Сырая мана","Maná puro","Raw Mana","原始魔力",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3034,"mana39","Art/2DArt/SkillIcons/passives/mana.dds","[1074,2357]",20,-20,0,0,4295,"Adverse Growth","Croissance défavorable","Unerwünschtes Wachstum","有害な成長","부정적인 성장","Crescimento Adverso","Неблагоприятный рост","Crecimiento adverso","Adverse Growth","逆向增長",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,53,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3035,"mana40","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[2750],15,0,0,0,51169,"Soul Bloom","Épanouissement de l'âme","Seelenblüte","魂の開花","영혼 꽃","Florescer D'alma","Расцвет души","Eclosión de almas","Soul Bloom","靈魂綻放",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,36,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3036,"mana_witch1","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,38659,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3037,"mana_witch2_","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,31204,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3038,"mana_witch3","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,33022,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3039,"mana_witch4","Art/2DArt/SkillIcons/passives/manaregeneration.dds",[124],10,0,0,0,42210,"Mana Regeneration","Régénération de Mana","Manaregeneration","マナ自動回復","마나 재생","Regeneração de Mana","Регенерация маны","Regeneración de maná","การฟื้นฟูมานา","魔力回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3040,"spirit1","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,64211,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3041,"spirit2","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,5545,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3042,"spirit3_","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,6617,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3043,"spirit4","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,21645,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3044,"spirit5","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,15806,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3045,"spirit6","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,1753,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3046,"spirit7","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,51443,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3047,"spirit8","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,13821,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3048,"spirit9","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,21550,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3049,"spirit10","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,55814,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3050,"spirit11","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,59423,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3051,"spirit12","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,15309,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3052,"spirit13","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,32622,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3053,"spirit14","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,61228,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3054,"spirit15","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,43920,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3055,"spirit16","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],8,0,0,0,33760,"Domineering Presence","Présence autoritaire","Beherrschende Präsenz","威圧的な存在感","지배하려 드는 존재","Presença Dominante","Властное присутствие","Presencia dominante","Domineering Presence","至霸氣場",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3056,"spirit17","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],10,0,0,0,32303,"[DNT-UNUSED] Spirit Notable","WIP","[DNT-UNUSED] Spirit Notable","スピリット特殊","WIP","WIP","[DNT-UNUSED] Spirit Notable","[DNT-UNUSED] Spirit Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3057,"spirit18","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],10,0,0,0,5721,"[DNT-UNUSED] Spirit Notable","WIP","[DNT-UNUSED] Spirit Notable","スピリット特殊","WIP","WIP","[DNT-UNUSED] Spirit Notable","[DNT-UNUSED] Spirit Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3058,"spirit19","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],10,0,0,0,25442,"[DNT-UNUSED] Spirit Notable","WIP","[DNT-UNUSED] Spirit Notable","スピリット特殊","WIP","WIP","[DNT-UNUSED] Spirit Notable","[DNT-UNUSED] Spirit Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3059,"spirit20","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],10,0,0,0,12128,"[DNT-UNUSED] Spirit Notable","WIP","[DNT-UNUSED] Spirit Notable","スピリット特殊","WIP","WIP","[DNT-UNUSED] Spirit Notable","[DNT-UNUSED] Spirit Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3060,"spirit21","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,23043,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3061,"spirit22","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds",[16420],4,0,0,0,49091,"Spirit","Esprit","Wille","スピリット","정신력","Espírito","Дух","Espíritu","พลังวิญญาณ","精魂",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3062,"spirit23","Art/2DArt/SkillIcons/passives/WordsOfGlory.dds","[16420,209]",7,14,0,0,54023,"Changing Times","Temps changeants","Zeit im Wandel","時代の変革","충전 시간","Tempo de Mudança","Время перемен","Tiempos de cambio","Changing Times","變革之時",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
