"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
625,"chaos-skeletons11","Axiom Thunderguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLightningSkeletonCasterExtra","Ranged <white>{Undead} <craftinglightning>{Lightning} Skeletons","<white>{Extra Monster:}\r\n<white>{Grinning Totem}","<white>{Extra Monster:}\r\n<white>{Grinning Totem}\r\nCasts an Aura",""
626,"chaos-skeletons12","Scarecrows","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconScarecrow","Slow moving <white>{Undead} Scarecrows","","",""
627,"chaos-skeletons13","Risen Saints","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Bone Stalker}","<white>{Pack Leader:}\r\n<white>{Bone Stalker}\r\nUses Earthquake",""
628,"chaos-skeletons14","Risen Saints","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Bone Stalker}","<white>{Pack Leader:}\r\n<white>{Bone Stalker}\r\nUses Earthquake",""
629,"chaos-skeletons15","Dreadwheels","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWheelSkeleton","<white>{Undead} Skeletons\r\nRolls aggressively towards enemies","","",""
630,"chaos-skeletons16","Angered Remains","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Rattling Condemned}","<white>{Pack Leader:}\r\n<white>{Rattling Condemned}\r\nUses Cyclone",""
631,"chaos-skeletons16_2","Timeless Wanderers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","","",""
632,"chaos-skeletons17","Brittle Born-agains","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeleton","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Tangled Remains}","<white>{Pack Leader:}\r\n<white>{Tangled Remains}\r\nUses Puncture\r\nSpawns Skeletons on death",""
633,"chaos-skeletons18","Sun Bleached Vanguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVollSkeletonMelee","Ranged and Melee <white>{Undead} Skeletons\r\nUses Tornado Shot","","",""
634,"chaos-skeletons19","Crystallised Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeCrystal","Ranged and Melee <white>{Undead} Skeletons\r\nUses Tornado Shot","","",""
635,"chaos-skeletons20","Bloodstained Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeBloodyChampion","Bloody <white>{Undead} Skeletons","","",""
636,"chaos-skeletons21","Bloodstained Vanguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonRangedBloodyChampion","Ranged Bloody <white>{Undead} Skeletons\r\nUses Tornado Shot","","",""
637,"chaos-skeletons22","Desecrated Thralls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaSkeleton","<white>{Undead} Skeletons","","",""
638,"chaos-snakes1","Bramble Cobras","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireSnake","Ranged Snake <white>{Beasts}","","",""
639,"chaos-snakes2","Crypt Stalkers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSnake","Snake <white>{Constructs}","","",""
640,"chaos-snakes3","Night Adders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireSnake","Snake <white>{Beasts}\r\nBreathes <craftingfire>{Fire}","","",""
641,"chaos-snakes4","Acid Slitherers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitterPoison","Ranged <craftingchaos>{Caustic} Snake <white>{Beasts}","","",""
642,"chaos-snakes-parasite5","Host Cobras","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitParasite","Ranged infested <craftingchaos>{Caustic} Snake <white>{Beasts}\r\nReleases Parasites on death","","",""
643,"chaos-animals7","Night Adders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireSnake","Ranged Snake <white>{Beasts}\r\nCasts <craftingfire>{Flame} breath","","",""
644,"chaos-spawns-slithering1","Slimy Nemesises","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSeaSpawn","Small water <white>{Demons}","","",""
645,"chaos-spiders1","Ink Spinners","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderScale","Spider <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Virulent Spider}","<white>{Pack Leader:}\r\n<white>{Virulent Spider}\r\nUses <craftingchaos>{Viper Strike}\r\nFires <craftingchaos>{Chaos} Projectiles",""
646,"chaos-spiders2","Corrupted Arachs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderScale","Spider <white>{Beasts}\r\nUses <craftingchaos>{Viper} Strike","","",""
647,"chaos-spiders3","Cave Skitterers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderSmall","Spider <white>{Beasts}","","",""
648,"chaos-spiders4","Spindle Spiders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderSmall","Spider <white>{Beasts}","","",""
649,"chaos-spiders6","Leaping Spiders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderThorn","Spider <white>{Beasts}\r\nUses Flicker Strike","<white>{Pack Leader:}\r\n<white>{Webbed Spider}","<white>{Pack Leader:}\r\n<white>{Webbed Spider}\r\nUses Flicker Strike\r\nSpins Web, increasing Spider Movement Speed",""
650,"chaos-spiders7","Noxious Tarantulas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderThorn","Spider <white>{Beasts}\r\nUses <craftingchaos>{Viper} Strike","","",""
651,"chaos-spiders-parasite8","Enraptured Arachnids","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHairySpiderParasite","Infested Spider <white>{Beasts} \r\nSpawns Parasite on death","","",""
652,"chaos-spiders9","Plagued Arachnids","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderPlague","Spider <white>{Beasts}","","",""
653,"chaos-spiders10","Arakaali's Daughters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderThorn","Spider <white>{Beasts}\r\nUses Flicker Strike","","",""
654,"chaos-vaal1","Serpentine Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSnake","Snake <white>{Constructs}","","",""
655,"chaos-vaal2","Vaal Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalFragment","Ranged Vaal <white>{Constructs}\r\nFires <craftingchaos>{Chaos} projectiles","","",""
656,"chaos-vaal3","Vaal Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSkeletonMeleeKnight","<white>{Constructs}\r\nUses Elemental Hit","","",""
657,"chaos-vaal4","Vaal Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSkeletonMeleeKnight","<white>{Constructs}\r\nUses Elemental Hit","","",""
658,"chaos-vaal5","Vaal Frost Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonKnightVaal","<craftingcold>{Cold} <white>{Constructs}","","",""
659,"chaos-vaal6","Vaal Flame Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonKnightVaal","<craftingfire>{Fire} <white>{Constructs}","","",""
660,"chaos-vaal7","Vaal Bone Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonKnightVaal","<craftinglightning>{Lightning} <white>{Constructs}","","",""
661,"chaos-vaal-emanant8","Vaal Arsonists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonCasterFireVaal","<craftingfire>{Fire} <white>{Constructs}","","",""
662,"chaos-vaal-emanant9","Vaal Frostguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconColdSkeletonCasterExtra","<craftingcold>{Cold} <white>{Constructs}","","",""
663,"chaos-vaal-emanant10","Vaal Thunderguards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLightningSkeletonCasterExtra","<craftinglightning>{Lightning} <white>{Constructs}","","",""
664,"chaos-vaal11","Vaal Slayers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonRangedVaal","Ranged <white>{Constructs}\r\nUses Elemental Hit","","",""
665,"chaos-waterelementals2","Seething Brine","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}","","",""
666,"chaos-waterelementals3","Tide Striders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}","","",""
667,"chaos-waterelementals4","Seething Brine","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}\r\nCasts <craftingcold>{Ice} Nova","","",""
668,"chaos-waterelementals5","Boiling Striders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}\r\nCasts <craftingcold>{Ice} Nova, <craftingcold>{Cold} Snap, <craftingcold>{Frostbite}","","",""
669,"chaos-waterelementals6","Clearwater Striders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElemental","<craftingcold>{Water} <white>{Constructs}","","",""
670,"chaos-waterelementals7","Sulphuric Striders","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWaterElementalSulphur","<craftingcold>{Water} <white>{Constructs}","","",""
671,"chaos-zombies1","Drowned","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombie","Slow <white>{Undead} Zombies","","",""
672,"chaos-zombies2","Dripping Dead","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombie","Slow <white>{Undead} Zombies","","",""
673,"chaos-zombies3","Shambling Cadavers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMoldyZombieNecromancer","Slow <white>{Undead} Zombies","","",""
674,"chaos-zombies5","Sutured Aberrations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMoldyZombieNecromancer","Slow <white>{Undead} Zombies","","",""
675,"chaos-zombies6","Rotting Damned","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombie","Slow <white>{Undead} Zombies","","",""
676,"chaos-zombies7","Withered Husks","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMoldyZombieNecromancer","Slow <white>{Undead} Zombies","","",""
677,"chaos-zombies8","Fetid Shamblers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconTarZombie","Slow <white>{Undead} Zombies","","",""
678,"chaos-zombies9","Drowned","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconZombie","Slow <white>{Undead} Zombies","","",""
679,"chaos-zombies10","Risen Jaegers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardJaegerZombie","Slow <white>{Undead} Zombies","","",""
680,"chaos-zombies11","Noble Dead","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconOriathanCitizenZombie","Slow <white>{Undead} Zombies","","",""
681,"chaos-zombies12","Noble Dead","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconOriathanCitizenZombie","Slow <white>{Undead} Zombies","","",""
682,"chaos-bandits-emanant1","Archer Bandits","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKraitynBanditRanged","Ranged <white>{Humanoids}\r\nUses <craftingfire>{Burning} Arrow, <craftingfire>{Explosive} Arrow","","",""
683,"chaos-emanant2","Ancient Archers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedSkeleton","Ranged <white>{Undead} Skeletons\r\nUses Split Arrow, <craftingchaos>{Caustic} Arrow","","",""
684,"chaos-emanant3","Glade Mambas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpittingSnake","Ranged Snake <white>{Beasts}","","",""
685,"chaos-emanant4","Burning Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireSkeletonCasterExtra","Ranged <craftingfire>{Fire} <white>{Undead} Skeletons\r\nUses <craftingfire>{Burning} Arrow","","",""
686,"chaos-emanant5","Lightning Poachers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLightningSkeletonCasterExtra","Ranged <craftinglightning>{Lightning} <white>{Undead} Skeletons\r\nCasts <craftinglightning>{Spark}\r\nUses <craftinglightning>{Lightning} Arrow","","",""
687,"chaos-emanant6","Vault Hunters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedSkeleton","Ranged <white>{Undead} Skeletons\r\nUses Frenzy","","",""
688,"chaos-emanant7","Undying Alchemists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPyromaniacPoison","Ranged <white>{Demons}\r\nThrows <craftingchaos>{Caustic} explosives\r\nCreates <craftingchaos>{Caustic} Ground  ","","",""
689,"chaos-axis","Blackguard Elites and Mages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisEliteSoldier","Ranged and Melee Blackguard <white>{Humanoids}\r\nCasts <craftinglightning>{Spark}, <craftinglightning>{Lightning} Thorns\r\nUses Shield Charge","","",""
690,"chaos-axis2","Blackguard Soldiers and Mages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisFootsoldier","Ranged and Melee Blackguard <white>{Humanoids}\r\nCasts <craftinglightning>{Spark}, <craftinglightning>{Lightning} Thorns","","",""
691,"chaos-axis3","Blackguard Soldiers and Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisEliteSoldier","Blackguard <white>{Humanoids}\r\nUses Shield Charge","","",""
692,"chaos-axis4","Blackguard Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisFootsoldier","Blackguard <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Reanimator}","<white>{Pack Leader:}\r\n<white>{Reanimator}\r\nCasts Enfeeble\r\nRaises Zombies",""
693,"chaos-experimenter2","Piety Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemon","Piety <white>{Demons} ","<white>{Pack Leader:}\r\n<white>{Mortality Experimenter}","<white>{Pack Leader:}\r\n<white>{Mortality Experimenter}\r\nCasts Temporal Chains\r\nDetonates Miscreations",""
694,"chaos-demons1","Burned Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonFire","Piety <craftingfire>{Fire} <white>{Demons}\r\nCasts Righteous <craftingfire>{Fire}","<white>{Pack Leader:}\r\n<white>{Slashed Miscreation}","<white>{Pack Leader:}\r\n<white>{Slashed Miscreation}\r\nCasts Blade Vortex",""
695,"chaos-demons2","Drenched Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonCold","Piety <craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Arctic} Armour","","",""
696,"chaos-demons3","Shocked Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLightning","Piety <craftinglightning>{Lightning} <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Warp","","",""
697,"chaos-demons4","Whipping Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFemaleDemonMelee","Piety <white>{Demons}\r\nInflicts Vulnerability on hit","","",""
698,"chaos-demons5","Voidbearers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFlameBearerBlue","<white>{Demons}\r\nCasts <craftingfire>{Flame} Breath","","",""
699,"chaos-frog","Fetid Maws","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFrog","Leaping <white>{Beasts}\r\nUses Leap Slam","","",""
700,"chaos-frog2","Filth Maws","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPoisonFrog","Leaping <white>{Beasts}\r\nUses Leap Slam","","",""
701,"chaos-frog-parasite3","Infested Maws","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFrogParasite","Leaping infested <white>{Beasts}\r\nUses Leap Slam\r\nSpawns Parasite on death","","",""
702,"chaos-froginsect","Scum Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPoisonInsect","Small <white>{Beasts}","","",""
703,"chaos-guardians1","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonsLightningSmall","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leader:}\r\n<white>{Galvanic Ribbon}","<white>{Pack Leader:}\r\n<white>{Galvanic Ribbon}\r\nCasts <craftinglightning>{Arc}",""
704,"chaos-guardians2","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonsFireSmall","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leader:}\r\n<white>{Flame Sentinel}","<white>{Pack Leader:}\r\n<white>{Flame Sentinel}\r\nCasts <craftingfire>{Fire} Ball",""
705,"chaos-guardians3","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbon","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","","",""
706,"chaos-guardians4","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonLargeCold","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leader:}\r\n<white>{Frost Sentinel}","<white>{Pack Leader:}\r\n<white>{Frost Sentinel}\r\nCasts <craftingcold>{Ice} Spear",""
707,"chaos-guardians5","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbonLargeColdVersion2","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leader:}\r\n<white>{Rime Sentinel}","<white>{Pack Leader:}\r\n<white>{Rime Sentinel}\r\nCasts <craftingcold>{Ice} Cascades",""
708,"chaos-insects","Carrion Burrowers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconInsectSpawnerBigSmall","Small Insect <white>{Beasts} \r\nBurrows Underground","<white>{Pack Leader:}\r\n<white>{Carrion Queen}","<white>{Pack Leader:}\r\n<white>{Carrion Queen}\r\nSpawns Carrion Minions",""
709,"chaos-insects2","Carrion Swarmers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconInsect","Small Insect <white>{Beasts} ","","",""
710,"chaos-flamebearers","Dockhand Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockWorkerMelee","<white>{Undead} Ghosts","","",""
711,"chaos-flamebearers2","Brittle Longshoremen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockSkeletonRanged","Ranged <white>{Undead} Skeletons","","",""
712,"chaos-firemonsters","Cinder Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireRockElemental","<craftingfire>{Burning} <white>{Constructs}\r\nRolls aggressively towards enemies, leaving <craftingfire>{Burning} Ground","","",""
713,"chaos-firemonsters2","Cinder Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireRockElemental","<craftingfire>{Burning} <white>{Constructs}\r\nRolls aggressively towards enemies, leaving <craftingfire>{Burning} Ground","<white>{Pack Leader:}\r\n<white>{Blackguard Firemage}","<white>{Pack Leader:}\r\n<white>{Blackguard Firemage}\r\nCasts <craftingfire>{Flammability}",""
714,"chaos-pyromaniacfire","Undying Wretches","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerFire","Undying <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Undying Incinerator}","<white>{Pack Leader:}\r\n<white>{Undying Incinerator}\r\nThrows <craftingfire>{Fire} Bombs\r\nCreates <craftingfire>{Burning} Ground",""
715,"chaos-pyromaniacfire2","Undying Impalers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconUndyingOutcast","Undying <white>{Demons}\r\nUses Puncture","<white>{Pack Leader:}\r\n<white>{Undying Incinerator}","<white>{Pack Leader:}\r\n<white>{Undying Incinerator}\r\nThrows <craftingfire>{Fire} Bomb\r\nCreates <craftingfire>{Burning} Ground",""
716,"chaos-pyromaniacpoison","Sewage Crawlers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeSpitterPoison","Ranged <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Undying Alchemist}","<white>{Pack Leader:}\r\n<white>{Undying Alchemist}\r\nThrows <craftingchaos>{Caustic} explosives\r\nCreates <craftingchaos>{Caustic} Ground",""
