"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
4866,"Metadata/Monsters/Frog/ProphecyFrogTreasureGreen",1583,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyGreen.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",100,2,6,6,1,0,"[758,72,792,804,806,780,774,830,118,125]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Common Frog",20,30,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,14064,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4867,"Metadata/Monsters/Frog/ProphecyFrogTreasureGreenSpectre",1583,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyGreen.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",100,2,6,6,1,0,"[758,72,804,806,780,774,830,118,125]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Common Frog",20,30,0,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,63169,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4868,"Metadata/Monsters/Frog/ProphecyFrogTreasureRed",1583,60,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyRed.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",200,2,6,6,1,0,"[758,72,806,780,774,830,118,794,125,805]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Strange Frog",20,30,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,4509,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4869,"Metadata/Monsters/Frog/ProphecyFrogTreasureRedSpectre",1583,60,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyRed.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[10006],1,"","",200,2,6,6,1,0,"[758,72,806,780,774,830,118,125,805]",100,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Strange Frog",20,30,0,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,35653,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4870,"Metadata/Monsters/Frog/GuardianFrogExplodeBlue",1583,40,2,6,6,"[""Metadata/Monsters/AtlasBosses/TheElder/ArenaObjects/Garden/Garden1ExplosiveFrog.act""]","[""Metadata/Monsters/Frog/ProphecyBlueElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ArenaObjects/Garden/Garden1ExplosiveFrog",[6629],1,"","",100,2,6,6,1,0,"[758,72,34,767,792,804,806,780,774,118,125]",100,[2],105,105,700,500,0,[7221],"Metadata/Monsters/AtlasBosses/TheElder/ArenaObjects/Garden/Garden1ExplosiveFrog.ais",[],"",1,"Strange Frog",20,30,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,28298,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,30,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4871,"Metadata/Monsters/Frog/NecropolisFrogTreasureBlue",1584,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyBlue.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[],1,"","",100,2,6,6,1,0,"[758,72,792,804,806,780,774,830,118,125]",50,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Blue Frog",10,15,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,6645,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,15,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4872,"Metadata/Monsters/Frog/NecropolisFrogTreasureGreen",1584,40,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyGreen.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[],1,"","",100,2,6,6,1,0,"[758,72,792,804,806,780,774,830,118,125]",50,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Green Frog",10,15,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,13222,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,15,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4873,"Metadata/Monsters/Frog/NecropolisFrogTreasureRed",1585,60,2,6,6,"[""Metadata/Monsters/Frog/ProphecyFrog.act""]","[""Metadata/Monsters/Frog/ProphecyRed.ao""]","Metadata/Monsters/Frog/ProphecyFrog",[],1,"","",200,2,6,6,1,0,"[758,72,806,780,774,830,118,794,125,805]",400,[2],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Strange Frog",80,120,0,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,2546,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4874,"Metadata/Monsters/Ancestor/ProphecyKaruiSpiritMace",1587,28,3,6,9,"[""Metadata/Monsters/Ancestor/EssenceAncestor.act""]","[""Metadata/Monsters/Ancestor/Ancestor.ao""]","Metadata/Monsters/Ancestor/Ancestor",[],1,"","",100,3,6,3,9,0,"[821,53,814,781,776,796,764,765,802,73,125]",100,[],105,105,700,500,0,"[381,162]","Metadata/Monsters/Ancestor/Ancestor.ais",[],"",10,"Karui Spirit",70,130,1755,[7335],[],"",17,"","",0,[],[],[],"",1,6,100,0,0,100,38183,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"","",1,0,0,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4875,"Metadata/Monsters/Ancestor/EssenceKaruiSpiritMovingAxe",1587,28,3,6,9,"[""Metadata/Monsters/Ancestor/Ancestor.act""]","[""Metadata/Monsters/Ancestor/EssenceAncestor.ao""]","Metadata/Monsters/Ancestor/EssenceMovingAncestor",[],1,"","",100,3,6,1,9,0,"[819,53,814,785,776,796,764,765,802,73,125]",100,[],105,105,700,500,0,"[381,1248]","Metadata/Monsters/Ancestor/Ancestor.ais",[],"",10,"Karui Spirit",70,130,1755,[7338],[],"",16,"","",0,[],[],[],"",1,6,100,0,0,100,60291,"","","","","","",[],[],[],"",700,0,[],[],10,"","",[],"","",1,0,0,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4876,"Metadata/Monsters/Ancestor/ProphecyKaruiSpiritAxe",1587,28,3,6,9,"[""Metadata/Monsters/Ancestor/Ancestor.act""]","[""Metadata/Monsters/Ancestor/Ancestor.ao""]","Metadata/Monsters/Ancestor/Ancestor",[],1,"","",100,3,6,1,9,0,"[819,53,814,785,776,796,764,765,802,73,125]",100,[],105,105,700,500,0,"[381,1242]","Metadata/Monsters/Ancestor/Ancestor.ais",[],"",10,"Karui Spirit",70,130,1755,[7337],[],"",16,"","",0,[],[],[],"",1,6,100,0,0,100,25362,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"","",1,0,0,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4877,"Metadata/Monsters/Ancestor/EssenceKaruiSpiritMaceSlam",1588,28,3,6,20,"[""Metadata/Monsters/Ancestor/EssenceAncestor.act""]","[""Metadata/Monsters/Ancestor/EssenceAncestor.ao""]","Metadata/Monsters/Ancestor/EssenceAncestor",[7539],1,"","",100,3,6,3,9,0,"[821,53,814,781,776,796,765,802,73,125]",100,[],105,105,700,500,0,[5248],"Metadata/Monsters/Ancestor/EssenceAncestor.ais",[],"",10,"Karui Spirit",56,130,1755,[7336],[],"",17,"","",0,[],[],[],"",1,6,100,0,0,100,50973,"","","","","","",[],[],[],"",700,0,[],[],10,"","",[],"","",1,0,0,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4878,"Metadata/Monsters/Ancestor/KaruiSpiritMaceSlamOak",1587,8,3,6,12,"[""Metadata/Monsters/Ancestor/EssenceAncestor.act""]","[""Metadata/Monsters/Ancestor/Ancestor.ao""]","Metadata/Monsters/Ancestor/EssenceMovingAncestor",[7539],1,"","",100,3,6,3,9,0,"[821,53,814,781,776,796,765,73,125,801]",100,[],105,105,700,500,0,[5249],"Metadata/Monsters/Ancestor/AncestorOakMaps.ais",[],"",10,"Karui Spirit",70,130,1755,[7335],[],"",17,"","",0,[],[],[],"",1,6,100,0,0,100,54926,"","","","","","",[],[],[],"",700,0,[],[],10,"","",[],"","",1,0,0,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4879,"Metadata/Monsters/Daemon/RangeFinderDaemon",1130,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,1,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[5302],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,21228,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4880,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonTempChains",1589,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonTempChains",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Lethargy",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,45879,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4881,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonTempChainsCruel",1589,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonTempChainsCruel",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Lethargy",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,48591,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4882,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonReduceArmour",1590,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonReduceArmour",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Fragility",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,19600,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4883,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonReduceArmourCruel",1590,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonReduceArmourCruel",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Fragility",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,7902,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4884,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonReduceResistance",1591,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonReduceResistance",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Elements",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,9435,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4885,"Metadata/Monsters/PopUpTrap/LabyrinthBossPylonReduceResistanceCruel",1591,0,3,6,6,"[""Metadata/Monsters/PopupTrap/BossPylon.act""]","[""Metadata/Monsters/PopupTrap/popup.ao""]","Metadata/Monsters/PopupTrap/BossPylonReduceResistanceCruel",[],1,"","",100,2,3,6,10,0,"[74,163,791,796,815,830]",200,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Font of Elements",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,61674,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4886,"Metadata/Monsters/Statue/IzaroGargoyleLightning",900,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyleDamage","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Steel-Imbued Gargoyle",130,400,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,50110,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4887,"Metadata/Monsters/Statue/IzaroGargoyleCold",900,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyleSpeed","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Quicksilver-Imbued Gargoyle",130,400,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,23881,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4888,"Metadata/Monsters/Statue/IzaroGargoyleFire",900,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyleDamageReduction","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Granite-Imbued Gargoyle",130,400,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,57646,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4889,"Metadata/Monsters/Statue/IzaroGargoyleLightning2",901,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyle2","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Steel-Imbued Gargoyle",130,260,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,55398,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4890,"Metadata/Monsters/Statue/IzaroGargoyleCold2",901,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyle2","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Quicksilver-Imbued Gargoyle",130,260,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,12769,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4891,"Metadata/Monsters/Statue/IzaroGargoyleFire2",901,22,3,6,12,"[""Metadata/Monsters/Gargoyle/IzaroGargoyle.act""]","[""Metadata/Monsters/Gargoyle/IzaroGargoyle.ao""]","Metadata/Monsters/Gargoyle/IzaroGargoyle2","[12201,12203,12206,12155]",1,"","",100,2,6,2,6,0,"[72,74,780,774,796,764,120,30,31,765,820,802,811,79]",200,[],135,135,700,500,0,"[381,744]","Metadata/Monsters/Gargoyle/IzaroGargoyle.ais",[],"Activated",6,"Granite-Imbued Gargoyle",130,260,1875,[],[],"","","","",0,[],"[9289,9290]",[],"",1,6,100,0,0,100,20163,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4892,"Metadata/Monsters/Statue/ChromeGargoyle",902,36,3,6,12,"[""Metadata/Monsters/Gargoyle/ChromeGargoyle.act""]","[""Metadata/Monsters/Gargoyle/ChromeGargoyle.ao""]","Metadata/Monsters/Gargoyle/GargoyleSilverOrbOnDeath",[12622],1,"","",100,3,6,2,6,0,"[72,74,780,774,796,803,764,120,30,31,765,820,811,79]",150,[],105,105,700,500,0,"[381,3258]","Metadata/Monsters/Standard.ais",[],"",6,"Chromatic Gargoyle",101,150,1875,[],[],"","","","",0,[],[],[],"",1,4,81,0,0,100,51242,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4893,"Metadata/Monsters/Statue/ChromeGargoyleAtlasUber",903,36,3,6,12,"[""Metadata/Monsters/Gargoyle/ChromeGargoyle.act""]","[""Metadata/Monsters/Gargoyle/ChromeGargoyle.ao""]","Metadata/Monsters/Gargoyle/GargoyleSilverOrbOnDeath","[12623,6273]",1,"","",100,3,6,2,6,0,"[72,74,780,774,796,803,764,120,30,31,765,820,811,79]",225,[],105,105,700,500,0,"[381,3259]","Metadata/Monsters/Standard.ais",[],"",6,"Vibrant Gargoyle",99,146,1875,[],[],"","","","",0,[],[],[],1,1,4,81,0,0,100,6412,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-10,10,0,146,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
4894,"Metadata/Monsters/Statue/ChromeGargoyleHellscape",902,36,3,6,12,"[""Metadata/Monsters/Gargoyle/ChromeGargoyle.act""]","[""Metadata/Monsters/Gargoyle/ChromeGargoyle.ao""]","Metadata/Monsters/Gargoyle/GargoyleSilverOrbOnDeath",[12622],1,"","",100,3,6,2,6,0,"[72,74,780,774,803,764,120,30,31,765,820,811,79]",150,[],105,105,700,500,0,"[381,3258]","Metadata/Monsters/Standard.ais",[],"",6,"Chromatic Gargoyle",101,150,1875,[],[],"","","","",0,[],[],[],"",1,4,81,0,0,100,57314,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
4895,"Metadata/Monsters/Statue/ChrometouchedGargoyle",902,36,3,6,12,"[""Metadata/Monsters/Gargoyle/ChromeGargoyle.act""]","[""Metadata/Monsters/Gargoyle/ChrometouchedGargoyle.ao""]","Metadata/Monsters/Gargoyle/GargoyleSilverOrbOnDeath",[12622],1,"","",100,3,6,2,6,0,"[72,74,780,774,796,803,764,120,30,31,765,820,811,79]",150,[],105,105,700,500,0,"[381,3258]","Metadata/Monsters/Standard.ais",[],"",6,"Chrometouched Gargoyle",101,150,1875,[],[],"","","","",0,[],[],[],"",1,4,81,0,0,100,62088,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4896,"Metadata/Monsters/Statue/ChrometouchedGargoyleHellscape",902,36,3,6,12,"[""Metadata/Monsters/Gargoyle/ChromeGargoyle.act""]","[""Metadata/Monsters/Gargoyle/ChrometouchedGargoyle.ao""]","Metadata/Monsters/Gargoyle/GargoyleSilverOrbOnDeath",[12622],1,"","",100,3,6,2,6,0,"[72,74,780,774,803,764,120,30,31,765,820,811,79]",150,[],105,105,700,500,0,"[381,3258]","Metadata/Monsters/Standard.ais",[],"",6,"Chrometouched Gargoyle",101,150,1875,[],[],"","","","",0,[],[],[],"",1,4,81,0,0,100,5014,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","",""
4897,"Metadata/Monsters/Labyrinth/IzaroPortalFire",1556,0,3,6,6,"[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.act""]","[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.ao""]","Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal",[6629],1,"","",100,2,6,6,9,0,"[74,814,119,163,791,797,830]",200,[],105,105,700,500,0,[3827],"Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalFireSummon.ais",[],"",3,"Threshold of Anger",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,50625,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4898,"Metadata/Monsters/Labyrinth/IzaroPortalCold",1556,0,3,6,6,"[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.act""]","[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.ao""]","Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal",[6629],1,"","",100,2,6,6,9,0,"[74,814,119,163,791,797,830]",200,[],105,105,700,500,0,[3825],"Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalColdSummon.ais",[],"",3,"Threshold of Hatred",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,61556,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4899,"Metadata/Monsters/Labyrinth/IzaroPortalLightning",1556,0,3,6,6,"[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.act""]","[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalKillable.ao""]","Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal",[6629],1,"","",100,2,6,6,9,0,"[74,814,119,163,791,797,830]",200,[],105,105,700,500,0,[3829],"Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalLightningSummon.ais",[],"",3,"Threshold of Wrath",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,51177,"","","","","","",[12358],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
4900,"Metadata/Monsters/Labyrinth/IzaroPortalFirePhase2",1556,0,3,6,6,"[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal.act""]","[""Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal.ao""]","Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortal2",[6629],1,"","",100,2,6,6,9,0,"[74,798,814,119,163,791,830]",200,[],105,105,700,500,0,[3828],"Metadata/Monsters/Labyrinth/Boss objectives/IzaroPortalFireSummon.ais",[],"",3,"Threshold of Anger",0,260,0,[],[],"","","","",0,[],[36712],[],"",1,6,100,0,0,100,31861,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,260,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
